,dates,jap0100-0000,jap0100-0001,jap0100-0002,jap0100-0003,jap0100-0004,jap0100-0005,jap0100-0006,jap0100-0007,jap0100-0008,jap0100-0009,jap0100-0010,jap0100-0011
0,1984-07-31 00:43:53+00:00,87.31324556330489,92.79979785756767,99.87998201521202,104.78987113368707,105.23582111620212,104.40586774997081,91.85337256731603,98.73527447355143,97.02929796702884,97.30138806505867,,
1,1984-09-17 00:44:44+00:00,116.14854080245752,111.65544923914547,105.98439572718699,113.7182810185793,116.1067921762945,121.43973956639678,123.17463704385285,123.33657868408392,126.95657997806526,137.13929860505095,138.16947664928287,140.6623671433565
2,1985-05-31 00:44:45+00:00,121.78793002826723,116.55616792753776,118.08042697765612,122.0132242460892,125.71464040721528,129.40523907242164,134.82516186220872,133.44500404654866,136.0589761134156,135.52131705042265,133.6896245578755,142.2128244984819
3,1985-06-16 00:44:43+00:00,124.86490237618573,125.10211479361695,133.35110217228333,140.12865655473018,137.52420355999814,138.02864120718675,145.47471853923616,142.57682540288098,145.14419213193938,136.1154379180451,146.2564743748822,150.1490039582243
4,1985-07-02 00:44:39+00:00,118.09922051355167,109.98415401092589,111.31856336405329,112.52798359864168,113.5793080275619,120.57169163145876,122.17720312817794,120.83291402086546,120.26511485755634,124.07617038408308,124.70267474518258,131.7411853615304
5,1985-08-19 00:44:15+00:00,133.29279219986313,132.6134345243788,133.02779624746879,137.47689558894308,143.1307623389834,145.50249989234734,146.21018245259535,145.62807073017115,143.7332662281543,150.37989535685938,152.59359615963768,155.63601929385425
6,1986-09-23 00:34:56+00:00,104.77668428571312,111.46950777602748,112.52805780852093,108.80739193657878,109.09156052777368,112.43634840067877,115.58180478571198,110.77414366905278,111.84878977326457,125.75211789577693,133.1559633198564,128.8706274126313
7,1986-11-10 00:33:17+00:00,132.00600160827224,130.89382817027698,136.10577645175167,132.25727498469254,133.28673804750596,136.92780240137034,135.26210019444483,142.84550917394944,141.12780790938007,138.63783727781313,141.74521185381258,143.59886196633892
8,1986-12-12 00:33:19+00:00,119.40099941566885,119.29792283037189,119.92288813862166,115.9656790484317,122.6940854019147,128.12746345542433,123.51237861885532,131.99766935667387,134.7697592608726,129.1878909639244,120.6032738279065,131.5452993078156
9,1987-04-03 00:37:09+00:00,131.41244443579825,131.80051702523318,136.74772609634613,139.833361312623,146.21193501361213,141.50582250635796,142.4628587150458,147.32076555713144,149.5478386069022,153.46059883764121,152.92694011113161,152.42204874739707
