,dates,aus0246-0000,aus0246-0001
0,1987-05-22 23:08:08+00:00,148.17952447780212,248.69663031336637
1,1987-07-16 23:15:29+00:00,155.11840133555995,257.9714163198933
2,1987-09-27 23:11:15+00:00,166.88140922038662,242.3047293003964
3,1987-10-13 23:11:33+00:00,156.27858409851925,
4,1987-10-29 23:11:49+00:00,161.02159247477888,229.49122198356497
5,1987-11-14 23:12:11+00:00,157.89582051082633,244.9296489955434
6,1987-12-16 23:12:41+00:00,149.5741613327273,158.6773512586258
7,1988-01-08 23:19:14+00:00,156.92130576918572,164.2655447419164
8,1988-01-17 23:13:14+00:00,142.19609027122564,148.7876867095471
9,1988-04-22 23:14:16+00:00,155.89186199427812,166.9382304994275
10,1988-06-25 23:14:44+00:00,151.16110989637548,
11,1988-07-27 23:14:50+00:00,135.61859505857697,160.95111638434085
12,1988-08-12 23:14:49+00:00,133.4769356705528,
13,1988-08-28 23:14:54+00:00,139.81310292276177,
14,1988-09-29 23:14:45+00:00,136.99019176894845,
15,1988-10-06 23:20:56+00:00,137.74317103505243,159.18178810026689
16,1988-10-22 23:20:50+00:00,137.0125101452734,
17,1988-12-02 23:14:39+00:00,149.7382991536311,
18,1989-01-03 23:14:26+00:00,158.2357301204186,159.43198877033566
19,1989-01-19 23:14:06+00:00,147.00230267207823,156.41908333445383
20,1989-06-12 23:12:05+00:00,172.5100254561234,
21,1989-07-14 23:11:29+00:00,155.02955363781777,
22,1989-07-30 23:11:11+00:00,155.01097742170305,
23,1989-08-15 23:10:47+00:00,144.18022692355638,
24,1989-08-31 23:10:29+00:00,156.83853170704433,
25,1989-09-16 23:09:56+00:00,158.83877238613303,156.85022432951013
26,1989-09-23 23:16:02+00:00,153.92496301462222,
27,1989-10-02 23:09:47+00:00,148.85599629499245,151.4408687887316
28,1989-10-18 23:09:03+00:00,149.9605950643662,
29,1990-04-12 23:04:18+00:00,161.7599328514805,
30,1990-07-01 23:04:16+00:00,162.53960285597657,171.38274048320042
31,1990-08-18 23:04:04+00:00,152.70420236534054,160.86065337945698
32,1990-09-03 23:03:57+00:00,132.93750628253107,156.64245012181965
33,1990-09-19 23:03:53+00:00,,
34,1991-01-09 23:04:10+00:00,148.34120420097994,162.8181027395748
35,1991-04-15 23:06:03+00:00,162.9083309377682,175.03717344090097
36,1991-07-20 23:07:31+00:00,142.11063294990706,165.2454870963256
37,1991-08-05 23:07:37+00:00,151.0279600494559,
38,1991-08-21 23:07:41+00:00,157.44998966074894,
39,1991-09-06 23:07:56+00:00,159.52015320416965,173.41615371334106
40,1991-09-22 23:08:04+00:00,155.11588178768503,210.1065121037384
41,1991-10-24 23:08:13+00:00,163.29554674854123,166.98755040884924
42,1991-11-09 23:08:19+00:00,162.63769038918608,177.64901421679505
43,1992-01-12 23:08:22+00:00,161.92360997609578,168.5481006202913
44,1992-05-03 23:07:54+00:00,179.9063777849886,259.12650045836693
45,1992-06-04 23:07:37+00:00,179.3301134291569,251.8534850902838
46,1992-06-20 23:07:24+00:00,168.22773066364277,235.59595515040058
47,1992-07-06 23:07:13+00:00,164.95231262134757,248.6611829138587
48,1992-07-22 23:07:00+00:00,162.9789706195859,
49,1992-08-07 23:06:48+00:00,177.40616005867213,249.3223427378399
50,1992-09-24 23:06:01+00:00,170.95987775488976,
51,1992-10-10 23:05:38+00:00,165.4728335444446,
52,1992-11-27 23:05:11+00:00,154.75675980563287,247.3404806693244
53,1992-12-13 23:05:23+00:00,140.42844062746352,164.15138316081766
54,1992-12-29 23:05:32+00:00,147.52006629096329,165.38718773213515
55,1993-01-14 23:05:45+00:00,160.13206889150644,167.40537118378268
56,1993-02-15 23:06:04+00:00,147.84535523092563,157.13722091872532
57,1993-03-19 23:06:16+00:00,152.52915294689817,159.23069753918995
58,1993-04-20 23:06:30+00:00,160.2112088946818,177.4751498919859
59,1993-06-07 23:06:40+00:00,158.32068175998248,207.0628146102203
60,1993-06-23 23:06:35+00:00,159.11776553641155,206.80044118900025
61,1993-06-30 23:12:42+00:00,,
62,1993-07-16 23:12:41+00:00,161.1116289432352,224.92392607319906
63,1993-07-25 23:06:29+00:00,167.42500123350712,250.12598660395028
64,1993-08-01 23:12:40+00:00,169.13062660923424,243.3687915512981
65,1993-08-10 23:06:30+00:00,167.42937955522768,219.73534098112555
66,1993-08-17 23:12:41+00:00,169.2706497909869,173.7222463391296
67,1993-08-26 23:06:29+00:00,166.5728178404748,184.92155413941154
68,1993-09-02 23:12:40+00:00,172.72330787474087,182.72835213454576
69,1993-09-11 23:06:28+00:00,163.40532367370352,173.99042357325573
70,1993-09-27 23:06:25+00:00,174.13341551265168,177.14536329019225
71,1993-10-04 23:12:34+00:00,169.31224324969025,162.23219363272165
72,1993-10-13 23:06:19+00:00,171.5291001260576,177.50674348631705
73,1993-10-20 23:12:26+00:00,175.439424460232,185.72642887293142
74,1993-10-29 23:06:13+00:00,167.21736728072324,180.39630320735174
75,1993-11-05 23:12:20+00:00,167.51072277952125,175.61078624803625
76,1993-11-21 23:12:12+00:00,167.74069201136749,182.49367102219014
77,1993-12-07 23:12:08+00:00,169.69544501362128,186.65949859126872
78,1994-01-08 23:11:47+00:00,177.82701145980613,187.30865127806638
79,1994-01-17 23:05:27+00:00,,
80,1994-01-24 23:11:34+00:00,173.66341757913813,192.04435557856627
81,1994-02-25 23:11:09+00:00,173.28834017174236,182.4885838283352
82,1994-03-22 23:04:36+00:00,155.56530448880105,170.4753905001214
83,1994-04-07 23:04:19+00:00,159.32449395508283,163.25974120135865
84,1994-04-23 23:04:02+00:00,158.13857505902118,173.32015838558493
85,1994-05-09 23:03:44+00:00,161.94526157897545,174.94747828781541
86,1994-06-10 23:03:08+00:00,162.49403021441373,170.5691502735362
87,1994-07-12 23:02:19+00:00,162.21989888005243,189.02713969663003
88,1994-07-19 23:08:18+00:00,160.84290631090144,223.9279612656106
89,1994-07-28 23:01:52+00:00,163.500532640167,243.14618764154253
90,1994-08-04 23:07:51+00:00,167.24965508572558,
91,1994-08-13 23:01:28+00:00,167.73347152796796,
92,1994-09-05 23:07:06+00:00,181.35757819369317,
93,1994-09-14 23:00:41+00:00,182.81222300682214,236.4348461271252
94,1994-09-21 23:06:40+00:00,174.80952354860833,
95,1994-09-30 23:00:13+00:00,180.14444126013024,227.09786992994316
96,1994-10-16 22:59:43+00:00,183.1890589751846,224.0614615540211
97,1994-10-23 23:05:39+00:00,175.4491350460724,181.6173802308357
98,1994-11-01 22:59:09+00:00,175.56070021938035,178.16696041427997
99,1994-11-08 23:05:05+00:00,179.41899614495833,180.8916098296074
100,1994-11-17 22:58:36+00:00,177.66565652172474,236.3083776179582
101,1994-12-10 23:04:05+00:00,183.27670652148342,189.53710019268084
102,1994-12-19 22:57:37+00:00,172.9407645323436,172.8569372862481
103,1995-01-11 23:03:00+00:00,180.97291583064785,179.69840516513432
104,1995-02-12 23:01:44+00:00,173.05644907280345,
105,1995-02-21 22:55:11+00:00,177.0193115108162,179.29327707947476
106,1995-03-09 22:54:33+00:00,162.00366976984503,
107,1995-04-01 22:59:48+00:00,167.45730855199787,168.34374208988837
108,1995-04-10 22:53:15+00:00,142.46532884324506,157.3415265299916
109,1995-04-17 22:59:08+00:00,159.63917713268177,165.99184292285184
110,1995-05-03 22:58:26+00:00,164.91898342968702,177.6128307966867
