dates,sar2484-0000,sar2484-0001,sar2484-0002,satname
1984-07-18 09:28:22+00:00,281.26,200.94,287.99,L5
1984-08-03 09:29:20+00:00,280.26,199.1,282.97,L5
1984-09-04 09:29:37+00:00,280.07,194.79,282.79,L5
1985-04-16 09:30:15+00:00,283.78,192.59,299.92,L5
1985-10-09 09:28:35+00:00,296.16,197.69,329.23,L5
1985-11-10 09:28:33+00:00,278.4,215.53,282.31,L5
1986-03-18 09:25:58+00:00,276.53,215.65,279.91,L5
1986-06-22 09:23:04+00:00,266.45,208.97,276.2,L5
1986-08-16 09:27:20+00:00,284.81,224.02,288.26,L5
1987-04-06 09:22:12+00:00,301.74,202.33,302.93,L5
1987-04-29 09:29:06+00:00,281.44,212.53,287.52,L5
1987-06-25 09:24:20+00:00,282.28,195.43,287.76,L5
1987-09-20 09:32:42+00:00,275.03,206.28,279.71,L5
1988-01-19 09:28:41+00:00,270.46,,,L5
1988-04-15 09:35:50+00:00,276.66,194.81,287.3,L5
1989-07-16 09:27:19+00:00,282.15,210.55,287.25,L5
1989-09-18 09:25:20+00:00,268.93,217.18,283.99,L5
1989-09-25 09:31:28+00:00,277.05,216.63,281.01,L5
1989-10-04 09:25:12+00:00,287.57,213.25,288.92,L5
1989-11-12 09:30:07+00:00,272.05,212.79,278.33,L5
1990-04-14 09:19:47+00:00,272.63,215.5,278.23,L5
1990-06-01 09:19:44+00:00,275.91,218.43,282.32,L5
1990-07-26 09:25:48+00:00,284.66,203.94,288.62,L5
1990-09-21 09:19:19+00:00,,177.8,,L5
1991-01-11 09:19:39+00:00,286.21,219.1,290.82,L5
1991-08-07 09:23:28+00:00,286.83,201.7,290.62,L5
1991-08-23 09:23:10+00:00,278.84,193.72,280.17,L5
1991-12-04 09:30:12+00:00,275.82,217.73,278.92,L5
1992-04-10 09:29:42+00:00,261.99,,267.65,L5
1992-04-26 09:29:34+00:00,269.75,195.06,286.41,L5
1992-05-28 09:29:18+00:00,279.61,190.32,285.77,L5
1992-07-08 09:23:02+00:00,281.06,208.4,288.37,L5
1992-09-10 09:22:08+00:00,285.96,208.87,291.07,L5
1993-01-23 09:27:27+00:00,267.62,246.61,,L5
1993-03-12 09:27:54+00:00,288.07,214.58,290.28,L5
1993-03-21 09:21:43+00:00,284.54,196.75,289.29,L5
1993-04-22 09:22:22+00:00,285.06,191.16,286.67,L5
1993-07-11 09:22:22+00:00,308.97,174.34,309.49,L5
1993-08-12 09:22:21+00:00,275.92,198.67,283.2,L5
1994-03-08 09:20:40+00:00,275.78,210.96,279.46,L5
1994-03-24 09:20:03+00:00,292.18,214.29,293.01,L5
1994-03-31 09:26:06+00:00,279.76,193.97,285.19,L5
1994-05-02 09:25:29+00:00,287.94,189.9,292.6,L5
1994-08-31 09:16:29+00:00,283.67,196.75,288.26,L5
1995-01-13 09:18:22+00:00,278.41,216.7,285.51,L5
1995-01-22 09:12:15+00:00,260.82,190.74,261.68,L5
1995-01-29 09:17:46+00:00,,219.48,238.17,L5
1995-03-11 09:10:21+00:00,286.89,212.71,289.94,L5
1995-04-12 09:09:01+00:00,282.65,199.22,286.26,L5
1995-05-30 09:06:28+00:00,278.1,204.2,281.21,L5
