,dates,jap0184-0000,jap0184-0001,jap0184-0002,jap0184-0003,jap0184-0004,jap0184-0005,jap0184-0006,jap0184-0007,jap0184-0008,jap0184-0009,jap0184-0010,jap0184-0011,jap0184-0012,jap0184-0013,jap0184-0014,jap0184-0015
0,1984-07-31 00:45:29+00:00,173.87549628164797,161.93371242284567,158.1239836304183,154.6596834543503,159.3314667876433,166.603173352192,171.2270143218269,161.67252263714704,163.24947554258324,162.32530263952088,160.32453209619507,164.34671715847293,169.30240752749935,168.92359918154995,172.50146981101838,164.8403768793802
1,1984-08-16 00:46:00+00:00,174.8617598130297,167.5865402726571,161.97853101601163,163.0421003625844,164.257275498669,177.2810522383781,177.85072424211836,171.34625510029824,171.95527726986398,170.68067583450687,169.4714160720809,167.61730101115515,174.48985507813785,176.98725110483383,184.0102655864091,172.57617250369242
2,1984-09-17 00:46:20+00:00,166.74762494556379,158.34220320828095,150.20236588701945,148.26120919455713,151.3580538932415,,,157.4675391655563,160.0020131123968,164.75773169895746,159.95919549899295,160.87220732621716,159.77540128369463,173.8733861020832,172.46770130160988,166.59410160367258
3,1984-11-04 00:46:10+00:00,175.7969138801035,165.12459617212508,160.09028401380777,161.19897613655132,161.36193036922188,171.62583759749842,173.23878229859702,171.17728735717407,170.23508124449225,169.39318105476846,168.64401095793755,166.57902023479105,169.85376411217266,174.30637159225265,182.83268514287255,167.06255898373212
4,1985-01-07 00:46:30+00:00,174.3414445916519,162.75424117480298,157.18059089355117,157.36703565981753,163.42804618995177,169.45746080575745,170.5122971293172,165.60613522552484,169.96452490142673,172.19419356568676,169.96910928288779,170.84535637484495,173.54543520490807,176.7734256396436,177.3829245838105,173.0946657364563
5,1986-01-10 00:43:19+00:00,173.19068060051245,159.51963374346187,157.34953923172577,160.86899930287063,165.14559493653917,173.3401266700888,174.4873805350207,170.885573752185,173.2863022115328,170.79912018220026,166.47169276575067,171.2158895989203,172.4692515187994,177.50354031932764,180.75139503549855,178.62105318544423
6,1986-10-09 00:36:01+00:00,168.06131479860264,156.24762588013388,153.30794507326286,150.92052403024277,154.38173626696985,158.84797944088257,156.77184002991848,154.9368668204377,148.79409639728715,151.01540156041273,148.23121159026314,153.10008135572713,157.94741584467482,158.63216757332924,166.10319719814615,163.19855690536212
7,1986-11-10 00:34:53+00:00,175.79468463488763,159.96806225167902,157.947683367693,157.19887385676287,157.56209593389332,170.30151907997703,169.5287982126236,165.4865455603163,161.7382615324252,160.25331926061295,167.66419783987027,170.90329707225888,177.4268498068863,176.07981079328056,180.8780508150187,
8,1987-01-13 00:35:52+00:00,163.84307342665514,150.8209222998443,145.1067792365849,145.672789659005,149.37973027896294,155.57168904499943,154.2021630728759,149.18068937950687,152.6869337708307,156.88942181955707,,,,,,
9,1987-02-05 00:42:23+00:00,164.83141089225248,156.00549427341585,154.87113630442644,151.21203436779354,152.62351335515012,158.81969832543646,153.68171418735983,155.04864610605267,149.47724585552191,152.4269730961921,152.71140405725342,157.5773303485385,157.80937132701703,161.96316299775967,166.2459788823815,159.92847379165505
