dates,satname,nzd0463-0000,nzd0463-0001,nzd0463-0002,nzd0463-0003,nzd0463-0004,nzd0463-0005,nzd0463-0006,nzd0463-0007,nzd0463-0008,nzd0463-0009,nzd0463-0010,nzd0463-0011,nzd0463-0012,nzd0463-0013,nzd0463-0014,nzd0463-0015,nzd0463-0016,nzd0463-0017,nzd0463-0018,nzd0463-0019,nzd0463-0020,nzd0463-0021,nzd0463-0022,nzd0463-0023,nzd0463-0024,nzd0463-0025,nzd0463-0026,nzd0463-0027,nzd0463-0028,nzd0463-0029,nzd0463-0030,nzd0463-0031,nzd0463-0032,nzd0463-0033,nzd0463-0034,nzd0463-0035,nzd0463-0036,nzd0463-0037,nzd0463-0038,nzd0463-0039,nzd0463-0040,nzd0463-0041,nzd0463-0042,nzd0463-0043,nzd0463-0044,nzd0463-0045,nzd0463-0046,nzd0463-0047,nzd0463-0048,nzd0463-0049,nzd0463-0050,nzd0463-0051,nzd0463-0052,nzd0463-0053,nzd0463-0054,nzd0463-0055,nzd0463-0056,nzd0463-0057,nzd0463-0058,nzd0463-0059,nzd0463-0060,nzd0463-0061,nzd0463-0062,nzd0463-0063,nzd0463-0064,nzd0463-0065,nzd0463-0066,nzd0463-0067,nzd0463-0068,nzd0463-0069,nzd0463-0070,nzd0463-0071,nzd0463-0072,nzd0463-0073,nzd0463-0074,nzd0463-0075,nzd0463-0076,nzd0463-0077,nzd0463-0078,nzd0463-0079,nzd0463-0080,nzd0463-0081,nzd0463-0082,nzd0463-0083,nzd0463-0084,nzd0463-0085,nzd0463-0086,nzd0463-0087,nzd0463-0088,nzd0463-0089,nzd0463-0090,nzd0463-0091,nzd0463-0092,nzd0463-0093,nzd0463-0094,nzd0463-0095,nzd0463-0096,nzd0463-0097,nzd0463-0098,nzd0463-0099,nzd0463-0100,nzd0463-0101,nzd0463-0102,nzd0463-0103,nzd0463-0104,nzd0463-0105,nzd0463-0106,nzd0463-0107,nzd0463-0108,nzd0463-0109,nzd0463-0110,nzd0463-0111,nzd0463-0112,nzd0463-0113,nzd0463-0114,nzd0463-0115,nzd0463-0116,nzd0463-0117,nzd0463-0118,nzd0463-0119,nzd0463-0120,nzd0463-0121,nzd0463-0122,nzd0463-0123,nzd0463-0124,nzd0463-0125,nzd0463-0126,nzd0463-0127,nzd0463-0128,nzd0463-0129,nzd0463-0130,nzd0463-0131,nzd0463-0132,nzd0463-0133
2000-12-18 22:04:37+00:00,L7,330.11,322.67,321.86,327.73,322.70,326.99,327.71,329.90,331.78,336.38,343.04,355.33,349.01,346.74,351.53,340.85,342.53,342.85,327.02,319.64,316.59,311.62,313.18,313.13,323.39,331.19,339.30,335.84,338.37,330.44,326.28,329.12,331.96,328.19,326.55,323.68,327.55,329.33,338.73,330.89,331.25,329.05,332.29,334.60,330.02,333.25,332.44,333.29,333.76,333.83,336.52,336.75,333.91,333.03,336.29,333.92,332.11,328.34,333.74,332.56,331.17,328.75,329.68,329.58,334.54,338.43,341.63,340.95,344.53,340.89,345.81,346.45,345.48,343.89,341.92,335.45,336.13,338.05,335.91,333.97,333.48,329.32,330.23,332.91,334.23,331.87,331.57,335.04,336.61,338.38,337.20,336.62,339.31,339.25,338.33,340.84,340.51,342.65,344.86,344.73,338.80,345.75,343.75,340.68,346.22,340.55,341.03,337.75,323.67,324.50,305.99,322.00,316.76,321.67,328.41,329.86,331.81,333.95,336.25,330.08,333.28,326.48,325.91,323.41,323.64,329.85,326.05,327.17,330.20,332.95,336.10,334.83,331.46,328.76
2001-04-09 22:04:17+00:00,L7,348.58,333.45,331.97,339.84,342.05,339.97,334.93,336.10,344.23,357.95,359.48,365.69,360.19,358.94,358.49,365.58,367.39,360.33,348.37,341.23,334.86,330.33,331.33,328.99,330.17,336.98,345.41,349.03,349.35,348.14,347.17,346.14,347.83,343.88,340.39,336.00,334.87,339.83,341.98,338.59,339.78,341.11,339.21,343.58,337.35,342.97,342.06,349.04,348.11,343.43,346.64,349.21,347.11,349.50,346.89,349.37,348.94,350.16,349.94,346.07,344.35,339.59,344.13,343.80,347.32,347.01,351.09,355.53,354.99,359.45,361.63,359.82,360.39,361.25,354.84,349.88,351.06,348.85,346.59,350.10,349.96,351.36,348.71,348.81,346.53,349.64,350.26,349.50,351.01,355.73,358.31,351.47,351.10,355.17,356.21,354.11,348.58,357.26,355.99,358.88,358.57,358.00,355.82,361.63,359.48,353.39,353.72,351.63,347.15,344.91,336.26,339.74,337.14,339.20,343.58,343.72,344.30,343.76,348.09,349.74,353.65,349.35,348.38,347.43,339.91,344.94,344.46,343.82,347.92,346.93,346.34,342.50,340.52,339.22
2001-06-28 22:03:32+00:00,L7,316.81,301.56,316.78,321.82,324.12,327.91,320.54,318.40,330.33,334.03,339.67,344.27,341.74,352.50,347.34,331.53,337.65,334.01,314.98,310.20,309.68,256.64,249.78,211.08,,,,,,,,,,,,,259.16,322.97,327.45,325.29,314.41,328.70,327.53,322.37,320.53,330.01,330.53,333.20,340.97,338.60,333.16,337.00,336.85,340.22,339.21,339.76,335.30,335.96,337.51,335.16,337.35,331.01,334.89,336.61,341.41,342.73,341.38,345.85,345.54,346.59,350.10,355.46,349.34,353.18,343.21,344.99,340.67,340.13,341.26,339.29,337.87,337.97,336.61,340.69,339.57,339.38,341.19,336.04,337.35,336.72,346.53,341.76,338.95,340.39,341.32,345.44,344.07,346.44,346.97,348.65,353.42,349.00,351.96,349.52,342.53,342.70,343.87,338.82,342.63,341.38,326.78,328.30,327.60,331.41,335.71,335.52,335.78,335.32,332.56,337.45,335.53,332.44,333.94,,330.87,334.09,333.25,335.16,335.63,332.84,337.60,334.15,335.18,332.17
2001-07-14 22:03:33+00:00,L7,324.28,309.57,323.98,332.13,336.24,334.31,334.97,334.68,340.05,342.99,343.51,352.00,353.69,348.84,350.97,355.51,350.71,343.91,331.75,325.57,321.75,321.31,316.91,317.25,329.26,328.09,336.58,334.74,335.54,334.44,335.90,337.35,335.96,332.54,331.05,338.31,337.97,338.10,341.92,339.00,329.02,331.59,331.54,329.05,320.92,335.63,330.08,340.59,347.32,341.65,341.82,338.08,343.99,343.08,340.40,338.44,336.00,339.65,337.34,333.08,332.04,333.81,335.83,340.09,336.38,343.27,349.04,350.77,351.18,350.01,353.24,356.99,353.73,355.65,347.01,346.01,343.40,343.49,341.14,340.22,338.84,346.02,339.81,339.56,341.64,340.04,341.76,343.94,339.96,343.08,344.31,345.19,335.61,341.89,346.64,344.79,345.00,349.61,352.46,353.96,354.03,,,,,,,,,,,,,,,,,,338.70,338.64,338.57,335.17,332.34,,327.75,334.28,338.92,340.13,340.39,341.65,343.00,335.89,334.73,333.75
2001-08-15 22:03:02+00:00,L7,328.85,319.51,323.07,330.24,335.77,339.97,331.44,334.94,335.99,345.23,347.19,353.81,344.41,346.52,348.87,343.25,344.66,344.66,338.75,326.78,323.84,320.91,324.77,326.92,328.79,328.76,335.84,340.04,340.91,338.07,334.37,335.46,326.93,335.51,338.79,335.16,332.93,331.77,339.99,334.94,327.03,330.56,335.36,327.67,320.63,328.39,330.63,334.84,338.52,333.62,335.68,340.47,340.62,342.87,343.09,338.20,336.07,338.02,338.21,335.60,335.33,332.37,342.17,337.82,339.17,342.66,347.87,347.57,350.02,353.05,345.99,346.44,353.82,351.88,349.94,343.50,337.84,334.36,340.68,339.79,335.25,339.62,343.24,343.75,344.61,341.43,337.67,344.89,342.14,342.78,344.68,344.06,340.90,347.34,344.22,343.09,340.46,342.04,348.32,,,,,,,,,,,,,,,,,,,,334.46,342.68,338.23,334.38,336.10,331.72,339.18,337.59,342.52,335.21,333.59,339.96,342.42,337.37,337.50,335.37
2001-10-18 22:02:30+00:00,L7,333.58,327.15,329.56,336.46,340.38,344.91,341.74,342.83,352.52,361.92,365.50,364.64,357.60,357.13,361.91,360.19,362.18,352.71,345.67,333.99,326.54,324.79,330.55,333.70,334.79,347.75,351.33,348.82,352.80,345.76,346.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.99,357.39,360.68,353.44,351.27,355.69,357.84,346.31,351.26,349.24,343.24,337.10,347.50,345.65,345.11,346.47,348.72,350.92,346.40,348.37,351.51,347.48,350.53,346.48,351.89,344.61,349.27,347.36,344.89,343.24,342.11,345.14,342.51
2002-03-11 22:03:07+00:00,L7,337.69,319.68,322.51,327.26,327.35,331.88,328.86,334.89,342.04,352.63,345.94,351.48,355.29,351.41,352.32,353.60,345.86,336.76,329.57,326.75,311.97,313.10,316.64,317.31,320.26,325.96,335.10,332.96,334.72,330.48,335.17,340.12,336.95,341.73,335.20,333.71,336.34,340.34,337.59,337.49,331.36,335.74,331.57,333.01,323.75,327.15,337.86,337.83,337.59,340.91,331.63,339.78,344.59,345.05,346.20,343.07,341.60,338.08,338.61,335.22,340.36,337.11,340.81,341.65,345.05,346.43,348.21,350.89,349.23,345.10,344.24,342.91,348.85,347.46,347.19,342.72,345.93,344.66,342.63,343.54,345.91,345.37,343.98,342.09,336.32,342.04,349.04,351.29,351.51,351.96,346.21,346.61,351.45,351.61,349.97,344.15,342.10,344.65,350.44,350.12,350.26,350.06,349.24,342.84,341.82,348.60,341.98,344.46,339.11,340.44,342.86,332.43,333.00,332.36,336.46,335.52,337.90,343.07,343.05,334.39,341.11,337.35,327.20,330.60,335.05,330.21,336.89,335.24,338.36,336.02,331.49,327.84,332.00,336.06
2002-04-12 22:03:01+00:00,L7,339.43,332.48,337.93,349.79,349.01,352.42,349.58,351.07,351.55,359.36,356.71,364.82,359.38,366.33,363.27,365.23,359.65,350.49,341.02,330.61,329.10,334.11,336.28,333.90,335.45,341.50,347.67,351.94,354.13,347.89,346.24,344.45,344.69,339.63,341.86,345.09,347.84,349.07,349.66,348.16,343.87,345.51,345.68,344.64,341.08,344.30,347.74,356.48,355.08,353.45,353.23,360.50,361.75,359.38,358.00,359.35,361.47,355.67,352.98,352.46,350.08,352.25,353.30,355.33,357.47,357.86,361.75,359.00,359.93,362.17,363.17,363.67,359.07,360.12,352.36,346.89,344.45,356.79,353.86,361.13,360.30,360.39,360.48,363.18,361.65,364.16,363.57,363.97,363.87,365.35,356.49,356.36,347.52,349.66,351.81,358.09,356.53,363.68,364.45,372.16,367.20,367.75,365.03,364.37,363.13,357.47,352.26,351.62,348.01,349.57,343.70,344.55,340.38,346.27,348.05,354.13,353.66,352.66,347.65,350.52,347.69,346.77,342.58,351.93,348.78,347.63,346.14,346.65,346.79,342.79,344.51,340.22,339.08,339.66
2002-05-14 22:02:55+00:00,L7,340.42,330.07,338.21,338.97,341.66,346.88,346.08,345.67,350.08,350.88,348.44,357.71,357.37,359.58,359.71,361.27,355.22,346.57,335.73,328.10,327.82,324.69,317.24,317.22,326.32,333.71,340.81,343.71,342.35,341.35,338.32,335.02,336.78,339.03,343.55,337.23,345.09,344.04,343.28,338.43,336.03,345.65,346.99,341.99,337.45,341.29,342.14,349.42,349.35,349.91,348.94,350.83,357.74,350.78,355.09,355.34,350.60,353.56,355.50,357.31,352.23,345.04,347.04,346.78,347.53,354.13,357.19,359.94,359.27,361.41,363.16,362.71,357.02,358.67,359.18,356.22,355.56,356.24,354.81,357.47,354.16,357.11,351.85,354.56,356.06,358.08,355.86,358.12,354.91,354.86,354.42,354.79,352.93,352.41,353.29,355.89,353.48,354.58,356.67,358.74,356.91,358.53,353.44,355.79,350.31,355.34,358.67,357.91,351.93,351.90,336.24,338.88,336.41,338.98,336.25,341.70,346.05,347.60,348.53,345.11,347.95,341.48,341.11,344.24,339.85,345.51,344.57,344.98,342.39,345.21,345.32,343.78,336.58,337.56
2002-05-30 22:02:49+00:00,L7,331.27,326.04,329.84,334.11,336.40,332.75,330.08,331.37,340.38,,,,,,,,,,,,,,,,333.82,338.97,339.32,339.98,338.93,337.11,330.15,332.36,327.37,331.65,326.28,325.32,338.62,341.78,343.52,340.31,333.02,339.73,346.38,331.43,321.34,333.61,336.51,346.32,342.86,343.36,342.22,343.13,343.52,346.93,339.98,339.84,343.08,338.87,341.36,342.99,341.05,338.92,335.56,345.72,343.77,347.91,347.72,350.30,,,,,,,,,,,,,,,,,,,,,,,,,,346.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-15 22:02:43+00:00,L7,334.35,318.09,334.11,338.04,336.91,332.86,327.02,326.51,335.46,,,,,,,,,,,,,,,,,,338.61,344.06,344.33,336.74,334.56,335.97,330.98,329.55,323.89,324.66,323.61,335.25,340.41,337.24,334.73,342.39,337.64,336.68,331.99,338.68,340.42,345.73,346.95,336.38,344.75,345.48,345.68,344.38,349.72,349.48,345.46,339.83,340.05,340.50,343.76,342.25,339.50,336.54,348.87,350.02,351.01,356.16,356.73,356.06,354.17,353.84,355.99,355.75,350.10,350.79,346.14,350.55,353.20,352.61,347.62,348.66,350.74,347.57,346.45,342.98,347.74,348.10,347.47,347.47,340.44,341.17,344.24,347.91,342.37,351.95,344.57,349.11,348.09,350.82,350.10,349.84,,,,,,,,,,,,,,,,,,339.12,340.78,339.94,,,334.71,338.72,342.42,343.73,342.10,341.47,343.92,342.71,339.50,343.18
2002-07-01 22:02:38+00:00,L7,322.52,311.09,324.17,324.48,330.12,322.72,320.06,317.30,327.95,,,,,,,,,,,,,,,,,,,329.73,327.46,321.37,323.31,319.21,315.97,317.31,315.64,317.99,320.37,328.23,334.32,332.69,325.83,333.37,334.64,327.53,317.11,330.87,324.57,334.71,338.28,337.59,336.00,331.71,336.39,339.23,340.26,333.77,327.97,331.42,329.86,324.75,327.62,329.47,325.14,326.49,330.75,338.90,340.94,341.15,339.41,342.79,342.63,342.14,345.91,338.94,331.64,331.12,337.06,340.36,342.13,340.58,342.38,342.05,342.03,338.70,335.49,341.38,338.63,342.26,336.26,336.79,333.26,333.83,327.78,333.07,332.51,334.70,338.29,338.93,340.10,,,,,,,,,,,,,,,,,328.64,335.69,329.14,334.68,335.83,340.17,336.92,337.11,329.83,331.31,332.25,335.93,327.30,332.53,328.14,339.10,336.88,336.77,332.30
2002-12-08 22:02:27+00:00,L7,325.18,311.86,319.42,318.18,315.22,315.11,316.20,316.58,318.99,330.36,331.41,338.85,338.03,337.64,329.07,329.72,338.15,335.42,323.81,317.81,313.28,307.04,304.16,304.78,316.05,318.06,325.05,321.85,318.86,316.02,315.22,307.74,311.71,310.62,313.37,311.35,308.14,320.39,326.56,323.64,323.49,318.74,321.90,318.20,318.28,323.91,322.29,320.91,328.75,328.04,326.43,329.66,334.61,334.18,332.52,326.40,326.40,318.44,320.77,320.90,328.35,327.54,327.23,327.21,328.31,338.38,339.32,332.60,341.43,339.52,342.09,340.55,340.44,342.13,329.79,326.55,326.64,329.42,329.67,334.02,336.15,333.05,333.42,332.45,333.48,332.40,333.44,333.45,331.79,333.59,326.64,327.09,330.27,329.22,325.59,324.81,323.82,325.90,328.90,323.54,,,,,,330.81,327.05,328.22,327.06,327.10,,312.24,312.48,310.65,315.70,310.28,318.41,321.22,328.12,324.06,325.71,315.86,319.44,315.17,318.71,315.83,314.57,314.51,320.37,321.56,321.70,324.29,326.48,325.67
