,dates,per0194-0000,per0194-0001,per0194-0002,per0194-0003,per0194-0004,per0194-0005,per0194-0006,per0194-0007,per0194-0008,per0194-0009,per0194-0010,per0194-0011,per0194-0012,per0194-0013,per0194-0014,per0194-0015,per0194-0016,per0194-0017,per0194-0018,per0194-0019,per0194-0020,per0194-0021,per0194-0022,per0194-0023,per0194-0024,per0194-0025,per0194-0026,per0194-0027,per0194-0028,per0194-0029,per0194-0030,per0194-0031,per0194-0032,per0194-0033,per0194-0034,per0194-0035,per0194-0036,per0194-0037,per0194-0038,per0194-0039,per0194-0040,per0194-0041,per0194-0042,per0194-0043
0,1984-05-08 14:32:57+00:00,184.94484984604378,160.86514578575614,150.74114649405197,146.29243923912586,161.53771974510718,159.9145760526027,152.76528582254707,159.13320014817947,177.86618418581557,197.68335039020758,194.3937027831282,184.85208546103053,187.7910573422278,194.92268398776304,180.54659323389535,,,,133.60260187458954,135.28597795880498,142.13041076384633,166.61422440433884,197.74259681530248,218.19702617811208,232.968886843972,232.92528632427218,229.8619109612513,221.05156172127263,219.2671410535367,211.9845632467984,197.78382445657698,208.2160970849708,216.45183139847236,222.69124240656365,228.63225422655682,223.25532413978627,217.12312084887867,212.27736450555514,212.91259322878864,211.5316727221843,217.3155254029803,,,212.59654812259623
1,1984-12-02 14:35:30+00:00,183.50664205067508,163.98126593953847,159.50375249527661,168.70328991904037,187.7324456619014,174.2882446838122,175.91500993620676,165.8594583758822,190.30178971569612,198.20932788809813,194.49167765063416,193.21950493447784,198.93722686197236,196.1031566506361,190.00018022096936,,,,144.2468111169754,167.98824094814083,168.68996815290214,183.44916883920806,215.31782083565975,233.75454977986072,240.17725010036705,238.78935160171832,234.78663102589275,218.2138556575578,217.14579651650104,208.93902023243862,202.89513608914973,210.0536145632421,225.20674684658104,238.4336746178386,242.2284816764975,237.73106810565554,234.5285003161968,225.3958114708152,220.93786183588662,216.53776476637728,216.73942708661934,212.93289946473703,217.5276864664662,218.35389196361294
2,1985-01-03 14:35:49+00:00,178.98967738219858,164.43320704680448,153.5150275574607,164.63722351094748,184.87890713879074,175.44255267278362,174.81198396874316,182.55469546651148,204.56915587324525,210.24866777366572,209.8411017075392,207.66210688493993,210.45512519148582,215.08561878537213,214.92826614419408,,,,,192.88017990898368,198.43088471371814,214.7919776001055,223.5126246273211,244.5297102641759,250.64185437790104,248.6898619642967,235.94300843542902,234.63315370271098,229.1044797238009,214.53162203878847,215.33729675261415,220.77787675935807,224.79174527422356,236.98325183276455,248.2955922947876,242.2051756599065,240.92260685120908,234.9050124527566,231.71648550813637,227.42490004393747,225.30901493676208,223.4424619605853,225.94706030679512,224.33417455848604
3,1985-01-26 14:42:08+00:00,,,,,,,,,,,,,,,,,,,,208.07050496447076,,,,,,,,229.1919726668586,224.35275725681433,217.26402423290727,216.39206518589154,219.38674713940404,222.9603494111852,230.18315891112204,233.32321507437536,,,,,,,,,219.65496869808118
4,1985-03-24 14:35:57+00:00,184.63932734885464,168.71492622776478,158.61065419586959,170.67191655564454,187.20703582649224,177.97269191178182,170.57653736374783,175.9254332625936,201.94789767262856,211.12377822519392,212.29986687769565,207.85822021426094,209.62082619155018,207.61821402792287,195.27176368419904,161.99979805211228,143.18512165062612,,129.8381276248739,,,171.31593929828074,193.74223983520017,222.37468402693958,242.40296874183872,231.66383749216766,220.20528693840464,209.6374774360949,206.7672142586829,201.46404718616733,201.37985625298398,206.73317803593403,217.1977795893975,225.64389017680224,229.60994206370856,225.59189729980133,220.71481000235008,220.1129653302834,210.09166380615923,211.19754244425866,208.19535792220165,,216.8506218695179,217.0638054835245
5,1986-04-19 14:37:04+00:00,,,,,,,,,199.35407971720875,209.35059979182964,207.5208380987692,203.14423536210938,207.27606955975358,208.86309857707613,206.0076427137216,191.35418983377124,174.0569787355268,165.88978448884967,174.97629032349153,185.37213539750752,191.08234422548583,203.91975745433678,,,,,,,,,,,,,,,,,,,,,,
6,1986-05-05 14:36:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-04-06 14:34:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.86070019228728,235.28477278008413,232.54177171288217,227.83364687591666,218.5950331639263,224.1068746578923,226.35799730193506,,,226.06957645170317
8,1987-05-24 14:35:48+00:00,186.23237935540288,163.43771110235795,157.50021816156539,161.77022997608236,181.6960756216767,175.3938842875865,172.79642491071908,174.23394559478217,201.08326511747185,215.47850576427356,207.92818668883083,,209.48807382969824,,202.71095558996424,175.50315614644603,160.72766571393836,148.218194282639,157.7352062250014,172.6399754487267,176.9617425803908,194.63770353516605,213.07132587870473,239.35299656532172,246.19973686700723,239.09065242326295,235.0725918863646,223.3816563742158,221.19235207248983,209.59391105028337,208.87207324350743,210.72652218168435,222.02065573566026,233.0292385676451,240.2970416751803,233.5908215196121,227.33913138586615,221.7354249351077,,,,,,
9,1987-10-31 14:39:29+00:00,,,,,,177.30629337615338,173.46889283215143,174.07068575095337,198.6238894896169,209.28514509596786,206.90525480314463,200.86070824287924,209.16438048075995,206.3692061411419,205.0009659835171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1987-11-09 14:33:31+00:00,173.45230870369858,153.28453426017614,142.513805987907,153.98998277883177,177.48483615443513,169.80182394787437,166.89545010437405,171.55433809196705,189.46738466633417,202.00488760332865,203.64099419149673,200.12148751948703,206.232993103102,207.08854214292566,193.34657235106977,174.78623043343973,157.3680277292369,,155.9929880333723,165.77401551484593,172.4825942622906,193.27039841657484,,,,,,,,,197.46041778662584,204.7987628344092,215.5295832323513,227.42621205938883,230.05031361590463,224.30630537089584,216.31228288231563,213.00561450816681,210.60707678030167,210.49693756897605,211.63237789499885,,,212.52723667566062
