,dates,per0194-0000,per0194-0001,per0194-0002,per0194-0003,per0194-0004,per0194-0005,per0194-0006,per0194-0007,per0194-0008,per0194-0009,per0194-0010,per0194-0011,per0194-0012,per0194-0013,per0194-0014,per0194-0015,per0194-0016,per0194-0017,per0194-0018,per0194-0019,per0194-0020,per0194-0021,per0194-0022,per0194-0023,per0194-0024,per0194-0025,per0194-0026,per0194-0027,per0194-0028,per0194-0029,per0194-0030,per0194-0031,per0194-0032,per0194-0033,per0194-0034,per0194-0035,per0194-0036,per0194-0037,per0194-0038,per0194-0039,per0194-0040,per0194-0041,per0194-0042,per0194-0043
0,1984-05-08 14:32:57+00:00,187.21389567782515,163.36109620071565,153.23709690901148,148.78838965408536,164.65765776380658,162.68785429144663,155.88522384124647,162.69884359812164,181.43182763575774,200.80328840890698,197.1669810219721,187.97202347972993,190.5643355810717,197.41863440272255,184.11223668383752,,,,137.7625192328554,138.40591597750438,144.21036944297924,168.8832702361202,200.01164264708385,220.6929765930716,235.74216508281592,235.4212367392317,232.13095679303268,223.320607553054,221.53618688531807,214.4805136617579,200.2797748715365,210.136058942632,218.23465312344345,224.61120426422482,230.9013000583382,225.52436997156764,219.39216668066004,214.5464103373365,214.99255190792155,214.02762313714382,219.39548408211323,,,214.8655939543776
1,1984-12-02 14:35:30+00:00,178.32145558905447,158.2775608317558,153.80004738749395,162.9995848112577,180.60281427717308,167.95079456405367,168.78537855147843,157.711308221907,182.1536395617209,191.0796965033698,188.15422753087563,186.0898735497495,192.59977674221383,190.39945154285343,181.85203006699413,,,,134.74063593733763,160.8586095634125,163.93688056308326,178.26398237758744,210.13263437403913,228.05084467207806,233.83979998060852,233.08564649393566,229.60144456427213,213.02866919593717,211.96061005488042,203.23531512465595,197.19143098136706,205.66614909571697,221.13267176959343,234.04620915031347,237.04329521487688,232.54588164403492,229.3433138545762,220.2106250091946,216.18477424606775,210.8340596585946,211.98633949680047,209.36808377237287,213.1402209989411,213.16870550199232
2,1985-01-03 14:35:49+00:00,173.4548666628495,158.34491525552048,147.4267357661767,158.54893171966347,177.26854239968574,168.6777840158014,167.20161922963817,173.8571357646772,195.87159617141097,202.63830303456072,203.07633305055697,200.05174214583494,203.6903565345036,208.99732699408813,206.2307064423598,,,,,185.26981516987868,193.35730822098148,209.25716688075642,217.977813907972,238.44141847289188,243.8770857209188,242.6015701730127,230.40819771607994,229.0983429833619,223.5696690044518,208.44333024750446,209.24900496133014,216.0945753814473,220.44296542330642,232.29995045485379,242.76078157543853,236.67036494055742,235.38779613186,229.37020173340753,226.6429090153997,221.33660825265346,220.23543844402542,219.63727959103278,221.26375892888436,218.79936383913696
3,1985-01-26 14:42:08+00:00,,,,,,,,,,,,,,,,,,,,208.7836988983211,,,,,,,,229.7106591642043,224.87144375416003,217.83457937998753,216.9626203329718,219.82563571408116,223.3678888019568,230.62204748579916,233.84190157172105,,,,,,,,,220.17365519542687
4,1985-03-24 14:35:57+00:00,189.08032418718724,173.60002274993064,163.49575071803545,175.5570130778104,193.31340647919956,183.40057693641054,176.68290801645514,182.9041425799734,208.92660699000837,217.23014887790123,217.72775190232437,213.96459086696825,215.0487112161789,212.50331055008874,202.25047300157885,168.9785073694921,151.32694918756923,,137.979955161817,,,175.75693613661335,198.18323667353278,227.25978054910544,247.83085376646744,236.54893401433353,224.64628377673725,214.07847427442752,211.20821109701552,206.3491437083332,206.26495277514985,210.49094459144624,220.6871342480874,229.40165673231445,234.05093890204117,230.03289413813394,225.1558068406827,224.553962168616,214.16257757463077,216.08263896642453,212.2662716906732,,220.6083884250301,221.5048023218571
5,1986-04-19 14:37:04+00:00,,,,,,,,,196.54879506414292,206.89597572039702,205.33895003527354,200.68961129067677,205.09418149625793,206.89939931993004,203.20235806065577,188.54890518070542,170.78414664028332,161.9623859745575,171.70345822824805,182.9175113260749,189.4459281778641,202.1345763114767,,,,,,,,,,,,,,,,,,,,,,
6,1986-05-05 14:36:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-04-06 14:34:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.3731600386664,235.79723262646326,233.0542315592613,228.3461067222958,219.06478802310718,224.67058048890934,226.82775216111594,,,226.5820362980823
8,1987-05-24 14:35:48+00:00,184.26980714499388,161.27888167090805,155.34138873011548,159.61140054463246,178.9975388323643,172.99518491930883,170.0978881214067,171.14990354985375,197.99922307254343,212.77996897496118,205.52948732055316,,207.08937446142056,,199.62691354503582,172.4191141015176,157.12961666152185,143.90053541973919,154.1371571725849,169.9414386594143,175.16271805418253,192.67513132475705,211.10875366829572,237.19416713387182,243.80103749872956,236.93182299181305,233.11001967595558,221.4190841638068,219.22977986208082,207.43508161883346,206.71324381205753,209.06588415749212,220.47863471319604,231.36860054345289,238.3344694647713,231.62824930920308,225.37655917545715,219.77285272469868,,,,,,
9,1987-10-31 14:39:29+00:00,,,,,,171.1625138842994,166.55714090381568,166.17154068999824,190.72474442866175,202.37339316763212,200.76147531129064,193.9489563145435,203.02060098890595,200.83980459847328,197.10182092256196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
