,dates,usa_CA_0060-0000,usa_CA_0060-0001,usa_CA_0060-0002,usa_CA_0060-0003,usa_CA_0060-0004,usa_CA_0060-0005,usa_CA_0060-0006,usa_CA_0060-0007,usa_CA_0060-0008,usa_CA_0060-0009,usa_CA_0060-0010,usa_CA_0060-0011,usa_CA_0060-0012,usa_CA_0060-0013,usa_CA_0060-0014,usa_CA_0060-0015,usa_CA_0060-0016,usa_CA_0060-0017,usa_CA_0060-0018,usa_CA_0060-0019,usa_CA_0060-0020,usa_CA_0060-0021,usa_CA_0060-0022,usa_CA_0060-0023,usa_CA_0060-0024,usa_CA_0060-0025
0,1984-11-21 17:58:12+00:00,200.88413438461757,175.15473324657924,178.2410109139377,171.25299525342618,174.54020776339686,181.00532547144425,167.5899584674392,169.19598029577688,171.64731179217856,168.01335686170896,165.37495549896454,165.1386634905019,168.43972154894283,167.64624968049935,164.6957471393194,158.07346270739174,,,155.3490763839078,171.54852922422427,163.34773419548273,176.23943959024763,187.56869834654117,182.0322819665322,189.5222035431784,
1,1985-02-25 17:58:46+00:00,203.97806263761734,177.96587161384127,178.88270123948575,175.25330199483324,182.6011415022283,186.92332166762796,183.59697581024906,185.56432763856023,177.8641619718765,177.03379678680002,178.87758589926864,172.2965167936745,178.61637789820858,179.4131885401038,184.31601947979078,186.48058384061167,184.6944808595127,188.5407523115243,186.59361862836994,187.92441998326692,189.59403569625044,193.1430900405621,198.63645263020499,201.63261891724747,197.7184822816496,200.8978002673756
2,1985-03-29 17:58:42+00:00,,181.65222158185452,186.83718454844976,172.8779483675635,172.33605199033835,179.285517722344,172.23276379705226,169.64205753780797,173.81289813427793,171.9371905147077,168.30960891289283,175.65421164692552,174.7179735840791,176.17606941203027,179.60196964548896,181.1513516335467,188.45011587462486,184.1431107630336,189.06601417319027,186.9775790838546,190.70131423388418,197.41612419903265,200.97382937900267,200.77197082045288,207.56486474611822,205.0462127172283
3,1985-06-17 17:58:24+00:00,211.79011211280275,189.2011719172492,180.72063711058425,171.32262434649832,171.44968182756833,178.78389034823007,176.03486422432798,168.80385496657655,170.63342226217387,165.66807985719035,165.9042468153182,170.88336410595272,168.28561845528512,164.06935524084113,176.42528210997628,168.19496574331205,173.13043657734914,173.04346927175038,174.31855663804234,178.86717706555183,180.38188268797484,187.83310174332544,189.24306422885383,187.97394232739268,170.96261411837898,178.61838282836678
4,1985-09-21 17:57:31+00:00,237.1395239251878,196.20700619938134,197.02647954178966,193.05675502913513,192.94734157924816,196.58668663498682,192.1692351475848,184.57766300849713,183.74283504371817,174.09720048373146,174.80731802881397,179.74001386397418,177.58826798463377,175.0256602042415,178.73498722350732,180.01829585953072,183.11387597214713,176.97030704833267,186.07945201353365,195.7881208233884,195.72963010874335,200.83773761026129,199.95909187733315,200.51385938322682,198.22993473906965,205.91023338725685
5,1986-01-27 17:55:26+00:00,283.07620143692736,201.8320025805561,204.31552807062778,199.67957516486578,204.86769997933803,203.54251377935628,204.03791582568167,197.04994660910052,194.38412182165865,194.7156553464262,184.9275896926919,188.35097640849062,190.97349431654277,207.21316576882197,206.4431766512545,201.14758032181805,212.1789022426303,209.60567128731816,215.71768617469922,213.43133200395408,207.13520692416648,212.95564963946683,215.40379107451275,216.47810565712743,217.53314851548535,217.9793562482799
6,1986-04-17 17:53:42+00:00,192.5499701304241,178.00773991994913,180.8578936108516,161.10573349829457,162.53109427338458,173.53850015616953,167.23842079620871,169.40666166158968,171.87822629582595,167.0722557487284,164.53785651098687,168.77940222123064,172.2952080273372,176.13644434034342,178.64382116965487,180.1659928560748,187.98788861219884,188.36806832533216,195.37055655892715,191.8327013746662,191.91843840822386,197.56768122357911,198.8779364502007,201.43444232611816,203.38506594024466,201.05229986443393
7,1986-06-20 17:51:54+00:00,209.47896777037562,186.83177865707478,181.17071543796436,159.1934943870473,158.13515672586976,176.20218982786247,168.24239319742327,166.68003234920084,167.99538784163877,168.14847326147404,176.19650496333216,190.6627358023178,184.87382344347628,187.98960833276664,186.87548065737582,188.40963064731756,196.96645091056595,192.75006836285942,195.17943295498162,197.01592360644935,196.19956563184272,200.3386827463472,196.56460910495005,205.92217374240607,209.46176937427214,205.76720432266154
8,1986-07-22 17:50:49+00:00,199.3178200525056,171.0593096326262,172.34505302596108,159.52283988548464,155.78379660489617,168.08744227418774,160.66802314787157,167.19565801080944,167.18956520300554,169.81931305896993,163.302745028903,163.71690685599384,165.97388873389653,168.44594907460998,171.1020800159344,169.48269064858573,175.05496362624137,169.21427934847014,173.88180618692343,183.79358365943645,181.29896725317124,184.62980966614015,191.5724248132114,189.69274750786136,193.13534429211867,193.40601853429882
9,1986-08-23 17:49:39+00:00,210.9345392950195,191.44165027029996,186.233414822354,175.80036570954448,184.46869908913368,186.25368865028045,185.46265298817886,178.96200128116888,182.07895763599979,182.07779779835417,176.76783708355427,184.2411956593207,185.0497645117563,191.16656615725594,192.08660037195486,190.15131433417304,196.64138258375345,195.72722714914119,192.82084072152412,199.17696060022823,197.60830227505465,205.19684901331138,207.7662045871817,205.04306926370126,211.8651932513425,210.43899638744966
