,dates,usa_CA_0090-0000,usa_CA_0090-0001,usa_CA_0090-0002,usa_CA_0090-0003,usa_CA_0090-0004,usa_CA_0090-0005,usa_CA_0090-0006,usa_CA_0090-0007,usa_CA_0090-0008,usa_CA_0090-0009,usa_CA_0090-0010,usa_CA_0090-0011,usa_CA_0090-0012,usa_CA_0090-0013,usa_CA_0090-0014,usa_CA_0090-0015,usa_CA_0090-0016,usa_CA_0090-0017,usa_CA_0090-0018,usa_CA_0090-0019,usa_CA_0090-0020,usa_CA_0090-0021,usa_CA_0090-0022,usa_CA_0090-0023,usa_CA_0090-0024,usa_CA_0090-0025,usa_CA_0090-0026,usa_CA_0090-0027,usa_CA_0090-0028,usa_CA_0090-0029,usa_CA_0090-0030,usa_CA_0090-0031,usa_CA_0090-0032,usa_CA_0090-0033,usa_CA_0090-0034,usa_CA_0090-0035,usa_CA_0090-0036,usa_CA_0090-0037,usa_CA_0090-0038,usa_CA_0090-0039,usa_CA_0090-0040,usa_CA_0090-0041
0,1984-04-18 18:01:41+00:00,206.39332608710328,197.6665492542483,192.42655257421336,178.277176758469,210.6275490558641,209.73723944412882,207.761525196282,202.5134520222128,216.6214923671119,219.3002264583339,205.34817482355456,196.57241017538362,233.49298414335436,222.2067142863766,214.8396855506362,213.88850012282995,228.28126133008615,238.10125633306396,230.30482341598477,226.58047950259413,217.53628475928986,192.31538600896897,216.8233347933368,218.91827996086909,220.7671749521171,221.68620271427108,220.82763352097226,222.8737312851554,198.95427910969872,204.23978076265746,198.6691620740717,203.09715991168213,192.8008833712366,186.9230044780428,190.67937840239966,192.29708987633458,197.82018412196356,186.34530578077863,202.7464682505339,214.0405881317048,211.82690050906152,203.69975600117013
1,1984-04-27 17:55:28+00:00,216.62045546221032,202.97850321317284,185.7657972601272,185.863989014632,214.52454930475074,210.33914459975097,210.38906680354438,205.62835625895568,220.77446433804812,225.920938123078,214.01376110174488,203.53856434357849,235.9127876623847,227.41161785799778,225.29663925373745,213.24613840230313,226.11050903919642,238.23490197678302,229.9027785418421,224.41938742048137,220.61696730393192,192.70552350343755,220.72486752839177,225.4120499136693,229.50375180776476,229.10038119424485,225.6878272095625,220.91524622238313,207.07655146876675,204.28403465588076,198.3038262617939,203.3416492628695,193.63182662822976,192.43645586386805,203.12860483131848,187.2790163467884,192.6093852436137,183.6155468222424,196.74497832563918,210.42451867007154,214.75817384192143,208.82345695880338
2,1984-05-04 18:01:45+00:00,224.6276766102748,205.70724526746946,198.49334050408766,186.0263255668826,220.14575514457707,219.92623366964116,207.4090535666768,202.70661282477909,219.32900542733822,225.1403093925549,208.84352060122984,200.92352413461987,241.0069540636598,232.1755750825174,226.94828180273296,214.42166736472052,226.2845103482785,241.56220675854217,234.85253615468224,232.9863027339045,219.21097237347277,191.67416468056962,217.9509680675223,220.74932332901642,224.23875719228062,229.85236745677747,223.58747124299714,221.32576293561272,197.85610356938537,197.19987592871928,197.67397436000704,202.3414813230952,191.36674268512303,187.08871447917727,186.96054954704272,190.25100034669782,195.97408104935522,186.8474516798059,201.0334185581778,213.4242467778086,213.2753721900745,214.50979872511766
3,1984-05-29 17:56:19+00:00,,,,,225.46135842991816,226.09082569844554,208.9765278161394,207.716759713018,218.1121409339903,227.6493523381582,214.7910717381094,208.92960953283648,241.08933488282025,233.68299006575904,226.92456792040554,217.01819582818973,226.60750393142933,235.5889891846193,230.28600233518273,224.75410143547225,214.6223760294594,183.95490804124074,214.0536091162437,215.43758531063662,219.51303692795685,225.65142976557132,231.22882016042792,222.05965039238376,206.637361987074,205.33786011885843,196.0140334214809,204.5519234946161,190.49666716546193,187.72931722033016,185.74652958176267,183.73628729189107,186.29006946367838,181.074841109585,190.52259215301638,208.73736773050837,204.96977650486252,202.43220628428452
4,1984-06-14 17:56:37+00:00,213.9256137010351,204.566337260532,188.50515464304553,180.1163306143004,221.85235178549115,220.08389111736886,209.3707541229671,198.9305709694953,218.02475325879522,223.39756648458564,211.12277276388824,205.5853942101321,238.9061561677198,237.39880665353266,227.07839634148726,213.77841496377982,226.017662647532,241.33168575820628,233.6167752892385,231.7738880721797,215.4124959275336,188.2947863663122,219.86688080307124,226.56885487611072,226.23548667006415,225.0096182317725,226.8463475277827,217.22359120388947,204.92065130684975,209.04384091039324,199.1585815615869,204.57122798521493,193.14229053261653,189.56599676592646,187.8912208635993,186.40105537010976,187.373264746009,178.8110652177988,190.7918102653594,205.40115211919237,206.3470865736378,202.89577803646748
5,1984-06-21 18:02:54+00:00,230.47708629976668,213.47947452151607,204.60352998767348,194.88434762203048,232.60905327590694,222.33392928611784,210.58235706637376,205.4851321237722,220.30821409022707,225.46297415637713,215.9456093625995,212.29851682439997,237.53701819058654,242.1235219188576,233.56857620440985,222.23378786747156,234.5962686586443,243.60104915774212,239.9087512113108,239.36745526796312,219.98347783733726,194.01110560063708,225.22775776834968,229.63747155652868,234.19941806976266,233.1436422932863,237.19097520165326,221.57773798120286,201.91809419168013,209.1452815073322,201.86311482783364,205.09168493171873,197.90880438440388,190.3449537845137,188.96963358459448,193.78871925279128,194.09830887750536,187.55019621580334,202.28806848307175,214.21020679385944,214.18296228236318,
6,1984-10-27 18:04:31+00:00,204.24117993887776,196.6019789617114,180.17137758801454,176.56251847493706,209.03812396131997,208.97834066831723,204.23373007084786,202.35757679435974,215.79875619250146,213.93705838048683,201.6939049446405,192.12469891771556,227.22694256786147,223.48493269508364,216.35031736578574,203.97458971446005,224.79806012201425,226.83139005322704,219.45000207656045,222.89488185951996,219.7582860597504,193.36168436702724,206.34389719198876,216.40249487151215,225.28361010206697,225.12472383081234,225.24571243918598,213.26381226774532,190.45723987974486,190.5162036401625,188.68944910321295,204.79932415261922,194.36842341400558,187.36908531691395,180.81876048708529,180.2537814273308,177.81885326265115,177.299924357105,189.42221690625766,207.78613107294535,206.24599466604838,197.10039692724754
7,1984-11-21 17:58:12+00:00,185.77726935348807,172.68577721277333,167.91013378120874,164.79517611428358,183.72671807235997,187.90073627720665,190.2941861298093,186.48240215446134,185.761755018032,196.37027724762686,185.8297503037002,185.65233356336944,209.97615269646127,201.30932766123453,198.0058223592169,192.45856934638363,205.9943734672678,206.84051768387243,201.26043519048733,210.0530959434911,203.30125177853307,183.01637688950976,196.1099533783642,201.24699572445562,212.8487087157682,205.60895763892387,213.63297496180036,204.10219888492324,187.0942091410329,182.83328945585797,179.67090016205427,170.55332750715124,172.79679669036878,176.78605909871803,180.18200180373634,179.14793584999853,178.70672565574995,173.7998544229725,184.13366165673767,196.81702090749326,183.69877788152516,191.75158132068276
8,1984-12-14 18:04:35+00:00,214.84345332787828,202.35290913093502,193.70665327625863,188.2553398734762,221.66072947513203,210.64245935676462,206.71410814729364,200.01842147499596,215.9737230793529,217.63899665940443,207.2806492649115,202.27220329482043,231.42318225179883,223.50054274267836,219.7328275808485,217.1508300337864,230.04856177385207,231.8157984441644,223.10562042850273,221.4605294643992,216.19788126682062,194.49092585260183,210.33851927686828,212.18303415606775,217.54289078731892,223.6124707365809,227.56932670319537,218.97277646124854,199.11601602052056,203.33294073810453,196.2968036537817,197.51350144266945,189.88280355590905,191.0804162191535,192.3113324198271,187.85088534976003,191.29035359526154,182.16276357536367,198.0680734828631,210.82242247046253,208.51181107300766,207.00327261315925
9,1984-12-30 18:04:44+00:00,238.74198932119958,219.96292507758054,207.57376716105267,199.62364742432501,236.96974436650058,229.5086745306317,227.72793339840882,225.47664909024923,237.09529822131748,232.77037912773505,227.62477067722625,218.51151721785658,249.07031340873695,241.81339416908264,235.3597189687572,233.77759293096253,244.60750499865665,246.12785917136537,237.85734962413378,243.8635272538689,240.17730129103097,222.18026885574744,229.5139046278038,231.0046447587384,238.39346325995945,240.073586662378,242.6200381946985,225.96918480928395,205.62154083914825,210.43889511124277,199.50189258711217,219.89812879135246,212.72186527832505,205.63794875200156,202.40218811664909,193.55715216319908,196.08237712846199,187.710125967137,203.9249591439687,222.41910999462252,219.03153295860358,215.55561377674718
