,dates,chi0434-0000,chi0434-0001,chi0434-0002,chi0434-0003,chi0434-0004,chi0434-0005,chi0434-0006,chi0434-0007,chi0434-0008,chi0434-0009,chi0434-0010,chi0434-0011,chi0434-0012,chi0434-0013,chi0434-0014,chi0434-0015,chi0434-0016,chi0434-0017,chi0434-0018,chi0434-0019,chi0434-0020,chi0434-0021,chi0434-0022,chi0434-0023,chi0434-0024,chi0434-0025,chi0434-0026,chi0434-0027,chi0434-0028,chi0434-0029
0,1986-02-04 14:07:59+00:00,259.0202589660557,239.81945416699145,207.09256481916097,195.64078058377058,197.73740308251902,194.47998065922934,182.7752534915284,188.8704521624113,,,177.18024828151232,163.38041717566435,173.6861978932103,179.2984043301077,176.51186215536677,181.60071309394874,194.8858348819478,191.49529433409552,193.73508290990517,205.26339088804718,211.59160299189998,199.2755211871781,191.43194229050846,192.93598177847267,192.4656060259577,194.2900151026328,196.5881839690695,191.8586873562256,183.33097410117912,193.87919955753213
1,1986-08-15 14:02:41+00:00,248.4614506478402,243.24329876550425,230.04564467642112,210.53099368208368,192.9385739546681,174.7602829929298,171.66452798837622,167.23912595111295,178.4454138959042,164.42126815965216,149.1736242885765,165.25783022899253,179.96713276292164,171.4266147044179,154.8034138992988,151.3922665573214,163.90641396332762,174.21128503756032,175.24740871076136,189.3605382339532,194.21749932086826,196.51804007005185,189.35298283050713,185.43254201336222,179.84769357589232,171.77713663521607,181.53960312254293,197.52936668171407,200.37137358369066,185.07617003749414
2,1986-10-18 14:00:32+00:00,248.5892064556129,236.42721256885184,221.69274683531881,221.33796620063274,207.80218406021828,185.30023726094257,178.53248419969339,174.93581371231704,172.00510984706253,158.41156452111971,158.45209921880036,150.099955505975,154.81582781894366,169.51733932201805,178.18286260170203,172.9535996622776,159.48667587806423,165.70774175953116,176.528150934948,189.0500634621412,186.97818918873068,180.89245954681917,169.65204849673017,168.1724852072435,182.30907492210804,180.92150630209747,184.2440556905801,180.06393214888936,185.13979083863538,180.242471518624
3,1986-12-21 14:00:01+00:00,247.19339421948717,233.13076227260342,202.55391962418688,195.90775355824536,205.0930849678868,197.50448138825976,199.61864443760157,184.6534042774215,171.12479492700268,168.97444871568342,185.18489075830516,184.39251411763547,167.71924561644192,159.1314222374991,170.89337101749618,181.4045166725424,182.83492183336966,185.64422503760312,190.83359557878515,185.06563922543086,204.64454616473233,190.39383874474734,183.73552996876114,193.82304183667026,206.07910769189456,178.75080491498375,179.72810591487183,190.47720232749546,202.58800080283046,200.4127350084571
4,1987-01-06 14:00:30+00:00,245.6435388484779,234.21077473969763,215.17943326302273,194.89582615656172,187.4783139229718,178.05292435892457,184.06742918721787,176.07938725407442,177.6926716224781,162.52250015983319,173.5824932314307,184.30613922358262,176.63265705256418,180.07562504224958,170.87935687890388,180.56335412569354,168.3773260417937,182.6188949735344,185.84068161841483,191.34265680272665,199.98932894061,177.7721988087732,194.6632873148894,194.0892695066643,192.8039782879016,181.2981087885318,187.29952092826437,189.35127326484817,182.199507227303,198.36973461736247
5,1987-01-22 14:00:58+00:00,253.52653801309245,226.93966546811743,200.17955600130227,205.97988256927678,208.30980063499234,182.82779309374746,177.59918287966255,188.2739031122456,203.53337096806874,187.59621915987822,171.16662991457525,176.785739939774,182.4871684278549,181.40701973811093,179.71434688848447,187.39248459575157,181.0973827332779,174.74838543725727,193.61673852231584,209.16669234726763,202.31988386742435,183.70302566025973,183.9702971824602,187.0977637938622,198.2928700396925,190.31090892885356,196.15063075154006,194.7792590608829,196.63512576174662,194.45588020143393
6,1987-02-07 14:01:33+00:00,270.5780160968235,237.9293533434248,201.83345836962496,201.56806701953698,210.855531968663,201.91508694111684,178.0340134589793,185.21080589291216,200.76574431359296,194.16997579784498,189.82020960408897,181.20159385345914,191.6131297774994,183.66575158723583,179.89928827404478,191.93067648806138,201.0370044782538,194.64967210718777,191.8121209246585,211.6524644897789,211.4770021372427,189.13638099762935,185.62942831585738,197.76909191114115,218.84830718284914,204.4956437775777,197.7164428102463,197.00199013854328,203.1062304747838,201.72826429841643
7,1998-03-09 14:17:33+00:00,229.553064707666,216.0085976805431,210.1554508473835,209.94053369451345,200.32731554662766,177.8791337026375,169.4629747098541,187.32477260316077,187.5064454001522,168.87632996715374,160.1397426436225,165.0596673789607,159.3039340691786,152.08367528209644,162.53317726380132,176.2050663968637,176.600440655387,180.79057643396825,185.4230710304187,195.21902234167783,204.18621955822448,197.08050846003513,193.44887248793304,184.39500598077325,188.7077545525658,199.30518471581328,175.829142148379,175.83334990769782,165.08233785204519,168.57743018484132
8,1998-03-25 14:17:47+00:00,234.8705420760033,230.03813229126442,223.88071815248264,214.13148242332758,213.66535670560754,194.91074685676045,171.77805989189625,163.54681664041547,175.48087393978955,176.8849507885914,183.2122274977674,172.02095399039996,166.29738406669676,171.93284551602957,165.98836736648602,184.3775848205421,184.40924852057142,176.70216117255708,189.80593122621175,201.71418107088726,207.44075465483078,194.84357242098147,192.28642286030117,193.76767822794642,189.23294529508806,188.55194361266337,183.0782558801741,169.1634082134868,167.51644318921714,176.55388660819352
9,1998-09-17 14:19:50+00:00,216.52781894379976,193.5711849644365,174.50353464211048,165.43681104298412,168.79465090073285,,167.90237433989324,171.29913748536228,174.67050128770288,169.05743151153894,155.33596288453484,146.83631703189945,162.36572375450223,173.05262158718952,161.38891379596754,148.44707723922772,158.45389759536602,154.32557831598774,170.59036958628542,195.91172714570604,187.75791196811673,186.85468553945697,172.8102334072405,,,168.5105051788675,190.43570998204973,186.89137313670977,171.72636101372137,159.255398535656
10,1998-12-22 14:20:06+00:00,203.70701335876177,191.33327823680986,164.47194045484062,154.33613490010242,181.46958470848125,198.301929032254,176.29503272836476,165.41887094478693,169.78275885151356,184.3443024618558,188.44694423278335,,,196.77211091179151,172.09874515227946,147.7144679253599,148.1306777767139,175.38140937581878,185.38997046683974,182.6449113409049,188.1291853286449,190.51166641770016,193.99712502776995,192.8801822987539,183.19644568569979,157.96269949999015,147.74030963823478,151.1725223179778,,
11,1999-02-08 14:20:13+00:00,212.78459461243293,194.84802354105594,148.44590099200133,143.9528387529524,153.75500710250608,178.18335725839063,186.35510068384826,170.79502823980806,170.61376601695864,156.03379772194342,156.72374270797593,161.83181075740714,176.116618238162,187.6088440280359,199.426955296503,,183.01936276484557,166.18317923881037,180.52901484527828,199.0949668377069,189.95225196827076,173.5498362573107,172.3206771816343,183.1986114111,203.59960723282285,,182.64689987836059,156.54616746069357,161.75802426067614,167.45037568489312
12,1999-07-10 14:33:50+00:00,,,138.3688737116156,,,,,,125.8198664513263,131.0005307622486,143.91634767900788,,,133.75287113595414,127.92749511844124,126.4107778982574,,138.68702598942917,,,172.08927487856937,172.06656156142623,161.81700775821358,162.2854800978043,161.44470223872628,154.88891107182172,147.75026519803802,134.31106890678666,137.86670862992833,143.94876686376352
13,1999-09-28 14:34:03+00:00,237.88741428301302,207.2102678664397,183.87416613088308,169.4146017126557,179.61552868792137,163.09781838891033,164.52606657143505,153.14407445072112,156.19476807419022,161.50062567816263,157.93559016401397,182.61934471661897,185.3805735264253,163.27477217283536,161.26302699379394,156.05585651786146,172.48732763009826,185.79290685922152,188.25117468003822,199.8457514837298,203.8845911460554,192.26268804439513,199.1256952617152,186.73989942400172,171.81702935068486,180.56316683283754,183.93845331111115,175.69636085716323,167.80462418317055,183.00975029202337
14,1999-10-06 14:17:39+00:00,230.284616887501,207.44515382777905,193.50795552761872,169.3313807565414,176.26896723669876,150.2577332190418,169.61573995265616,164.71293105369415,165.26469146578535,166.29930485225964,168.42113706530074,178.92880199251496,184.41419211947704,162.67406809128593,160.95055140833387,161.37383044747733,172.74303582048998,186.255296833757,179.0404804824106,198.11307572571317,204.20250431883437,197.24308766171683,201.81132358324868,194.13608099525473,180.96200321840243,186.74465230271363,186.01018843995968,176.3474639571752,179.25345432909106,182.7499872543164
15,1999-10-30 14:33:56+00:00,231.00094299744433,199.4193878974934,183.12779500599376,177.01782366755938,176.73788048360834,155.10962685109928,161.47425758722332,169.1019136480597,173.5837040469962,166.57880245434114,166.9092961534136,159.71316740137343,171.61302195961392,183.5592752499366,176.90475238403346,164.7107655314441,155.5176289999518,164.10441601302887,176.76424005121083,195.84994929064013,216.11191640407208,204.0788841515767,199.75124966474212,187.05036845125983,175.78508591630197,188.6353753195802,206.20277100864047,193.43026530522133,192.4536865141435,188.8235071613807
16,1999-12-01 14:33:50+00:00,211.3526173112817,192.99390799660492,174.3155819540986,175.18899535105365,178.5880048869246,166.40039442615162,174.1539953715867,159.74712404702757,156.58669107878285,173.03203373745694,172.8170284542158,162.91243737653878,165.85474892888536,176.00482558987636,183.97674719925374,191.77614982812335,172.80567115349317,168.2048270247908,173.28219578508225,190.485194911569,210.4080517120754,208.5772508730796,190.29954942558726,168.12762045203579,188.00539018111283,189.79387621205464,196.74456218870935,187.5057588675261,178.11441211295903,174.28902257235595
17,1999-12-09 14:16:10+00:00,231.42577104864097,191.10148659248324,180.84395993171114,179.7567189814481,191.6742606406529,176.2319375341581,180.46900430326335,174.20701861818378,170.3818162995567,186.79763730190672,186.66722434327767,162.5482499067742,157.7033606454485,187.90588110877974,189.0454939785243,191.10520135884286,174.81656071627287,171.16913808048315,182.6992782038595,191.56970333500524,214.7709569128253,217.95874997167658,198.70770905879635,174.0113766387899,188.20503245834604,198.4677244405106,197.20020095266557,187.5538035543131,177.67347696991868,174.95300606047152
18,1999-12-25 14:16:08+00:00,214.57553388304268,189.02779138318127,169.41064977928846,177.72705295622177,192.8007935942838,163.19632918742414,171.79645407327865,192.49881173220925,186.57605056981046,175.83964893822468,176.14755987120196,173.69610173209156,175.6263586923352,180.43331281595783,188.63147844173864,180.3719767989505,180.84756124593716,179.7639496289625,192.4736445990896,203.60050358947456,205.258906969758,205.9185983363495,200.33688082288398,182.3773313988209,179.3833874401757,198.32891587233925,206.86196430327598,190.3703435453206,180.37205606224228,177.0923174279749
19,2000-01-18 14:33:49+00:00,219.81500778105493,201.57430151108605,171.6920460553261,181.5461647239528,191.73192705796527,178.03020708602855,175.75436596001302,176.33977943298808,194.1767824954674,192.9767624962156,187.94625043126698,181.94993962217,179.51676003597134,177.71837511835062,184.76176625734013,191.10020189711895,186.31354315054625,185.65852017325676,204.463658557703,200.58016580853462,200.35486256239813,194.21750904057865,193.78560960083252,190.7313107449438,188.9626784474875,185.00676522582762,208.68078969226747,203.14206673789107,184.7065696844353,181.17646486568972
