dates,satname,nzd0441-0000,nzd0441-0001,nzd0441-0002,nzd0441-0003,nzd0441-0004,nzd0441-0005,nzd0441-0006,nzd0441-0007,nzd0441-0008,nzd0441-0009,nzd0441-0010,nzd0441-0011,nzd0441-0012,nzd0441-0013,nzd0441-0014,nzd0441-0015,nzd0441-0016,nzd0441-0017,nzd0441-0018,nzd0441-0019,nzd0441-0020,nzd0441-0021,nzd0441-0022,nzd0441-0023,nzd0441-0024,nzd0441-0025,nzd0441-0026,nzd0441-0027,nzd0441-0028,nzd0441-0029,nzd0441-0030,nzd0441-0031,nzd0441-0032,nzd0441-0033,nzd0441-0034,nzd0441-0035,nzd0441-0036,nzd0441-0037,nzd0441-0038,nzd0441-0039,nzd0441-0040,nzd0441-0041,nzd0441-0042,nzd0441-0043,nzd0441-0044,nzd0441-0045,nzd0441-0046,nzd0441-0047,nzd0441-0048,nzd0441-0049,nzd0441-0050,nzd0441-0051,nzd0441-0052,nzd0441-0053,nzd0441-0054,nzd0441-0055,nzd0441-0056,nzd0441-0057,nzd0441-0058,nzd0441-0059,nzd0441-0060,nzd0441-0061,nzd0441-0062,nzd0441-0063,nzd0441-0064,nzd0441-0065,nzd0441-0066,nzd0441-0067,nzd0441-0068,nzd0441-0069,nzd0441-0070,nzd0441-0071,nzd0441-0072,nzd0441-0073,nzd0441-0074,nzd0441-0075,nzd0441-0076,nzd0441-0077,nzd0441-0078,nzd0441-0079,nzd0441-0080,nzd0441-0081,nzd0441-0082,nzd0441-0083,nzd0441-0084,nzd0441-0085,nzd0441-0086,nzd0441-0087,nzd0441-0088,nzd0441-0089,nzd0441-0090,nzd0441-0091,nzd0441-0092,nzd0441-0093,nzd0441-0094,nzd0441-0095,nzd0441-0096,nzd0441-0097,nzd0441-0098,nzd0441-0099,nzd0441-0100,nzd0441-0101,nzd0441-0102
1999-10-27 22:19:03+00:00,L7,317.54,305.91,301.59,296.04,303.22,294.02,294.41,289.86,291.03,290.75,294.03,295.91,304.62,313.47,311.61,318.79,320.97,318.70,329.93,335.13,349.59,361.56,361.21,364.88,363.27,355.41,355.07,360.29,370.62,372.72,326.74,444.33,441.56,437.24,431.92,433.55,423.37,417.34,411.18,407.72,402.24,389.21,382.33,376.79,371.44,373.98,362.47,355.57,351.54,352.52,355.78,359.52,360.81,369.31,372.29,370.40,372.15,372.99,371.89,370.43,378.19,385.91,388.88,386.30,387.95,384.49,379.72,379.39,381.74,377.46,369.93,375.56,371.16,366.40,368.15,368.96,370.51,373.16,371.05,365.18,361.18,362.45,357.67,359.51,355.97,354.00,351.03,350.01,347.99,347.54,352.65,356.54,349.24,345.21,345.42,347.81,351.89,357.51,365.76,381.34,394.30,380.87,350.87
1999-11-21 22:12:47+00:00,L7,307.69,296.16,278.23,274.07,273.53,284.33,283.75,281.61,268.42,270.80,274.79,281.52,284.29,298.12,299.27,298.95,307.14,310.73,325.71,328.30,338.60,345.32,351.11,355.21,345.64,349.49,339.61,304.72,196.00,204.27,208.81,381.60,436.39,440.98,430.70,411.43,409.75,409.53,403.87,406.48,407.55,406.15,381.69,379.65,372.39,371.45,371.80,370.17,365.29,354.36,354.05,365.52,374.84,384.66,382.32,381.88,383.29,380.56,384.45,389.40,392.01,393.85,388.29,382.06,375.04,370.15,370.35,364.96,365.48,365.18,351.00,352.07,349.78,351.36,348.55,351.60,349.92,349.11,349.70,345.64,342.14,340.38,348.36,352.60,356.40,348.43,341.01,339.67,335.91,334.69,341.17,340.29,344.41,334.12,331.33,330.90,,353.61,379.01,388.40,384.20,365.13,148.80
1999-11-28 22:18:56+00:00,L7,323.93,315.22,298.90,293.85,301.07,297.53,298.27,295.99,293.36,298.48,301.28,310.56,309.68,317.63,324.76,324.00,327.14,327.45,343.07,351.27,355.54,367.54,371.32,385.89,379.29,381.91,390.91,428.51,475.71,523.20,528.53,529.78,521.39,455.23,449.24,432.12,428.70,437.50,430.38,420.50,417.38,412.17,405.43,389.97,388.48,381.39,374.99,370.55,365.62,369.35,366.65,376.40,375.30,382.88,379.33,377.30,379.04,383.60,388.48,387.91,389.24,393.72,393.95,389.53,381.55,378.65,374.82,370.76,374.89,375.00,368.78,359.18,358.48,359.77,358.65,352.13,360.28,360.29,357.62,344.84,350.08,352.37,354.30,367.41,366.52,360.12,348.63,335.60,336.83,333.51,334.14,332.31,332.31,340.39,337.32,330.61,339.82,386.29,399.00,409.95,405.92,385.39,337.84
1999-12-07 22:12:53+00:00,L7,310.36,294.84,282.81,286.58,283.02,285.91,282.52,279.50,279.33,270.14,281.55,280.28,292.21,294.83,298.94,303.30,311.69,314.71,322.76,324.98,328.38,348.37,349.12,351.70,347.92,345.62,342.50,323.85,197.79,213.87,225.80,397.91,434.51,434.44,431.28,415.11,412.11,422.49,405.34,401.02,399.45,397.39,387.93,378.88,372.76,362.38,359.00,358.28,355.12,352.01,355.55,354.85,355.52,362.88,365.09,365.22,359.82,363.98,368.29,371.48,378.76,374.32,378.20,369.21,363.86,362.97,363.41,365.05,362.17,361.80,352.52,348.90,344.75,343.53,343.57,341.38,338.88,333.63,335.64,338.30,336.35,336.97,342.86,344.39,340.16,336.75,329.45,329.46,326.40,325.87,329.94,330.45,329.09,330.34,329.14,329.34,347.51,363.95,382.54,393.90,391.71,368.52,306.68
1999-12-14 22:19:07+00:00,L7,326.99,312.17,302.89,294.94,304.10,309.37,296.11,296.53,297.17,301.27,308.03,309.44,319.57,324.53,333.03,326.12,333.38,334.13,336.11,349.65,354.60,369.49,382.65,383.01,382.76,379.84,386.11,413.56,452.50,472.43,473.02,480.65,485.31,478.70,466.24,443.11,413.29,425.30,442.70,438.52,425.15,412.82,402.76,396.32,387.68,376.46,368.85,365.57,365.46,370.62,376.41,374.42,369.46,373.69,379.64,381.21,383.81,387.00,389.26,387.99,387.94,381.84,386.79,379.89,377.75,378.35,381.76,378.93,379.24,380.16,373.46,365.73,368.55,363.16,366.80,370.89,378.89,365.09,363.74,353.32,352.21,342.85,351.29,367.39,363.46,350.70,343.78,335.88,333.30,338.52,348.23,345.37,339.74,342.08,343.74,368.99,380.26,395.21,395.26,387.62,375.42,358.51,337.91
2000-02-09 22:12:43+00:00,L7,345.26,323.05,307.97,301.27,304.89,307.74,305.59,305.64,300.82,302.32,303.45,310.52,316.07,323.25,328.60,327.50,327.57,332.75,347.36,350.04,353.42,367.55,373.81,389.95,394.91,395.98,410.85,508.85,532.72,520.75,473.94,454.84,452.12,452.55,455.83,446.66,436.70,439.84,435.24,427.54,422.13,412.19,404.40,396.26,388.85,383.91,379.02,377.00,384.60,375.69,367.35,373.26,378.72,381.22,382.97,381.24,380.84,386.13,388.57,386.99,388.01,384.96,381.96,375.91,371.47,374.91,377.91,373.84,379.23,378.00,379.37,373.44,368.81,371.17,370.61,371.22,363.93,362.69,353.59,355.79,354.61,361.63,361.28,365.58,366.62,355.49,349.63,353.66,343.52,340.54,339.16,341.35,,,,,,,,,,,
2000-04-13 22:12:18+00:00,L7,324.65,318.83,306.97,302.44,303.63,309.26,299.19,295.13,300.90,298.59,305.52,304.58,313.93,314.91,329.03,326.11,326.93,337.45,338.22,353.84,360.73,372.28,378.09,371.44,373.46,376.98,379.64,377.62,375.29,382.13,442.42,455.49,443.28,447.84,442.92,444.67,443.73,443.86,435.53,430.23,428.21,421.69,415.92,404.02,394.38,383.49,379.72,376.38,374.22,379.90,372.23,372.43,376.75,375.28,378.25,374.45,376.10,373.96,381.79,382.30,383.88,387.85,385.97,382.38,376.85,379.33,377.75,378.63,389.90,389.01,385.64,381.22,376.10,379.29,380.77,376.66,378.66,378.23,376.72,376.44,375.74,368.53,369.02,367.03,359.92,348.45,348.52,356.29,356.94,350.91,345.27,348.61,352.40,362.14,366.02,370.13,379.18,398.13,411.40,417.00,423.24,417.40,372.17
2000-05-15 22:12:06+00:00,L7,333.30,306.57,300.97,292.27,290.93,291.52,288.02,285.63,286.90,288.30,294.31,295.99,302.01,305.29,311.67,318.13,321.85,327.05,332.67,339.74,351.12,364.53,359.70,359.88,354.24,,,,,,,,,,,,,,,408.23,403.68,400.59,386.67,377.81,371.27,357.65,355.60,349.95,350.45,351.88,344.56,350.82,350.29,354.76,355.49,358.27,364.93,358.01,358.44,362.37,361.96,371.53,363.14,361.44,356.65,354.99,356.98,356.39,355.75,354.31,356.88,352.44,349.65,348.17,353.75,351.73,348.92,342.59,349.37,347.02,345.35,340.43,342.79,341.23,337.10,335.34,337.54,333.19,334.36,340.18,343.94,341.85,344.00,351.12,346.85,354.68,363.41,366.67,374.42,379.87,386.31,381.09,375.00
2000-08-19 22:11:01+00:00,L7,339.46,320.75,307.49,313.93,308.33,317.53,301.55,299.08,302.40,300.47,306.98,307.41,319.99,324.03,331.17,328.21,326.32,334.73,336.58,353.65,,,,,,,,,,,,,,,,,,,,427.21,424.45,417.51,409.05,404.97,393.50,392.96,394.69,388.95,380.79,387.81,393.70,394.58,403.70,406.70,406.26,405.45,399.77,390.21,387.28,389.14,386.39,389.71,393.21,388.89,389.07,389.94,392.63,393.74,396.04,397.52,391.42,392.09,389.98,388.92,393.18,388.00,388.19,386.37,386.95,382.74,386.72,380.28,376.58,374.83,371.87,366.87,361.89,367.04,371.48,370.79,373.57,375.82,377.41,,,,,,,,,,
2000-09-04 22:10:46+00:00,L7,336.37,317.00,301.62,297.36,302.86,311.95,299.17,297.37,305.68,301.30,304.38,304.51,310.30,314.72,327.71,319.46,321.00,326.95,332.84,345.29,,,,,,,,,,,,,,,447.96,440.78,436.41,429.38,422.62,411.08,409.10,405.29,397.33,388.41,379.06,380.01,380.37,378.33,379.33,383.29,384.45,385.52,388.19,392.85,392.27,384.53,380.26,379.98,374.08,371.25,371.05,369.10,377.21,377.19,374.00,372.65,374.09,373.76,372.97,375.24,376.09,369.70,366.95,365.78,366.19,360.28,355.22,356.78,359.03,356.11,351.51,350.31,351.52,347.64,346.26,344.47,340.70,338.56,340.97,340.88,338.21,339.12,337.46,333.15,332.06,328.09,326.00,324.19,324.01,323.29,315.91,306.27,317.20
2000-09-20 22:10:27+00:00,L7,326.82,317.52,304.24,294.88,294.47,301.06,293.32,291.41,285.81,287.94,294.63,303.99,311.23,311.82,317.41,314.52,324.97,334.40,335.12,346.97,,,,,,,,,393.87,447.39,405.52,439.99,455.65,449.94,447.96,446.78,437.55,429.33,423.17,420.39,410.97,405.69,394.60,390.09,391.56,390.02,380.38,375.37,376.24,376.81,381.44,384.61,386.01,393.07,391.04,381.71,379.29,380.73,372.92,377.69,376.41,375.40,376.35,373.18,376.20,378.54,378.37,376.99,377.61,376.20,373.51,370.45,367.74,366.77,368.83,368.08,370.10,372.70,374.19,368.43,367.72,362.43,359.61,361.92,366.49,355.76,344.90,335.82,337.46,334.80,337.26,335.37,335.91,336.37,333.02,333.34,336.05,331.84,346.51,348.17,334.51,321.26,317.02
2000-09-27 22:16:36+00:00,L7,308.01,294.77,290.25,280.75,278.62,279.91,286.46,282.03,269.68,281.93,279.54,290.53,295.03,300.49,302.92,304.84,314.58,319.53,327.70,331.27,343.38,349.57,357.31,357.57,347.24,347.61,337.78,322.78,307.65,193.86,373.43,408.47,438.00,438.89,431.78,427.87,432.87,422.29,415.97,405.34,399.08,396.63,387.11,381.43,379.24,378.31,372.57,373.34,366.08,366.33,372.12,381.08,383.88,394.48,392.89,385.29,386.43,377.35,375.05,371.61,368.85,375.10,375.60,374.51,376.69,373.95,377.07,379.90,375.71,376.77,376.60,375.52,373.89,369.25,364.61,366.17,372.79,373.41,377.29,373.95,372.32,370.66,363.21,356.11,359.18,359.27,358.34,347.97,336.58,338.73,341.48,342.25,339.70,340.95,339.01,342.61,347.42,348.00,357.79,346.88,336.95,317.10,311.51
2000-11-07 22:10:17+00:00,L7,307.06,294.21,282.45,270.93,273.95,281.01,282.34,274.48,268.29,280.48,278.58,287.29,286.80,301.06,304.24,304.20,311.14,310.47,321.13,327.65,342.34,345.87,351.61,353.77,347.48,344.31,334.78,338.59,351.01,351.05,345.02,430.75,445.81,437.80,427.73,411.86,408.30,408.36,407.80,400.20,397.19,393.91,392.18,381.85,375.34,374.81,373.77,364.87,366.58,372.92,374.13,379.26,380.70,386.38,392.41,387.52,383.72,381.22,380.62,378.64,379.49,378.90,376.90,374.72,377.42,375.45,374.06,376.40,376.70,380.66,377.27,372.24,365.61,361.00,353.78,349.82,349.67,351.17,354.64,361.25,365.16,363.44,354.06,346.10,337.49,332.07,331.91,332.50,330.47,333.12,336.49,334.06,331.17,330.85,336.19,339.30,343.44,339.18,339.73,342.92,335.27,327.48,327.20
2000-11-14 22:16:30+00:00,L7,307.50,296.44,284.12,286.51,288.80,289.10,286.32,274.03,281.85,284.22,288.85,293.14,292.66,301.63,308.31,306.32,313.68,315.65,328.29,335.87,344.59,365.93,349.05,359.14,354.51,346.87,348.40,350.73,352.02,358.34,368.69,428.21,440.53,440.08,425.71,416.15,411.09,409.60,407.86,405.46,401.36,395.23,387.33,382.23,378.96,372.00,371.48,368.20,366.44,372.00,370.77,376.15,380.50,384.75,386.30,382.16,372.54,369.91,370.44,369.26,373.75,374.41,370.29,373.14,370.57,368.51,370.45,373.47,375.40,374.54,370.47,368.96,367.31,354.29,347.27,341.65,348.72,344.78,345.63,356.40,359.87,354.39,348.19,346.08,338.94,335.55,331.55,335.11,324.80,325.17,330.67,330.70,329.48,335.04,330.51,330.63,327.54,329.92,331.59,332.85,334.35,332.05,330.12
2000-12-16 22:16:35+00:00,L7,339.67,307.67,301.12,292.41,303.05,313.24,300.10,295.11,296.79,301.92,303.25,308.70,311.13,325.73,328.88,332.68,330.64,335.31,342.63,353.03,361.89,398.03,411.35,412.74,414.63,418.07,414.62,421.75,435.05,441.82,445.18,449.85,462.30,471.83,449.93,438.05,431.70,433.65,434.78,429.65,422.12,417.05,415.49,409.17,402.33,401.10,390.31,385.57,386.06,384.83,384.25,387.29,395.12,399.77,398.56,395.24,393.53,389.40,382.82,380.40,387.24,389.09,390.65,388.56,385.52,383.46,384.50,389.08,389.32,393.64,385.63,383.66,372.70,372.89,372.32,373.39,372.95,376.97,390.60,399.75,399.78,391.29,378.16,373.96,357.65,347.46,341.43,333.95,333.91,341.22,343.16,336.82,340.28,333.51,342.41,354.99,359.28,365.68,376.64,382.72,381.22,385.46,374.12
2001-01-01 22:16:33+00:00,L7,332.45,313.12,305.84,298.71,304.53,309.68,298.54,296.89,296.51,297.14,298.59,302.57,309.58,315.50,327.34,328.68,327.46,333.44,342.53,352.76,364.31,378.05,388.80,391.39,390.81,389.82,403.45,403.30,398.90,428.40,438.51,398.05,453.84,470.56,470.23,441.37,422.37,420.72,414.45,415.12,413.79,411.54,402.95,397.19,390.81,389.15,384.06,380.40,380.45,383.75,386.39,392.02,398.58,399.72,394.69,392.08,386.16,386.79,379.59,379.07,383.68,380.94,381.82,372.86,370.68,374.23,375.44,374.58,377.71,382.85,379.44,379.99,377.14,379.85,379.03,379.71,377.48,380.22,383.09,386.26,378.58,361.43,352.62,353.48,346.58,347.87,346.80,343.59,348.06,346.64,345.14,344.11,336.66,344.31,351.98,360.22,359.37,368.42,371.28,376.53,399.57,408.12,391.67
2001-01-10 22:10:27+00:00,L7,304.80,291.53,282.65,279.14,275.17,278.65,278.95,267.22,271.42,270.45,280.37,281.41,293.77,302.77,319.40,300.82,308.85,312.54,322.37,327.53,330.38,344.91,349.88,355.09,352.36,345.22,330.16,320.21,326.60,191.65,294.79,350.97,417.60,437.50,435.14,418.22,410.08,407.24,403.08,406.68,405.42,397.29,394.99,381.68,372.17,367.05,366.12,368.02,369.98,371.84,369.63,365.79,378.10,379.85,382.15,378.77,368.17,368.78,369.88,372.06,369.19,368.16,373.33,369.28,367.34,363.65,360.99,364.75,368.29,370.08,371.03,368.07,365.40,366.50,370.77,372.55,373.28,377.93,380.32,376.29,374.93,362.68,357.98,347.58,350.13,340.47,339.85,337.98,330.48,335.51,334.91,341.50,346.09,348.52,351.21,354.39,355.05,363.38,371.17,373.84,371.91,373.20,352.54
2001-01-26 22:10:30+00:00,L7,308.99,299.72,281.50,281.61,276.98,283.64,279.54,280.88,272.61,278.19,279.72,290.77,291.02,300.37,304.87,305.53,310.68,312.13,326.48,329.32,344.11,352.70,356.54,358.66,349.42,351.71,344.20,334.54,339.56,285.84,310.40,382.11,422.64,443.29,445.05,414.32,402.26,396.89,396.25,395.01,391.30,391.43,386.80,380.89,372.41,369.21,370.06,365.94,358.84,361.99,370.31,371.31,371.33,378.78,379.42,374.20,368.61,364.08,360.55,364.83,368.40,364.81,367.14,360.66,357.29,356.32,347.42,348.32,351.59,352.11,351.23,346.79,340.73,342.10,348.41,349.96,358.24,359.63,363.90,363.22,365.21,355.72,345.95,337.66,333.21,329.15,326.84,325.28,321.59,322.94,326.35,336.20,337.83,344.48,343.19,349.60,354.62,363.16,374.56,374.16,371.58,364.02,360.28
2001-02-18 22:16:35+00:00,L7,311.25,299.07,287.32,289.96,297.35,291.98,289.88,285.95,290.34,282.46,282.73,295.29,297.27,302.63,304.26,303.64,315.29,319.36,331.09,335.99,345.25,356.84,364.74,359.77,353.68,349.28,339.68,326.17,321.59,207.12,288.66,402.83,430.55,450.80,442.02,424.50,411.78,408.39,401.10,399.34,401.82,398.29,391.60,384.37,377.44,378.59,376.69,369.17,370.34,370.71,368.02,381.01,380.96,389.26,384.12,375.16,371.89,370.71,366.80,368.15,369.69,367.29,365.12,364.35,364.35,365.94,363.99,364.70,366.10,370.44,365.14,367.25,365.56,363.10,365.50,362.85,370.45,371.68,374.58,381.91,379.30,379.79,373.09,355.02,340.51,333.97,326.93,323.14,322.03,319.15,323.19,330.90,328.51,334.34,334.19,341.64,357.07,364.91,387.34,391.94,384.54,382.38,376.68
2001-02-27 22:10:18+00:00,L7,328.28,314.68,307.00,307.15,307.71,314.43,301.62,302.89,299.39,303.10,305.29,309.14,313.74,324.08,331.40,326.80,330.37,334.20,342.97,357.47,368.46,381.96,390.27,392.12,395.70,394.90,399.91,405.97,400.62,405.23,356.16,447.76,454.77,459.97,454.47,447.05,438.71,424.14,415.52,414.46,412.91,410.27,401.75,398.69,396.89,395.26,391.29,391.39,387.51,387.37,386.22,391.15,396.28,404.97,402.94,398.30,393.95,387.72,388.23,387.34,387.75,387.27,383.96,385.85,382.93,378.51,377.98,383.53,389.96,390.32,389.39,385.36,387.31,387.94,385.96,386.00,383.78,392.64,392.01,401.10,402.66,394.63,390.57,381.23,375.20,367.05,362.41,354.15,348.75,352.57,354.95,356.33,351.84,358.56,365.93,370.16,377.94,395.61,408.64,417.26,422.26,417.08,411.38
