dates,nzd0441-0000,nzd0441-0001,nzd0441-0002,nzd0441-0003,nzd0441-0004,nzd0441-0005,nzd0441-0006,nzd0441-0007,nzd0441-0008,nzd0441-0009,nzd0441-0010,nzd0441-0011,nzd0441-0012,nzd0441-0013,nzd0441-0014,nzd0441-0015,nzd0441-0016,nzd0441-0017,nzd0441-0018,nzd0441-0019,nzd0441-0020,nzd0441-0021,nzd0441-0022,nzd0441-0023,nzd0441-0024,nzd0441-0025,nzd0441-0026,nzd0441-0027,nzd0441-0028,nzd0441-0029,nzd0441-0030,nzd0441-0031,nzd0441-0032,nzd0441-0033,nzd0441-0034,nzd0441-0035,nzd0441-0036,nzd0441-0037,nzd0441-0038,nzd0441-0039,nzd0441-0040,nzd0441-0041,nzd0441-0042,nzd0441-0043,nzd0441-0044,nzd0441-0045,nzd0441-0046,nzd0441-0047,nzd0441-0048,nzd0441-0049,nzd0441-0050,nzd0441-0051,nzd0441-0052,nzd0441-0053,nzd0441-0054,nzd0441-0055,nzd0441-0056,nzd0441-0057,nzd0441-0058,nzd0441-0059,nzd0441-0060,nzd0441-0061,nzd0441-0062,nzd0441-0063,nzd0441-0064,nzd0441-0065,nzd0441-0066,nzd0441-0067,nzd0441-0068,nzd0441-0069,nzd0441-0070,nzd0441-0071,nzd0441-0072,nzd0441-0073,nzd0441-0074,nzd0441-0075,nzd0441-0076,nzd0441-0077,nzd0441-0078,nzd0441-0079,nzd0441-0080,nzd0441-0081,nzd0441-0082,nzd0441-0083,nzd0441-0084,nzd0441-0085,nzd0441-0086,nzd0441-0087,nzd0441-0088,nzd0441-0089,nzd0441-0090,nzd0441-0091,nzd0441-0092,nzd0441-0093,nzd0441-0094,nzd0441-0095,nzd0441-0096,nzd0441-0097,nzd0441-0098,nzd0441-0099,nzd0441-0100,nzd0441-0101,nzd0441-0102,satname
1999-10-27 22:19:03+00:00,318.16,306.41,302.09,296.54,303.75,294.52,294.94,290.48,291.65,291.37,294.56,296.35,305.15,314.00,312.23,319.41,321.54,319.20,330.46,335.80,350.12,362.23,361.83,365.55,364.27,356.74,356.07,361.18,,,,445.22,442.18,437.86,432.49,434.12,423.90,417.81,411.71,408.16,402.74,389.68,382.83,377.29,371.88,374.40,362.82,355.85,351.81,352.81,356.10,359.85,361.16,369.66,372.73,370.87,372.72,373.46,372.42,370.96,378.66,386.38,389.30,386.66,388.35,384.85,380.08,379.81,382.04,377.86,370.24,375.84,371.49,366.75,368.55,369.28,370.84,373.46,371.37,365.53,361.56,362.83,358.09,359.89,356.30,354.33,351.41,350.41,348.35,347.90,353.00,356.87,349.53,345.53,345.66,348.01,352.14,357.84,365.96,381.54,394.50,381.23,,L7
1999-11-21 22:12:47+00:00,322.62,309.16,298.03,293.18,297.04,297.30,297.75,295.74,289.73,290.77,293.07,295.94,303.12,314.46,315.44,318.87,323.34,322.84,336.49,342.55,352.76,364.27,366.16,370.88,370.70,374.12,363.59,346.95,,,,427.41,448.98,449.11,440.60,431.77,425.23,421.08,416.19,414.32,413.02,405.33,390.13,386.35,379.13,379.55,372.79,367.36,362.75,358.09,360.12,367.94,373.48,382.64,384.52,383.78,387.00,384.42,386.84,388.58,392.75,397.52,395.43,390.09,388.00,383.23,380.94,379.01,378.43,377.82,365.47,368.30,365.88,364.53,364.85,365.48,365.63,365.95,365.57,361.06,357.85,357.61,359.86,362.25,361.60,356.63,352.21,351.34,347.86,347.02,352.56,353.83,351.47,344.87,342.20,342.61,352.14,360.98,375.63,388.12,392.50,378.90,,L7
1999-11-28 22:18:56+00:00,318.34,307.35,294.49,289.57,294.29,293.54,293.83,291.10,286.22,288.63,291.72,297.40,301.22,311.43,313.83,315.86,320.23,320.54,334.59,340.35,349.60,360.25,363.16,370.77,365.90,366.49,365.03,346.95,,,,427.41,448.98,446.43,439.10,427.51,422.29,422.95,416.83,412.97,410.64,404.00,391.40,383.72,378.84,376.94,370.86,366.31,361.66,359.65,359.84,368.20,371.42,380.05,379.39,378.02,379.97,380.54,383.29,384.27,387.97,392.65,391.71,387.11,382.78,378.91,376.11,373.04,374.98,373.81,364.21,363.15,360.86,360.28,359.72,358.58,361.29,361.79,360.47,352.99,352.34,352.94,354.78,361.05,360.68,355.24,348.10,343.03,341.39,339.73,343.76,344.10,342.89,340.92,338.77,337.07,343.11,366.86,381.89,393.86,395.44,378.28,314.84,L7
1999-12-07 22:12:53+00:00,319.61,306.88,294.23,291.48,294.31,294.29,293.84,291.47,287.77,287.27,292.01,295.48,301.80,310.11,313.38,315.99,321.13,321.74,334.46,340.05,347.12,360.82,362.92,369.55,366.72,368.36,364.71,345.55,,,,423.87,448.51,446.70,440.18,427.44,422.58,425.33,416.79,412.35,410.50,404.85,393.19,385.17,379.68,375.54,369.74,365.76,361.44,359.26,360.47,366.63,369.29,377.61,378.17,377.32,377.97,378.90,382.38,383.90,388.17,390.57,390.57,384.57,380.18,376.86,374.87,373.28,373.35,372.94,362.92,361.05,358.60,357.94,357.81,355.98,357.46,356.33,355.96,351.16,350.37,350.97,354.03,358.91,357.32,352.38,345.46,341.76,339.58,338.20,342.15,342.46,340.96,339.97,337.61,336.20,346.34,367.90,383.12,394.94,395.57,377.77,321.38,L7
1999-12-14 22:19:07+00:00,318.93,306.18,294.21,290.42,294.40,295.56,292.42,290.33,287.49,287.92,293.35,296.72,303.49,311.13,315.15,315.86,321.58,322.47,332.93,339.63,346.75,360.22,364.71,369.91,366.43,365.99,365.49,345.55,,,455.52,434.18,455.02,450.95,443.39,428.58,418.86,423.68,420.11,416.02,411.68,404.79,393.35,385.65,379.73,374.25,368.34,364.76,361.31,360.53,362.54,367.02,368.11,375.61,376.91,376.45,377.14,378.87,381.89,382.85,386.47,387.17,388.34,382.36,378.29,375.89,374.98,372.93,373.49,372.98,363.95,361.02,359.43,357.77,358.20,357.84,360.58,357.04,356.40,350.38,349.40,348.01,352.01,359.27,357.38,350.88,343.79,339.18,337.05,336.99,342.15,341.87,339.72,339.28,338.01,342.06,353.73,372.20,384.84,392.77,390.84,372.65,321.06,L7
2000-02-09 22:12:43+00:00,322.06,307.98,295.48,291.21,295.06,296.57,293.53,291.62,288.46,289.06,293.94,298.11,304.50,312.06,316.14,316.55,321.41,323.16,334.24,340.01,346.78,360.08,364.97,371.88,369.13,368.26,371.01,345.55,,,458.61,436.13,452.93,449.96,444.30,430.43,420.74,425.41,421.54,417.04,412.40,405.07,394.17,386.39,380.34,375.00,369.41,366.24,364.65,362.47,362.69,367.38,369.17,375.83,377.01,376.29,376.59,379.12,381.91,382.45,385.77,385.85,386.41,380.55,376.34,374.98,374.72,372.22,373.84,373.00,365.89,362.53,360.31,359.29,359.45,359.42,360.46,357.38,355.28,350.57,349.49,349.50,352.70,359.54,358.24,350.97,343.98,340.78,337.39,336.84,340.94,341.11,339.72,339.28,338.01,342.06,353.73,372.20,384.84,392.77,390.84,372.65,321.06,L7
2000-04-13 22:12:18+00:00,322.87,309.88,297.48,293.17,296.67,298.74,294.72,292.57,290.68,290.86,295.98,299.35,306.22,312.85,318.42,318.35,322.61,325.56,335.19,342.46,349.15,362.30,367.29,372.30,370.46,370.46,372.96,354.68,379.73,,454.88,440.10,451.84,450.10,444.51,432.87,424.41,428.38,423.92,419.24,415.01,407.78,397.64,389.27,382.66,376.51,371.13,367.88,366.21,365.17,364.28,368.34,370.50,376.00,377.51,376.36,376.93,378.72,382.28,382.81,385.84,386.47,386.65,381.07,376.70,375.86,375.42,373.44,376.35,375.57,368.94,365.39,362.80,362.40,362.79,362.11,363.30,360.57,358.57,354.51,353.51,352.49,355.33,360.88,358.72,350.85,344.90,343.28,340.44,339.11,341.81,342.42,342.07,343.35,342.88,346.90,359.07,376.80,389.44,396.98,390.84,372.65,321.06,L7
2000-05-15 22:12:06+00:00,327.26,311.71,299.13,294.36,296.76,300.11,295.66,294.09,292.22,292.65,297.87,300.90,307.70,313.53,320.56,320.39,324.71,328.48,337.43,345.43,351.22,365.03,369.20,373.89,372.64,372.75,375.77,352.51,379.73,,454.88,439.07,453.77,452.14,446.51,432.66,424.49,430.14,425.95,420.85,416.95,411.03,399.99,391.15,384.18,375.64,371.36,368.04,366.97,366.06,363.78,368.26,370.20,375.13,376.65,376.26,377.87,378.21,382.20,383.51,385.15,386.04,384.43,378.78,373.61,372.91,373.43,371.61,373.66,373.65,368.14,363.05,360.89,361.00,362.11,360.76,361.37,357.23,356.58,353.12,352.57,350.67,354.66,359.59,357.18,349.34,344.30,342.26,339.75,339.32,341.77,341.47,342.35,345.63,344.07,348.86,362.58,379.67,391.69,397.54,390.21,374.46,321.06,L7
2000-08-19 22:11:01+00:00,336.27,318.47,308.23,305.96,304.25,309.18,299.54,297.08,300.53,299.58,305.56,305.40,315.27,318.03,327.75,327.95,328.56,336.16,339.11,353.19,363.99,378.48,378.21,375.74,378.98,383.65,384.64,382.06,379.73,,447.42,459.93,446.36,450.92,445.78,447.53,446.40,446.21,438.20,424.63,421.86,416.16,406.97,398.69,389.12,380.63,378.81,373.46,370.13,374.96,372.14,374.67,379.06,381.06,382.74,382.29,383.79,376.96,379.13,381.23,380.31,385.93,383.37,379.81,376.66,377.00,378.03,378.85,382.39,382.75,379.88,376.95,373.97,374.27,378.37,374.10,373.98,370.89,372.99,370.88,371.62,365.43,365.39,363.38,358.35,352.28,351.66,354.64,356.50,356.20,356.40,357.48,359.70,361.47,360.00,365.43,375.07,387.45,395.94,401.46,391.36,390.27,,L7
2000-09-04 22:10:46+00:00,333.45,315.79,304.26,301.50,301.44,307.56,296.98,294.31,298.97,297.17,302.80,303.12,311.56,314.74,324.90,322.98,324.03,331.55,335.08,348.13,363.99,378.48,378.21,375.74,378.98,383.65,384.64,382.06,379.73,,447.42,459.93,446.36,450.92,441.58,438.87,436.47,433.44,425.48,419.19,416.36,411.27,402.25,393.81,384.55,378.53,377.59,373.40,371.20,375.72,373.73,375.84,379.73,382.40,383.07,380.67,380.27,375.54,375.40,376.26,375.82,379.55,379.88,377.48,374.14,374.23,375.36,375.63,378.67,379.02,377.51,373.87,370.67,370.54,373.47,369.17,367.75,365.99,368.02,365.58,364.83,359.88,359.98,357.68,353.79,348.78,347.16,348.77,350.94,350.69,350.25,351.35,352.81,350.06,349.23,351.75,357.18,364.30,370.73,374.17,351.78,344.90,298.70,L7
