dates,nzd0441-0000,nzd0441-0001,nzd0441-0002,nzd0441-0003,nzd0441-0004,nzd0441-0005,nzd0441-0006,nzd0441-0007,nzd0441-0008,nzd0441-0009,nzd0441-0010,nzd0441-0011,nzd0441-0012,nzd0441-0013,nzd0441-0014,nzd0441-0015,nzd0441-0016,nzd0441-0017,nzd0441-0018,nzd0441-0019,nzd0441-0020,nzd0441-0021,nzd0441-0022,nzd0441-0023,nzd0441-0024,nzd0441-0025,nzd0441-0026,nzd0441-0027,nzd0441-0028,nzd0441-0029,nzd0441-0030,nzd0441-0031,nzd0441-0032,nzd0441-0033,nzd0441-0034,nzd0441-0035,nzd0441-0036,nzd0441-0037,nzd0441-0038,nzd0441-0039,nzd0441-0040,nzd0441-0041,nzd0441-0042,nzd0441-0043,nzd0441-0044,nzd0441-0045,nzd0441-0046,nzd0441-0047,nzd0441-0048,nzd0441-0049,nzd0441-0050,nzd0441-0051,nzd0441-0052,nzd0441-0053,nzd0441-0054,nzd0441-0055,nzd0441-0056,nzd0441-0057,nzd0441-0058,nzd0441-0059,nzd0441-0060,nzd0441-0061,nzd0441-0062,nzd0441-0063,nzd0441-0064,nzd0441-0065,nzd0441-0066,nzd0441-0067,nzd0441-0068,nzd0441-0069,nzd0441-0070,nzd0441-0071,nzd0441-0072,nzd0441-0073,nzd0441-0074,nzd0441-0075,nzd0441-0076,nzd0441-0077,nzd0441-0078,nzd0441-0079,nzd0441-0080,nzd0441-0081,nzd0441-0082,nzd0441-0083,nzd0441-0084,nzd0441-0085,nzd0441-0086,nzd0441-0087,nzd0441-0088,nzd0441-0089,nzd0441-0090,nzd0441-0091,nzd0441-0092,nzd0441-0093,nzd0441-0094,nzd0441-0095,nzd0441-0096,nzd0441-0097,nzd0441-0098,nzd0441-0099,nzd0441-0100,nzd0441-0101,nzd0441-0102,satname
1999-10-27 22:19:03+00:00,318.16,306.41,302.09,296.54,303.75,294.52,294.94,290.48,291.65,291.37,294.56,296.35,305.15,314.00,312.23,319.41,321.54,319.20,330.46,335.80,350.12,362.23,361.83,365.55,364.27,356.74,356.07,361.18,,,,445.22,442.18,437.86,432.49,434.12,423.90,417.81,411.71,408.16,402.74,389.68,382.83,377.29,371.88,374.40,362.82,355.85,351.81,352.81,356.10,359.85,361.16,369.66,372.73,370.87,372.72,373.46,372.42,370.96,378.66,386.38,389.30,386.66,388.35,384.85,380.08,379.81,382.04,377.86,370.24,375.84,371.49,366.75,368.55,369.28,370.84,373.46,371.37,365.53,361.56,362.83,358.09,359.89,356.30,354.33,351.41,350.41,348.35,347.90,353.00,356.87,349.53,345.53,345.66,348.01,352.14,357.84,365.96,381.54,394.50,381.23,,L7
1999-11-21 22:12:47+00:00,327.07,311.91,293.98,289.82,290.33,300.08,300.55,300.99,287.80,290.18,291.59,295.52,301.09,314.92,318.65,318.33,325.14,326.48,342.51,349.30,355.40,366.32,370.49,376.21,377.14,391.49,371.11,332.72,,,,409.60,455.77,460.36,448.70,429.43,426.55,424.35,420.67,420.48,423.30,420.97,397.44,395.40,386.39,384.71,382.76,378.86,373.69,363.36,364.13,376.02,385.80,395.62,396.32,396.70,401.29,395.38,401.25,406.20,406.83,408.67,401.55,393.51,387.64,381.60,381.80,378.22,374.81,377.78,360.69,360.76,360.28,362.32,361.15,361.68,360.42,358.44,359.78,356.60,354.14,352.38,361.62,364.60,366.90,358.93,353.01,352.27,347.36,346.14,352.13,350.79,353.41,344.20,338.74,337.20,,364.11,385.31,394.70,390.50,376.58,,L7
1999-11-28 22:18:56+00:00,309.78,303.72,287.40,282.35,288.80,286.03,286.00,281.84,279.21,284.33,289.01,300.34,297.41,305.36,310.61,309.85,314.00,315.95,330.80,335.94,343.27,352.21,357.17,370.56,356.29,351.24,367.91,,,,,,,441.08,436.10,418.98,416.43,426.68,418.11,410.28,405.88,401.35,393.93,378.47,378.26,371.71,366.99,364.21,359.49,362.78,359.29,368.73,367.30,374.88,369.11,366.48,365.90,372.78,376.21,375.64,378.42,382.90,384.27,381.17,372.35,370.29,366.46,361.08,368.08,365.80,361.70,352.84,350.81,351.77,349.45,344.77,352.61,353.48,350.26,336.84,341.32,343.61,344.62,358.65,358.85,352.45,339.87,326.40,328.47,325.15,326.14,324.64,325.74,333.03,331.91,326.01,334.07,378.62,394.40,405.35,401.32,377.03,314.84,L7
1999-12-07 22:12:53+00:00,323.44,305.46,293.44,297.20,294.35,296.54,293.85,292.58,292.41,283.22,292.88,289.72,303.54,306.16,312.02,316.38,323.83,325.33,334.09,339.15,339.71,362.54,362.20,365.87,369.17,373.95,363.75,342.74,,,,416.80,447.59,447.52,443.42,427.25,423.44,432.49,416.67,410.46,410.07,407.39,398.56,389.50,382.20,371.33,366.39,364.14,360.79,358.08,362.35,361.93,362.91,370.27,374.53,375.22,371.96,373.98,379.62,382.81,388.76,384.32,387.15,376.94,372.36,370.70,371.14,374.00,368.47,370.30,359.06,354.76,351.83,350.92,352.07,348.18,345.96,339.93,342.44,345.69,344.45,345.07,351.81,352.49,347.24,343.83,337.55,337.96,334.13,333.60,337.33,337.53,335.16,337.14,334.14,333.59,352.82,371.03,386.79,398.15,395.96,376.25,327.93,L7
1999-12-14 22:19:07+00:00,316.22,303.42,294.14,286.19,294.77,300.62,286.78,285.76,286.40,290.50,298.70,301.66,310.24,315.20,322.26,315.35,323.38,325.38,326.78,337.98,345.27,357.82,371.88,371.34,365.26,356.51,368.61,,,,455.52,465.09,474.54,467.93,456.24,433.11,403.96,417.06,433.37,430.74,416.40,404.58,394.01,387.57,379.90,369.09,362.76,360.74,360.79,365.62,370.81,368.59,363.37,367.60,371.86,372.97,373.81,378.76,379.93,378.66,379.70,373.60,379.42,373.53,370.75,371.99,375.40,371.56,374.05,373.16,368.08,360.90,362.72,357.07,359.80,365.29,373.06,359.90,358.14,347.23,345.54,336.18,343.92,360.72,357.63,344.87,337.11,328.88,326.94,332.16,342.14,339.54,334.74,336.48,339.62,365.49,375.88,389.38,391.76,384.12,371.92,352.15,320.41,L7
2000-02-09 22:12:43+00:00,337.72,316.93,301.85,295.14,298.36,301.62,299.06,298.10,293.28,294.78,296.92,305.08,309.54,316.72,321.06,319.96,320.57,326.62,340.83,341.87,346.89,359.38,366.27,381.78,382.66,379.65,398.60,,,,461.69,443.95,444.58,445.01,448.83,439.66,430.17,434.08,428.71,422.10,416.00,406.43,398.27,390.13,383.41,378.75,374.76,373.62,381.33,372.19,363.43,369.18,374.46,376.96,377.53,375.48,373.84,380.37,382.04,380.46,382.25,379.20,376.80,371.46,366.57,370.46,373.46,368.68,375.60,373.10,375.60,370.06,364.73,366.91,365.71,367.30,359.85,359.06,349.67,351.53,349.94,356.96,356.12,360.91,362.54,351.41,344.96,348.76,339.07,336.09,334.90,337.27,,,,,,,,,,,,L7
2000-04-13 22:12:18+00:00,327.73,321.33,309.47,304.94,306.30,311.76,301.86,298.21,303.98,301.67,308.19,306.80,316.60,317.58,332.11,329.19,329.79,339.95,340.89,357.17,363.40,375.61,381.17,374.77,378.46,383.65,384.64,382.06,379.73,,447.42,459.93,446.36,450.92,445.78,447.53,446.40,446.21,438.20,432.45,430.71,424.04,418.42,406.52,396.60,385.60,381.46,377.76,375.55,381.33,373.83,374.10,378.49,377.02,380.47,376.80,378.96,376.31,384.46,384.97,386.23,390.20,388.08,384.20,378.85,381.15,379.57,380.74,391.38,391.01,387.18,382.60,377.77,381.03,382.77,378.26,380.33,379.71,378.32,378.18,377.64,370.43,371.13,368.93,361.59,350.12,350.42,358.29,358.76,352.73,347.01,350.28,353.83,363.74,367.20,371.13,380.43,399.80,412.40,418.00,,,,L7
2000-05-15 22:12:06+00:00,348.84,319.19,313.60,304.89,304.40,304.14,301.49,301.17,302.44,303.84,307.78,307.21,315.48,318.76,327.21,333.67,336.28,339.68,346.14,356.57,364.59,381.36,375.24,376.71,379.49,,,,,,,,,,,,,,,419.45,416.31,412.47,399.30,390.44,382.49,368.28,364.38,356.92,357.18,359.09,352.64,359.24,359.07,363.54,366.71,370.15,379.36,369.89,371.91,375.84,373.84,383.41,373.77,370.62,366.75,364.17,366.16,367.02,363.23,364.41,364.65,359.41,358.07,356.95,363.85,359.81,357.34,350.07,357.45,355.80,354.97,350.05,353.42,350.85,345.52,343.76,347.16,343.29,343.54,349.36,352.72,350.27,351.21,359.20,352.79,359.73,369.72,375.09,379.47,384.92,391.36,390.27,,L7
2000-08-19 22:11:01+00:00,332.23,314.88,301.62,308.06,302.06,311.65,295.28,291.85,295.17,293.24,300.71,302.19,313.72,317.76,323.94,320.98,319.61,328.86,330.31,345.82,,,,,,,,,,,,,,,,,,,,421.99,418.57,411.98,403.18,399.10,388.28,388.01,390.60,385.71,377.66,384.45,389.94,390.66,399.61,402.61,401.04,399.92,393.06,384.68,381.01,382.87,380.86,384.18,388.26,384.62,384.37,385.67,388.36,388.79,392.56,392.82,387.80,388.85,386.06,384.83,388.48,384.24,384.27,382.89,383.19,378.65,382.24,375.80,371.63,370.35,367.95,362.95,357.41,362.34,367.21,366.52,369.48,371.90,374.05,,,,,,,,,,,L7
2000-09-04 22:10:46+00:00,324.99,307.75,292.37,288.11,292.99,302.70,289.30,285.99,294.30,289.92,294.51,296.29,300.43,304.85,316.33,308.08,310.43,317.70,322.97,332.96,,,,,,,,,,,,,,,437.39,430.21,426.54,420.67,412.75,402.86,399.85,396.58,388.08,379.16,370.84,372.22,373.94,373.23,374.40,378.00,378.53,379.35,381.76,386.42,384.05,375.82,369.69,371.27,364.21,361.38,362.34,360.39,369.42,370.46,366.60,365.92,367.36,365.97,367.49,367.84,370.40,364.60,360.78,359.35,358.79,354.36,349.05,351.30,353.11,349.68,344.46,343.26,343.73,340.59,340.09,338.30,333.65,331.16,334.24,334.15,331.78,332.95,332.17,327.23,327.71,324.39,321.38,318.02,320.31,319.59,312.21,299.54,298.70,L7
