dates,sar1373-0000,sar1373-0001,sar1373-0002,sar1373-0003,sar1373-0004,sar1373-0005,satname
1984-05-06 09:33:51+00:00,180.75,203.11,245.51,213.21,184.37,179.35,L5
1984-09-27 09:36:39+00:00,182.88,206.25,247.43,213.37,187.49,181.03,L5
1984-10-29 09:36:32+00:00,183.07,207.91,245.84,211.26,187.15,181.38,L5
1985-06-26 09:36:35+00:00,175.64,203.50,238.91,203.95,177.82,171.75,L5
1985-07-28 09:36:22+00:00,179.71,205.64,242.91,205.78,182.22,177.12,L5
1985-08-13 09:36:12+00:00,180.17,205.05,243.06,207.04,184.45,178.23,L5
1985-08-29 09:36:02+00:00,181.63,207.70,243.80,207.69,185.67,179.61,L5
1985-12-03 09:34:43+00:00,179.86,206.66,247.00,209.32,185.70,177.43,L5
1986-04-10 09:32:04+00:00,177.13,207.66,250.16,212.76,179.74,171.87,L5
1986-05-12 09:31:17+00:00,182.90,210.68,251.22,213.28,185.94,179.13,L5
1986-05-28 09:30:50+00:00,182.22,209.36,249.18,211.78,186.76,179.17,L5
1986-06-29 09:29:50+00:00,186.90,211.24,246.92,211.25,187.72,184.34,L5
1986-09-01 09:27:32+00:00,184.67,209.11,246.88,209.84,186.46,182.38,L5
1986-09-17 09:27:01+00:00,184.59,208.85,247.04,209.97,186.68,182.44,L5
1987-01-07 09:26:01+00:00,179.95,204.08,248.61,200.42,182.02,178.63,L5
1987-01-23 09:26:28+00:00,180.70,202.67,248.35,201.28,182.77,178.96,L5
1987-03-28 09:28:52+00:00,181.77,202.88,248.43,199.20,182.81,179.82,L5
1987-05-15 09:30:21+00:00,179.75,203.50,247.19,200.19,181.40,177.22,L5
1987-06-16 09:31:07+00:00,178.68,203.80,246.31,200.88,180.60,175.02,L5
1987-07-02 09:31:27+00:00,179.00,204.43,246.10,202.84,180.94,175.87,L5
1987-07-18 09:31:44+00:00,178.72,205.46,246.26,205.71,181.30,175.17,L5
1987-08-03 09:32:13+00:00,178.26,206.62,245.90,205.36,180.59,174.92,L5
1987-08-19 09:32:41+00:00,177.60,206.32,246.96,204.81,179.48,173.79,L5
1987-09-04 09:33:07+00:00,177.67,206.50,246.98,205.44,180.33,174.14,L5
1987-09-20 09:33:30+00:00,178.47,206.66,248.21,206.78,181.79,175.19,L5
1987-11-07 09:34:26+00:00,178.59,206.94,248.69,207.22,181.88,175.32,L5
1987-12-25 09:35:13+00:00,179.11,207.42,250.78,208.69,183.50,176.30,L5
1988-01-10 09:35:29+00:00,178.32,206.64,251.77,209.43,186.15,176.10,L5
1988-02-11 09:36:05+00:00,177.10,205.98,252.03,210.48,186.20,174.94,L5
1988-04-15 09:36:38+00:00,177.23,206.17,252.51,211.54,186.72,175.61,L5
1988-05-17 09:36:55+00:00,178.22,206.93,252.70,210.11,185.70,176.40,L5
1988-07-20 09:37:15+00:00,180.25,207.81,248.02,204.76,180.99,178.06,L5
1988-08-21 09:37:17+00:00,180.91,206.66,247.88,206.54,183.50,179.20,L5
1988-09-06 09:37:19+00:00,177.85,205.88,246.81,205.49,182.85,175.67,L5
1988-09-22 09:37:13+00:00,178.53,206.18,248.02,206.94,184.03,176.72,L5
1988-10-24 09:37:05+00:00,177.32,205.22,247.84,206.69,183.77,175.58,L5
1988-12-11 09:36:57+00:00,175.09,204.16,245.92,205.97,183.37,173.00,L5
1988-12-27 09:36:51+00:00,176.43,204.92,245.68,205.97,183.83,174.34,L5
1989-01-12 09:36:44+00:00,176.23,205.81,245.86,205.52,183.81,174.19,L5
1989-01-28 09:36:31+00:00,176.57,206.15,247.67,207.35,184.65,174.31,L5
1989-03-17 09:35:40+00:00,179.08,206.13,248.52,208.64,185.69,177.51,L5
1989-04-02 09:35:35+00:00,179.51,206.33,246.31,208.22,187.54,178.29,L5
1989-04-18 09:35:31+00:00,180.16,207.57,246.10,207.34,186.00,177.98,L5
1989-05-20 09:34:56+00:00,181.14,207.29,245.17,207.53,187.40,179.22,L5
1989-06-21 09:34:19+00:00,182.70,206.00,243.98,209.18,190.12,182.38,L5
1989-07-23 09:33:45+00:00,182.75,204.45,242.33,209.78,190.69,182.57,L5
1989-08-24 09:33:03+00:00,182.96,205.41,241.20,209.41,189.68,182.26,L5
1989-09-09 09:32:39+00:00,182.68,206.05,240.68,208.60,188.54,181.59,L5
1989-09-25 09:32:16+00:00,183.26,206.44,240.94,208.85,190.27,182.51,L5
1989-10-11 09:31:53+00:00,181.49,204.41,241.10,209.02,189.35,180.98,L5
1989-10-27 09:31:15+00:00,180.74,202.15,241.71,211.17,193.46,181.80,L5
1989-11-12 09:30:54+00:00,181.06,202.20,242.18,211.48,194.01,182.00,L5
1989-12-14 09:30:02+00:00,180.73,202.33,243.36,211.69,193.16,179.29,L5
1990-03-04 09:27:26+00:00,180.00,201.67,247.04,214.43,194.61,178.05,L5
1990-04-21 09:26:46+00:00,181.60,201.17,251.38,218.28,197.33,177.69,L5
1990-05-07 09:26:43+00:00,184.40,205.76,251.81,216.47,192.64,178.64,L5
1990-05-23 09:26:44+00:00,182.60,205.12,249.62,213.75,189.53,177.03,L5
1990-06-08 09:26:43+00:00,181.91,204.65,248.61,213.68,188.72,176.90,L5
1990-06-24 09:26:42+00:00,182.26,204.44,244.30,211.37,188.29,180.77,L5
1990-07-10 09:26:40+00:00,182.09,205.30,245.16,210.52,187.42,180.58,L5
1990-07-26 09:26:36+00:00,181.20,204.81,245.97,210.39,186.86,179.53,L5
1990-09-28 09:26:14+00:00,180.18,203.84,246.36,209.85,187.03,178.85,L5
1990-10-14 09:26:08+00:00,179.83,204.32,246.88,209.79,186.12,178.19,L5
1991-04-08 09:28:18+00:00,175.40,208.33,246.08,201.48,175.01,171.07,L5
1991-05-26 09:29:10+00:00,182.64,210.62,248.15,203.74,182.60,179.88,L5
1991-06-27 09:29:37+00:00,182.50,209.94,252.86,207.44,185.38,180.79,L5
1991-07-13 09:29:45+00:00,182.33,208.15,250.99,208.43,185.38,180.59,L5
1991-07-29 09:30:00+00:00,182.56,207.38,249.13,208.35,185.71,181.43,L5
1991-08-14 09:30:03+00:00,181.83,207.75,248.78,208.62,186.61,181.09,L5
1991-08-30 09:30:13+00:00,182.18,207.41,248.78,208.96,186.52,181.28,L5
1991-10-01 09:30:30+00:00,182.27,207.18,248.08,208.65,186.85,181.60,L5
1991-10-17 09:30:42+00:00,183.39,206.33,248.84,211.11,189.54,183.45,L5
1991-11-02 09:30:40+00:00,183.28,206.37,249.45,211.66,189.32,183.23,L5
1992-02-22 09:30:41+00:00,182.75,203.41,247.95,213.74,191.34,182.30,L5
1992-03-09 09:30:43+00:00,182.37,203.41,247.68,213.86,192.00,182.09,L5
1992-05-12 09:30:15+00:00,180.63,202.44,247.07,215.72,192.21,179.46,L5
1992-05-28 09:30:06+00:00,181.18,203.68,246.32,212.40,188.84,180.28,L5
1992-07-31 09:29:20+00:00,181.66,203.82,246.73,212.42,188.49,180.92,L5
1992-08-16 09:29:05+00:00,180.87,205.22,247.66,209.56,185.71,178.83,L5
1992-09-17 09:28:36+00:00,181.98,208.21,248.05,205.02,181.42,179.57,L5
1992-11-04 09:27:46+00:00,181.09,208.38,247.13,203.23,179.39,177.90,L5
1993-03-12 09:28:42+00:00,182.86,207.57,247.78,204.38,183.33,179.97,L5
1993-04-13 09:28:51+00:00,179.24,204.81,247.50,207.54,182.00,175.89,L5
1993-05-15 09:29:01+00:00,179.66,203.72,247.41,208.76,185.08,177.51,L5
1993-05-31 09:29:04+00:00,179.57,205.32,247.10,206.69,183.18,177.00,L5
1993-06-16 09:29:02+00:00,178.96,205.23,247.89,207.89,182.34,176.17,L5
1993-07-18 09:28:56+00:00,180.04,206.02,248.74,208.70,183.78,177.59,L5
1993-08-03 09:28:56+00:00,179.88,205.65,249.14,209.29,184.47,177.59,L5
1993-08-19 09:28:55+00:00,179.78,205.33,248.84,209.61,186.16,177.88,L5
1993-09-20 09:28:50+00:00,178.88,205.02,248.58,208.95,184.57,176.83,L5
1993-11-07 09:28:34+00:00,178.53,206.33,247.79,207.85,184.82,176.44,L5
1994-02-27 09:27:23+00:00,176.96,206.83,247.01,209.26,186.77,175.32,L5
1994-03-31 09:26:54+00:00,180.62,209.78,248.06,212.17,191.20,179.63,L5
1994-08-22 09:23:41+00:00,182.88,206.94,251.98,213.87,193.59,183.09,L5
1994-09-07 09:23:17+00:00,183.70,205.93,252.90,212.47,192.70,183.96,L5
1995-01-13 09:19:10+00:00,175.25,203.65,254.20,206.03,184.08,173.68,L5
1995-01-29 09:18:34+00:00,174.80,205.23,254.65,206.82,182.70,173.13,L5
1995-03-18 09:16:38+00:00,172.78,206.19,253.16,207.59,176.39,169.85,L5
1995-04-19 09:15:18+00:00,176.74,205.66,252.75,209.42,182.77,174.38,L5
1995-05-05 09:14:35+00:00,179.70,206.65,251.92,210.40,188.62,178.50,L5
1995-06-06 09:13:07+00:00,179.96,205.33,249.59,209.30,188.97,178.93,L5
1995-07-08 09:11:41+00:00,180.92,205.96,250.16,210.34,189.03,179.86,L5
1995-07-24 09:10:56+00:00,183.96,207.31,249.87,211.78,190.02,182.80,L5
1995-08-09 09:10:13+00:00,184.59,206.98,249.46,212.24,190.10,183.09,L5
