dates,sar1373-0000,sar1373-0001,sar1373-0002,sar1373-0003,sar1373-0004,sar1373-0005,satname
1984-05-06 09:33:51+00:00,180.75,203.11,245.51,213.21,184.37,179.35,L5
1984-09-27 09:36:39+00:00,185.0,209.38,249.34,213.52,190.6,182.71,L5
1984-10-29 09:36:32+00:00,183.46,211.23,242.67,207.05,186.47,182.09,L5
1985-06-26 09:36:35+00:00,175.64,203.5,238.91,203.95,177.82,171.75,L5
1985-07-28 09:36:22+00:00,183.79,207.79,246.9,207.61,186.61,182.5,L5
1985-08-13 09:36:12+00:00,181.09,203.85,243.38,209.55,188.91,180.43,L5
1985-08-29 09:36:02+00:00,186.01,215.65,246.01,209.65,189.35,183.77,L5
1985-12-03 09:34:43+00:00,172.78,202.5,259.82,215.84,185.81,168.71,L5
1986-04-10 09:32:04+00:00,181.49,212.82,240.49,209.68,173.66,175.02,L5
1986-05-12 09:31:17+00:00,194.43,216.72,253.34,214.33,198.36,193.67,L5
1986-05-28 09:30:50+00:00,180.18,205.41,243.07,207.26,189.2,179.29,L5
1986-06-29 09:29:50+00:00,191.5,210.0,250.78,213.75,189.66,189.39,L5
1986-09-01 09:27:32+00:00,175.77,200.58,246.72,204.18,181.41,174.51,L5
1986-09-17 09:27:01+00:00,184.14,207.58,247.85,210.64,187.81,182.76,L5
1987-01-07 09:26:01+00:00,,,251.25,186.45,176.84,,L5
1987-01-23 09:26:28+00:00,182.19,199.84,247.59,203.87,185.01,179.62,L5
1987-03-28 09:28:52+00:00,181.35,205.93,246.45,207.29,186.58,180.03,L5
1987-05-15 09:30:21+00:00,175.7,204.73,243.49,203.13,177.16,172.01,L5
1987-06-16 09:31:07+00:00,175.48,204.68,242.79,203.68,177.41,168.41,L5
1987-07-02 09:31:27+00:00,180.26,206.98,245.01,212.65,182.62,179.28,L5
1987-07-18 09:31:44+00:00,177.31,210.6,252.25,203.61,179.01,171.65,L5
1987-08-03 09:32:13+00:00,179.44,206.82,245.39,201.77,180.78,178.13,L5
1987-08-19 09:32:41+00:00,173.67,204.49,253.33,201.56,172.82,167.01,L5
1987-09-04 09:33:07+00:00,178.17,207.78,247.14,209.86,186.22,176.58,L5
1987-09-20 09:33:30+00:00,184.82,207.9,258.06,217.48,193.53,183.6,L5
1987-11-07 09:34:26+00:00,182.5,208.45,250.79,211.27,187.41,181.19,L5
1987-12-25 09:35:13+00:00,176.72,206.36,254.25,211.31,185.6,172.97,L5
1988-01-10 09:35:29+00:00,173.94,200.69,252.94,218.55,203.81,177.67,L5
1988-02-11 09:36:05+00:00,169.87,206.18,247.72,203.35,174.01,165.57,L5
1988-04-15 09:36:38+00:00,183.1,209.17,256.84,213.24,182.76,180.65,L5
1988-05-17 09:36:55+00:00,187.49,212.27,251.76,204.11,182.32,185.16,L5
1988-07-20 09:37:15+00:00,180.53,203.63,235.75,198.34,184.88,180.85,L5
1988-08-21 09:37:17+00:00,172.5,201.59,247.16,210.48,184.03,170.12,L5
1988-09-06 09:37:19+00:00,165.63,202.75,242.56,201.28,180.24,161.55,L5
1988-09-22 09:37:13+00:00,181.94,207.7,254.07,214.19,189.92,181.96,L5
1988-10-24 09:37:05+00:00,175.83,203.36,255.77,211.75,181.24,173.85,L5
1988-12-11 09:36:57+00:00,174.08,205.93,240.23,199.75,179.93,169.64,L5
1988-12-27 09:36:51+00:00,184.48,209.48,244.22,206.03,186.54,182.43,L5
1989-01-12 09:36:44+00:00,174.85,212.01,247.12,202.31,183.74,173.12,L5
1989-01-28 09:36:31+00:00,183.27,206.38,250.22,212.98,191.55,181.79,L5
1989-03-17 09:35:40+00:00,179.1,198.08,247.99,213.47,186.88,179.79,L5
1989-04-02 09:35:35+00:00,184.96,209.06,238.62,211.25,202.87,187.4,L5
1989-04-18 09:35:31+00:00,184.67,216.28,244.65,201.2,175.26,175.8,L5
1989-05-20 09:34:56+00:00,183.73,201.1,248.29,213.22,192.41,183.75,L5
1989-06-21 09:34:19+00:00,186.56,195.6,230.75,212.98,201.68,195.0,L5
1989-07-23 09:33:45+00:00,176.99,204.63,235.78,203.36,184.15,174.43,L5
1989-08-24 09:33:03+00:00,184.71,213.11,242.29,210.39,184.54,179.67,L5
1989-09-09 09:32:39+00:00,180.73,210.55,237.08,202.9,180.55,176.91,L5
1989-09-25 09:32:16+00:00,183.7,201.19,250.07,215.53,200.68,187.14,L5
1989-10-11 09:31:53+00:00,170.86,192.86,239.88,212.57,195.56,175.13,L5
1989-10-27 09:31:15+00:00,178.61,198.15,249.52,218.44,208.13,182.39,L5
1989-11-12 09:30:54+00:00,183.66,202.57,245.96,213.91,198.4,183.61,L5
1989-12-14 09:30:02+00:00,,,258.92,215.13,184.77,159.34,L5
1990-03-04 09:27:26+00:00,182.42,204.7,247.87,222.54,194.21,181.81,L5
1990-04-21 09:26:46+00:00,181.72,199.25,254.61,221.37,201.14,181.29,L5
1990-05-07 09:26:43+00:00,189.82,216.53,251.68,209.4,184.69,187.17,L5
1990-05-23 09:26:44+00:00,176.44,199.98,235.0,200.29,182.82,175.56,L5
1990-06-08 09:26:43+00:00,179.16,202.8,243.55,213.36,184.7,176.25,L5
1990-06-24 09:26:42+00:00,183.99,203.39,233.07,201.28,182.21,182.53,L5
1990-07-10 09:26:40+00:00,181.07,210.47,250.31,205.42,182.2,179.44,L5
1990-07-26 09:26:36+00:00,175.0,201.4,251.65,209.44,182.91,172.22,L5
1990-09-28 09:26:14+00:00,174.22,196.92,251.04,218.28,195.54,176.36,L5
1990-10-14 09:26:08+00:00,177.06,208.13,250.97,209.3,178.91,172.92,L5
1991-04-08 09:28:18+00:00,173.74,208.53,241.2,193.66,171.11,169.23,L5
1991-05-26 09:29:10+00:00,191.54,212.71,255.1,213.81,194.09,190.52,L5
1991-06-27 09:29:37+00:00,182.21,208.58,262.29,214.86,190.94,182.63,L5
1991-07-13 09:29:45+00:00,181.84,202.79,245.35,211.37,185.38,179.98,L5
1991-07-29 09:30:00+00:00,183.47,204.3,241.73,208.04,187.05,184.77,L5
1991-08-14 09:30:03+00:00,178.18,209.58,246.98,210.0,191.06,179.44,L5
1991-08-30 09:30:13+00:00,184.28,205.41,248.83,210.95,185.98,182.42,L5
1991-10-01 09:30:30+00:00,182.93,205.54,243.17,206.5,189.21,183.83,L5
1991-10-17 09:30:42+00:00,182.68,201.76,247.31,213.36,192.58,184.05,L5
1991-11-02 09:30:40+00:00,182.42,206.62,254.32,216.07,187.59,181.44,L5
1992-02-22 09:30:41+00:00,181.44,197.71,246.13,221.83,201.35,179.77,L5
1992-03-09 09:30:43+00:00,182.4,205.43,247.48,211.52,189.26,181.37,L5
1992-05-12 09:30:15+00:00,178.06,204.17,247.61,213.8,186.02,177.23,L5
1992-05-28 09:30:06+00:00,182.83,207.41,244.05,202.43,178.74,182.74,L5
1992-07-31 09:29:20+00:00,183.56,204.37,248.36,212.54,187.06,183.5,L5
1992-08-16 09:29:05+00:00,176.94,212.24,252.32,195.25,171.84,168.36,L5
1992-09-17 09:28:36+00:00,188.52,212.86,247.91,201.08,183.45,186.01,L5
1992-11-04 09:27:46+00:00,176.63,209.23,242.54,194.28,169.22,169.58,L5
1993-03-12 09:28:42+00:00,183.44,200.63,252.88,217.77,197.31,184.32,L5
1993-04-13 09:28:51+00:00,177.66,204.57,247.07,210.58,179.46,173.78,L5
1993-05-15 09:29:01+00:00,177.87,205.97,242.28,197.93,178.48,174.44,L5
1993-05-31 09:29:04+00:00,179.3,210.11,246.16,200.49,177.48,175.46,L5
1993-06-16 09:29:02+00:00,176.54,204.87,251.06,212.68,178.95,172.86,L5
1993-07-18 09:28:56+00:00,185.45,209.97,253.01,212.74,190.98,184.67,L5
1993-08-03 09:28:56+00:00,178.93,203.45,251.52,212.81,188.64,177.58,L5
1993-08-19 09:28:55+00:00,179.08,203.09,246.77,211.86,197.97,179.94,L5
1993-09-20 09:28:50+00:00,176.22,198.15,250.74,212.49,184.58,175.87,L5
1993-11-07 09:28:34+00:00,174.85,215.05,240.81,201.84,181.52,170.69,L5
1994-02-27 09:27:23+00:00,179.82,207.3,249.47,213.45,194.2,179.39,L5
1994-03-31 09:26:54+00:00,187.2,206.99,253.91,221.21,197.89,188.8,L5
1994-08-22 09:23:41+00:00,181.63,206.53,252.57,206.94,188.68,181.07,L5
1994-09-07 09:23:17+00:00,182.26,204.26,252.21,209.27,191.53,182.0,L5
1995-01-13 09:19:10+00:00,161.86,200.17,257.81,201.88,172.02,157.97,L5
1995-01-29 09:18:34+00:00,173.44,209.97,256.02,209.19,178.56,171.47,L5
1995-03-18 09:16:38+00:00,183.03,208.43,245.65,211.71,178.58,180.11,L5
1995-04-19 09:15:18+00:00,188.63,204.05,251.54,214.91,201.91,187.99,L5
