dates,satname,sar1373-0000,sar1373-0001,sar1373-0002,sar1373-0003,sar1373-0004,sar1373-0005
1988-07-04 09:37:12+00:00,L5,,,,,,
1988-07-20 09:37:15+00:00,L5,180.53,203.63,235.75,198.34,184.88,180.85
1988-08-05 09:37:16+00:00,L5,,,,,,
1988-08-21 09:37:17+00:00,L5,172.50,201.59,247.16,210.48,184.03,170.12
1988-09-06 09:37:19+00:00,L5,165.63,202.75,242.56,201.28,180.24,161.55
1988-09-22 09:37:13+00:00,L5,181.94,207.70,254.07,214.19,189.92,181.96
1988-10-08 09:37:09+00:00,L5,,,,,,
1988-10-24 09:37:05+00:00,L5,175.83,203.36,255.77,211.75,181.24,173.85
1988-12-11 09:36:57+00:00,L5,174.08,205.93,240.23,199.75,179.93,169.64
1988-12-27 09:36:51+00:00,L5,184.48,209.48,244.22,206.03,186.54,182.43
1989-01-12 09:36:44+00:00,L5,174.85,212.01,247.12,202.31,183.74,173.12
1989-01-28 09:36:31+00:00,L5,183.27,206.38,250.22,212.98,191.55,181.79
1989-03-01 09:36:18+00:00,L5,,,,,,
1989-03-17 09:35:40+00:00,L5,179.10,198.08,247.99,213.47,186.88,179.79
1989-04-02 09:35:35+00:00,L5,184.96,209.06,238.62,211.25,202.87,187.40
1989-04-18 09:35:31+00:00,L5,184.67,216.28,244.65,201.20,175.26,175.80
1989-05-20 09:34:56+00:00,L5,183.73,201.10,248.29,213.22,192.41,183.75
1989-06-21 09:34:19+00:00,L5,186.56,195.60,230.75,212.98,201.68,195.00
1989-07-23 09:33:45+00:00,L5,176.99,204.63,235.78,203.36,184.15,174.43
1989-08-24 09:33:03+00:00,L5,184.71,213.11,242.29,210.39,184.54,179.67
1989-09-09 09:32:39+00:00,L5,180.73,210.55,237.08,202.90,180.55,176.91
1989-09-25 09:32:16+00:00,L5,183.70,201.19,250.07,215.53,200.68,187.14
1989-10-11 09:31:53+00:00,L5,170.86,192.86,239.88,212.57,195.56,175.13
1989-10-27 09:31:15+00:00,L5,178.61,198.15,249.52,218.44,208.13,182.39
1989-11-12 09:30:54+00:00,L5,183.66,202.57,245.96,213.91,198.40,183.61
1989-12-14 09:30:02+00:00,L5,384.27,415.51,258.92,215.13,184.77,159.34
1990-01-31 09:28:30+00:00,L5,,,,,,
1990-03-04 09:27:26+00:00,L5,182.42,204.70,247.87,222.54,194.21,181.81
1990-04-21 09:26:46+00:00,L5,181.72,199.25,254.61,221.37,201.14,181.29
1990-05-07 09:26:43+00:00,L5,189.82,216.53,251.68,209.40,184.69,187.17
1990-05-23 09:26:44+00:00,L5,176.44,199.98,235.00,200.29,182.82,175.56
1990-06-08 09:26:43+00:00,L5,179.16,202.80,243.55,213.36,184.70,176.25
1990-06-24 09:26:42+00:00,L5,183.99,203.39,233.07,201.28,182.21,182.53
1990-07-10 09:26:40+00:00,L5,181.07,210.47,250.31,205.42,182.20,179.44
1990-07-26 09:26:36+00:00,L5,175.00,201.40,251.65,209.44,182.91,172.22
1990-09-28 09:26:14+00:00,L5,174.22,196.92,251.04,218.28,195.54,176.36
1990-10-14 09:26:08+00:00,L5,177.06,208.13,250.97,209.30,178.91,172.92
1990-10-30 09:25:59+00:00,L5,,,,,,
1991-04-08 09:28:18+00:00,L5,173.74,208.53,241.20,193.66,171.11,169.23
1991-05-26 09:29:10+00:00,L5,191.54,212.71,255.10,213.81,194.09,190.52
1991-06-27 09:29:37+00:00,L5,182.21,208.58,262.29,214.86,190.94,182.63
1991-07-13 09:29:45+00:00,L5,181.84,202.79,245.35,211.37,185.38,179.98
1991-07-29 09:30:00+00:00,L5,183.47,204.30,241.73,208.04,187.05,184.77
1991-08-14 09:30:03+00:00,L5,178.18,209.58,246.98,210.00,191.06,179.44
1991-08-30 09:30:13+00:00,L5,184.28,205.41,248.83,210.95,185.98,182.42
1991-10-01 09:30:30+00:00,L5,182.93,205.54,243.17,206.50,189.21,183.83
1991-10-17 09:30:42+00:00,L5,182.68,201.76,247.31,213.36,192.58,184.05
1991-11-02 09:30:40+00:00,L5,182.42,206.62,254.32,216.07,187.59,181.44
1992-02-22 09:30:41+00:00,L5,181.44,197.71,246.13,221.83,201.35,179.77
1992-03-09 09:30:43+00:00,L5,182.40,205.43,247.48,211.52,189.26,181.37
1992-05-12 09:30:15+00:00,L5,178.06,204.17,247.61,213.80,186.02,177.23
1992-05-28 09:30:06+00:00,L5,182.83,207.41,244.05,202.43,178.74,182.74
1992-07-31 09:29:20+00:00,L5,183.56,204.37,248.36,212.54,187.06,183.50
1992-08-16 09:29:05+00:00,L5,176.94,212.24,252.32,195.25,171.84,168.36
1992-09-01 09:28:50+00:00,L5,,,,,,
1992-09-17 09:28:36+00:00,L5,188.52,212.86,247.91,201.08,183.45,186.01
1992-11-04 09:27:46+00:00,L5,176.63,209.23,242.54,194.28,169.22,169.58
1992-12-06 09:27:46+00:00,L5,,,,,,
1993-03-12 09:28:42+00:00,L5,183.44,200.63,252.88,217.77,197.31,184.32
1993-04-13 09:28:51+00:00,L5,177.66,204.57,247.07,210.58,179.46,173.78
1993-05-15 09:29:01+00:00,L5,177.87,205.97,242.28,197.93,178.48,174.44
1993-05-31 09:29:04+00:00,L5,179.30,210.11,246.16,200.49,177.48,175.46
1993-06-16 09:29:02+00:00,L5,176.54,204.87,251.06,212.68,178.95,172.86
1993-07-18 09:28:56+00:00,L5,185.45,209.97,253.01,212.74,190.98,184.67
1993-08-03 09:28:56+00:00,L5,178.93,203.45,251.52,212.81,188.64,177.58
1993-08-19 09:28:55+00:00,L5,179.08,203.09,246.77,211.86,197.97,179.94
1993-09-20 09:28:50+00:00,L5,176.22,198.15,250.74,212.49,184.58,175.87
1993-11-07 09:28:34+00:00,L5,174.85,215.05,240.81,201.84,181.52,170.69
1994-02-27 09:27:23+00:00,L5,179.82,207.30,249.47,213.45,194.20,179.39
1994-03-31 09:26:54+00:00,L5,187.20,206.99,253.91,221.21,197.89,188.80
1994-05-02 09:26:17+00:00,L5,,,,,,
1994-08-22 09:23:41+00:00,L5,181.63,206.53,252.57,206.94,188.68,181.07
1994-09-07 09:23:17+00:00,L5,182.26,204.26,252.21,209.27,191.53,182.00
1995-01-13 09:19:10+00:00,L5,161.86,200.17,257.81,201.88,172.02,157.97
1995-01-29 09:18:34+00:00,L5,173.44,209.97,256.02,209.19,178.56,171.47
1995-03-18 09:16:38+00:00,L5,183.03,208.43,245.65,211.71,178.58,180.11
1995-04-19 09:15:18+00:00,L5,188.63,204.05,251.54,214.91,201.91,187.99
1995-05-05 09:14:35+00:00,L5,191.53,210.65,248.56,214.32,212.04,194.97
1995-06-06 09:13:07+00:00,L5,181.29,198.72,237.96,203.80,190.69,181.05
1995-07-08 09:11:41+00:00,L5,186.64,209.70,253.57,216.54,189.41,185.46
1995-07-24 09:10:56+00:00,L5,183.19,209.68,255.76,212.01,178.98,178.57
1995-08-09 09:10:13+00:00,L5,177.80,207.60,253.15,212.42,179.10,173.51
1995-08-25 09:09:29+00:00,L5,172.60,196.76,247.31,210.63,172.35,166.03
1995-09-10 09:08:43+00:00,L5,183.01,210.59,253.05,205.93,184.48,180.40
1996-03-04 09:13:10+00:00,L5,163.81,192.23,246.26,213.64,188.59,160.67
1996-05-07 09:17:10+00:00,L5,183.05,213.48,252.24,212.33,187.34,181.45
1996-05-23 09:18:04+00:00,L5,183.38,210.19,252.65,212.41,188.21,182.51
1996-07-10 09:20:39+00:00,L5,184.47,216.32,244.94,198.88,170.81,175.48
1996-07-26 09:21:31+00:00,L5,188.80,215.30,253.63,211.93,185.45,185.08
1996-08-11 09:22:21+00:00,L5,186.13,204.44,247.84,215.81,197.47,184.74
1996-08-27 09:23:11+00:00,L5,167.79,199.19,239.11,202.25,186.77,166.99
1996-09-12 09:24:05+00:00,L5,,,,,,
1996-10-30 09:26:35+00:00,L5,,,,,,
1996-11-15 09:27:20+00:00,L5,179.75,203.17,238.07,211.68,185.29,173.06
1996-12-17 09:28:51+00:00,L5,175.48,207.81,259.23,214.01,179.37,170.89
1997-02-19 09:31:45+00:00,L5,,,,,,
1997-03-23 09:33:01+00:00,L5,179.94,207.02,241.99,212.18,199.67,180.39
1997-04-08 09:33:36+00:00,L5,,,,,,
1997-04-24 09:34:10+00:00,L5,181.21,204.69,245.85,214.97,191.62,181.76
1997-05-10 09:34:43+00:00,L5,188.75,212.96,251.25,205.87,191.32,187.17
1997-06-11 09:35:50+00:00,L5,176.74,209.01,236.24,202.83,176.48,174.95
1997-07-13 09:36:56+00:00,L5,181.24,209.31,248.58,210.14,179.34,177.99
1997-07-29 09:37:29+00:00,L5,185.02,203.51,248.33,210.84,186.69,184.10
1997-08-14 09:37:59+00:00,L5,183.54,210.06,250.16,209.08,188.02,182.20
1997-08-30 09:38:29+00:00,L5,179.29,207.79,255.89,199.97,175.82,173.75
1997-10-01 09:39:24+00:00,L5,181.53,208.79,249.88,205.73,188.91,178.55
1997-10-17 09:39:49+00:00,L5,35.20,,246.67,198.85,,-15.74
1997-11-18 09:40:37+00:00,L5,176.46,204.32,253.15,212.35,190.32,171.81
1998-03-10 09:43:03+00:00,L5,,,,,,
1998-03-26 09:43:17+00:00,L5,180.88,207.27,246.83,202.59,180.88,177.50
1998-05-13 09:43:56+00:00,L5,181.34,212.48,247.20,201.77,182.44,176.99
1998-06-14 09:44:24+00:00,L5,175.43,195.72,240.04,200.22,178.47,172.28
1998-06-30 09:44:36+00:00,L5,176.87,197.94,238.56,199.22,174.67,173.34
1998-07-16 09:44:47+00:00,L5,172.10,201.48,239.93,209.41,174.80,167.68
1998-08-01 09:44:52+00:00,L5,178.17,204.08,246.81,200.03,183.51,177.29
1998-08-17 09:45:00+00:00,L5,184.79,215.83,251.33,211.92,180.56,179.36
1998-09-02 09:45:12+00:00,L5,,,,,,
1998-09-18 09:45:20+00:00,L5,174.80,203.87,247.36,206.55,181.04,170.24
1998-10-04 09:45:22+00:00,L5,185.23,218.31,250.84,210.50,174.26,177.38
1998-11-21 09:45:34+00:00,L5,184.20,204.20,251.72,212.25,185.12,181.54
1998-12-07 09:45:29+00:00,L5,,,,,,
1998-12-23 09:45:35+00:00,L5,177.38,206.83,254.59,215.88,190.62,180.11
1999-01-24 09:45:35+00:00,L5,185.17,203.13,258.18,221.13,204.12,185.48
1999-02-25 09:45:46+00:00,L5,194.81,212.30,251.69,218.32,196.97,193.82
1999-03-13 09:45:34+00:00,L5,185.08,200.89,241.40,212.39,188.08,184.75
1999-04-14 09:45:15+00:00,L5,,,,,,
1999-04-30 09:45:13+00:00,L5,179.80,203.45,242.62,197.49,189.41,178.13
1999-06-17 09:44:29+00:00,L5,178.55,199.94,238.16,206.50,179.48,177.13
1999-07-03 09:44:19+00:00,L5,176.13,199.88,243.90,209.32,180.79,174.43
1999-07-19 09:44:16+00:00,L5,177.83,205.24,239.63,201.79,176.40,171.92
1999-08-04 09:44:14+00:00,L5,,,,,,
1999-08-12 09:59:25+00:00,L7,179.48,201.12,245.23,205.47,180.23,178.08
1999-08-28 09:59:28+00:00,L7,184.49,209.02,247.74,204.34,179.24,180.27
1999-09-05 09:43:34+00:00,L5,183.03,206.53,240.36,210.96,193.73,182.15
1999-09-13 09:59:23+00:00,L7,184.06,209.85,252.90,209.45,191.50,182.47
1999-10-07 09:43:09+00:00,L5,193.13,207.65,246.97,212.60,191.18,192.59
1999-10-31 09:59:25+00:00,L7,178.93,203.07,251.67,204.34,183.52,177.61
1999-11-08 09:42:30+00:00,L5,,,,,,
1999-11-16 09:59:25+00:00,L7,181.17,206.41,254.80,217.06,184.46,179.89
1999-12-18 09:59:28+00:00,L7,177.46,205.77,254.72,203.54,189.81,176.54
1999-12-26 09:41:37+00:00,L5,172.62,194.30,253.00,211.79,176.66,168.17
2000-01-03 09:59:21+00:00,L7,184.48,209.10,258.61,218.16,192.24,182.87
2000-01-11 09:41:31+00:00,L5,181.86,206.54,252.30,217.56,186.90,180.51
2000-01-19 09:59:18+00:00,L7,172.00,194.10,245.68,189.09,179.09,171.04
2000-02-04 09:59:18+00:00,L7,181.48,207.74,250.01,206.72,182.27,181.71
2000-02-20 09:59:11+00:00,L7,158.84,185.06,234.56,187.64,171.99,158.57
2000-03-07 09:59:06+00:00,L7,189.83,213.17,251.73,217.51,189.50,189.40
2000-03-15 09:40:17+00:00,L5,182.83,207.00,255.07,213.62,190.70,182.11
2000-04-24 09:58:51+00:00,L7,176.58,213.58,243.14,189.34,177.12,174.98
2000-05-18 09:42:19+00:00,L5,175.29,205.94,247.19,202.24,180.59,174.18
2000-06-11 09:58:23+00:00,L7,364.97,327.57,323.06,254.38,272.42,264.50
2000-06-19 09:42:59+00:00,L5,182.37,212.33,254.53,211.74,185.64,181.46
2000-06-27 09:58:13+00:00,L7,169.51,197.13,245.21,201.70,177.85,170.28
2000-07-13 09:58:00+00:00,L7,169.16,190.65,238.87,185.59,172.93,168.23
2000-07-29 09:57:43+00:00,L7,173.10,198.20,243.16,189.18,178.62,172.08
2000-08-14 09:57:37+00:00,L7,180.85,205.05,248.44,208.00,180.48,179.43
2000-08-30 09:57:26+00:00,L7,179.86,198.31,244.17,201.66,181.50,178.70
2000-09-15 09:57:07+00:00,L7,186.39,208.10,257.91,213.04,187.79,185.72
2000-10-17 09:56:41+00:00,L7,375.62,209.33,250.94,206.66,183.44,392.51
2000-11-02 09:56:53+00:00,L7,310.50,215.25,285.77,220.09,207.93,185.62
2000-11-18 09:56:51+00:00,L7,268.15,194.21,242.51,201.70,367.91,390.65
2000-12-20 09:56:57+00:00,L7,180.56,205.63,262.94,221.22,190.10,179.41
2000-12-28 09:46:14+00:00,L5,,,,,,
2001-01-21 09:57:03+00:00,L7,215.53,315.90,252.07,226.70,364.82,316.89
2001-02-06 09:56:56+00:00,L7,181.18,208.74,248.06,212.89,188.58,180.37
2001-02-14 09:46:32+00:00,L5,37.57,,271.15,238.78,,-27.64
2001-03-18 09:46:41+00:00,L5,180.13,207.52,247.79,206.03,178.21,176.54
2001-05-13 09:56:27+00:00,L7,181.09,204.05,247.52,196.04,187.25,180.06
2001-05-29 09:56:18+00:00,L7,185.72,203.11,248.58,218.79,189.31,186.28
2001-06-06 09:46:54+00:00,L5,,,,,,
2001-06-14 09:56:07+00:00,L7,181.91,202.33,248.48,194.04,186.92,180.68
2001-06-30 09:55:52+00:00,L7,180.08,199.65,250.51,204.76,182.13,178.83
2001-07-08 09:46:56+00:00,L5,164.46,192.53,252.90,200.97,178.39,160.94
2001-08-01 09:55:40+00:00,L7,186.98,207.70,248.28,202.03,193.67,185.24
2001-08-09 09:46:50+00:00,L5,177.61,203.64,254.94,212.04,193.74,177.20
2001-08-17 09:55:21+00:00,L7,179.81,207.88,252.99,202.71,178.16,178.44
2001-08-25 09:46:46+00:00,L5,179.90,207.87,248.76,209.08,191.27,179.05
2001-09-10 09:46:41+00:00,L5,,,,,,
2001-10-04 09:54:47+00:00,L7,176.70,204.64,246.66,194.58,187.38,175.49
2001-11-05 09:54:55+00:00,L7,178.55,202.90,252.94,208.56,180.73,175.11
2001-12-07 09:55:05+00:00,L7,174.93,203.24,253.16,216.76,184.05,176.31
2001-12-15 09:45:59+00:00,L5,179.64,213.35,252.38,209.16,179.47,176.67
2002-01-08 09:55:16+00:00,L7,185.02,207.59,259.52,219.86,193.02,183.38
2002-02-17 09:44:59+00:00,L5,170.52,196.36,258.96,226.49,188.58,169.31
2002-03-13 09:55:25+00:00,L7,,,,,366.61,
2002-03-21 09:44:35+00:00,L5,177.03,205.20,244.86,194.68,170.60,168.96
2002-04-14 09:55:20+00:00,L7,175.23,206.05,248.56,201.87,181.09,174.11
2002-04-30 09:55:22+00:00,L7,177.63,204.91,247.79,204.41,182.50,176.38
2002-05-24 09:43:15+00:00,L5,241.79,227.25,91.92,271.59,316.77,277.25
2002-06-01 09:55:09+00:00,L7,199.58,209.64,252.09,213.23,200.89,197.19
2002-06-17 09:55:02+00:00,L7,180.74,205.18,251.91,202.89,189.37,179.47
2002-07-03 09:54:58+00:00,L7,170.17,201.03,246.83,189.19,178.55,169.31
2002-07-19 09:54:50+00:00,L7,178.72,199.21,248.63,205.26,179.64,177.41
2002-08-04 09:54:43+00:00,L7,171.30,203.51,245.00,201.50,175.41,170.38
2002-08-20 09:54:40+00:00,L7,182.13,206.72,247.73,196.82,194.00,182.08
2002-09-05 09:54:31+00:00,L7,184.23,209.11,250.28,202.91,181.66,181.79
2002-10-07 09:54:14+00:00,L7,171.80,191.27,235.50,189.25,176.98,170.85
2002-10-23 09:54:19+00:00,L7,175.30,204.79,253.08,209.77,178.89,174.17
2003-01-27 09:55:01+00:00,L7,171.78,197.91,250.02,203.39,181.70,170.24
2003-02-12 09:55:12+00:00,L7,180.81,206.82,253.08,218.29,187.52,181.34
2003-03-16 09:55:15+00:00,L7,182.96,207.46,247.14,207.99,185.11,182.58
2003-04-01 09:55:15+00:00,L7,184.67,207.63,249.17,206.33,192.97,182.43
2003-05-19 09:55:12+00:00,L7,180.24,209.18,250.53,189.94,184.42,178.55
2003-06-28 09:42:38+00:00,L5,172.67,199.15,245.47,196.95,181.26,171.92
2003-07-14 09:42:55+00:00,L5,182.35,205.55,249.77,212.39,183.36,181.12
2003-07-30 09:43:13+00:00,L5,171.43,211.26,250.64,193.76,169.53,164.83
2003-08-31 09:43:47+00:00,L5,183.97,210.73,255.32,207.16,185.58,182.30
2003-10-02 09:44:16+00:00,L5,386.51,358.37,403.78,356.21,316.09,288.53
2003-10-10 09:54:34+00:00,L7,178.73,203.43,244.52,202.54,181.75,177.12
2003-12-13 09:55:18+00:00,L7,171.60,201.74,253.13,208.39,193.95,171.70
2004-01-22 09:45:21+00:00,L5,,,,,,
2004-01-30 09:55:36+00:00,L7,170.22,197.47,246.76,189.70,183.31,173.96
2004-03-18 09:55:48+00:00,L7,185.49,209.44,251.85,213.39,188.32,190.10
2004-04-27 09:46:34+00:00,L5,191.02,210.31,250.25,214.28,197.07,191.06
2004-05-29 09:47:28+00:00,L5,180.32,205.21,247.77,209.08,177.36,177.16
2004-06-06 09:55:37+00:00,L7,175.64,199.50,245.13,203.64,174.90,174.49
2004-06-14 09:47:56+00:00,L5,218.91,282.10,220.84,335.84,235.01,251.78
2004-06-30 09:48:25+00:00,L5,179.46,199.64,246.35,210.86,172.81,177.50
2004-07-16 09:48:52+00:00,L5,187.75,216.10,255.55,213.27,188.92,189.94
2004-08-01 09:49:13+00:00,L5,182.88,205.16,249.02,205.94,179.18,180.03
2004-08-17 09:49:36+00:00,L5,180.63,200.46,242.86,202.66,179.47,179.29
2004-09-02 09:50:02+00:00,L5,183.97,214.82,253.78,211.14,183.98,181.17
2004-10-20 09:51:08+00:00,L5,172.40,206.00,255.40,199.93,177.97,167.39
2004-11-21 09:51:42+00:00,L5,165.94,196.25,250.83,198.84,173.57,160.66
2005-01-08 09:52:33+00:00,L5,181.44,208.42,259.01,224.68,200.00,186.30
2005-01-16 09:55:56+00:00,L7,187.05,208.11,261.29,220.41,200.94,185.67
2005-02-09 09:52:58+00:00,L5,168.58,202.83,250.31,201.14,174.26,161.63
2005-03-21 09:56:13+00:00,L7,192.35,215.34,259.37,221.30,202.91,193.70
2005-04-06 09:56:09+00:00,L7,187.33,211.63,39.60,38.83,70.65,189.65
2005-04-22 09:56:04+00:00,L7,185.52,209.70,247.70,203.21,197.78,186.59
2005-07-19 09:54:20+00:00,L5,,,,,,
2005-09-05 09:54:39+00:00,L5,184.84,212.26,250.63,206.89,189.49,184.35
2005-10-31 09:55:52+00:00,L7,177.40,206.47,256.32,209.07,186.60,176.16
2005-11-16 09:56:02+00:00,L7,180.64,205.95,256.91,218.82,188.85,179.23
2006-01-19 09:56:27+00:00,L7,161.46,196.16,254.38,202.12,178.97,163.82
2006-01-27 09:56:37+00:00,L5,184.63,255.74,422.27,370.90,270.88,192.57
2006-02-28 09:57:21+00:00,L5,,,,,,
2006-04-09 09:56:34+00:00,L7,183.50,201.10,246.30,211.29,184.50,186.33
2006-05-11 09:56:36+00:00,L7,184.38,213.40,249.65,190.17,177.21,179.69
2006-06-12 09:56:32+00:00,L7,195.60,209.71,244.32,201.26,188.36,195.44
2006-07-14 09:56:20+00:00,L7,180.27,206.00,247.28,201.76,188.19,179.75
2006-08-23 10:00:03+00:00,L5,170.76,214.74,251.58,193.50,174.68,167.25
2006-10-26 10:00:48+00:00,L5,177.37,211.21,252.45,194.91,181.50,175.54
2006-11-19 09:56:30+00:00,L7,183.79,215.77,249.48,201.11,181.57,179.52
2006-11-27 10:01:04+00:00,L5,168.06,205.15,255.93,209.68,186.71,168.24
2006-12-05 09:56:39+00:00,L7,170.82,203.09,256.30,206.66,186.90,169.93
2006-12-29 10:01:17+00:00,L5,184.31,203.65,264.40,222.07,199.91,184.82
2007-03-27 09:57:04+00:00,L7,185.81,214.31,260.02,218.65,190.79,186.10
2007-04-20 10:01:17+00:00,L5,182.83,216.03,253.29,209.02,185.60,178.40
2007-04-28 09:57:00+00:00,L7,182.48,208.61,252.79,204.49,180.46,181.82
2007-05-30 09:56:47+00:00,L7,152.59,185.10,147.14,74.98,168.27,149.78
2007-06-23 10:00:26+00:00,L5,,,,,,
2007-07-01 09:56:46+00:00,L7,180.40,211.19,249.38,202.63,183.86,178.97
2007-07-09 10:00:15+00:00,L5,184.86,209.78,245.96,210.63,176.87,183.48
2007-07-17 09:56:43+00:00,L7,164.50,204.13,244.90,187.59,175.96,163.93
2007-07-25 10:00:07+00:00,L5,,,,,,
2007-08-02 09:56:39+00:00,L7,174.46,207.07,249.20,188.91,177.73,170.58
2007-08-26 09:59:46+00:00,L5,183.96,202.81,247.47,207.02,181.01,182.76
2007-09-11 09:59:39+00:00,L5,183.64,206.28,253.76,211.88,182.19,181.29
2008-01-25 09:56:52+00:00,L7,182.19,207.33,79.09,49.93,92.02,178.76
2008-02-10 09:56:50+00:00,L7,184.13,202.63,79.26,54.54,193.15,185.34
2008-02-26 09:56:45+00:00,L7,101.94,209.10,251.13,215.88,194.58,-14.03
2008-04-06 09:56:03+00:00,L5,187.56,213.78,251.00,212.19,185.11,185.97
2008-06-09 09:54:23+00:00,L5,177.61,206.95,250.04,198.11,166.04,171.84
2008-07-19 09:55:52+00:00,L7,179.07,208.90,245.59,206.89,180.45,177.75
2008-08-04 09:55:45+00:00,L7,174.98,203.69,250.97,185.92,177.00,173.86
2008-08-12 09:52:31+00:00,L5,184.64,205.68,253.61,212.60,183.47,182.62
2008-09-29 09:51:10+00:00,L5,183.10,209.52,253.97,210.93,184.57,181.02
2008-11-08 09:55:35+00:00,L7,176.31,203.90,247.93,184.15,191.41,170.81
2009-02-04 09:52:08+00:00,L5,170.78,203.66,248.12,196.32,179.95,168.23
2009-02-28 09:56:34+00:00,L7,184.52,209.44,262.27,218.10,188.16,181.03
2009-04-01 09:56:48+00:00,L7,184.56,221.67,239.66,180.69,181.12,179.19
2009-05-03 09:56:56+00:00,L7,183.06,208.72,245.11,203.06,184.96,181.52
2009-05-11 09:54:13+00:00,L5,181.61,208.89,247.92,207.83,181.46,180.86
2009-05-19 09:56:58+00:00,L7,182.77,205.53,243.67,210.35,194.91,183.39
2009-06-04 09:56:58+00:00,L7,191.31,217.79,253.93,212.38,193.06,192.31
2009-06-12 09:54:48+00:00,L5,170.54,201.11,252.14,195.35,176.97,165.34
2009-06-28 09:55:05+00:00,L5,178.36,206.43,247.62,193.63,166.95,171.29
2009-07-30 09:55:36+00:00,L5,172.76,204.88,245.52,194.85,177.73,167.81
2009-08-15 09:55:51+00:00,L5,178.95,206.05,252.94,209.15,184.85,177.20
2009-10-02 09:56:30+00:00,L5,171.18,204.90,245.89,209.28,174.57,163.64
2009-10-18 09:56:40+00:00,L5,,,,,,
2009-10-26 09:56:51+00:00,L7,180.61,207.98,256.23,207.54,186.76,178.92
2009-11-11 09:57:05+00:00,L7,342.20,316.23,260.12,217.14,178.67,316.82
2010-03-11 09:57:29+00:00,L5,,,,,,
2010-04-20 09:58:44+00:00,L7,102.35,97.40,247.58,204.49,,-9.28
2010-04-28 09:57:21+00:00,L5,162.13,191.88,257.23,222.15,197.99,163.02
2010-05-22 09:58:38+00:00,L7,,,,,,
2010-07-17 09:57:02+00:00,L5,178.26,201.55,246.43,202.42,179.10,177.35
2010-10-21 09:56:25+00:00,L5,171.19,204.28,250.23,179.88,173.26,165.35
2010-11-06 09:56:20+00:00,L5,181.15,204.13,257.67,213.88,182.86,180.96
2010-11-14 09:59:15+00:00,L7,204.57,221.34,263.34,218.47,191.47,201.91
2011-02-10 09:56:30+00:00,L5,187.06,209.92,260.57,215.82,198.88,189.08
