dates,nzd0127-0000,nzd0127-0001,nzd0127-0002,nzd0127-0003,nzd0127-0004,satname
1999-07-18 21:58:25+00:00,384.72,370.99,368.23,361.48,,L7
1999-08-26 22:04:44+00:00,,389.59,380.20,377.89,,L7
1999-09-27 22:04:48+00:00,402.50,387.59,387.03,376.66,,L7
1999-10-22 21:58:28+00:00,389.41,378.19,376.11,370.44,390.78,L7
1999-11-14 22:04:42+00:00,404.55,386.07,387.86,372.55,,L7
1999-12-25 21:58:28+00:00,404.20,389.95,387.72,378.23,,L7
2000-01-01 22:04:37+00:00,401.65,392.26,380.44,375.88,388.40,L7
2000-03-05 22:04:24+00:00,404.27,398.87,390.62,378.22,396.70,L7
2000-03-14 21:58:11+00:00,398.32,389.76,377.30,375.74,387.54,L7
2000-03-30 21:58:09+00:00,392.33,388.20,380.23,370.74,385.58,L7
2000-04-15 21:57:55+00:00,,392.40,371.04,369.97,380.04,L7
2000-05-17 21:57:43+00:00,396.62,389.00,379.09,372.34,387.90,L7
2000-06-18 21:57:27+00:00,407.94,403.44,394.16,391.23,399.32,L7
2000-07-20 21:56:59+00:00,381.17,370.99,371.22,361.48,370.04,L7
2000-08-12 22:02:54+00:00,392.52,385.76,385.68,375.37,389.42,L7
2000-09-13 22:02:26+00:00,386.41,374.18,374.80,362.03,,L7
2000-10-15 22:01:56+00:00,387.72,370.98,365.77,360.58,374.52,L7
2000-11-25 21:55:59+00:00,395.46,389.01,381.86,369.98,388.44,L7
2000-12-02 22:02:09+00:00,404.75,399.27,388.14,388.07,392.83,L7
2001-01-03 22:02:12+00:00,393.98,390.24,386.60,376.37,393.67,L7
2001-01-12 21:56:06+00:00,408.30,400.52,400.37,384.62,391.66,L7
2001-02-13 21:56:03+00:00,408.97,405.46,394.73,388.06,395.79,L7
2001-03-17 21:55:52+00:00,398.28,396.79,385.90,376.52,391.33,L7
2001-05-20 21:55:29+00:00,397.62,394.72,388.89,381.14,394.11,L7
2001-06-05 21:55:16+00:00,401.06,395.74,392.23,380.03,,L7
2001-06-12 22:01:24+00:00,380.53,373.99,378.83,,,L7
2001-06-28 22:01:09+00:00,399.37,391.47,393.41,383.55,389.78,L7
2001-08-08 21:54:37+00:00,382.57,373.55,371.15,367.74,380.91,L7
2001-09-09 21:54:12+00:00,400.38,382.08,383.97,382.50,,L7
2001-09-25 21:54:04+00:00,393.03,377.36,378.00,375.22,387.66,L7
2001-10-02 22:00:04+00:00,386.70,376.95,374.92,360.57,379.60,L7
2001-10-11 21:53:46+00:00,,397.21,390.83,391.45,,L7
2001-10-18 22:00:06+00:00,396.15,381.21,375.33,367.66,385.17,L7
2001-11-03 22:00:10+00:00,,379.58,378.52,365.60,,L7
2001-11-28 21:54:11+00:00,390.70,384.80,382.62,377.08,392.46,L7
2001-12-05 22:00:18+00:00,391.88,386.69,384.01,373.62,391.25,L7
2001-12-30 21:54:13+00:00,403.68,386.82,385.84,372.52,,L7
2002-01-06 22:00:31+00:00,402.37,386.46,384.62,376.96,386.99,L7
2002-01-22 22:00:40+00:00,,,384.54,378.48,392.05,L7
2002-01-31 21:54:26+00:00,403.44,388.80,378.48,376.63,,L7
2002-03-27 22:00:37+00:00,395.01,393.58,382.81,377.30,394.62,L7
2002-04-12 22:00:37+00:00,397.04,387.90,381.31,380.98,388.55,L7
2002-05-23 21:54:18+00:00,414.02,397.07,371.02,386.99,409.96,L7
2002-06-15 22:00:19+00:00,395.83,392.31,387.98,375.21,394.21,L7
2002-06-24 21:54:04+00:00,399.99,389.97,387.91,382.52,392.34,L7
2002-07-01 22:00:15+00:00,384.89,374.72,377.03,374.59,,L7
2002-07-17 22:00:08+00:00,403.30,398.29,395.58,392.03,397.51,L7
2002-08-11 21:53:48+00:00,404.15,388.64,387.45,,,L7
2002-08-18 21:59:57+00:00,406.06,380.65,402.84,401.41,404.34,L7
2002-08-27 21:53:36+00:00,,395.80,391.74,386.99,398.11,L7
2002-09-19 21:59:35+00:00,384.35,375.52,374.15,369.49,379.27,L7
2002-10-05 21:59:31+00:00,389.87,386.52,380.30,373.06,,L7
2002-10-21 21:59:36+00:00,388.61,380.84,379.67,372.21,,L7
2002-12-24 22:00:09+00:00,406.88,398.16,394.16,382.37,403.82,L7
2003-01-18 21:54:06+00:00,401.95,387.11,384.26,374.93,393.54,L7
2003-01-25 22:00:18+00:00,397.28,391.33,383.28,379.00,395.88,L7
2003-03-23 21:54:16+00:00,406.64,392.50,389.42,389.37,396.35,L7
2003-03-30 22:00:31+00:00,391.80,387.54,385.26,376.68,388.99,L7
2003-05-10 21:54:22+00:00,411.97,403.88,393.46,386.41,406.08,L7
2003-05-26 21:54:19+00:00,410.19,401.59,386.89,393.64,401.69,L7
2003-07-21 21:42:09+00:00,410.33,405.62,403.20,393.51,399.39,L5
2003-08-05 22:00:11+00:00,397.88,,399.47,,398.48,L7
2003-08-06 21:42:27+00:00,409.35,396.11,393.90,391.99,403.90,L5
2003-08-13 21:48:45+00:00,385.49,379.05,379.27,370.15,389.74,L5
2003-08-30 21:53:59+00:00,422.78,,,,,L7
2003-09-07 21:43:00+00:00,,363.55,357.71,356.78,359.19,L5
2003-09-14 21:49:18+00:00,406.63,382.94,384.75,373.73,386.35,L5
2003-10-25 21:43:40+00:00,393.38,385.20,381.63,373.53,397.51,L5
2003-11-09 22:00:18+00:00,,389.31,380.25,368.62,391.45,L7
2003-11-17 21:50:09+00:00,,404.82,399.78,387.74,397.97,L5
2003-12-04 21:54:19+00:00,358.24,,,348.71,,L7
2003-12-12 21:44:10+00:00,409.72,395.73,388.76,378.15,398.13,L5
2004-01-21 21:54:39+00:00,409.18,397.55,388.40,386.00,398.29,L7
2004-03-25 21:54:54+00:00,394.96,391.38,385.51,379.18,395.74,L7
2004-04-18 21:45:25+00:00,389.48,384.25,381.63,379.99,389.92,L5
2004-05-04 21:45:52+00:00,401.00,397.43,391.69,383.29,399.18,L5
2004-05-20 21:46:20+00:00,400.66,397.11,392.10,388.31,401.35,L5
2004-06-21 21:47:16+00:00,416.47,,371.64,360.94,365.36,L5
2004-06-29 21:54:39+00:00,404.77,391.62,375.77,374.05,398.41,L7
2004-07-06 22:00:48+00:00,392.58,385.15,383.84,373.63,387.07,L7
2004-07-07 21:47:45+00:00,397.55,385.42,383.57,377.38,,L5
2004-07-23 21:48:09+00:00,401.82,394.01,393.28,386.66,403.01,L5
2004-07-30 21:54:28+00:00,410.84,396.67,384.86,379.97,396.02,L5
2004-07-31 21:54:28+00:00,,375.68,377.45,366.23,385.54,L7
2004-09-16 21:55:41+00:00,399.10,385.37,379.22,369.83,391.47,L5
2004-09-25 21:49:43+00:00,406.50,395.80,384.97,390.39,402.78,L5
2004-10-02 21:56:02+00:00,398.70,388.98,387.42,380.43,396.63,L5
2004-10-18 21:56:23+00:00,407.46,406.18,394.67,386.52,404.51,L5
2004-11-03 21:56:42+00:00,389.50,389.36,383.16,372.58,398.57,L5
2004-11-04 21:54:31+00:00,401.94,397.89,391.47,383.94,400.80,L7
2004-11-19 21:56:55+00:00,408.21,409.11,394.53,393.55,422.68,L5
2005-01-14 22:01:13+00:00,413.13,401.47,395.64,387.24,402.76,L7
2005-01-15 21:51:45+00:00,408.03,403.23,391.67,389.58,401.63,L5
2005-01-22 21:58:02+00:00,410.29,403.49,393.45,387.03,398.50,L5
2005-02-16 21:52:13+00:00,,403.69,390.23,384.02,399.29,L5
2005-02-23 21:58:31+00:00,395.29,399.68,398.80,391.11,396.12,L5
2005-03-11 21:58:44+00:00,401.71,405.13,392.63,390.27,405.03,L5
2005-04-05 21:52:43+00:00,418.55,412.40,413.28,408.51,412.20,L5
2005-04-13 21:55:12+00:00,416.23,,,,407.39,L7
2005-04-21 21:52:46+00:00,412.30,409.87,405.66,398.90,407.74,L5
2005-04-28 21:58:59+00:00,421.00,418.89,415.09,405.48,418.27,L5
2005-04-29 21:55:12+00:00,401.92,401.46,396.29,391.08,395.61,L7
2005-05-07 21:52:53+00:00,416.58,403.25,407.47,389.31,403.05,L5
2005-05-22 22:01:24+00:00,395.18,387.24,383.13,376.26,388.98,L7
2005-05-31 21:55:11+00:00,,399.53,374.86,411.81,384.77,L7
2005-06-08 21:53:09+00:00,414.48,412.11,405.96,396.69,402.19,L5
2005-07-09 22:01:14+00:00,406.65,396.14,388.25,390.41,398.01,L7
2005-07-17 21:59:35+00:00,395.97,393.59,391.37,367.78,381.08,L5
2005-07-26 21:53:30+00:00,396.30,393.33,386.45,382.84,400.24,L5
2005-09-20 21:54:42+00:00,407.00,386.95,373.98,368.41,,L7
2005-11-07 21:55:03+00:00,409.93,406.48,396.29,393.07,401.02,L7
2005-11-14 22:01:17+00:00,407.95,401.82,382.98,380.12,397.77,L7
2005-11-22 22:00:23+00:00,404.32,398.42,389.01,383.53,394.72,L5
2005-11-30 22:01:24+00:00,399.02,396.23,386.32,381.70,394.79,L7
2006-01-10 21:55:28+00:00,405.80,389.15,383.22,388.35,399.77,L7
2006-02-03 21:55:55+00:00,402.06,388.76,387.36,379.84,,L5
2006-02-11 21:55:41+00:00,396.55,389.02,385.42,377.95,389.56,L7
2006-02-18 22:01:53+00:00,396.52,388.45,387.34,380.61,391.10,L7
2006-02-19 21:56:15+00:00,406.72,400.22,392.14,387.91,399.40,L5
2006-03-15 21:55:44+00:00,405.81,396.62,390.16,389.38,394.57,L7
2006-04-08 21:57:12+00:00,406.31,395.84,383.86,379.49,396.80,L5
2006-05-02 21:55:41+00:00,389.61,384.30,381.82,376.82,387.46,L7
2006-05-17 22:03:57+00:00,412.84,403.81,393.34,386.39,402.62,L5
2006-05-26 21:57:54+00:00,,402.62,,,,L5
2006-06-02 22:04:12+00:00,387.32,387.26,385.04,383.90,397.70,L5
2006-06-10 22:01:49+00:00,396.92,390.93,386.09,380.81,394.74,L7
2006-06-26 22:01:44+00:00,386.47,373.50,382.60,377.75,,L7
