,dates,chi0459-0000,chi0459-0001,chi0459-0002,chi0459-0003,chi0459-0004,chi0459-0005,chi0459-0006,chi0459-0007,chi0459-0008,chi0459-0009,chi0459-0010,chi0459-0011,chi0459-0012,chi0459-0013,chi0459-0014
0,1986-08-15 14:03:05+00:00,32.45656052777484,,,,176.31337191440505,178.61531529760387,186.5175168103185,177.642592204525,,,,,153.1850561753457,168.82632723062179,165.43597753867246
1,1986-10-02 14:01:27+00:00,,,,,,,,,,,,,,,
2,1986-11-03 14:00:21+00:00,20.676815854861378,62.80164374500005,121.812805194974,147.27762197851692,165.2063924532567,177.2339476699624,173.91882375015248,165.3724404673793,,163.6973718460969,163.96504357663252,161.80639226829845,160.0265711035494,179.49579729879443,164.45613617001248
3,1986-12-21 14:00:25+00:00,32.954354948694935,86.4869993557627,140.3334913683605,181.78191674268646,209.11227365001955,201.32483893363175,190.75605059437183,182.23990201198288,182.83939603218727,177.51632198156588,173.45830454383798,169.7976768517479,174.08447801602318,175.60943607576382,180.71030043368492
4,1987-01-06 14:00:54+00:00,38.83609307894402,83.49529599245415,140.64905586437462,179.92295286965953,200.75436910803026,198.01138136403597,188.47464343061296,188.72889954891343,172.75013369335943,159.1521188147884,157.2905548774652,158.96810998651804,158.54239982463423,162.83647972142785,188.18007952201754
5,1987-01-22 14:01:21+00:00,31.25893306846166,78.9876177479596,135.55459708634285,175.21544789970133,211.32264330159558,196.22245825095493,194.570271981403,180.43853799083433,173.6335437180326,179.43641495596378,176.14136000651666,166.4438107776742,173.56080284007325,166.27143603109673,152.17243964719356
6,1987-02-07 14:01:56+00:00,42.090865345650144,83.76280993101793,145.52101995298057,191.2704161443125,227.19853530644085,229.3476067103624,212.7950537360328,206.36766728014013,201.9796048398679,191.65324326557368,198.96624914317155,201.13233170098877,206.63345584624244,205.57969188986306,
7,1987-03-27 14:03:45+00:00,15.25742718704828,45.309277706867384,113.4073156923248,130.4635008437162,138.25274631713916,,,,,,,,,,
8,1998-02-21 14:17:17+00:00,,,,,,,,,,,,,,,
9,1998-03-25 14:18:11+00:00,23.99454670795917,45.66162892137574,94.85805401465615,138.2595429543054,163.74838158322854,195.67596303061663,215.16116390466996,214.00692833255675,207.6738708293284,214.96386242379276,220.9202926725016,203.91596293431022,197.78594165121544,204.5623246225659,202.43872163124482
10,1998-05-28 14:19:06+00:00,,28.289138841382936,73.25021523310852,111.54657619818073,140.25512694757964,184.4663439308403,,,,,,136.25376246747308,114.10507113270722,,193.66983102587247
11,1998-06-13 14:19:18+00:00,5.349740917162875,41.823201831456245,78.92917382862885,124.49435259639725,172.479285633865,197.26614650266873,206.73559284496204,201.3465823347993,192.60229707286902,194.4650769186084,188.58245899240563,170.8363321413712,,178.08543880655353,213.48917598716267
12,1998-07-31 14:19:48+00:00,-0.7217724145004882,47.48881747704156,99.8495428435667,142.00489798824907,179.77857528490335,180.07689118702714,198.17667292497947,187.4693367828759,182.50400649858187,188.35853437283893,175.32090481919005,149.7308752860866,118.50868794244019,174.7031925660998,191.32058751223818
13,1998-09-17 14:20:13+00:00,10.241247168316768,63.176593112351114,103.96233138478911,143.537309464927,173.257453636831,180.66429677927158,187.16807070462693,180.9754769628168,185.75607687244175,183.88772347134952,181.59142604148684,163.6157379817446,138.93368635515094,184.83365395893975,204.82011161931254
14,1998-12-06 14:20:01+00:00,,,,,,,,,,,,,,,
15,1998-12-22 14:20:29+00:00,21.0018019679405,51.62174025957685,91.42608881368244,118.36617457174951,144.3601632096216,155.57945997469471,162.9772126419612,168.42471000940085,189.12719101841915,179.26751116236943,174.90533781151728,171.4007164887138,175.57879203431915,,202.94124702835762
16,1999-01-23 14:20:28+00:00,8.725282238592216,41.67870220256781,80.67505821137682,111.06482102737355,134.8864391674654,142.737309298305,148.0824378991971,155.5468438402284,160.60219105592236,164.38153237994646,158.19613187129394,163.5507965872197,155.9525596838118,152.64049221817368,175.40602923211634
