dates,nzd0259-0000,nzd0259-0001,nzd0259-0002,nzd0259-0003,nzd0259-0004,nzd0259-0005,nzd0259-0006,nzd0259-0007,nzd0259-0008,nzd0259-0009,nzd0259-0010,nzd0259-0011,nzd0259-0012,nzd0259-0013,nzd0259-0014,nzd0259-0015,nzd0259-0016,nzd0259-0017,nzd0259-0018,satname
1999-12-25 21:59:16+00:00,351.49,318.29,306.84,297.87,300.57,317.88,316.91,314.31,325.53,333.94,325.69,326.21,328.10,338.48,341.52,350.96,338.78,340.38,332.90,L7
2000-01-10 21:59:16+00:00,349.96,327.15,322.45,314.59,317.08,319.91,324.38,330.65,339.41,342.42,340.19,348.34,346.55,348.06,351.05,350.88,350.34,348.83,344.15,L7
2000-01-26 21:59:14+00:00,360.24,338.28,323.33,336.95,316.27,318.41,336.76,334.45,346.10,342.48,347.45,331.86,342.79,356.05,349.69,326.41,,,,L7
2000-03-14 21:58:59+00:00,361.64,,301.02,309.28,308.92,310.65,329.01,333.59,340.26,358.25,348.41,351.41,363.44,364.94,377.64,380.01,371.61,367.33,359.71,L7
2000-03-30 21:58:57+00:00,349.59,313.63,300.08,303.52,,308.22,323.87,327.91,339.90,343.08,346.01,355.02,361.93,362.33,372.79,365.11,354.26,348.47,340.36,L7
2000-07-04 21:58:02+00:00,336.29,317.33,283.98,288.00,270.97,289.45,307.99,313.23,318.56,332.76,330.76,332.75,342.84,344.24,344.25,339.99,,,,L7
2000-08-05 21:57:32+00:00,335.80,317.40,289.91,294.61,261.49,281.69,309.90,320.27,321.75,327.35,322.71,330.77,321.28,331.49,316.45,340.11,332.76,,,L7
2000-09-22 21:56:53+00:00,347.12,320.84,302.94,303.06,304.90,305.79,306.81,310.56,321.60,340.65,349.22,343.24,342.54,347.01,332.71,328.60,331.66,,,L7
2000-11-09 21:56:45+00:00,352.03,328.13,305.33,308.49,306.10,303.82,316.42,322.89,332.12,338.17,339.05,324.56,345.37,345.96,343.98,333.71,332.20,334.59,310.45,L7
2000-11-25 21:56:47+00:00,348.79,320.09,312.24,303.86,289.00,301.63,294.41,306.41,310.73,323.10,329.91,,327.76,314.31,317.96,317.28,307.73,303.00,295.76,L7
2001-03-17 21:56:40+00:00,367.87,313.36,300.99,299.08,,309.43,319.13,318.54,319.21,330.79,344.09,348.98,352.17,370.59,369.55,380.50,,,,L7
2001-04-02 21:56:30+00:00,304.96,,,266.87,249.40,,326.09,338.05,335.11,341.31,351.29,367.71,351.52,369.06,377.55,376.62,,,,L7
2001-06-05 21:56:04+00:00,342.16,314.09,300.91,293.73,282.21,285.72,304.52,,311.22,322.14,327.40,328.66,343.85,351.53,351.80,341.19,,274.52,276.43,L7
2001-07-07 21:55:48+00:00,352.98,331.84,307.26,308.58,285.59,300.10,304.98,,317.06,336.05,343.15,329.29,335.84,344.59,349.69,344.15,,274.31,277.94,L7
2001-09-25 21:54:52+00:00,374.93,324.97,301.14,269.97,,,,,,,,,,,,,,,,L7
2002-02-16 21:55:18+00:00,347.71,334.68,313.30,,,343.73,342.86,349.31,,365.70,364.48,,370.26,369.49,372.88,370.87,,,,L7
2002-03-04 21:55:22+00:00,312.65,297.25,269.51,267.74,254.53,,,,,,,,,,,,,235.80,241.94,L7
2002-08-27 21:54:24+00:00,345.37,312.82,286.93,267.89,,306.72,315.89,312.97,312.28,334.21,320.12,323.88,342.15,337.79,334.10,343.57,344.73,335.69,259.38,L7
2002-10-14 21:54:07+00:00,359.47,,305.16,315.79,327.51,314.90,320.09,335.86,333.30,331.21,325.94,335.03,334.78,324.02,329.82,345.31,345.60,327.92,,L7
2002-12-01 21:54:40+00:00,350.97,325.02,309.84,313.45,316.45,318.18,322.30,333.37,336.28,340.90,334.07,328.56,341.67,332.53,339.29,328.27,332.88,338.26,,L7
2003-01-18 21:54:54+00:00,337.25,316.32,302.39,294.29,290.12,294.96,300.07,306.95,303.36,308.52,309.90,,322.19,328.52,320.08,303.81,319.45,328.93,,L7
2003-02-19 21:55:06+00:00,321.22,304.53,276.57,,248.99,,,,,268.92,,,,,,,,253.54,261.48,L7
2003-04-24 21:55:10+00:00,,310.63,293.78,298.14,,297.73,310.94,313.86,332.93,337.04,339.00,333.33,337.81,343.27,352.49,355.37,352.65,248.07,250.92,L7
2003-07-21 21:42:57+00:00,322.33,306.96,271.86,277.01,256.41,,346.08,333.41,290.61,317.38,312.94,332.77,345.89,338.24,340.12,333.49,,238.88,236.31,L5
2003-07-29 21:54:53+00:00,,318.39,293.56,296.97,281.12,297.77,313.97,311.82,316.44,327.25,334.30,337.29,,,362.12,339.74,309.74,274.50,,L7
2003-11-18 21:55:03+00:00,374.21,344.26,,,300.78,310.72,314.13,330.24,324.88,330.64,317.40,340.39,331.35,339.79,348.15,,,,,L7
