dates,nzd0259-0000,nzd0259-0001,nzd0259-0002,nzd0259-0003,nzd0259-0004,nzd0259-0005,nzd0259-0006,nzd0259-0007,nzd0259-0008,nzd0259-0009,nzd0259-0010,nzd0259-0011,nzd0259-0012,nzd0259-0013,nzd0259-0014,nzd0259-0015,nzd0259-0016,nzd0259-0017,nzd0259-0018,satname
1999-12-25 21:59:16+00:00,351.49,318.29,306.84,297.87,300.57,317.88,316.91,314.31,325.53,333.94,325.69,326.21,328.10,338.48,341.52,350.96,338.78,340.38,332.90,L7
2000-01-10 21:59:16+00:00,350.73,322.72,314.64,306.23,308.82,318.89,320.64,322.48,332.47,338.18,332.94,337.27,337.33,343.27,346.28,350.92,344.56,344.61,338.52,L7
2000-01-26 21:59:14+00:00,353.90,327.91,317.54,316.47,311.31,318.73,326.02,326.47,337.01,339.61,337.78,335.47,339.15,347.53,347.42,342.75,344.56,344.61,338.52,L7
2000-03-14 21:58:59+00:00,355.83,327.91,313.41,314.67,310.71,316.71,326.76,328.25,337.82,344.27,340.44,339.45,345.22,351.88,354.98,352.06,353.58,352.18,345.59,L7
2000-03-30 21:58:57+00:00,354.58,324.34,310.74,312.44,310.71,315.01,326.19,328.18,338.24,344.03,341.55,342.57,348.56,353.97,358.54,354.67,353.75,351.25,344.28,L7
2000-07-04 21:58:02+00:00,351.54,324.10,306.17,310.47,303.31,309.33,324.40,327.97,336.85,343.80,342.56,343.88,351.51,355.12,359.08,352.48,358.74,354.88,348.07,L7
2000-08-05 21:57:32+00:00,345.83,316.12,293.75,298.85,280.46,297.50,317.69,323.75,330.12,340.36,336.97,342.49,347.37,350.75,352.78,356.31,352.88,357.90,350.03,L7
2000-09-22 21:56:53+00:00,342.20,317.30,294.23,297.30,279.12,296.29,312.14,317.99,325.45,335.96,337.18,340.44,342.15,346.27,341.55,343.45,339.56,348.47,340.36,L7
2000-11-09 21:56:45+00:00,342.81,320.93,295.54,298.54,285.87,295.19,310.28,316.74,323.51,334.73,335.44,332.83,338.01,342.18,334.35,335.60,332.21,334.59,310.45,L7
2000-11-25 21:56:47+00:00,344.01,320.76,298.88,299.60,286.49,296.48,307.11,314.67,320.95,332.41,334.33,332.83,335.96,336.60,331.07,331.94,326.09,318.79,303.11,L7
2001-03-17 21:56:40+00:00,353.95,320.61,305.38,303.62,300.00,305.17,309.19,314.60,320.92,333.18,340.57,338.93,341.96,344.47,341.05,340.02,323.86,318.79,303.11,L7
2001-04-02 21:56:30+00:00,343.41,320.53,306.19,294.58,281.50,304.96,314.01,321.47,324.29,333.34,341.08,347.08,344.21,349.98,352.26,352.03,319.97,318.79,303.11,L7
2001-06-05 21:56:04+00:00,338.33,313.73,300.95,286.56,265.80,297.58,316.58,328.30,321.85,331.41,340.93,348.45,349.18,363.73,366.30,366.10,,274.52,276.43,L7
2001-07-07 21:55:48+00:00,341.99,319.76,303.05,292.06,272.40,298.42,313.68,328.30,320.65,332.57,341.48,343.66,345.85,358.94,362.15,360.62,,274.41,277.19,L7
2001-09-25 21:54:52+00:00,343.76,323.63,303.10,284.79,272.40,292.91,311.86,338.05,321.13,333.17,340.61,341.89,343.74,355.06,359.68,353.99,,274.41,277.19,L7
2002-02-16 21:55:18+00:00,361.32,329.83,307.22,269.97,,343.73,342.86,349.31,,365.70,364.48,,370.26,369.49,372.88,370.87,,,,L7
2002-03-04 21:55:22+00:00,345.10,318.97,294.65,268.86,254.53,343.73,342.86,349.31,,365.70,364.48,,370.26,369.49,372.88,370.87,,235.80,241.94,L7
2002-08-27 21:54:24+00:00,329.01,305.03,278.22,267.81,254.53,306.72,315.89,312.97,312.28,334.21,320.12,323.88,342.15,337.79,334.10,343.57,344.73,285.75,250.66,L7
2002-10-14 21:54:07+00:00,352.42,312.82,296.05,291.84,327.51,310.81,317.99,324.42,322.79,332.71,323.03,329.45,338.46,330.90,331.96,344.44,345.17,331.81,259.38,L7
2002-12-01 21:54:40+00:00,351.94,318.92,300.64,299.04,321.98,313.27,319.43,327.40,327.29,335.44,326.71,329.16,339.53,331.45,334.40,339.05,341.07,333.96,259.38,L7
2003-01-18 21:54:54+00:00,348.26,318.05,301.08,297.86,311.36,308.69,314.59,322.29,321.31,328.71,322.51,329.16,335.20,330.71,330.82,330.24,335.67,332.70,259.38,L7
2003-02-19 21:55:06+00:00,342.86,314.67,296.18,297.86,295.77,308.69,314.59,322.29,321.31,316.75,322.51,329.16,335.20,330.71,330.82,330.24,335.67,316.87,260.43,L7
2003-04-24 21:55:10+00:00,336.48,314.12,295.64,301.96,285.19,303.62,311.10,318.06,324.19,313.85,327.66,330.94,333.89,334.77,337.29,329.15,334.99,292.20,256.20,L7
2003-07-21 21:42:57+00:00,321.77,307.37,280.74,287.57,252.70,297.73,328.51,323.63,311.77,307.78,325.97,333.05,341.85,340.75,346.31,344.43,352.65,246.83,249.57,L5
2003-07-29 21:54:53+00:00,321.77,310.13,283.94,290.71,262.17,297.75,323.66,319.70,313.33,312.65,328.75,334.46,341.85,340.75,351.58,342.87,331.19,253.75,249.57,L7
2003-11-18 21:55:03+00:00,348.27,323.20,282.71,286.99,279.44,304.25,324.73,325.16,310.64,325.09,321.55,336.82,338.62,339.01,350.13,336.61,309.74,256.69,236.31,L7
