dates,nzd0565-0000,nzd0565-0001,nzd0565-0002,satname
1999-07-02 21:59:57+00:00,,202.29,186.80,L7
1999-08-26 22:06:20+00:00,217.21,205.04,195.45,L7
1999-09-20 22:00:08+00:00,217.88,205.31,199.95,L7
1999-09-27 22:06:00+00:00,217.98,208.32,200.52,L7
1999-11-07 22:00:08+00:00,215.34,208.26,200.63,L7
1999-11-30 22:05:47+00:00,214.09,206.52,200.67,L7
1999-12-09 22:00:09+00:00,214.39,207.10,201.76,L7
1999-12-25 22:00:04+00:00,214.93,208.00,203.54,L7
2000-01-17 22:05:47+00:00,214.07,207.09,204.19,L7
2000-02-11 21:59:57+00:00,215.80,208.66,205.16,L7
2000-02-18 22:05:41+00:00,215.51,208.52,204.79,L7
2000-02-27 21:59:52+00:00,216.50,209.69,205.79,L7
2000-03-05 22:05:36+00:00,216.05,209.44,205.41,L7
2000-03-21 22:06:01+00:00,215.75,210.33,204.97,L7
2000-03-30 21:59:45+00:00,215.92,209.36,206.06,L7
2000-05-01 21:59:30+00:00,216.21,210.74,206.07,L7
2000-05-08 22:05:33+00:00,217.02,211.48,206.04,L7
2000-05-17 21:59:19+00:00,216.84,211.15,204.98,L7
2000-05-24 22:04:58+00:00,216.82,211.41,204.69,L7
2000-06-18 21:59:03+00:00,217.99,214.11,204.78,L7
2000-07-04 21:58:50+00:00,218.23,214.64,203.24,L7
2000-07-27 22:04:12+00:00,218.58,215.18,203.54,L7
2000-08-05 21:58:20+00:00,218.94,215.43,203.54,L7
2000-08-12 22:04:05+00:00,217.99,214.50,202.66,L7
2000-09-13 22:04:02+00:00,218.44,215.35,202.71,L7
2000-11-09 21:57:33+00:00,217.41,213.99,200.52,L7
2000-11-16 22:03:20+00:00,216.89,213.23,201.66,L7
2000-11-25 21:57:34+00:00,215.22,212.33,201.05,L7
2000-12-11 21:57:36+00:00,215.42,212.37,202.12,L7
2001-01-03 22:03:24+00:00,213.13,208.75,201.93,L7
2001-01-12 21:57:42+00:00,213.42,210.12,202.71,L7
2001-01-19 22:03:31+00:00,212.86,209.30,202.36,L7
2001-01-28 21:57:44+00:00,213.09,210.55,204.47,L7
2001-02-13 21:57:39+00:00,210.96,209.43,204.80,L7
2001-02-20 22:03:24+00:00,211.13,209.78,205.22,L7
2001-04-02 21:57:18+00:00,209.57,208.18,203.36,L7
2001-05-20 21:57:04+00:00,210.87,209.00,203.96,L7
2001-05-27 22:03:12+00:00,212.39,209.76,203.51,L7
2001-06-05 21:56:52+00:00,212.39,210.59,202.82,L7
2001-06-28 22:02:45+00:00,211.85,210.42,202.04,L7
2001-07-07 21:56:36+00:00,214.71,212.47,202.80,L7
2001-07-14 22:02:45+00:00,216.05,212.23,202.57,L7
2001-08-08 21:56:12+00:00,216.86,212.35,200.54,L7
2001-08-15 22:02:14+00:00,217.78,213.14,199.91,L7
2001-09-25 21:55:40+00:00,218.32,213.10,200.37,L7
2001-10-02 22:01:16+00:00,220.06,214.86,201.71,L7
2001-11-03 22:01:22+00:00,218.62,214.28,201.50,L7
2002-01-22 22:01:52+00:00,215.31,211.11,203.20,L7
2002-01-31 21:56:02+00:00,214.90,210.75,203.03,L7
2002-03-04 21:56:09+00:00,214.75,209.27,204.27,L7
2002-03-11 22:01:55+00:00,214.46,209.28,203.84,L7
2002-03-27 22:01:49+00:00,213.98,209.25,202.10,L7
2002-05-07 21:56:03+00:00,215.13,209.52,203.06,L7
2002-05-14 22:02:07+00:00,215.13,204.75,200.48,L7
2002-05-30 22:02:01+00:00,217.20,207.30,199.86,L7
