,dates,chi0082-0000,chi0082-0001,chi0082-0002,chi0082-0003,chi0082-0004,chi0082-0005,chi0082-0006,chi0082-0007
0,1985-03-05 14:07:05+00:00,218.33327696514357,224.75768451695413,223.93352034166273,211.83845803436577,225.33508424269806,222.28111682956842,222.6512605765409,243.15028993121854
1,1986-02-04 14:03:35+00:00,214.6662511524046,213.84391992723815,222.26288177177136,212.1869525788459,225.1177005023298,233.9339984864971,226.02389578293094,238.56000744285438
2,1986-04-09 14:02:13+00:00,211.41208918877265,220.14648013428013,225.02763682387146,219.328618632355,232.49158180450831,230.8377501077678,228.39207412860506,230.90674482647006
3,1986-07-21 14:05:23+00:00,,,225.35243636821468,209.29133172029347,220.70559102183256,226.03523375395667,228.61023354910003,238.63275374892174
4,1986-10-18 13:56:08+00:00,201.37527603297653,201.37111117943056,211.5968656444084,202.45037602490413,231.2252735094076,224.92855661236902,218.38396232671266,233.3177202879964
5,1986-11-10 14:01:28+00:00,203.1236534130316,211.9277380848024,220.20915051318235,210.10251838877687,220.1757153892982,220.43503043736405,219.60318551366302,226.92493148560555
6,1986-12-21 13:55:38+00:00,213.50341665988873,217.27676976762103,220.7316560536462,212.28239035236777,226.78140033658366,223.02944957422568,218.4419989526968,225.39626469275788
7,1986-12-28 14:02:01+00:00,204.0739350843538,209.35279857746667,217.3147451590751,207.68039158618447,223.58334169218654,224.65777608519585,224.56285655341287,227.56294916260794
8,1987-01-06 13:56:06+00:00,,,,,,190.05659309902177,185.13642126690215,190.62303208579718
9,1987-01-13 14:02:29+00:00,204.8637069642576,204.02281703350243,220.76234573967858,209.1002596375869,217.98168123396218,221.69915008223703,221.09806373435484,220.71896061927444
10,1987-02-07 13:57:09+00:00,214.15995566721512,206.6462927974095,220.42092845959957,206.803394983799,227.1934901310525,221.75654777940798,214.6323386512019,225.07466088274126
11,1987-03-02 14:04:14+00:00,216.50633598354696,227.3755535331434,224.6078127552976,219.43162709290047,223.64791206650088,225.2512156966415,227.16197468041162,231.64994501819837
12,1987-03-18 14:04:49+00:00,210.81041080179497,217.2073889645365,224.52913947367225,213.45718488683568,220.30869464914105,226.85584792321333,226.49121424394517,229.3229233999776
13,1987-03-27 13:58:57+00:00,200.7443040961021,220.7178018538037,222.5052500968267,218.5814020953114,230.80439692119347,236.74250502230436,240.1769134321744,245.29436016514717
14,1987-11-29 14:11:09+00:00,204.251763400923,209.1250932160831,217.85999473224717,208.68425383070303,223.55182809588695,225.5066969217264,218.5962331665807,223.56862294326348
15,1987-12-08 14:05:05+00:00,210.27934835880606,213.96323335902733,214.9627723409069,205.6858628350542,216.11301421869425,216.88935505572596,211.7900849423405,222.51964942687377
16,1987-12-15 14:11:23+00:00,198.09472125797012,203.0427457353234,203.60412015066177,200.27766485940668,211.57934881573138,213.830593947452,205.66980989254097,218.65242147898405
17,1987-12-31 14:11:39+00:00,203.62511304198563,207.65013942423167,209.8620940654837,203.34163488120384,214.68328705632467,217.87441368542233,218.440866382167,225.61233412565042
18,1988-01-09 14:05:37+00:00,204.16919011607894,212.92444976000792,219.5520826674386,206.93272288729483,224.66215889065734,228.78482597101967,227.56568961620732,231.4002557853848
19,1988-02-01 14:12:14+00:00,208.18127789155776,209.24196492600777,209.34247176864784,204.49357547550972,216.31010107031472,223.784236542132,222.9804315796391,226.7194739288954
20,1988-03-04 14:12:39+00:00,216.77698215730695,218.34778723101275,223.45100516919587,216.19430429695598,231.84809863087676,233.25624482210333,231.43067130505844,237.45212284218633
21,1988-03-29 14:06:41+00:00,211.41602702951099,211.39077947239616,218.71723820834436,206.88504381737926,226.8151009506108,224.49833451817076,225.9215207494013,231.68652258391498
22,1988-04-21 14:12:59+00:00,196.3305057367629,200.04933056844177,211.45877680850288,204.76516986425347,214.3442302883244,216.1656114836769,210.0890313295838,222.64049945412353
23,1988-04-30 14:06:52+00:00,208.74016482408612,207.63480454146887,217.46253073347688,205.86119428330522,216.63631816884586,219.1367523708455,218.99506612266313,230.38190218140267
24,1988-05-16 14:07:03+00:00,,,226.56836213212821,215.43675490378962,231.75338619701216,231.3502726796471,235.2624251107879,233.6308706127352
25,1988-06-08 14:13:22+00:00,207.8311440484709,213.56130910349125,223.0291318645531,206.72726534434864,221.08207589436174,226.381205386299,223.46422858273343,228.91804292927583
26,1988-06-17 14:07:15+00:00,208.87580213330818,216.27747132816043,224.0312553065549,213.86868999769968,228.65473169868955,227.81992354795338,232.45547193480607,237.60191118829093
27,1988-07-03 14:07:19+00:00,211.80179753758156,217.20244610030494,227.12847726476852,210.41109504516325,222.96026574762368,228.55499770941307,226.50084560396053,240.55961237811368
28,1988-10-14 14:13:24+00:00,209.7810821030395,216.29681164675745,220.464924717634,208.06894066354386,219.78666679663198,223.4421759391788,222.2554729831766,228.46315411313648
29,1988-11-08 14:07:15+00:00,214.81359247271385,214.63825875870864,219.1998566780588,205.1311698581911,222.9855821874862,225.01652513573086,226.66651142523438,240.9219294551855
30,1988-11-24 14:07:15+00:00,207.91044399655928,210.91527038118372,213.86307993756498,208.2752817598445,224.27039448743932,222.876109309102,224.15750809159587,228.0093435165815
31,1988-12-01 14:13:24+00:00,205.33471411818152,207.99056665055838,212.03482510685114,200.86566665812848,216.44986023513445,227.81233391887335,215.6302053509977,226.15493516458693
32,1988-12-17 14:13:10+00:00,217.3952965451417,220.05113529645146,225.58258231072386,210.6775423493376,224.63971603894848,231.75603417178618,228.0464888316091,230.08445560350268
