dates,sar1218-0000,sar1218-0001,sar1218-0002,sar1218-0003,sar1218-0004,sar1218-0005,sar1218-0006,satname
1984-04-29 09:27:29+00:00,166.66,161.07,160.03,168.61,151.76,163.29,163.72,L5
1984-05-06 09:33:51+00:00,174.17,163.27,167.59,168.76,150.83,168.66,168.97,L5
1984-06-07 09:34:42+00:00,173.83,163.92,169.48,170.57,151.84,170.83,169.26,L5
1984-07-18 09:29:10+00:00,176.10,164.91,170.64,171.39,153.21,175.09,172.43,L5
1984-08-26 09:36:33+00:00,176.10,164.91,170.64,172.53,153.32,173.71,171.27,L5
1984-09-04 09:30:25+00:00,174.18,163.50,170.80,172.53,152.91,173.87,171.73,L5
1984-09-11 09:36:38+00:00,175.19,163.26,171.35,172.78,153.10,173.87,171.73,L5
1984-09-27 09:36:39+00:00,176.56,164.43,171.79,172.81,152.34,174.05,171.51,L5
1984-11-07 09:30:17+00:00,176.97,164.27,170.69,173.29,152.05,174.46,169.50,L5
1984-12-09 09:30:22+00:00,179.06,162.49,167.77,172.57,151.00,172.75,166.18,L5
1985-03-31 09:30:43+00:00,179.35,161.99,166.33,172.29,150.66,170.66,161.24,L5
1985-06-03 09:30:28+00:00,177.94,165.05,172.31,174.33,153.22,173.83,169.01,L5
1985-06-26 09:36:35+00:00,175.70,167.53,177.53,174.71,154.50,179.84,179.35,L5
1985-07-05 09:30:21+00:00,174.06,170.16,178.31,175.94,157.43,179.20,178.91,L5
1985-07-28 09:36:22+00:00,174.49,169.56,177.34,175.92,156.66,179.01,179.61,L5
1985-08-22 09:29:56+00:00,176.53,169.08,176.64,175.14,155.97,179.18,179.93,L5
1985-08-29 09:36:02+00:00,177.66,169.13,176.38,174.40,156.24,179.17,179.74,L5
1985-09-23 09:29:32+00:00,177.49,169.04,176.31,174.91,155.88,178.80,179.03,L5
1985-11-10 09:28:57+00:00,178.53,169.00,174.46,174.42,154.84,176.78,176.19,L5
1985-12-03 09:34:43+00:00,180.69,168.96,174.49,174.43,154.95,175.83,172.85,L5
1986-01-04 09:34:08+00:00,183.51,168.83,173.39,174.23,153.73,172.89,167.41,L5
1986-01-13 09:27:46+00:00,184.54,169.42,172.87,175.19,153.49,172.47,165.45,L5
1986-03-18 09:26:22+00:00,184.22,169.98,172.21,177.86,152.69,168.63,157.81,L5
1986-05-12 09:31:17+00:00,186.21,170.90,175.36,178.31,153.47,169.55,159.34,L5
1986-05-21 09:24:51+00:00,184.29,170.29,175.25,177.67,154.37,170.60,161.79,L5
1986-06-29 09:29:50+00:00,182.46,167.24,174.50,176.54,153.01,170.89,165.06,L5
1986-07-08 09:23:21+00:00,180.42,165.59,174.80,175.63,153.47,173.26,169.90,L5
1986-07-15 09:29:17+00:00,177.30,163.02,174.83,173.58,153.28,174.01,173.60,L5
1986-07-24 09:22:47+00:00,175.78,161.89,174.10,172.53,152.40,173.44,173.68,L5
1986-07-31 09:28:43+00:00,176.07,161.71,173.82,172.20,152.26,173.43,173.19,L5
1986-08-09 09:22:13+00:00,175.84,161.64,173.67,172.00,152.33,173.77,173.28,L5
1986-08-25 09:21:37+00:00,177.04,162.33,173.62,172.43,153.06,174.59,173.86,L5
1986-09-01 09:27:32+00:00,177.57,162.28,173.38,171.93,151.76,174.13,173.56,L5
1986-09-10 09:21:03+00:00,177.30,162.25,173.07,171.91,151.78,174.09,173.29,L5
1986-09-17 09:27:01+00:00,177.91,162.30,173.57,171.61,152.11,174.59,173.52,L5
1986-09-26 09:20:33+00:00,178.41,162.70,173.63,171.91,152.32,174.62,173.07,L5
1986-10-28 09:19:29+00:00,178.74,162.84,173.33,171.88,152.14,174.17,172.07,L5
1986-12-22 09:25:33+00:00,178.77,161.81,171.11,171.42,151.35,173.15,169.54,L5
1986-12-31 09:19:38+00:00,179.84,163.32,171.27,172.44,152.19,173.06,168.08,L5
1987-01-07 09:26:01+00:00,180.55,164.13,171.14,172.96,151.94,171.96,165.83,L5
1987-02-01 09:20:35+00:00,183.25,165.59,171.24,174.37,152.70,171.15,162.73,L5
1987-02-08 09:27:03+00:00,184.17,166.04,171.12,174.76,152.30,170.62,160.79,L5
1987-03-28 09:28:52+00:00,185.66,166.35,170.55,175.48,152.45,167.66,155.26,L5
1987-04-06 09:23:00+00:00,186.04,166.86,171.70,176.12,153.76,170.28,158.48,L5
1987-05-08 09:23:59+00:00,184.74,166.55,172.05,176.05,153.87,171.85,161.62,L5
1987-05-15 09:30:21+00:00,184.10,166.79,172.71,175.97,153.69,171.65,162.02,L5
1987-05-24 09:24:24+00:00,184.03,166.68,172.72,175.72,153.54,171.87,163.22,L5
1987-06-16 09:31:07+00:00,182.51,165.91,172.78,175.33,153.42,172.08,163.71,L5
1987-06-25 09:25:08+00:00,181.80,166.67,174.11,175.66,153.70,173.59,166.53,L5
1987-07-02 09:31:27+00:00,180.34,166.22,174.52,174.89,153.18,174.33,168.29,L5
1987-07-11 09:25:27+00:00,179.00,165.78,174.85,174.62,153.19,175.67,171.29,L5
1987-07-18 09:31:44+00:00,179.67,166.65,175.86,176.24,154.18,176.17,172.17,L5
1987-07-27 09:25:49+00:00,179.45,166.18,175.60,175.36,153.53,176.21,172.67,L5
1987-08-03 09:32:13+00:00,179.24,166.54,176.37,175.44,153.98,177.29,174.35,L5
1987-08-19 09:32:41+00:00,178.80,165.89,176.02,175.36,154.18,177.23,175.68,L5
1987-09-04 09:33:07+00:00,179.52,166.28,176.88,175.68,154.91,178.24,176.03,L5
1987-09-13 09:27:09+00:00,179.92,166.30,176.55,175.49,154.74,177.98,175.90,L5
1987-09-20 09:33:30+00:00,179.91,166.13,176.33,175.64,154.67,177.73,175.27,L5
1987-10-31 09:28:04+00:00,178.73,165.37,175.70,175.47,153.85,176.69,173.90,L5
1987-11-07 09:34:26+00:00,178.40,165.32,175.57,175.61,153.92,176.32,172.35,L5
1987-11-16 09:28:26+00:00,179.03,165.35,175.21,175.51,154.24,176.89,171.95,L5
1987-12-02 09:28:42+00:00,179.27,165.52,175.17,175.54,154.74,176.76,170.61,L5
1987-12-25 09:35:13+00:00,180.99,166.93,175.00,176.95,154.75,175.83,168.12,L5
1988-01-10 09:35:29+00:00,183.19,167.62,174.79,178.09,155.96,175.11,165.28,L5
1988-02-11 09:36:05+00:00,184.29,168.21,173.38,178.01,155.36,174.08,161.18,L5
1988-04-15 09:36:38+00:00,185.22,169.64,173.84,179.13,156.70,173.17,158.28,L5
1988-04-24 09:30:31+00:00,184.87,169.31,174.77,178.90,157.49,174.03,160.79,L5
1988-05-01 09:36:45+00:00,185.43,170.15,175.39,178.21,157.96,175.29,163.32,L5
1988-05-17 09:36:55+00:00,187.71,171.28,177.01,179.12,159.01,175.65,166.40,L5
1988-05-26 09:30:48+00:00,186.24,170.18,176.78,178.01,158.25,176.81,168.43,L5
1988-07-04 09:37:12+00:00,183.37,167.49,177.06,175.33,157.88,178.32,172.73,L5
1988-07-13 09:31:03+00:00,180.47,165.63,177.97,173.73,156.46,181.21,178.08,L5
1988-07-29 09:31:06+00:00,178.49,163.60,177.01,173.19,155.06,179.72,177.65,L5
1988-08-05 09:37:16+00:00,177.73,162.75,176.56,172.72,154.78,179.14,177.29,L5
1988-08-14 09:31:04+00:00,176.92,162.38,177.50,172.57,155.74,180.25,179.52,L5
1988-08-21 09:37:17+00:00,178.05,163.18,177.32,172.77,155.56,179.97,179.04,L5
1988-09-22 09:37:13+00:00,178.32,163.48,176.98,173.09,155.54,179.79,178.62,L5
1988-10-01 09:30:58+00:00,177.80,163.01,175.58,172.77,154.94,179.10,177.66,L5
1988-10-24 09:37:05+00:00,178.11,162.91,174.78,172.66,153.99,178.10,175.36,L5
1988-11-18 09:30:56+00:00,175.99,161.10,172.41,170.58,152.31,176.69,172.70,L5
1988-12-11 09:36:57+00:00,176.84,161.49,171.40,170.96,152.01,174.34,169.00,L5
1988-12-27 09:36:51+00:00,178.02,162.33,171.30,171.91,151.93,174.21,167.36,L5
1989-01-05 09:30:40+00:00,179.09,162.44,170.31,172.40,151.60,173.36,165.34,L5
1989-01-12 09:36:44+00:00,180.27,163.03,169.61,172.81,151.79,171.51,161.94,L5
1989-03-01 09:36:18+00:00,181.92,164.13,167.00,173.24,151.26,170.94,154.95,L5
1989-03-17 09:35:40+00:00,181.78,163.50,167.79,172.74,151.48,171.82,156.25,L5
1989-03-26 09:29:17+00:00,182.59,164.09,167.86,172.79,151.26,172.29,156.98,L5
1989-04-02 09:35:35+00:00,184.15,164.80,170.24,173.61,152.65,172.90,157.64,L5
1989-05-20 09:34:56+00:00,184.71,166.34,170.44,175.71,152.81,173.32,158.68,L5
1989-06-14 09:28:10+00:00,185.12,167.64,174.29,177.25,155.12,176.17,163.49,L5
1989-06-21 09:34:19+00:00,183.99,167.00,172.57,176.36,154.02,175.09,163.56,L5
1989-06-30 09:28:02+00:00,181.46,165.82,172.45,174.74,154.09,175.79,166.88,L5
1989-07-16 09:27:43+00:00,179.00,164.72,175.00,173.92,154.47,178.63,174.86,L5
1989-07-23 09:33:45+00:00,177.74,163.86,174.28,173.24,153.01,177.81,174.12,L5
1989-08-01 09:27:23+00:00,177.47,162.82,172.67,171.33,152.03,177.74,174.61,L5
1989-08-24 09:33:03+00:00,178.15,163.21,172.49,171.55,151.88,177.30,173.43,L5
1989-09-09 09:32:39+00:00,177.72,163.42,171.44,171.03,151.77,176.36,172.78,L5
1989-09-25 09:32:16+00:00,175.87,162.47,171.12,170.72,151.56,175.29,172.31,L5
