dates,nzd0178-0000,nzd0178-0001,nzd0178-0002,nzd0178-0003,nzd0178-0004,satname
1999-07-18 21:58:49+00:00,,336.84,,,,L7
1999-08-26 22:05:08+00:00,322.42,314.93,337.45,,364.62,L7
1999-09-27 22:04:48+00:00,304.33,296.54,314.44,,329.95,L7
1999-11-14 22:05:06+00:00,,,373.04,381.19,,L7
1999-12-25 21:58:52+00:00,299.34,307.07,340.98,342.55,333.34,L7
2000-01-01 22:04:37+00:00,369.46,364.26,367.57,370.05,370.66,L7
2000-02-18 22:04:29+00:00,333.83,335.56,353.03,371.49,369.63,L7
2000-03-30 21:58:33+00:00,313.85,295.68,357.11,362.04,357.63,L7
2000-05-08 22:04:21+00:00,307.14,287.07,,345.19,355.70,L7
2000-05-24 22:04:10+00:00,301.68,268.84,368.98,364.51,355.58,L7
2000-07-04 21:57:38+00:00,321.70,301.52,,,,L7
2000-07-11 22:03:17+00:00,305.37,273.70,395.21,394.57,386.60,L7
2000-10-15 22:02:20+00:00,312.84,305.06,,,,L7
2000-11-25 21:56:23+00:00,,,383.54,382.24,377.07,L7
2001-02-04 22:02:38+00:00,312.41,,373.07,373.06,375.78,L7
2001-02-13 21:56:27+00:00,287.96,,,,,L7
2001-03-17 21:56:16+00:00,373.22,,392.45,380.07,372.98,L7
2001-03-24 22:01:59+00:00,333.43,332.05,,359.78,353.59,L7
2001-06-05 21:55:40+00:00,332.20,313.44,,340.53,336.50,L7
2001-06-12 22:01:24+00:00,301.70,,376.41,387.66,,L7
2001-06-21 21:55:29+00:00,336.77,342.96,,348.48,317.75,L7
2001-08-08 21:55:01+00:00,314.92,,,330.48,315.06,L7
2001-09-09 21:54:36+00:00,301.28,,369.57,373.65,375.04,L7
2001-09-25 21:54:28+00:00,,379.05,379.47,378.94,379.19,L7
2001-10-11 21:54:09+00:00,,378.58,371.70,368.63,366.57,L7
2001-11-03 22:00:34+00:00,308.82,,,,331.89,L7
2002-01-06 22:00:55+00:00,,384.61,382.22,404.89,414.51,L7
2002-01-22 22:01:04+00:00,,381.55,389.86,402.77,401.54,L7
2002-02-16 21:54:54+00:00,323.52,,368.22,377.46,392.07,L7
2002-03-11 22:00:43+00:00,328.19,343.21,377.84,381.07,384.41,L7
2002-05-07 21:54:52+00:00,,,319.19,332.30,,L7
2002-05-23 21:54:42+00:00,318.67,295.01,302.27,357.46,,L7
2002-05-30 22:00:49+00:00,307.22,284.55,286.65,346.48,,L7
2002-07-17 22:00:32+00:00,295.56,253.04,257.90,,,L7
2002-08-02 22:00:25+00:00,300.91,270.96,,,400.76,L7
2002-08-18 21:59:57+00:00,309.78,281.64,283.93,351.27,,L7
2002-08-27 21:54:00+00:00,280.94,262.31,,,,L7
2002-10-14 21:53:43+00:00,,,368.64,377.67,381.69,L7
2002-10-21 22:00:00+00:00,308.28,298.68,336.01,335.76,345.62,L7
2002-11-22 22:00:21+00:00,326.72,352.01,339.69,,,L7
2002-12-01 21:54:16+00:00,369.58,378.81,370.36,361.52,355.03,L7
2003-01-18 21:54:30+00:00,366.69,366.62,376.32,372.47,369.53,L7
2003-01-25 22:00:18+00:00,404.49,390.07,400.00,397.52,394.86,L7
2003-03-30 22:00:54+00:00,,,,354.18,370.28,L7
2003-07-21 21:42:33+00:00,287.82,,367.77,366.71,374.00,L5
2003-07-29 21:54:29+00:00,325.52,,,,,L7
2003-08-05 22:00:11+00:00,,,,,377.00,L7
2003-08-06 21:42:51+00:00,289.55,,364.23,384.43,390.44,L5
2003-08-13 21:48:45+00:00,328.52,313.82,323.39,375.45,382.96,L5
2003-08-22 21:43:08+00:00,306.84,274.73,334.29,355.47,364.37,L5
2003-08-30 21:54:22+00:00,323.14,311.15,325.27,362.97,363.53,L7
2003-09-30 21:49:30+00:00,306.84,282.78,337.93,349.43,342.54,L5
2003-10-25 21:44:04+00:00,348.60,371.76,381.60,382.23,380.02,L5
2003-11-09 22:00:42+00:00,327.00,355.37,383.97,379.32,381.84,L7
2003-11-17 21:50:09+00:00,,368.03,364.33,376.67,392.59,L5
2003-11-18 21:54:39+00:00,290.51,344.86,353.12,360.85,379.12,L7
2003-12-03 21:50:19+00:00,,342.01,346.39,352.32,368.46,L5
2003-12-04 21:54:43+00:00,,365.56,369.75,376.16,385.33,L7
2003-12-11 22:00:57+00:00,296.04,,361.69,381.03,,L7
2003-12-12 21:44:34+00:00,354.80,362.82,375.80,385.19,400.07,L5
2004-01-04 21:50:58+00:00,330.64,352.32,358.11,358.12,374.92,L5
2004-01-28 22:01:16+00:00,,,,383.19,406.83,L7
2004-02-06 21:55:08+00:00,345.35,349.53,361.81,373.03,373.98,L7
2004-02-14 21:44:57+00:00,310.85,,342.28,350.07,384.86,L5
2004-03-01 21:45:02+00:00,309.90,376.87,363.75,358.61,355.17,L5
2004-03-09 21:55:15+00:00,330.09,,378.62,363.62,,L7
2004-03-17 21:45:08+00:00,328.15,,,,,L5
2004-04-02 21:45:18+00:00,,378.76,379.60,360.77,356.11,L5
2004-04-18 21:45:49+00:00,336.25,351.75,341.49,361.23,355.81,L5
2004-05-12 21:55:13+00:00,,363.46,373.97,374.73,379.53,L7
2004-05-20 21:46:44+00:00,332.77,318.49,355.72,365.40,369.75,L5
