,dates,aus0264-0000,aus0264-0001,aus0264-0002,aus0264-0003,aus0264-0004,aus0264-0005,aus0264-0006,aus0264-0007,aus0264-0008,aus0264-0009,aus0264-0010,aus0264-0011,aus0264-0012,aus0264-0013,aus0264-0014,aus0264-0015,aus0264-0016,aus0264-0017,aus0264-0018,aus0264-0019,aus0264-0020,aus0264-0021,aus0264-0022,aus0264-0023
0,1987-05-22 23:08:32+00:00,,238.06012922479476,250.5366616730029,245.63730004936775,237.96353036045346,241.5132959241558,237.2413118493818,238.16473158786113,244.93643666079984,240.66708899980756,238.3125599208864,234.12380121095248,236.8510967220178,230.1294682629412,236.16264803960584,252.77292623019667,274.43335079803956,255.15150293042296,248.26636696373566,247.91833086007256,239.86559312716645,239.6252629927664,225.43774843751066,215.71902343591856
1,1987-09-02 23:16:50+00:00,237.40394311368277,241.49431612584698,254.59746891885692,255.57374617319863,243.9270779731086,242.73430929067715,238.31306681706943,235.3490733271137,240.71133925298813,232.46328420025702,232.36228562433521,235.10461762566973,234.1046746931628,230.55903302685925,236.75977956822732,247.56923993043665,252.00578167164696,250.07093335774442,242.01756464921917,237.8429616806363,227.1756420521789,224.02495449204056,214.7229431200284,213.22860344890688
2,1987-09-18 23:17:14+00:00,266.13594526543983,278.1983145681915,280.16057393636567,266.35098809503904,263.0994171841951,254.24321806957232,251.916515724162,246.95522535411942,250.43146501361534,245.2041810815183,239.10508972738762,234.64524877722644,243.18055568495973,241.07886813942676,241.4577795492289,251.02171543838185,263.7928236891654,252.665679111436,245.9005290256649,242.6013094409406,234.1961138939828,231.922096148516,209.84389603043783,217.89378761964298
3,1987-09-27 23:11:39+00:00,,257.0955709915799,,,,,,,,,228.27445398719448,224.69811579043454,233.57494531114372,242.67599176745108,254.45370321378377,,,,,,,,,
4,1987-10-04 23:17:34+00:00,253.27882254693705,261.3178586910875,269.94695997298345,265.5275098276212,257.44154153751344,251.66257758970607,245.46453476013937,242.4210124870209,243.81701144814664,238.96897016402946,235.1478077250485,234.38824739158562,238.5845918457418,236.78913654056504,241.8663457911675,251.71612248156924,257.39525145192806,248.2566016030621,240.05554544845504,237.16081650289954,231.36436890259833,218.46522546560777,203.0416175259974,199.47074879513158
5,1987-11-14 23:12:35+00:00,270.5911867708319,270.05019528048166,281.9079007906032,277.6619374914748,260.20494068693023,254.36307660533845,248.15678222193384,247.94710332757214,248.7191577634011,249.20882727381994,237.56865313918945,240.73855515073305,235.95719446168093,234.19030402139552,236.18906504448816,258.03077300238346,260.8336205974093,250.06025849160446,243.7076563074843,238.14378646684412,233.39905187928363,225.50276346154544,212.7677293969951,
6,1987-11-21 23:18:29+00:00,260.5748314700504,258.0885932735315,283.32085764532906,272.72153034913913,255.07674212114154,251.7334421476578,244.915722973348,243.5339941353587,239.54840524675205,247.2221596291154,246.85188805062597,238.6159277852399,239.56081416008067,238.89885282428855,246.79281946181047,259.2024910924286,264.3826682260402,258.7136731989337,253.24415311983063,252.43248204970277,246.71279881190125,230.59520090849998,208.71085106400517,211.1551257602163
7,1988-01-08 23:19:14+00:00,273.0014131740953,281.72684767532405,287.0633846222933,282.9756612451232,263.9175421011979,262.43443294650046,255.47164820655945,256.4183175265543,256.72674848821043,249.4318323937533,250.18908017757641,240.86805857909158,252.6873390509464,247.8624261177315,249.70205392078992,263.0786004559677,273.9424299513347,258.0758300189941,252.69108649028837,247.67835243113967,251.95228005689313,239.30160866676653,223.10454326925276,213.2809691801926
8,1988-01-17 23:13:38+00:00,248.97566840348097,258.4622417754763,276.73398004199464,267.1661355413081,250.2821224381857,245.03565577941856,242.0487527537501,238.50272627800544,239.86883883256306,237.57190309388182,239.43226811284583,234.9113676048638,234.8584411280274,229.24289414499356,240.50427973531038,252.24990102159074,268.5838307759018,257.0723142794736,249.52762092912172,249.27409312887553,246.17336052137443,233.47263846071715,207.27398909093415,200.16292780068147
9,1988-01-24 23:19:32+00:00,264.24780570723675,273.79992005619727,281.35204204403243,274.11958810918765,258.39740112689896,263.4988042096758,254.44710070938297,250.07394234272618,250.99787651008944,242.5067979015138,245.3420185515498,239.212427988285,236.851298325301,236.90899123056343,242.02299573143043,254.35560897247743,270.9677521588564,259.6666832309275,250.17423721513947,250.583095589926,245.61281438686808,231.66476904444588,212.90985747181827,208.25587452347807
10,1988-02-25 23:20:02+00:00,264.0540909559755,273.16714932385156,281.88025375440355,267.66077190577346,256.00125105402196,254.9111946167243,252.41605053460373,244.80046107527525,241.2622433506137,243.25442269230598,240.59639053151815,235.37014574042388,236.0007545689815,236.5207674534732,234.94574623322532,255.0446832651003,265.04837154642837,248.9423973644607,243.31285132377522,247.02804474475957,242.43072873482566,233.59900430308565,217.49419118274787,214.3015497381947
11,1988-03-12 23:20:12+00:00,255.4505958250082,264.44804801404496,269.5385186212406,259.35721435195995,241.387166507027,240.53927257676926,238.51770344823868,237.7385126125642,236.56767112611763,234.00533294538172,234.51984283037515,231.93524472419935,232.32986974378605,231.40597374347877,233.15213056652368,244.1474725612195,263.55759452838515,254.56815486881092,238.26156743279515,240.06105694751142,237.44431494000358,232.39191424098465,238.3048394013012,241.86257073357035
12,1988-03-21 23:14:29+00:00,264.3374789913666,275.5447888575292,282.71991227758974,275.0342443067486,256.2123122915273,257.8527317105359,248.96153652985907,249.06009448396244,252.48238238420322,244.15278123079435,245.91253166866295,242.47353108685832,245.43256470060936,239.1098093040467,239.3451779220683,258.8086850753839,267.6151117879421,260.6459343080963,249.14131188192408,252.42905392983297,251.32859613448954,246.45606395366667,230.53985192776284,224.52178832166152
13,1988-03-28 23:20:19+00:00,264.78703626138224,275.44669663398207,281.3506547943394,271.91821279382066,248.0724033023828,247.05181327232418,236.84830934313226,245.38659834964406,245.74973067813957,244.09577241112066,231.9444750001387,231.03682546251054,236.3712830301548,229.47594688835653,234.52352339949647,251.51763952912668,269.2854826013227,251.74032987811225,245.85573205274534,244.88958287968245,249.2504511039917,243.34807719550304,220.67988193093936,224.00833552326625
14,1988-04-13 23:20:23+00:00,260.0689968270558,255.93454605380558,268.41318880717864,254.60510738181995,241.11903982656833,245.3248224725251,240.76775252840338,229.5734934641639,239.78352564282167,229.50876975076554,225.84520393337544,235.22626685135174,225.50509454854327,233.48281403082575,234.87263745044612,246.39731805139917,255.12157185703853,260.792554505337,246.96527477510529,242.29319265346,235.4621973830718,224.28763658835805,214.66844523925286,211.45604469917282
15,1988-04-22 23:14:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,
16,1988-05-08 23:14:50+00:00,240.48613492129763,247.15613150591238,244.7178178448712,236.4909876981275,226.49845800114036,215.5081491256455,219.1836536823105,228.16619347411984,227.58694734775324,216.9883541832329,217.60819465043195,218.39120661343105,216.67548248181757,210.5692474169293,225.47396070950546,241.36942063971355,251.82748096132497,243.2736363134069,231.8422076805517,232.24115968515108,236.57290850641013,239.001299976328,223.83303488287538,213.9816916858299
17,1988-06-09 23:15:03+00:00,129.29309180439046,250.39661240448285,251.8712192241178,235.73117706942475,229.31494971170892,227.54916757352416,229.78559561244606,224.20895964304563,221.90115272614867,220.47574598364093,225.90450542999878,232.70292308309257,235.72270705832383,228.83953414974386,232.7733981075813,248.79618107870348,267.5268758989438,254.54191591954051,245.93047351787803,245.72696495455136,244.88550304915424,237.42387444172041,225.67749233565038,219.38788019708042
18,1988-06-16 23:20:53+00:00,,,235.59485121214607,231.99205404494816,217.6878163997032,216.31910821900055,212.64899675297093,218.48958065004115,213.5171502967786,210.18861836991346,210.55481648030712,219.5751136572754,221.38381386581867,214.6121200441943,219.97113026843468,,,,224.84556920750995,,,,,
19,1988-06-25 23:15:08+00:00,131.56353622888915,248.3487563092859,254.98879318793198,246.29603089188768,238.95690596918882,236.6759105581643,229.88936032428595,237.9270930466132,241.65956953615694,230.03896189475043,229.1648178321269,235.98032476479563,242.8895741269506,237.70130762848393,243.38444886586927,256.7240847570634,264.4173734805537,263.2545295609712,252.35637262298707,253.23986530826235,253.14222941044866,247.92427304112405,233.55426372697784,220.95390451154202
20,1988-07-02 23:20:57+00:00,161.22074921347374,240.6280208077785,258.43870850425196,245.89998335149053,237.84382045593807,237.15351810634593,230.02832753205988,235.2128722142591,243.79938297967524,237.21733287392982,221.86605644746106,231.88474699570747,243.03064297741554,238.69103448644717,246.0830659550156,252.30046918868405,265.4187979288999,258.34393891526963,245.6499894580214,252.16970225774972,249.03135769583696,240.80921656027692,227.3682624386459,230.20075415811345
21,1988-07-11 23:15:12+00:00,,250.5724747407012,255.71922681999183,243.99925919888997,238.27911404247692,229.53378297247923,220.4727619660816,223.2739373941455,236.47549488244775,223.7747980455875,227.9687829409934,232.33413099507473,240.8517525336455,232.77414992302374,237.74733186525486,251.29196349283578,273.5546968410126,260.0261568646224,254.5847177778212,250.97887470445474,247.84175381972284,245.1416942510624,232.3245702739102,228.73655453756814
22,1988-07-27 23:15:14+00:00,136.6588849808865,244.54273250673705,258.3227408800633,248.7219913537308,236.97151273968998,236.691387230419,226.39496067993758,226.89703587710042,236.0502187305621,237.88788493923758,224.39172351048435,222.66455181964548,237.56460690148612,241.07091932768986,236.18706783463185,254.59001861093648,273.7666041180538,253.80307703530082,246.8798143099085,248.57465947460426,252.8422649737905,245.71702861920815,225.43379988752812,221.62660395434298
23,1988-08-03 23:21:01+00:00,,265.70754645262815,272.2950076821688,253.19744415636913,247.46667716525886,242.22249125179582,235.38815510240684,235.77221557939583,243.39833346239928,235.42419330439802,236.10753757296268,228.42853795314946,238.08136844254247,242.98217847935402,251.43049289698612,260.40493006111257,275.21039427288093,264.5751147172961,251.87906768875868,250.3948182747202,248.27934569019527,239.8954633043646,224.43833403423005,225.6959710467432
24,1988-08-12 23:15:13+00:00,156.49540905714548,234.38229628975313,252.37391423485383,239.70990278600732,231.50828728311626,232.50287874833327,222.26565989038372,224.56976924394382,230.05568549696216,226.79774085901292,221.88157721742422,227.41299312077433,237.96434784765228,234.36218227214633,236.1971162810657,261.3703624137959,266.24952341611294,244.7332645247397,232.71309486101148,236.3707669385566,227.06507120078328,223.5323385229452,212.38770610278223,216.5229668202639
25,1988-08-28 23:15:18+00:00,232.0962980090321,247.64241400153523,266.1195266688856,256.9841383173681,245.68587183134,246.80305304382838,234.3685065589962,237.28346858572058,235.69424572057994,234.91154818601098,228.87326792768835,237.47347919949888,235.35355472964906,239.12009488801945,246.87341069394256,270.07945572827794,282.1683096166969,259.7538771836293,248.9097227915845,249.02647639442426,246.86235908479642,232.71078411331672,215.64853514676798,214.79372877450163
26,1988-09-04 23:21:05+00:00,240.22070428094028,257.4771667999589,253.89980219726792,245.91702829031732,242.87033321992692,238.38233003296133,229.1452672625627,237.14570973721774,236.23316029120107,228.2462731146497,226.8100597947119,237.94552205038258,241.60558956103034,230.40359452049927,244.86110671188706,259.76620648942367,270.0313571370396,251.5505137560784,249.0092495965259,245.18067288220564,245.05925513142924,231.57107413401883,208.2067207372744,204.9766437681977
27,1988-09-29 23:15:09+00:00,246.34577739534407,265.03576940508486,271.1784271043477,264.20825488221493,249.32420475935945,251.48302243899266,237.99896012052545,246.29983421445465,245.33551997985077,243.80066995703737,244.67735045480106,251.42630469166352,255.31200015214128,249.1096013936822,255.21097928394965,275.7469610477093,285.00061312265603,276.4509697045491,259.09772445653283,260.1157685796604,257.84635922026797,244.24035466559,213.10770931508983,217.95072740374974
28,1988-10-06 23:20:56+00:00,241.22540361116862,259.77950765928017,265.92616581039766,254.11491288445237,246.73861091071538,246.48978435947393,238.3104908492522,242.6119412171156,245.67036626408378,235.88564238920281,237.69680508716445,237.1343750740975,240.9075423163414,237.7224485045674,245.8001433908498,265.6484136835231,281.320002119993,270.2395479886866,250.58691382085988,247.9295894193673,248.31125373282612,233.59079592789823,225.2663330461279,233.67950295774145
29,1988-10-22 23:20:50+00:00,231.32005095733697,254.85336132060243,259.13504605688644,254.00024760433408,241.01188844621547,243.5125674387492,231.91941168288113,226.67493842866844,230.67900417316056,220.57940272247842,226.71338882475175,229.56685021147496,234.8158932158683,225.56823188364555,238.75044038671516,254.3212104867213,271.0965747213048,263.66208592639674,249.70675656019696,239.88779498304703,246.17366337832343,223.90359271049795,200.89843868308353,199.47465437863545
30,1988-11-07 23:20:53+00:00,240.37211937031324,258.97661550408674,264.5549004811611,257.23871848855134,247.19192663886545,243.31629168144153,229.9865391500372,237.74900311577392,229.74245096301252,225.3983324165517,225.8927222956149,225.6662727738095,242.15657666463005,240.43184713128124,246.3307015986804,258.79288311514904,273.9844826727955,256.5421642427468,245.73527509956216,241.99505034671546,239.77815668919158,225.30594489007632,200.12294812301323,210.4810848405598
31,1988-11-23 23:20:53+00:00,232.9621199016187,235.57649173278006,257.3876312242326,249.2062846615126,239.9211257540433,236.87159943363244,233.32837518402798,227.77331992579988,233.2064524273541,233.77855018466616,220.99722598673603,228.3457393280869,235.99568612320147,228.19105902206044,242.28487837335473,261.9497641881317,275.2337584746353,265.27006287141126,252.71485243793828,247.33360137348245,249.5832899665414,222.87266991487542,204.0927465825608,201.22702584002062
32,1988-12-02 23:15:03+00:00,248.8375552528191,260.7010856633911,267.55759642913887,256.4645458989658,246.72518292311497,237.83184686533284,239.18179549910369,231.589263099304,236.33835461268586,235.2098866534824,232.5298606217033,239.74140007650618,242.08999445818398,236.1280463578598,245.98470441791144,265.3351039088268,278.5598917284199,268.6528387525928,255.37706129165142,250.02114175983832,244.61743853426344,240.07715129901905,222.65194740401256,
33,1988-12-18 23:14:51+00:00,238.6768916351023,255.0518500531218,262.64039384730086,248.15291702192638,241.21959796762354,235.69825485877564,234.49844208888825,229.0454150684329,231.62559918883403,234.67665096871542,232.53323565304078,226.3550844706238,234.88168935586432,225.0370686171611,238.83674990584365,258.64353135065534,280.3898397965172,266.18485466354696,258.7173356061278,250.379064732071,245.3880816433597,222.0759474507882,217.69033084751848,213.05363808779117
34,1989-01-10 23:20:31+00:00,245.5471610110815,264.85618101175663,273.0877504242543,262.9061395449023,252.3335809137055,249.23106355208543,245.43500534082872,235.72478317130506,247.5921328600388,249.1849264535619,243.9739788065777,242.75981243543634,244.13730889440038,243.42054347733085,258.4357466593113,277.0040995861089,297.65893880934163,289.2150824710498,274.7734457533634,271.0356451351287,263.05798188483453,247.20428637037435,239.13726276755438,236.68731858376543
35,1989-01-19 23:14:30+00:00,230.65880251932015,244.7696408749943,261.8655584435589,246.25028934455798,241.02602187455548,238.1447181428074,233.56361795586048,228.31546446031544,238.68425111162196,238.45146213556444,235.70526748377478,232.78982966480018,233.1425216522158,229.32237317789102,245.25411973670802,260.98395960534776,285.93430246637274,277.5547672287246,264.12829994416575,263.65300322096215,258.875586956386,242.09815177096547,233.64789284723187,210.933605641439
