dates,nzd0016-0000,nzd0016-0001,nzd0016-0002,nzd0016-0003,nzd0016-0004,nzd0016-0005,nzd0016-0006,nzd0016-0007,nzd0016-0008,nzd0016-0009,nzd0016-0010,nzd0016-0011,nzd0016-0012,nzd0016-0013,nzd0016-0014,nzd0016-0015,nzd0016-0016,nzd0016-0017,nzd0016-0018,nzd0016-0019,nzd0016-0020,nzd0016-0021,nzd0016-0022,nzd0016-0023,nzd0016-0024,nzd0016-0025,nzd0016-0026,nzd0016-0027,nzd0016-0028,nzd0016-0029,nzd0016-0030,nzd0016-0031,nzd0016-0032,nzd0016-0033,nzd0016-0034,nzd0016-0035,nzd0016-0036,nzd0016-0037,nzd0016-0038,nzd0016-0039,nzd0016-0040,nzd0016-0041,nzd0016-0042,nzd0016-0043,nzd0016-0044,nzd0016-0045,nzd0016-0046,nzd0016-0047,nzd0016-0048,nzd0016-0049,nzd0016-0050,nzd0016-0051,nzd0016-0052,nzd0016-0053,nzd0016-0054,nzd0016-0055,nzd0016-0056,nzd0016-0057
1999-08-17 22:10:26+00:00,216.6942116456386,175.4109234377893,169.69054757412377,150.2345454038762,139.85837990552994,151.1450863870307,152.75268168710977,141.32556153583135,154.57140550506446,160.37528574562867,146.91031113695786,145.22616908781288,152.61403654755216,146.67897133476558,150.92611211533463,144.5807109419595,129.04132942470616,124.69420297416832,124.37744531452462,122.59688883678764,126.7972395260068,141.66280288281706,134.1839470200668,139.31506853807142,143.08007408453625,127.79493128148904,128.52369355604495,117.40819964789708,127.9527147810916,141.63435880991926,134.56743810130223,134.10237370236817,134.47482504828872,135.8209153651923,134.9912429434071,139.2020591212231,137.36516663078262,145.027248000125,141.1105284914585,151.71952450886383,151.92542229536164,149.66343160974245,150.69023350652756,157.66251229618447,143.83814145097153,145.90019803122263,139.43376241848287,137.63732797362678,134.7148325983872,126.2137530893114,123.569346844934,130.41418395910168,170.15869568037309,176.32335397959804,187.96162048081248,185.89670409418898,185.57871106742755,181.6224369595089
1999-10-04 22:10:38+00:00,,,,165.7182739037324,145.38118277230336,158.159427670583,149.26166523624192,144.30265180547758,165.8771949819228,163.63529672218556,139.67725150561043,142.69113444268174,151.44446049429285,148.03383828628324,148.20569057910015,129.8266877900687,127.01727697744816,131.78518389452825,134.57158122916147,121.45437190266053,124.2054281811245,143.00881919636748,137.35304029154597,136.43704950287656,142.46172335601378,136.83491892261537,134.00742988181898,132.98093122090768,145.41690278364194,153.21816473019888,143.19644550856853,143.23700123418698,145.1295914214965,151.1064102242258,154.79894992581475,161.90722076705305,151.39606688464045,153.8714516082492,150.18084497155155,160.07067007942038,162.51510531905288,161.91336157217768,164.5207226124891,173.2208512952758,165.2916123165806,166.02773506903995,166.71859093036167,168.34811529124175,164.53436325662824,159.6274897924037,159.10626726291662,173.6451748158994,193.2562839694069,203.96383292388003,199.74209331503388,199.38650690918294,203.92309894931074,190.74815372251135
2000-03-28 22:10:07+00:00,202.74502679302745,181.1193239486849,162.33084433595485,152.79376884358223,147.6359270798689,162.39198753119524,155.22073398686578,156.51166656161593,161.91696186141127,160.4904523279864,157.29031745927225,149.80341959998034,153.626787714375,145.47823484017374,149.828501285699,140.66577189324755,136.2666461295613,138.35402403607213,139.9622287660798,140.70146736500323,142.75360043752156,152.6258205327967,136.89777557006724,132.34261776224778,135.77391371650162,133.6495096683905,137.70733653893046,136.49659699176686,,,,,,,,169.01745672559022,165.91631389102068,158.75623581812573,151.03176695826406,157.18544315011374,171.06237225311207,161.50053567091922,161.30996816602877,161.6915825604492,151.08916913142428,156.17045995537896,151.6683297911933,156.05085554170756,148.8011867118021,152.65797500010027,154.63353363493604,177.9180650345418,197.17587800119094,204.69809132989235,202.49046619118047,199.94205117133768,205.5937698504221,200.5239633792018
2000-08-19 22:08:38+00:00,201.3144597481046,171.24211867211574,163.49693526382333,138.30317407634226,132.13656708054285,136.78397887577478,134.35360997254344,138.79365152009913,149.23255191727225,147.91136479846685,125.17662084729184,121.61810324458042,133.1710131720423,123.28798158599187,128.79193299238034,113.96531892443603,105.26317079471612,109.37304077438866,114.73499304467686,113.0953179208004,120.36096369758576,134.0670200494977,126.1119625970262,128.06249086633278,135.09926181062622,131.48642957724678,120.8136069795049,108.94506147787337,120.66559056082976,127.40666139446867,124.28618120390625,121.88582387008701,119.78975535124181,119.33130917877257,120.31260485377197,124.86636870619296,124.1243631269331,133.66372763018617,130.65744327025175,131.37379797625624,135.84268114823413,131.9186855591121,135.8812653942137,143.00741769199647,135.48505611700386,131.81658113184017,128.30471343471962,131.9749334351675,124.33840648568679,117.67390823762538,114.5590888994883,128.8710019742161,143.67804742903564,161.36932401894614,165.27171396024744,171.5980862511294,169.05258773427903,169.15201612720242
2000-09-04 22:08:22+00:00,207.7574582066478,168.45138557687537,154.67618862889185,139.9307809351653,130.46667661417504,144.14142311099127,142.08777651739817,143.9631833077716,166.6898732113589,153.01359231844407,132.9639550189038,131.027014074372,140.7222482661291,133.2257127902685,136.4367211928399,123.19327928262328,111.34831049257144,111.45580926809366,112.91826303484835,126.15107819080183,128.88135540626803,148.81395269596342,137.48811781712288,130.9754077379704,125.39279899471164,122.46027372332584,120.21618025297073,113.9411779669002,127.3539171820286,140.00746219140535,131.86393773277314,129.60743183526847,127.6404616373391,127.01818033561239,127.81676409531559,136.35359736297232,119.59218550157945,136.78847905758877,127.57314025090255,142.96994456845286,139.8719498574195,142.7964968682867,149.57993961084034,149.4440811707221,142.26210253290637,146.39556587203592,141.48354292370266,138.91376341868389,145.2410805342555,135.48829816662024,122.95706851578049,131.5344477724009,156.54264812709562,172.11672888340797,167.97323212214707,174.8330026141447,176.8160631306667,172.04803556575132
2000-09-20 22:08:03+00:00,225.51984759783576,175.45583983214306,157.73855859233535,148.9185386309292,141.98657619629336,154.13463093930594,149.5192723026485,154.56139388397705,165.07211117517025,153.43109317636672,140.96255361283366,142.98734160688738,144.43418036941125,132.6413057342487,144.46310447284364,138.8734426548436,127.9910830719556,116.54838501186542,118.35662951381475,131.79940530674514,140.37077923414773,153.0061553730076,140.41967440524223,142.65751086982246,135.4052122374306,131.13236565909352,130.74556374802054,118.50439334707154,135.59448050892942,145.14199352603293,137.44997616798932,137.79577456786572,131.63104340438235,138.6963717407701,140.35761301444745,151.4115097213992,150.4595212195036,163.78081280725885,154.0689239924717,155.72949296202435,161.6567233861499,154.87839511340843,164.34745406033554,168.60750073927883,162.31931587422062,158.20356905472204,160.73727524388215,159.6700557639999,155.84435180561692,149.51994889910318,141.36929542516503,154.39003230412257,175.70258765388465,183.6533495470505,178.8374392777517,189.5330967485258,187.330974328877,182.39392726900394
2001-01-26 22:08:07+00:00,212.06520047798483,181.45874765861805,170.2126813077679,163.16763517845973,152.71430358907796,162.66989424372753,165.45491816634578,167.0182794321837,165.5923061154669,165.09180778744044,157.07572826815985,156.61332544453705,169.87626659944186,142.32360530495953,165.77557312597287,159.9159482466039,151.14717303326137,152.26143053871448,155.0933709363479,158.20318172577245,170.24016531821673,180.72612540963917,167.67414695185994,164.29687125061264,160.74968581607973,157.85001996011124,153.33739839246346,139.2436437333644,155.01854102297384,166.59864995434225,162.9645534807583,157.96684601144716,155.42085662017152,158.54064964769225,154.56493346621926,156.6005267031838,156.03130456633588,159.97215702985085,149.937010615921,160.13356495826375,165.67476257623164,161.06302245709333,169.18927041925164,173.05947473667027,165.94059269315665,164.18698335592228,164.5551640983727,164.6083309454742,153.4759986637515,139.62706493770375,137.95444334276715,150.18887969538576,172.31609361699446,181.7047912942715,183.41524137983018,186.90320496294427,193.14226151417157,193.8717919678053
2001-04-16 22:07:42+00:00,210.48632884144357,179.7511668008568,175.86013868027874,156.59167436458443,146.2186298649783,163.87439303416596,156.6621340264486,153.36500927772698,168.23052788200448,172.68856986856133,161.5961179460363,164.68846630364033,171.61970172269596,154.40040317119943,152.71733289643527,133.58163273483706,131.28505916504304,129.77144901974924,139.5981570009461,143.1664344030647,149.73552420508122,157.86084217274032,139.75069508362796,135.3123202005874,136.7560329641649,135.83180824390593,133.29918979761274,124.36290538002723,134.84811021461192,153.31312574495732,157.05580343065245,138.64981183263683,124.57401756586367,124.15629557220845,129.47600284376875,140.527273566272,137.89169662071484,146.77090337776298,143.79647285147362,146.30611653804553,144.97086487895007,154.89514613089193,157.6467690161497,158.4287523420865,153.72032221726568,152.6147227134163,147.3318425282372,146.2894804896016,139.90582580245606,126.28541948421851,128.5834951848556,134.76238060679987,160.61594924761815,169.65664043720002,176.42223250650844,170.78323518138592,174.8115575402846,174.3823966486418
2001-06-03 22:07:16+00:00,189.67710862001547,180.89388382499135,154.3900267373624,153.26890054810792,137.4850005318274,156.29034270481398,147.14846117062035,145.82670602121547,163.32653793590677,164.2847852812372,147.25761064161028,149.4683293481585,157.05756036183,154.7620586648729,149.7338941582137,131.1294361321217,123.81014348840448,122.20545537887743,123.89081202180692,123.76028060359634,137.6978672711438,154.1143015941286,130.69232553246536,131.3312415933145,135.99320835657304,126.88657190925896,119.65249478070159,117.91480561114292,130.32499769308063,139.55096126815243,143.7679561601736,134.86704235113083,131.23390889183247,122.02293277217403,124.36191637399081,130.31903253811862,127.7300395870846,144.41292521039924,137.13379826254655,135.4968663813455,145.7870700527583,154.83935538817192,152.07548083547596,155.29144554535404,141.52106489849007,134.22963099718174,133.32981564227765,139.82522119181317,122.44697258395104,112.6550323891315,127.17486905487445,143.06387631885838,153.3103199546989,159.01537391322063,168.57064300545005,169.91448930703615,171.42758987654813,170.18202064883477
2001-09-07 22:06:11+00:00,210.87483786853116,175.70688768522098,171.43993478532553,142.10741232054306,142.37032082926498,157.561822763317,154.29163740804228,161.51134955120236,160.82224048310005,161.11927776054023,156.6763041896355,155.26122182748026,154.8642148512317,143.03811319655534,142.85567448857205,135.86262865752127,125.72823254003376,120.46976215063215,120.95513425563037,119.26141092582797,130.94897767644403,146.2060699809407,130.94087224996198,131.1602812965864,133.78575489271327,133.99158341898044,139.10212407038904,120.87103952121043,127.16125312950643,145.51987596793919,133.63222241372011,132.27435997259644,122.22471874695738,124.46507566717365,125.0272257635199,134.3807362583521,134.3309906760767,132.99968634862645,133.12582153437222,146.63164755835925,145.28387746945688,140.4667653194891,138.86064768332253,148.83156273073078,142.66570145584348,143.40852541086394,146.41562919668948,146.82577884851096,135.47776694535577,120.93730142384202,124.96830858781837,127.52191940241028,148.99878503002301,165.56896767964128,176.89649882791062,180.2201606895074,186.03566211583407,182.9468447071745
