,dates,aus0003-0000,aus0003-0001,aus0003-0002,aus0003-0003,aus0003-0004,aus0003-0005,aus0003-0006,aus0003-0007,aus0003-0008,aus0003-0009,aus0003-0010,aus0003-0011,aus0003-0012,aus0003-0013
0,1995-02-28 22:58:18+00:00,216.43225446014347,201.63133734719773,207.7853901832965,222.81537295944113,220.20702345064174,239.6318550248,240.21693629086195,236.6370604001647,241.6556563941279,240.2124289594599,233.79002676755582,232.17932499332176,243.9304059929745,246.97236798687973
1,1995-03-16 22:57:39+00:00,202.17769738103615,190.69736064083952,205.16669975102886,203.71961882660094,190.51055967099978,198.94914605615588,199.04476948235586,196.28442761564645,217.94925882368375,214.4445967517925,218.35518468882793,217.96400366117325,236.43429606985876,241.59319603848274
2,1995-04-17 22:56:20+00:00,215.9690193177395,219.14470420009798,220.3828842304839,217.559316390358,229.76363548665145,228.90868955667005,225.2653586959225,226.61926127450295,236.2854099863249,228.2531599759952,233.04113890426154,224.21605603481856,232.7143831233223,232.2255942815776
3,1995-06-20 22:53:26+00:00,222.22045416803203,210.43155080991252,205.06804777702877,205.57223182674448,211.16873561295535,212.61132899654154,223.15487298984806,218.00418705676,226.66708076320003,225.53076816672439,230.8108416641472,225.7085524929457,226.64273805687117,231.45499184737287
4,1999-07-18 23:34:07+00:00,212.43269184157927,212.07709618308485,214.72203990001185,218.60032210951258,221.11117786513645,220.28547402481658,213.04772908597587,214.35449149389848,218.81149990272812,225.344968311522,225.76705590240505,233.64448742403584,240.27620666406509,237.06546663948268
5,1999-08-03 23:34:13+00:00,206.07787080966384,206.65195254992352,210.91726355734494,208.5684009488103,214.3003601367223,205.63762392546616,211.11033214213097,,,214.08456632874606,222.7736819373975,232.0892869900825,231.58083760700643,240.58822788772113
6,1999-08-19 23:34:10+00:00,244.12809465912602,215.99499178036083,220.5328509813804,223.90457517191592,222.33296719861931,206.01898748502197,212.41055858451622,232.71530284053216,234.08995589700632,225.36958176950503,237.39877838114765,231.2403624278866,245.4094464477566,254.1207480285963
7,1999-09-04 23:34:15+00:00,248.04226705449184,206.2724361066461,207.8510700658531,207.1056185109258,207.6226444660666,218.44001138956105,229.2410801440292,224.96609999189423,214.4722524682567,218.06114550988684,229.5980835839087,231.30535891209348,238.81763118402722,247.46548595366437
8,1999-09-19 23:24:06+00:00,,,,,,,,,,,,,,
9,1999-10-06 23:34:21+00:00,228.0540438107182,194.81743419870023,200.54872911486504,195.19651419047835,196.2831600984141,209.53772036709643,207.58076018143336,208.25870904063888,220.66413590878986,218.60863830048186,207.67932101967557,232.85598227569108,237.4777036610422,243.4119260425394
10,1999-12-08 23:22:36+00:00,211.89667213677853,209.90596460806168,212.6480765725878,220.6514468395536,222.07757436873842,235.2694928891845,224.6594908734214,227.35257260478016,230.54975219929617,231.8022937955347,237.12455039525983,228.30411729692784,236.26318145522256,253.3101473582273
11,1999-12-09 23:34:15+00:00,,207.0548276830288,214.29288163787817,225.81623977573315,222.73995896385492,235.11814030477322,233.91193283500928,235.4704805927675,233.63389717558505,231.7465058352481,242.38603071418268,229.80645530176182,234.79726824508887,255.0135931068349
12,2000-01-26 23:34:07+00:00,,208.26858357074755,214.9525469453424,220.21547900187642,225.88145681332807,238.01308099595605,241.26314682809766,243.89940402644208,229.6997821031197,241.28871508781236,239.56165935489278,236.88195845407654,241.00751387613744,232.43360705898536
