,dates,jap0096-0000,jap0096-0001,jap0096-0002,jap0096-0003,jap0096-0004,jap0096-0005,jap0096-0006,jap0096-0007,jap0096-0008,jap0096-0009,jap0096-0010,jap0096-0011,jap0096-0012,jap0096-0013,jap0096-0014,jap0096-0015,jap0096-0016,jap0096-0017,jap0096-0018,jap0096-0019,jap0096-0020,jap0096-0021
0,1984-04-26 00:41:47+00:00,,,,,,,,,,,,,,,,,,,,,,
1,1984-09-17 00:44:44+00:00,,203.02689074443515,216.0513346648433,228.3221651903296,,,255.4843748942275,,,,,298.7437362518042,,,,,315.6342726151635,317.11618906843825,299.2022122421107,285.4635488521205,277.278809537972,267.14617626502263
2,1985-05-15 00:44:44+00:00,188.55176425371994,,,200.39504506876986,,,,,,,305.21186135064954,310.59571156817236,,,303.4254323840392,,,,290.7443344023133,290.1113630535581,272.37822617643445,264.6025640961
3,1985-05-31 00:44:45+00:00,205.521826343727,,,,277.0857231415903,286.85416320136926,,,303.7091330942809,297.74916823007624,305.6864948109739,295.8230024483973,,,,,,304.27946477271416,303.87926690368346,293.1975223659754,280.00966055057313,274.77142020555726
4,1985-06-16 00:44:43+00:00,,,246.47431321056843,255.94030226394324,272.3007309691264,286.941512677875,,,306.2425603158878,317.23732851470714,313.32017880460364,292.14694200556295,,320.16404973382083,320.8764825000549,,307.7973269272829,318.24998061617066,300.9889121436996,,,
5,1985-07-02 00:44:39+00:00,,224.82996648165644,243.11852299598664,245.8870518901427,262.0450453324858,,,,295.40456530967134,303.1473931229937,299.7506989986273,293.571159378384,,,,,,307.40106755744483,296.25261642614197,283.46809733816707,273.8380417314327,275.03391595082905
6,1985-08-19 00:44:15+00:00,233.89447047403334,254.1227478195423,257.50594586057787,267.5726159060962,272.0881032078709,281.19562988888924,286.58503839542885,296.3606528780458,309.11227734985135,313.90797816528345,323.80621833415165,319.10314873009344,,,326.712760214845,,,315.6855758995024,295.3770126713702,,,
7,1985-10-22 00:43:30+00:00,,244.54282681655354,258.1521735270389,265.3260174751002,281.893429405802,286.3870496102397,,283.47776640121634,,299.4013732811022,305.7889858831857,311.7429544320401,,,,297.9225450575063,,,305.17323768088204,288.23760847856045,274.9357012485477,266.19752721186615
8,1986-09-23 00:34:56+00:00,209.96711511552036,,,,,,253.6878946396406,,,,,297.32474723176534,,,,278.9927470039716,,,264.0031655795914,258.5404817042648,260.3969255639679,241.45732676395582
9,1986-11-10 00:33:17+00:00,210.13039369011457,,,,,248.17785144313723,256.02657334922986,,,,297.9347256380066,295.42701316586505,,,,,257.5147916598164,,273.20364265550444,272.2550437468501,261.4408535119848,231.5250660058741
10,1987-04-03 00:37:09+00:00,,239.52118462778975,254.75951641785872,262.9012333089361,262.81181089315805,,269.2555129762302,,,287.7205826790959,291.42469227222017,304.02070035543267,,321.81393879645265,,,,306.1060985497134,294.79003449570354,283.81980850659687,271.0901526121752,256.25440744325306
11,1987-05-21 00:38:35+00:00,,252.94451439833338,268.25093758644414,276.0949038853602,296.25538377113054,,,317.06542592594946,319.95649369648925,322.7743791595714,325.4101096410433,327.10794415383793,,,,,,,302.7602560521922,290.42154778128275,273.1842128312001,257.0870729654829
12,1987-06-22 00:39:20+00:00,,,,,,,,,,,,261.31803390594916,,,,260.8501928482095,,,274.8608493880588,264.3775476871247,245.4879635977904,233.47038872981022
13,1987-07-08 00:39:39+00:00,,240.17576419767332,250.91291918534588,249.85458244261622,274.71449566561125,262.39287964141226,,273.30752196445724,295.0255230652459,292.03175202959534,304.4978807754851,279.7501247213748,302.02352501756866,,,,,,275.71101589936654,275.26315818650943,267.76146661601945,249.72161541011482
14,1989-05-10 00:43:17+00:00,199.6589257700678,,,,,,250.58018651877882,,,,,280.68441559891164,,,,274.05140797214455,,,261.2424094561863,256.37183804282006,255.22760102358555,234.5288396922443
