dates,nzd0547-0000,nzd0547-0001,nzd0547-0002,nzd0547-0003,nzd0547-0004,nzd0547-0005,nzd0547-0006,nzd0547-0007,nzd0547-0008,nzd0547-0009,nzd0547-0010,nzd0547-0011,nzd0547-0012,nzd0547-0013,nzd0547-0014,nzd0547-0015,nzd0547-0016,nzd0547-0017,nzd0547-0018,nzd0547-0019,nzd0547-0020,nzd0547-0021,nzd0547-0022,nzd0547-0023,nzd0547-0024,nzd0547-0025,nzd0547-0026,nzd0547-0027,nzd0547-0028,nzd0547-0029,nzd0547-0030,nzd0547-0031,nzd0547-0032,nzd0547-0033,nzd0547-0034,nzd0547-0035,nzd0547-0036,nzd0547-0037,nzd0547-0038,nzd0547-0039,nzd0547-0040,nzd0547-0041,nzd0547-0042,nzd0547-0043,nzd0547-0044,nzd0547-0045,nzd0547-0046,nzd0547-0047
1999-07-16 22:13:35+00:00,,,,,222.52627287923104,,,,,207.4936810348792,,,211.19074439473584,,187.3256816444793,,,,,,,,,,,,,,,,,,,,,,,,156.54246873914673,,,,,,,,,
1999-11-05 22:13:40+00:00,144.47943083996657,125.95094227006163,116.92414508651495,137.77781031948885,133.19257964740933,146.78501361566973,154.0744809822908,166.24637141303998,172.55247742071487,182.91653517368584,188.78701063027498,179.7947726363152,169.84392185706162,156.9807035500018,147.17782726001525,138.71136966584888,130.935284623094,123.72399846447674,126.20867924546754,128.0947363622652,130.3588184646636,126.34166727071154,127.42386261125318,129.65761145340105,131.8409290764949,138.2210415959386,134.71193040199972,126.63338046445504,125.28672750485931,125.62637931861477,133.9476094846221,137.3636056698922,137.10904647363702,137.38941486811694,142.8453611472651,140.8416075033639,136.07200970913323,137.6109590832285,133.1840347429478,143.4154635955799,143.60834193605166,150.61125195751922,149.34667930879795,144.24842199942734,142.90443989553376,141.44315953254392,140.55387579420832,123.69049770102492
1999-12-07 22:13:41+00:00,151.30482141365792,144.65481313630988,129.27145465880312,153.79588886216936,167.42560964468157,165.97575920870483,183.3096234004016,179.0855496227003,190.2848457904541,199.87273230670044,198.055253976486,189.2368605677212,181.73980460333684,179.31896469935032,173.71635326591766,158.94556842782242,137.17499899744894,130.7325380357895,137.3053215222027,141.0165305699379,136.71483294293185,134.08818243547142,139.60368752059208,144.02440169518815,142.19896834666503,144.5500687147522,140.25126198818236,134.73167113067024,132.43381165492397,145.95956496743025,152.14465099879513,153.78895070076032,151.5866491857258,148.80531999532334,154.03335256034407,148.48961324740216,146.10935821388932,155.61000015693355,147.04823687440563,144.62438207359523,151.57396943291187,156.66061819028138,159.840455453639,152.21193852049373,164.22319993669774,168.78251917126346,184.4979550492028,
1999-12-16 22:07:33+00:00,170.75311923386582,159.27075412924032,144.05941696081862,162.5511815701086,155.51347378233694,168.07817913685062,163.57364413743306,184.97459331909474,193.78531654656368,203.9126041062482,211.1768726796076,195.75186333122133,184.86678718721544,174.2691595436382,165.62893758499666,155.8615206700427,145.02299343727157,135.5768125240504,139.61715836038363,143.30295447523787,146.89759476634092,140.27312383085047,140.72924089740962,146.4066393722511,145.83541803452667,149.54603089697096,148.72998542735357,147.25533691629585,147.90904570572954,154.5966887915909,156.98831829550687,162.91993408365258,157.94530251570058,165.33006639711505,159.8039695445667,158.75780600693363,161.2289360720082,158.4678091600744,156.3774185289179,160.9860975091098,164.42127068196731,166.99412293678597,166.68060780333903,166.95751353897018,148.63261907103296,161.20663234316072,168.99741277819518,156.82007109225785
2000-05-08 22:06:44+00:00,,,,,122.7917754739883,140.2959512806955,149.19539481721756,158.31036024233498,164.26228796115464,173.65391614349076,173.63043081961072,169.60239234074749,165.325871300135,163.40948654594564,160.4151872357065,154.18410275371312,143.8776366373777,135.27216833201078,135.6273310779898,136.09201766454606,139.9716550853673,140.09110334442653,143.33418401604888,136.440666389995,132.77052623899505,134.34802986311206,134.1658421567234,134.5891310346251,135.87662971283206,144.6404374500234,152.37381603932135,159.11664525700792,158.3449776604011,154.12560227819,155.90115760007367,154.1811407625801,158.07875680888785,160.53102706972223,153.83752763435396,148.9332266833999,150.9457802283011,159.75070548583938,164.0887105171324,161.5843296801583,166.24307423125825,174.56341112152558,169.03062309447944,155.5675127839595
2000-09-20 22:11:14+00:00,,113.6406466396732,111.2102894848693,96.00420620175481,119.561910538676,127.57389360627977,129.41245676551426,153.69850072121224,162.6291932040641,173.2646788147371,174.3693388489334,167.660231143847,158.32547511549362,148.23743026837874,147.9915959342901,145.21398252719186,138.6907828326828,131.55051209604682,130.47617003453018,135.06273694354684,139.16728748700234,136.80287207359984,136.97570750519418,135.15183340739978,135.55494185765792,136.58288616661633,136.77009980134193,138.2959902395844,139.44037288499175,145.019358317044,151.4801531601724,150.51057757738448,154.17903392132348,154.22334575484413,154.86643300623885,154.38750635396326,159.2097935451464,159.52817070609478,158.08074815528798,155.5234362431685,157.28684730759002,166.55513088032734,167.8800429670731,169.77326369427328,161.81604877070268,163.34917862800754,161.63028393165382,139.11988526226392
2000-10-15 22:05:07+00:00,99.12017183752869,90.06316347955,73.90881822589073,,115.82950419628004,108.26814234334392,132.88644350267927,135.1322743341021,137.7683649964573,147.1623546456777,144.78478011542467,144.38943497670607,139.4016967917576,136.00593263263326,133.26340036474164,122.68607224831017,97.0385100730989,103.50401554135514,120.38834333739375,114.51618815129461,115.4322238833862,114.40830914521985,109.60527061210323,117.58303403106316,116.10479756203245,120.7557039813695,112.86971671055147,113.04572417495964,111.67779773092323,120.89275022748299,124.67561403111745,129.85501344392696,133.44521996586232,135.33851738919245,130.513414521522,131.88586081654708,134.78304730492997,141.47207877184144,134.7589532484927,136.158286248306,135.00245521886407,138.49986736507802,143.8008383648715,137.5733943030134,150.389333954487,137.41729226647135,122.40426285229601,106.20098562281903
2001-02-11 22:11:12+00:00,147.78841045465913,136.0645706628631,137.78996756109214,147.66359692267667,149.7033173896757,155.28133569107985,169.9379060748889,181.17794049037192,183.4515419262458,189.86330750288244,189.43863120069676,182.7409337769746,176.5522348281439,172.32330136811058,174.35338392149507,172.25559532539242,157.87522455755598,147.75554917010106,144.94769908807243,145.51596044596397,147.90954277920582,150.84385874208368,157.16917041679028,157.4501408450258,154.94391413131905,157.4083847511999,154.13555575393062,153.14917748776037,155.08907484083122,163.83977183583684,164.37244611898507,168.8433773064617,177.9030262123253,173.7791206340043,173.71131082269096,167.6188988498912,169.8995143955682,172.03051434706038,170.10176665148086,171.77765046150517,177.8660326049781,189.2357264549079,200.0473765085045,194.2894271542208,201.5946886769167,191.53495298499237,177.8048712431433,185.73350995769619
2001-02-20 22:05:24+00:00,150.85706782852145,146.67834579360917,146.5241023773995,151.5087251851043,157.80110671428815,165.26037635568795,174.07630107148563,183.579651293448,187.8129033290294,193.30085526420623,197.751777170974,188.65872695899012,182.6251039575276,180.7440710278673,181.2006017575516,174.90197695116382,162.8673199469944,153.7360711616011,156.1704353591813,159.41545758537097,161.62305292875567,161.65917358709828,161.04760222165038,164.37075138534317,164.54206943041115,167.6859931424724,166.48229034633314,161.87292509262812,163.33593687389492,169.50144781432084,176.03393272068908,182.23442654504495,185.75872790014463,185.15456659669795,183.28133873303364,187.95128987913617,185.9461681281145,186.54285259342302,184.0727391516413,184.45807570260274,190.82949388255278,202.58246604564658,208.2368609223303,202.7068870532688,204.86799468184705,200.83186944484487,191.52319758529887,186.52417532498453
2001-02-27 22:11:06+00:00,134.89744113129578,123.73378612029457,,,125.77864396692006,131.4642658933762,149.3178581286735,168.7634345421885,176.93456659460833,184.6888611771556,185.98713826264805,181.04405061502268,176.3039750000411,171.78244403391918,170.59613587145623,160.9904895850293,149.98106039180263,145.61772551406955,148.0392442022333,145.41797772733122,148.67066342259756,149.81510867068496,149.91495819359753,151.63238191015168,151.97797723581544,153.1051628229882,149.72883500116052,148.30293622319272,149.0030822376266,159.2168905034381,163.72146145049135,167.99993421361916,170.89067048922536,171.0136239137635,168.1633992262734,167.00915537269498,167.06517684073495,168.88928785253722,164.35822133241788,168.91141051003967,172.1530599960765,180.00258430742304,186.62594415114603,182.9963682704812,185.67137777980463,180.49806414090224,166.68168357893305,153.2203842246869
