dates,satname,nzd0547-0000,nzd0547-0001,nzd0547-0002,nzd0547-0003,nzd0547-0004,nzd0547-0005,nzd0547-0006,nzd0547-0007,nzd0547-0008,nzd0547-0009,nzd0547-0010,nzd0547-0011,nzd0547-0012,nzd0547-0013,nzd0547-0014,nzd0547-0015,nzd0547-0016,nzd0547-0017,nzd0547-0018,nzd0547-0019,nzd0547-0020,nzd0547-0021,nzd0547-0022,nzd0547-0023,nzd0547-0024,nzd0547-0025,nzd0547-0026,nzd0547-0027,nzd0547-0028,nzd0547-0029,nzd0547-0030,nzd0547-0031,nzd0547-0032,nzd0547-0033,nzd0547-0034,nzd0547-0035,nzd0547-0036,nzd0547-0037,nzd0547-0038,nzd0547-0039,nzd0547-0040,nzd0547-0041,nzd0547-0042,nzd0547-0043,nzd0547-0044,nzd0547-0045,nzd0547-0046,nzd0547-0047
2001-04-16 22:10:54+00:00,L7,325.86,320.92,314.77,317.15,328.00,319.89,335.94,361.31,364.07,380.81,385.90,374.39,366.61,357.23,354.29,347.85,342.01,334.49,340.45,339.47,341.84,342.12,340.01,345.48,340.98,343.93,346.11,341.87,342.17,351.68,357.69,363.43,368.38,370.20,366.29,370.42,370.46,373.87,369.64,370.05,376.52,381.43,385.16,385.18,381.91,381.26,377.79,356.46
2001-06-19 22:10:17+00:00,L7,114.14,75.02,,,367.08,372.47,380.79,388.26,398.51,411.14,413.71,405.64,398.06,393.38,392.46,385.45,375.97,366.16,366.25,363.80,365.13,369.48,370.69,369.61,371.87,371.98,376.64,374.20,376.12,383.03,388.65,392.40,394.27,396.44,395.15,387.38,395.97,403.67,399.11,407.17,,,,,,,,
2001-07-05 22:10:09+00:00,L7,123.83,69.76,,387.08,406.43,403.60,416.69,413.94,426.84,429.99,429.51,421.17,415.60,408.81,409.76,402.06,395.55,383.81,385.93,383.90,379.77,373.00,385.70,377.91,377.01,380.39,386.22,379.74,380.47,389.21,393.02,399.95,399.39,399.40,402.18,402.67,402.45,406.69,406.21,413.05,414.80,430.77,434.13,435.35,435.29,445.01,460.96,
2001-08-15 22:03:26+00:00,L7,,,,,,,,,,,,,51.47,151.35,195.24,328.42,202.81,228.95,159.96,179.34,,,,,,,84.12,,185.79,136.51,327.96,328.64,334.15,331.04,339.59,335.82,342.56,341.34,339.77,345.60,350.00,354.15,357.12,,365.02,360.49,357.05,347.54
2001-11-26 22:09:21+00:00,L7,361.07,345.79,358.79,354.62,361.81,371.66,371.46,385.86,391.12,390.01,391.95,381.81,373.87,373.71,372.18,356.77,336.11,327.35,330.14,341.26,348.49,347.82,343.67,345.34,344.44,335.60,330.02,336.10,343.30,356.24,361.32,359.34,361.61,358.44,357.37,360.01,367.97,370.14,367.42,363.96,372.90,378.52,378.90,379.29,374.65,377.22,376.75,361.47
2002-01-29 22:09:33+00:00,L7,389.33,433.53,403.63,388.51,435.29,408.57,406.82,406.05,418.03,439.00,444.94,432.61,416.75,407.69,399.74,404.09,401.38,371.40,364.64,361.69,360.46,370.26,380.01,363.86,361.53,360.47,362.99,363.25,365.55,374.30,384.58,389.08,388.36,397.86,393.95,397.23,397.44,398.48,455.70,456.64,406.33,403.89,402.45,394.72,396.74,407.53,,497.73
2002-03-11 22:03:31+00:00,L7,380.97,364.85,377.52,365.13,373.70,381.35,385.56,398.51,404.75,409.41,405.25,398.00,384.37,380.66,374.98,365.23,358.61,350.34,351.73,351.45,354.83,350.47,346.06,346.04,349.46,349.53,350.97,350.94,357.41,364.17,368.79,378.80,383.33,384.54,380.48,384.77,389.83,392.75,386.07,386.76,386.06,395.33,393.52,390.84,391.01,397.14,395.64,388.39
2002-05-05 22:09:37+00:00,L7,131.85,95.59,292.82,294.22,304.03,328.72,329.90,354.52,360.49,373.95,371.72,361.85,348.40,347.36,341.75,327.74,312.69,304.83,306.74,302.69,310.31,310.53,315.00,317.73,323.63,323.88,325.81,324.65,327.32,332.61,343.10,353.41,345.90,346.47,354.46,352.50,362.07,363.35,359.74,356.21,364.89,370.57,369.17,365.37,367.09,374.34,364.69,347.63
2002-05-14 22:03:19+00:00,L7,,,,,,,,,,,,,,352.51,350.25,337.20,336.76,327.03,311.45,323.96,326.86,332.61,329.00,340.29,343.01,353.70,362.64,362.43,358.29,369.98,377.20,383.77,385.43,385.37,384.97,384.02,384.82,384.62,379.54,383.81,394.28,402.53,405.44,,398.90,399.02,394.66,392.52
2002-05-21 22:09:29+00:00,L7,155.36,289.23,294.98,299.97,304.02,329.97,331.00,349.03,352.01,359.55,365.95,364.50,351.65,347.42,338.71,320.91,313.22,301.46,303.71,296.21,302.17,307.42,305.86,311.95,317.00,317.78,318.23,319.93,312.48,327.18,337.80,344.51,350.37,348.96,347.19,348.80,349.75,355.54,351.82,354.87,358.69,366.06,371.32,362.27,363.53,352.16,345.22,325.43
2002-07-08 22:09:12+00:00,L7,124.45,75.05,,,,344.83,359.82,363.23,368.61,368.38,370.32,367.78,365.60,366.02,360.16,350.69,335.62,327.11,329.52,333.50,347.12,348.67,346.87,346.84,342.48,343.61,343.69,349.07,345.70,362.12,370.02,376.67,376.86,376.62,382.57,380.40,383.06,380.95,387.67,384.66,383.06,392.13,393.11,395.24,399.02,407.80,411.09,407.38
2002-08-09 22:08:57+00:00,L7,143.53,366.17,367.01,354.42,382.95,390.42,383.32,397.31,408.12,402.86,403.23,395.26,377.89,384.13,392.85,396.46,385.41,370.48,366.02,362.27,368.16,383.19,387.96,385.74,385.56,389.62,382.62,375.81,374.24,372.01,387.13,396.68,418.92,416.97,407.91,411.64,414.70,427.57,450.99,443.34,447.38,466.80,498.16,490.62,469.87,480.22,466.06,506.16
2002-11-29 22:09:01+00:00,L7,304.43,300.08,301.12,311.02,314.59,337.24,341.24,352.32,363.48,374.53,379.34,372.41,363.44,356.33,354.08,348.54,339.87,331.48,331.68,331.93,336.63,339.19,343.63,343.85,341.18,342.58,346.88,346.53,346.87,351.89,356.62,365.27,365.49,367.53,368.08,369.73,373.88,374.58,368.23,374.49,376.32,381.81,384.69,384.30,384.22,381.80,374.62,357.43
2003-02-10 22:03:40+00:00,L7,317.53,312.21,317.19,319.46,323.59,341.35,348.32,362.25,371.42,384.17,392.64,383.07,375.58,368.59,366.54,357.17,348.39,340.38,345.00,345.78,345.39,345.44,343.11,350.59,354.72,359.96,358.30,360.64,361.27,373.67,374.96,378.75,378.69,378.93,381.16,385.59,384.66,394.32,389.23,390.24,395.80,402.96,410.38,410.06,400.84,396.68,375.14,343.47
2003-02-26 22:03:16+00:00,L7,323.81,321.10,329.46,332.14,338.68,356.57,352.04,365.87,380.58,390.80,396.86,385.98,370.63,371.41,367.71,357.48,352.20,345.81,345.57,344.26,349.78,353.30,351.23,354.20,356.14,361.18,360.68,364.36,367.62,363.95,368.32,374.76,378.21,379.55,381.96,384.11,396.37,399.50,393.15,391.47,394.77,400.49,407.39,401.68,394.79,384.98,358.18,332.82
2003-03-21 22:09:27+00:00,L7,363.04,380.48,381.60,383.84,387.98,406.99,405.72,410.93,424.67,435.43,437.85,432.25,422.63,424.00,414.77,400.77,395.43,383.19,386.76,380.76,375.14,396.34,395.56,386.96,384.69,385.47,387.53,381.70,381.38,392.76,402.19,409.45,404.20,411.76,411.97,412.05,414.58,417.17,415.29,414.53,415.92,427.98,429.75,424.15,424.24,426.47,448.87,402.83
2003-05-01 22:03:22+00:00,L7,,,,,,,,,,,,93.70,,404.40,395.87,381.79,374.56,363.09,360.76,357.88,358.26,358.47,359.72,363.36,365.07,374.46,372.45,369.19,370.08,377.83,383.30,387.82,388.79,387.55,383.98,386.97,387.33,395.45,394.91,393.96,408.52,419.50,421.91,419.61,419.78,419.19,416.05,415.31
2003-05-24 22:09:28+00:00,L7,84.09,73.85,,,286.46,321.52,343.51,358.83,370.60,380.77,386.71,383.17,371.18,366.59,352.39,343.45,345.92,339.86,342.08,339.59,340.35,339.23,335.07,333.81,336.52,343.62,342.49,346.82,349.19,363.00,366.71,373.02,373.68,375.96,371.41,375.44,379.49,388.19,392.00,390.67,396.26,399.70,409.05,397.58,403.86,401.60,388.96,365.30
2003-08-13 21:51:32+00:00,L5,,,,335.59,325.32,368.48,359.61,372.05,383.05,382.48,385.87,387.38,393.03,378.97,367.51,365.79,362.74,356.68,344.98,333.88,332.24,332.98,347.88,354.28,349.15,349.37,353.59,353.38,355.45,368.11,366.19,369.98,379.18,381.07,383.95,386.77,390.57,394.15,387.63,380.67,395.65,404.02,404.02,,404.25,402.17,404.65,401.29
2003-10-07 21:58:35+00:00,L5,325.31,323.38,326.22,338.25,330.57,348.29,361.88,375.67,381.57,389.95,388.87,380.34,372.84,367.68,364.05,358.24,352.27,349.79,349.09,342.21,342.51,337.09,334.40,344.65,346.95,351.87,352.45,353.34,354.10,364.08,370.29,371.85,369.32,374.06,372.73,374.11,383.80,390.91,391.19,392.62,394.26,395.16,400.71,397.39,400.03,401.51,404.86,400.92
2003-10-15 22:08:58+00:00,L7,312.01,308.85,317.10,333.17,338.94,355.92,357.34,363.45,372.02,379.69,385.07,377.65,366.93,358.67,359.15,357.25,,,,,338.81,334.99,333.73,338.15,342.76,346.44,348.63,350.22,351.35,361.14,368.03,374.73,376.29,,,,387.84,393.06,390.44,388.71,391.52,395.65,399.15,396.89,398.47,402.29,397.78,394.23
2003-11-17 21:52:57+00:00,L5,297.93,296.35,298.84,310.09,303.75,321.73,329.75,338.35,347.76,359.49,364.40,356.90,350.84,345.35,341.95,334.30,330.11,324.72,325.26,325.53,327.79,328.00,326.31,327.73,330.75,324.25,328.02,333.44,334.55,342.46,350.26,358.95,364.22,368.89,366.23,370.98,372.50,375.38,375.25,377.62,374.68,378.89,384.53,379.79,377.07,381.47,379.10,374.49
2003-12-11 22:03:45+00:00,L7,322.27,316.83,328.03,327.48,348.35,356.30,356.44,362.75,,,,,,,,,,339.00,343.29,343.98,348.14,347.62,349.98,351.74,349.16,350.12,352.57,,,,,,,383.05,383.27,380.24,390.06,390.00,390.79,391.22,395.79,,,,,,,
2004-01-12 22:03:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,354.01,171.77,99.20,,,,,,,,,,,,393.74,399.18,,,,,,,407.19,404.17,404.67,407.07,400.97,395.74
2004-01-20 21:53:24+00:00,L5,355.97,364.66,387.95,398.39,390.75,389.95,386.81,393.58,414.35,433.42,435.75,424.13,413.57,405.15,383.56,370.77,370.18,372.34,375.01,380.10,391.71,387.67,379.63,373.97,365.81,376.01,371.12,372.48,373.65,381.76,385.62,393.52,402.43,401.62,398.01,401.61,408.46,412.20,402.33,405.94,414.91,420.70,423.99,421.61,436.63,441.80,443.42,442.56
2004-03-31 21:59:59+00:00,L5,306.62,298.99,306.01,304.71,310.53,333.26,347.99,359.52,368.04,375.84,377.08,374.93,361.18,351.07,343.49,332.98,328.11,317.30,318.17,321.99,323.08,327.16,332.99,332.64,334.33,340.52,338.02,341.72,342.23,346.03,346.57,352.90,359.88,362.51,358.41,361.49,364.29,370.44,370.29,368.75,372.12,378.38,379.68,381.74,371.66,370.38,368.13,354.11
2004-04-25 21:54:59+00:00,L5,,,322.51,330.49,340.68,353.32,363.68,374.17,375.35,381.00,388.03,382.95,376.72,366.96,358.82,348.33,341.35,334.17,344.17,344.70,344.89,345.45,344.49,349.43,349.99,357.44,355.62,346.77,349.21,354.89,366.63,374.62,375.39,378.33,387.88,385.96,390.76,395.04,390.38,388.08,394.98,399.07,395.71,394.33,394.32,401.18,398.23,386.36
2004-05-02 22:00:57+00:00,L5,,,306.20,318.56,325.42,344.79,355.28,364.15,370.31,382.12,389.36,387.73,377.79,371.10,368.20,359.67,344.20,336.56,335.30,336.75,342.65,340.00,343.57,341.97,342.34,351.21,352.60,352.22,355.07,360.82,371.74,382.96,380.55,379.94,381.12,377.70,386.50,387.39,390.36,392.52,398.66,403.32,410.03,404.91,406.62,412.12,415.69,389.67
2004-05-18 22:01:26+00:00,L5,,,,358.94,366.61,378.70,375.81,388.84,392.69,400.98,412.86,409.73,400.41,387.78,375.81,371.72,365.11,359.45,357.96,356.03,356.56,359.69,364.37,363.07,360.85,362.06,359.32,361.01,367.34,375.27,384.64,394.50,394.93,394.51,389.55,393.10,393.66,395.81,392.93,398.06,234.20,,,,,,,
2004-05-26 22:09:57+00:00,L7,109.43,66.00,,,335.26,348.66,355.29,365.69,371.96,385.98,387.64,384.13,376.73,288.10,,,341.72,337.19,339.55,345.11,347.95,344.07,344.92,345.13,345.45,350.99,349.39,347.72,355.48,364.41,190.78,160.54,381.22,383.57,383.08,385.53,388.48,389.90,386.23,389.33,395.00,397.90,404.82,,400.41,,,385.33
2004-06-04 22:03:43+00:00,L7,,,,,391.36,394.94,381.94,388.02,398.87,403.45,403.61,396.70,,,,,,,,,,380.55,391.14,385.17,378.49,369.15,371.29,372.81,383.22,393.81,,,,,,,426.46,422.97,420.79,413.79,423.95,434.48,433.25,444.77,453.72,,,
2004-06-12 21:55:59+00:00,L5,,,,,,361.74,366.75,375.49,391.43,394.29,397.33,386.07,381.87,382.55,377.76,363.95,356.49,350.56,351.21,356.24,360.67,363.19,360.95,360.98,360.84,356.67,352.75,352.86,360.89,370.90,381.13,386.29,391.61,390.19,394.05,397.59,392.56,403.68,400.87,407.97,405.40,405.32,412.47,409.05,414.82,416.28,416.66,413.33
2004-06-27 22:09:48+00:00,L7,,,,,,313.26,327.61,335.56,344.98,355.24,360.95,354.83,347.16,342.01,336.98,328.44,322.42,313.60,,,,318.15,319.06,319.34,323.64,321.51,327.38,323.34,331.71,342.08,344.49,352.73,353.05,356.33,,,365.25,369.69,366.53,359.62,376.34,372.88,382.77,376.60,378.38,377.91,375.39,350.77
2004-07-05 22:02:51+00:00,L5,398.92,384.95,350.41,356.18,404.26,436.61,425.16,387.70,402.07,405.09,412.39,457.92,567.88,588.04,629.39,599.22,404.91,377.24,431.66,517.01,525.59,534.49,633.08,634.64,382.00,397.15,384.41,401.48,442.41,451.49,472.01,483.89,422.94,420.92,406.65,397.95,457.17,420.71,452.04,443.25,448.63,475.77,447.98,,,,488.56,461.85
2004-07-14 21:56:54+00:00,L5,82.24,107.01,272.96,301.72,309.02,268.71,354.76,347.60,365.13,412.70,413.45,435.16,364.83,309.93,383.21,385.05,549.11,588.99,626.10,476.87,490.22,520.05,559.71,555.95,588.56,633.30,517.35,549.28,591.97,629.50,566.39,545.83,539.66,580.64,601.28,637.69,512.12,438.55,636.99,575.54,514.99,,,,,,,
2004-07-21 22:03:15+00:00,L5,,,,,,,,,,,,,,,,262.73,351.26,345.90,344.44,343.78,355.51,364.24,365.27,367.79,371.17,370.62,367.28,364.08,366.98,376.04,389.50,399.94,400.41,396.72,406.97,409.51,417.36,420.96,415.73,420.22,427.23,428.62,426.00,423.55,421.99,434.58,441.28,435.50
2004-07-22 22:03:32+00:00,L7,272.51,234.43,182.00,135.48,,,,,,,400.28,406.84,396.94,405.19,387.02,379.52,377.41,364.79,367.73,370.29,357.67,,,,,,,,364.73,380.20,385.93,396.99,386.21,399.78,397.56,401.56,402.24,131.76,,,,,,424.08,427.54,429.60,427.97,420.02
2004-07-29 22:09:38+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-30 21:57:15+00:00,L5,,,366.67,366.26,381.29,391.61,388.40,392.24,402.27,408.89,417.02,411.69,409.99,400.79,396.49,393.52,379.42,368.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-15 21:57:37+00:00,L5,,325.70,356.20,348.60,372.59,384.16,386.23,384.76,387.03,397.92,403.01,403.67,397.49,391.08,379.20,371.08,359.99,353.03,354.67,352.17,345.11,350.06,357.15,364.37,369.13,426.23,420.44,439.70,404.40,398.40,392.91,406.75,404.26,396.20,397.90,393.25,399.77,403.79,400.57,,322.05,336.22,342.25,,,310.45,,
2004-09-08 22:03:17+00:00,L7,,,,,,,343.00,359.59,371.84,382.74,382.14,375.15,368.06,359.01,352.31,344.08,339.65,335.43,,,,,,,,332.65,333.68,336.86,335.81,346.05,354.47,358.28,363.64,365.12,,,,,,,,365.18,372.47,362.84,366.20,370.05,371.35,369.25
2004-09-24 22:03:12+00:00,L7,314.73,294.48,295.97,302.55,305.36,328.04,340.86,355.52,365.57,375.70,377.59,369.97,,,,,,,,,,328.62,332.25,335.49,334.55,339.90,341.32,335.43,337.34,346.35,,,,,,,367.81,371.62,365.80,370.72,375.59,373.85,381.33,380.42,,,,
2004-10-18 21:59:35+00:00,L5,348.96,336.24,332.44,340.22,351.28,360.48,368.93,379.64,399.23,413.12,415.45,394.13,380.55,378.22,379.22,370.55,353.54,346.05,352.16,352.71,353.90,356.44,363.07,364.84,364.16,364.30,362.61,362.10,362.32,367.21,372.74,378.34,375.95,380.16,379.88,382.95,384.40,391.30,393.13,390.83,391.54,396.19,399.10,399.53,402.12,407.11,407.25,402.97
2004-11-11 22:03:32+00:00,L7,,,,,,,,379.18,389.60,400.55,404.85,399.22,386.78,371.60,368.19,371.61,369.07,361.35,362.63,,,,,,,,362.17,359.85,360.88,369.25,373.43,385.67,391.73,392.91,390.54,,,,,,,405.87,408.72,404.40,402.99,403.78,406.69,407.88
2004-11-19 21:59:42+00:00,L5,473.89,501.16,634.91,284.88,181.43,,,,237.74,249.86,,,539.16,601.80,617.71,484.32,639.45,544.95,609.22,625.25,637.72,613.16,360.13,347.79,582.69,639.10,595.95,260.10,594.86,636.45,549.18,539.31,523.83,527.81,548.81,604.84,610.33,545.22,579.85,509.79,633.46,622.28,595.59,,,,,
2005-01-13 22:06:52+00:00,L5,379.83,363.09,358.16,382.03,355.30,379.31,385.79,382.34,391.30,399.23,408.37,408.97,412.55,418.59,412.60,402.83,390.34,364.15,353.53,354.76,356.18,365.27,372.13,364.03,361.63,371.92,373.43,369.10,368.47,382.01,389.61,392.85,392.10,390.96,380.24,378.73,386.47,386.61,385.13,383.75,387.23,408.76,409.31,406.25,408.55,411.82,411.29,419.73
2005-02-14 22:07:21+00:00,L5,347.29,345.31,347.40,346.02,350.36,355.36,357.47,359.67,368.98,378.16,,,,,,,,,,,,,,,,347.53,345.81,346.79,360.03,369.35,373.95,384.41,388.55,389.06,393.11,392.50,381.18,376.93,377.16,377.96,383.99,388.08,390.81,401.17,399.09,397.70,395.80,385.46
2005-03-03 22:04:41+00:00,L7,,,,,,,332.89,352.90,360.22,374.64,379.23,375.75,377.10,371.95,363.15,357.21,347.24,340.43,,,,,,,,346.38,348.73,346.10,347.20,361.55,368.11,375.24,377.60,,,,,,,,385.85,395.13,391.77,391.54,398.24,401.93,392.69,379.66
2005-03-18 22:07:46+00:00,L5,346.19,337.96,341.81,341.59,333.71,344.18,348.51,357.58,365.90,380.16,384.76,382.45,378.11,369.93,353.18,346.33,337.24,334.68,335.70,332.13,336.00,333.07,336.60,341.26,345.13,347.29,343.22,349.93,349.95,360.09,356.50,357.36,357.84,364.54,360.32,364.75,371.56,,,,,,,,,,,
2005-03-26 22:10:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-04 22:04:14+00:00,L7,,,,,,,,,354.78,369.05,374.24,370.12,365.73,362.37,359.02,352.74,347.09,338.59,338.35,,,,,,,,,337.18,345.08,351.23,357.93,368.03,373.04,374.00,376.75,,,,,,,391.82,388.05,389.08,389.57,390.36,393.18,377.93
2005-04-28 22:01:47+00:00,L5,340.95,328.32,351.83,349.07,341.76,343.18,368.76,381.80,392.60,398.82,396.10,402.12,411.73,399.93,425.14,389.89,401.84,384.10,366.14,367.15,376.79,364.46,365.60,397.56,386.25,388.08,376.47,363.77,382.69,385.62,396.88,393.28,401.49,393.98,386.57,391.18,410.21,401.11,406.01,398.04,404.50,408.57,413.84,409.91,419.71,417.83,416.72,431.43
2005-05-29 22:10:21+00:00,L7,595.01,570.40,497.88,516.91,423.70,442.53,325.68,357.01,623.82,640.03,637.47,638.87,589.18,631.19,629.04,631.80,635.50,612.17,616.95,621.17,638.38,610.70,628.31,604.48,627.79,519.35,,98.36,118.09,582.55,636.37,626.81,573.02,530.80,583.63,580.84,590.49,604.49,620.60,606.48,631.71,573.59,,,,,,
2005-06-15 22:02:10+00:00,L5,,,,,,357.96,362.02,368.93,375.22,385.38,390.87,384.66,378.40,370.10,368.09,363.11,357.67,349.41,339.51,339.41,343.05,342.81,348.07,348.84,346.05,351.35,355.53,355.21,356.69,367.63,370.10,375.32,378.47,377.98,370.41,375.29,371.35,387.43,382.75,,,,,,,,,
2005-07-09 22:04:02+00:00,L7,,,,,,,381.68,403.12,405.26,412.62,419.79,410.21,399.92,392.28,393.98,381.62,380.85,371.35,93.33,,,,,,,,368.91,367.01,367.87,376.79,381.60,386.14,392.08,395.58,,,,,,,,,,,,,,
2005-07-16 22:10:12+00:00,L7,126.15,81.23,54.21,,,329.84,349.16,360.59,371.70,375.54,381.30,376.74,367.54,356.38,355.70,350.07,346.10,333.35,333.20,336.69,333.77,,,336.27,332.91,337.66,339.64,339.81,342.03,348.15,358.72,356.98,359.78,367.29,368.74,369.19,,,,374.31,379.98,384.20,,,,,,
2005-07-25 22:04:01+00:00,L7,136.44,76.96,,,,,,,,,403.47,388.93,371.67,371.32,368.09,366.26,364.14,358.86,355.24,352.17,355.49,,,,,,,,359.98,366.19,369.56,375.37,382.45,384.30,393.00,399.53,,,,,,,,396.97,405.63,415.93,412.91,416.08
2005-08-09 22:08:46+00:00,L5,,,335.52,341.39,333.78,353.25,359.84,370.06,375.86,388.59,386.76,379.96,368.36,357.46,354.28,348.12,352.12,352.52,348.26,353.14,351.09,346.83,355.79,359.24,352.29,343.27,344.24,345.12,346.65,353.27,352.82,356.50,376.42,379.15,382.32,386.77,388.64,393.34,389.08,386.36,374.12,376.75,379.17,,379.27,378.16,382.97,394.86
2005-08-17 22:10:06+00:00,L7,,,298.13,304.42,,281.42,303.59,427.74,442.05,393.89,386.17,382.16,369.06,359.76,351.27,344.12,337.67,,,328.84,328.89,326.47,330.56,335.28,336.77,338.47,333.03,335.20,337.35,398.06,434.46,558.69,454.73,,,434.44,470.25,391.58,383.87,384.27,380.86,388.00,387.67,,,,,375.50
2005-08-25 22:08:52+00:00,L5,125.32,95.19,255.91,272.42,266.76,304.42,326.71,331.84,336.05,345.21,340.60,,327.21,332.22,324.11,326.74,333.47,323.78,324.83,329.37,323.65,321.03,320.65,331.47,329.68,332.87,333.88,332.92,332.73,,,,,,,,,367.34,369.34,372.55,374.46,380.48,385.48,382.17,386.68,381.05,,
2005-08-26 22:03:51+00:00,L7,,,,,,,328.77,345.07,352.08,372.54,370.10,363.84,362.63,358.32,351.04,346.80,339.26,333.58,,,,,,,,337.83,334.54,338.24,336.66,344.62,352.86,355.04,360.81,362.31,,,,,,,375.58,371.66,382.28,369.06,375.12,383.18,386.10,374.52
