dates,nzd0547-0000,nzd0547-0001,nzd0547-0002,nzd0547-0003,nzd0547-0004,nzd0547-0005,nzd0547-0006,nzd0547-0007,nzd0547-0008,nzd0547-0009,nzd0547-0010,nzd0547-0011,nzd0547-0012,nzd0547-0013,nzd0547-0014,nzd0547-0015,nzd0547-0016,nzd0547-0017,nzd0547-0018,nzd0547-0019,nzd0547-0020,nzd0547-0021,nzd0547-0022,nzd0547-0023,nzd0547-0024,nzd0547-0025,nzd0547-0026,nzd0547-0027,nzd0547-0028,nzd0547-0029,nzd0547-0030,nzd0547-0031,nzd0547-0032,nzd0547-0033,nzd0547-0034,nzd0547-0035,nzd0547-0036,nzd0547-0037,nzd0547-0038,nzd0547-0039,nzd0547-0040,nzd0547-0041,nzd0547-0042,nzd0547-0043,nzd0547-0044,nzd0547-0045,nzd0547-0046,nzd0547-0047,satname
2003-03-21 22:09:27+00:00,332.59,336.55,340.43,346.31,349.29,367.47,369.92,379.77,391.97,404.32,409.76,399.49,390.00,386.14,382.70,371.38,365.03,356.28,356.67,356.75,357.80,365.50,365.31,365.83,364.03,367.15,367.76,368.16,368.70,374.98,379.56,386.47,386.50,390.50,391.18,393.25,397.76,401.78,396.32,397.53,400.12,408.16,412.47,409.46,405.87,404.41,397.29,368.84,L7
2003-05-01 22:03:22+00:00,332.59,336.55,340.43,346.31,349.29,367.47,369.92,379.77,391.97,404.32,409.76,399.49,390.00,386.10,381.11,370.17,363.24,353.94,354.79,353.27,354.19,359.86,359.97,361.11,361.28,365.65,366.01,365.40,366.28,372.86,377.84,384.05,384.00,386.21,386.45,388.71,392.38,397.22,393.08,393.86,399.11,407.47,411.66,408.80,405.69,403.14,396.11,372.21,L7
2003-05-24 22:09:28+00:00,332.59,336.55,340.43,346.31,341.06,361.99,368.97,379.30,391.41,403.94,409.48,399.48,389.95,385.55,379.42,368.12,363.06,354.30,354.64,353.70,354.59,359.52,358.91,359.65,359.32,364.14,364.06,364.47,365.40,373.19,377.79,384.18,384.44,387.21,386.35,388.90,392.64,398.12,395.07,395.49,400.60,408.34,413.20,408.90,407.56,405.98,398.53,375.39,L7
2003-08-13 21:51:32+00:00,338.75,343.79,348.53,349.59,328.44,358.11,359.05,371.63,384.44,404.89,395.66,392.57,384.08,381.67,371.19,363.28,358.77,350.33,350.65,343.87,343.75,347.61,349.44,350.07,352.39,356.90,357.97,357.17,359.36,367.75,372.41,377.63,378.89,379.78,380.07,382.49,387.09,392.31,390.68,388.34,396.84,404.42,409.04,408.44,403.46,398.43,393.48,371.67,L5
2003-10-07 21:58:35+00:00,325.53,323.71,326.55,338.65,310.67,343.15,351.56,365.90,375.46,396.36,383.71,381.05,376.07,372.85,362.46,356.48,352.31,345.79,344.45,336.83,336.78,334.44,336.77,341.53,344.17,349.58,350.47,350.43,352.43,363.48,367.25,370.89,372.49,373.10,372.18,374.99,379.46,386.34,386.18,384.23,393.90,399.34,404.15,404.38,401.73,398.62,394.88,385.21,L5
2003-10-15 22:08:58+00:00,317.43,314.28,319.83,333.51,316.74,345.48,352.00,364.43,373.74,389.47,383.05,379.45,372.93,369.41,361.11,356.10,352.31,345.79,344.45,336.83,336.58,333.87,335.48,340.17,343.41,348.47,349.67,349.91,351.78,362.58,367.00,371.23,372.77,373.10,372.18,374.99,380.60,387.15,386.55,384.65,392.99,398.13,402.71,401.96,400.60,398.67,394.66,386.05,L7
2003-11-17 21:52:57+00:00,316.19,316.19,320.72,335.17,318.88,344.79,352.29,363.27,372.60,387.89,384.05,378.49,372.57,364.85,358.61,353.05,350.26,345.26,342.17,337.80,337.74,336.06,337.08,341.33,342.35,344.23,346.05,348.56,349.95,360.78,365.23,370.72,373.66,377.50,375.80,379.04,384.08,389.58,388.42,387.18,391.49,395.80,400.51,398.59,397.86,399.41,396.94,389.49,L5
2003-12-11 22:03:45+00:00,314.49,311.52,317.72,327.45,323.05,344.72,346.67,357.03,368.46,383.04,377.97,373.25,368.27,360.36,355.52,351.84,346.29,337.36,336.88,331.21,333.15,330.71,333.03,337.88,339.95,340.61,343.60,345.75,347.18,357.26,362.15,367.19,370.40,371.58,371.93,373.41,380.73,384.48,383.26,382.37,386.92,391.58,395.42,394.99,393.11,394.22,393.51,389.03,L7
2004-01-12 22:03:31+00:00,314.49,311.52,317.72,327.45,323.05,344.72,346.67,357.03,368.46,383.04,377.97,373.25,368.27,360.36,355.52,351.84,346.29,337.36,336.88,331.21,336.04,330.71,333.03,337.88,339.95,340.61,343.60,345.75,347.18,357.26,362.15,367.19,370.40,371.58,375.67,377.94,380.73,384.48,383.26,382.37,386.92,391.58,397.26,396.65,394.86,395.99,394.07,389.25,L7
2004-01-20 21:53:24+00:00,320.07,311.52,317.72,327.45,323.05,349.35,349.97,360.21,374.15,390.55,385.46,380.38,373.84,366.26,357.65,352.91,348.45,341.31,342.29,337.94,341.82,337.30,337.90,340.99,342.23,344.48,346.33,348.65,350.26,359.95,364.81,370.24,374.37,374.54,377.13,379.63,383.09,386.84,384.40,384.26,389.74,394.96,399.87,399.42,399.79,400.72,398.91,394.07,L5
2004-03-31 21:59:59+00:00,319.13,311.35,317.71,325.70,328.90,349.77,355.37,364.41,378.69,389.95,392.50,384.49,375.02,367.28,360.38,352.22,348.04,340.03,341.73,342.16,345.22,342.61,341.70,343.67,344.16,347.40,347.74,351.60,352.41,360.33,365.29,371.63,375.79,377.43,377.77,380.31,383.60,387.78,385.91,386.68,389.82,395.12,399.81,397.54,398.76,401.71,400.15,395.01,L5
2004-04-25 21:54:59+00:00,319.98,309.39,318.85,324.19,330.83,350.86,356.87,365.62,380.45,392.19,396.07,388.29,379.65,370.70,361.03,349.76,346.00,337.46,341.14,343.21,347.64,347.12,346.62,347.05,345.97,349.63,349.03,351.45,352.50,358.88,364.64,372.59,378.33,378.83,380.70,382.69,385.17,388.57,385.77,386.28,390.46,397.11,399.78,397.89,398.59,402.84,400.84,394.09,L5
2004-05-02 22:00:57+00:00,319.98,309.39,315.99,322.67,329.41,349.61,356.33,365.13,378.13,389.84,394.39,387.93,378.99,370.53,362.18,351.52,345.39,337.10,340.02,341.93,346.75,345.70,345.88,345.96,345.20,349.72,349.47,351.41,352.83,359.08,365.90,374.48,378.57,378.81,380.60,381.82,385.21,388.19,386.37,387.15,391.67,398.15,401.34,398.91,399.76,404.15,403.04,393.02,L5
2004-05-18 22:01:26+00:00,322.06,304.08,314.35,321.72,333.05,352.72,356.56,367.17,379.46,389.21,395.15,391.79,381.25,372.31,361.29,353.05,345.69,337.30,341.41,341.43,346.08,344.60,345.84,345.47,345.75,351.56,350.63,351.56,354.52,360.77,368.31,376.72,379.36,377.49,379.68,380.72,383.77,386.63,384.85,386.09,392.49,399.42,402.12,400.15,401.46,404.62,403.09,391.05,L5
2004-05-26 22:09:57+00:00,322.06,304.08,314.35,321.72,335.20,353.45,357.90,368.26,379.73,390.45,395.68,391.85,382.02,372.31,361.29,353.05,346.36,338.43,341.97,343.09,347.31,345.83,347.01,346.73,346.62,352.39,351.29,351.99,355.65,362.35,368.31,376.72,380.73,379.50,380.99,382.21,385.46,388.11,385.96,387.47,393.88,400.39,403.54,400.15,402.35,404.62,403.09,392.23,L7
2004-06-04 22:03:43+00:00,322.06,304.08,314.35,321.72,337.94,354.67,356.28,366.77,377.94,387.02,391.52,388.58,382.02,372.31,361.29,353.05,346.36,338.43,341.97,343.09,347.31,346.21,348.56,347.57,347.83,351.71,351.26,351.79,356.70,363.96,368.31,376.72,380.73,379.50,380.99,382.21,387.50,389.38,387.54,387.99,395.29,402.38,404.90,404.22,406.52,404.62,403.09,392.23,L7
2004-06-12 21:55:59+00:00,328.41,310.66,316.24,326.07,339.42,359.35,362.24,372.36,381.55,390.18,394.50,389.95,384.20,376.27,366.61,356.87,349.74,344.08,346.01,348.85,352.38,352.15,353.94,352.72,352.09,355.33,353.83,353.27,358.45,366.06,371.94,379.95,383.83,384.52,385.45,387.49,390.92,394.21,391.60,392.88,399.57,404.34,407.07,406.32,408.91,409.14,408.35,398.33,L5
2004-06-27 22:09:48+00:00,328.41,310.66,316.24,326.07,339.42,359.35,361.39,370.84,380.06,389.30,393.77,388.30,382.46,374.27,365.68,355.38,348.85,342.80,346.01,348.85,352.38,350.94,352.63,351.59,350.73,353.37,352.53,351.75,357.12,365.03,369.95,378.17,382.01,383.53,385.45,387.49,390.07,393.48,390.61,392.88,398.51,402.43,406.01,404.44,407.31,407.98,407.50,398.33,L7
2004-07-05 22:02:51+00:00,328.41,310.66,318.95,326.50,345.35,365.71,361.39,370.53,380.26,388.54,393.30,393.51,382.46,374.27,365.68,355.38,348.85,344.68,346.01,348.85,352.38,350.94,352.63,351.59,352.45,353.37,354.45,351.75,357.12,365.03,369.95,378.17,385.00,385.74,386.08,386.93,390.07,394.65,390.61,396.92,398.51,402.43,408.93,404.44,407.31,407.98,414.71,402.77,L5
2004-07-14 21:56:54+00:00,328.41,310.66,318.95,322.10,345.35,365.71,360.59,368.34,378.78,390.62,395.01,397.21,380.38,374.27,367.73,358.98,348.85,344.68,346.01,348.85,352.64,350.94,352.63,351.59,352.45,353.37,354.45,351.75,357.12,365.03,369.95,378.17,385.00,385.74,385.51,385.78,390.07,398.56,390.61,396.92,398.51,402.43,409.41,404.85,408.00,408.80,417.35,404.57,L5
2004-07-21 22:03:15+00:00,314.40,310.66,318.95,322.10,345.35,364.86,359.94,367.56,376.97,388.37,392.97,396.04,378.41,371.66,367.96,359.23,346.99,342.19,342.06,344.23,348.04,348.85,351.54,351.41,353.31,353.13,354.35,351.17,356.70,364.72,370.89,379.50,385.13,385.64,387.08,387.22,391.46,399.68,392.46,398.86,400.42,403.82,409.96,405.54,406.56,408.36,417.80,404.48,L5
2004-07-22 22:03:32+00:00,314.40,310.66,318.95,322.10,345.35,364.86,359.94,367.56,376.97,388.37,393.03,396.57,379.83,375.74,369.63,361.21,349.81,343.95,344.82,346.86,348.62,348.85,351.54,351.41,353.31,353.13,354.35,351.17,357.14,365.90,372.35,381.23,384.84,386.55,387.75,388.32,392.09,399.68,392.46,398.86,400.42,403.82,409.96,407.40,408.45,410.58,418.24,405.42,L7
2004-07-30 21:57:15+00:00,314.40,310.66,325.63,325.95,348.05,366.47,361.35,368.69,378.15,388.93,393.83,396.93,381.62,377.52,371.25,363.74,351.70,345.18,344.82,346.86,348.62,348.85,351.54,351.41,353.31,353.13,354.35,351.17,357.14,365.90,372.35,381.23,384.84,386.55,387.75,388.32,392.09,399.68,392.46,398.86,400.42,403.82,409.96,407.40,408.45,410.58,418.24,405.42,L5
2004-08-15 21:57:37+00:00,314.40,308.18,327.39,325.78,348.56,366.52,361.80,368.60,377.46,388.02,393.00,396.30,381.50,377.36,370.33,363.14,351.09,344.58,344.70,345.78,346.57,347.26,350.39,350.99,353.66,353.13,354.35,351.17,360.45,367.86,373.52,382.85,385.51,386.07,387.43,387.48,391.58,398.91,392.07,398.86,400.42,403.82,409.96,407.40,408.45,410.58,418.24,405.42,L5
2004-09-08 22:03:17+00:00,314.40,308.18,327.39,325.78,348.56,366.52,361.90,369.22,378.35,389.15,393.65,395.86,381.81,377.03,370.25,362.62,351.39,345.03,344.70,345.78,346.57,347.26,350.39,350.99,353.66,352.28,353.46,350.94,359.30,366.95,372.62,381.49,384.69,385.57,387.43,387.48,391.58,398.91,392.07,398.86,400.42,400.86,407.30,403.66,405.43,407.65,415.25,404.07,L7
2004-09-24 22:03:12+00:00,321.90,310.95,326.04,326.13,346.44,364.74,361.97,369.59,378.78,389.76,394.05,395.23,381.81,377.03,370.25,362.62,351.39,345.03,344.70,345.78,346.57,347.28,350.46,351.29,353.16,352.36,353.45,350.73,358.54,366.29,372.62,381.49,384.69,385.57,387.43,387.48,390.82,397.94,390.88,397.37,398.99,399.48,406.03,402.54,405.43,407.65,415.25,404.07,L7
2004-10-18 21:59:35+00:00,337.07,317.36,327.25,327.68,348.71,365.81,362.20,369.93,379.91,391.14,395.41,395.61,382.14,378.39,372.09,364.94,352.38,346.20,347.39,347.70,348.49,348.54,351.79,352.82,354.75,353.54,354.68,351.60,359.33,367.17,374.34,383.05,385.13,385.92,388.38,388.42,391.49,398.62,391.97,398.50,400.06,400.18,406.90,403.34,407.39,410.32,417.60,407.10,L5
2004-11-11 22:03:32+00:00,337.07,317.36,331.94,328.18,352.34,369.31,362.48,369.68,380.67,392.08,395.88,396.46,382.18,378.36,372.02,366.71,354.53,348.25,350.09,349.44,349.59,349.60,353.29,354.18,356.33,353.21,354.66,351.87,359.91,368.15,374.47,383.30,386.14,386.67,388.27,389.88,391.91,399.83,392.18,400.37,400.80,399.50,407.00,403.29,407.35,408.43,416.85,409.52,L7
2004-11-19 21:59:42+00:00,337.07,317.36,331.94,326.17,353.30,370.39,363.25,369.58,381.16,393.09,396.18,396.65,382.15,379.15,373.60,367.71,355.05,348.67,350.60,350.97,351.05,350.59,357.58,357.24,357.23,353.67,355.34,352.25,360.28,368.54,374.51,383.33,386.52,387.46,389.86,391.41,393.27,401.63,393.66,402.50,400.80,399.50,407.00,403.29,407.35,408.43,416.85,409.52,L5
2005-01-13 22:06:52+00:00,345.77,322.55,333.16,334.49,344.43,361.23,364.93,371.57,382.08,391.50,395.55,392.05,385.07,382.10,374.02,369.85,357.46,347.24,347.95,343.79,342.72,345.33,356.14,355.19,354.81,355.36,355.08,352.74,359.55,367.62,375.01,383.18,382.01,381.66,382.52,383.47,387.34,388.95,386.75,387.73,392.08,394.58,397.82,398.20,400.20,402.77,403.14,399.82,L5
2005-02-14 22:07:21+00:00,347.26,334.12,332.83,337.46,339.91,355.22,362.68,369.80,381.56,392.14,397.01,388.99,381.56,377.11,372.65,368.04,358.40,347.00,347.86,341.99,343.29,347.44,361.11,357.25,351.58,353.34,353.47,352.02,354.44,363.67,370.97,377.87,380.15,380.84,379.50,379.24,379.52,381.17,379.91,380.42,384.23,389.99,393.93,392.74,393.55,394.89,394.74,392.58,L5
2005-03-03 22:04:41+00:00,347.26,334.12,332.83,337.46,339.91,355.22,360.27,369.26,380.39,391.83,396.61,388.70,383.29,378.37,373.38,367.92,358.47,347.98,347.86,341.99,343.29,347.44,361.11,357.25,351.58,353.71,353.99,352.49,354.60,364.56,371.77,378.83,381.26,380.84,379.50,379.24,379.52,381.17,379.91,380.42,386.22,392.04,394.81,393.76,395.87,398.25,396.96,393.49,L7
2005-03-18 22:07:46+00:00,349.13,338.02,337.76,341.28,341.80,355.70,360.46,368.44,379.01,390.84,396.32,389.37,384.56,379.91,372.81,367.79,357.34,347.18,346.96,342.62,344.78,347.21,358.89,356.74,352.32,355.72,355.02,353.99,356.29,366.23,371.75,378.28,379.86,380.08,377.75,378.23,380.02,381.17,379.91,380.42,386.22,394.51,396.72,397.10,399.40,400.47,398.08,393.54,L5
2005-04-04 22:04:14+00:00,354.07,343.40,342.70,343.75,345.41,357.90,359.99,367.45,376.90,389.23,394.98,388.81,383.90,379.15,372.99,367.21,357.80,347.92,347.13,342.62,344.78,347.12,360.84,357.34,353.84,356.24,355.30,353.84,357.03,366.57,371.01,378.17,380.37,381.23,379.51,378.23,379.40,379.46,380.21,379.25,385.88,397.04,397.41,398.12,399.49,401.26,400.15,394.40,L7
2005-04-28 22:01:47+00:00,351.28,340.25,346.39,344.40,341.87,352.58,359.02,367.15,375.38,386.52,390.98,389.56,388.43,382.19,372.83,369.92,365.26,353.67,349.41,346.26,351.24,348.46,360.47,364.52,360.27,360.44,357.18,353.67,359.57,368.83,374.13,379.94,383.62,382.95,380.11,379.51,385.08,381.70,383.57,380.72,388.48,398.64,399.44,399.42,401.96,402.38,400.95,398.21,L5
2005-05-29 22:10:21+00:00,351.28,340.25,346.39,350.58,341.87,352.58,355.52,367.21,375.01,386.51,391.01,389.73,391.16,386.40,376.99,371.44,366.60,354.24,348.02,346.26,351.24,348.46,352.30,361.81,360.27,360.44,357.71,354.05,360.63,370.04,375.41,380.25,383.67,383.06,379.89,379.51,385.08,381.70,383.57,380.72,388.48,398.87,399.12,399.95,403.43,404.50,402.60,399.64,L7
2005-06-15 22:02:10+00:00,351.28,340.25,346.39,350.58,341.87,356.74,359.02,369.66,377.24,388.92,393.98,391.14,391.60,385.94,378.29,372.06,367.36,355.69,348.28,347.92,352.57,350.90,355.10,362.42,359.42,360.72,358.99,355.75,361.47,371.09,375.94,380.95,384.47,384.46,380.31,381.07,384.73,386.13,386.06,380.72,388.48,398.87,399.12,399.95,403.43,404.50,402.60,399.64,L5
