dates,nzd0586-0000,nzd0586-0001,nzd0586-0002,nzd0586-0003,nzd0586-0004,nzd0586-0005,nzd0586-0006,nzd0586-0007,nzd0586-0008,nzd0586-0009,nzd0586-0010,nzd0586-0011,nzd0586-0012,nzd0586-0013,nzd0586-0014,nzd0586-0015,nzd0586-0016,nzd0586-0017,nzd0586-0018,nzd0586-0019,satname
1999-08-08 22:19:52+00:00,1026.82,951.44,172.48,157.36,145.61,152.30,168.49,203.34,262.81,210.40,199.36,194.92,203.04,214.20,232.75,223.74,201.81,192.41,179.80,224.11,L7
1999-08-17 22:14:01+00:00,1010.04,939.91,182.52,164.35,155.41,155.73,171.79,201.67,249.48,211.24,197.93,194.16,200.30,211.44,231.40,222.88,201.42,189.20,180.37,211.19,L7
1999-10-04 22:14:13+00:00,1016.23,949.81,182.52,165.39,155.20,157.22,174.22,200.83,254.20,212.36,197.29,194.87,198.00,209.73,230.59,223.12,200.31,187.54,178.76,212.79,L7
1999-11-12 22:19:51+00:00,1004.02,945.75,182.52,165.39,155.20,157.22,174.22,200.83,254.20,212.36,196.68,192.26,195.40,207.23,227.25,220.57,198.16,184.49,178.38,205.02,L7
1999-12-07 22:14:05+00:00,999.47,938.28,182.52,167.34,158.59,159.47,176.58,201.00,254.20,212.36,198.75,194.62,196.97,209.26,228.13,221.67,198.85,185.40,180.04,205.02,L7
1999-12-30 22:19:45+00:00,1002.69,939.61,182.52,170.34,159.56,161.35,177.50,200.37,254.49,211.88,198.89,194.81,197.49,209.66,228.37,221.51,199.70,186.36,179.44,206.69,L7
2000-04-13 22:13:30+00:00,998.67,931.83,201.52,179.36,166.17,167.62,182.64,200.96,262.90,215.16,201.17,197.32,200.58,211.29,228.91,223.50,201.03,187.82,180.34,207.82,L7
2000-04-20 22:19:39+00:00,991.36,928.17,198.41,176.08,166.02,166.81,180.72,199.59,262.90,214.37,201.27,198.12,200.48,211.78,229.17,223.78,201.55,186.79,181.90,217.96,L7
2000-05-15 22:13:18+00:00,996.28,926.82,198.41,176.08,166.02,166.81,180.72,199.59,262.90,214.37,202.88,201.54,203.70,214.79,232.15,226.49,204.02,189.64,183.06,244.42,L7
2000-06-07 22:19:12+00:00,1000.03,932.96,198.41,169.29,159.93,165.96,179.75,198.95,262.90,215.04,201.49,200.71,203.86,213.92,232.32,226.63,204.81,189.85,181.85,244.42,L7
2000-07-25 22:18:09+00:00,1000.12,929.97,190.59,164.97,158.41,163.12,175.86,201.59,268.53,217.96,202.72,202.79,205.35,216.41,234.42,230.03,205.83,190.76,185.30,254.76,L7
