dates,nzd0586-0000,nzd0586-0001,nzd0586-0002,nzd0586-0003,nzd0586-0004,nzd0586-0005,nzd0586-0006,nzd0586-0007,nzd0586-0008,nzd0586-0009,nzd0586-0010,nzd0586-0011,nzd0586-0012,nzd0586-0013,nzd0586-0014,nzd0586-0015,nzd0586-0016,nzd0586-0017,nzd0586-0018,nzd0586-0019,satname
1999-08-08 22:19:52+00:00,1026.82,951.44,172.48,157.36,145.61,152.30,168.49,203.34,262.81,210.40,199.36,194.92,203.04,214.20,232.75,223.74,201.81,192.41,179.80,224.11,L7
1999-08-17 22:14:01+00:00,993.26,928.38,192.56,171.33,165.21,159.16,175.08,199.99,236.15,212.08,196.49,193.41,197.55,208.67,230.05,222.01,201.03,185.99,180.93,198.28,L7
1999-10-04 22:14:13+00:00,1028.60,969.62,,167.47,154.78,160.20,179.10,199.16,263.64,214.59,196.02,196.29,193.40,206.31,228.96,223.62,198.08,184.22,175.55,215.99,L7
1999-11-12 22:19:51+00:00,967.41,933.57,,,,,,,,,194.83,184.44,187.59,199.73,217.23,212.92,191.70,175.35,177.24,181.68,L7
1999-12-07 22:14:05+00:00,981.28,908.39,,173.18,168.75,166.23,183.65,201.53,,212.36,207.07,204.05,203.25,217.38,231.66,226.08,201.65,189.04,186.69,,L7
1999-12-30 22:19:45+00:00,1018.78,946.25,,182.37,163.46,168.85,181.19,197.81,255.37,209.99,199.59,195.75,200.09,211.68,229.55,220.71,203.90,191.15,176.43,213.40,L7
2000-04-13 22:13:30+00:00,1027.22,939.12,201.52,182.53,166.29,167.77,183.07,203.53,270.43,223.12,203.20,205.06,211.38,216.36,237.20,234.30,206.86,195.75,180.98,228.39,L7
2000-04-20 22:19:39+00:00,962.11,913.52,195.29,166.23,165.58,164.41,174.99,195.51,,212.02,201.68,201.31,200.10,213.73,230.21,224.87,203.66,182.64,188.14,248.35,L7
2000-05-15 22:13:18+00:00,992.02,,,,,,,,,,,,,,,,,,,287.55,L7
2000-06-07 22:19:12+00:00,,,,146.05,144.39,162.80,,,,,,,,,,,,,,,L7
2000-07-25 22:18:09+00:00,1019.15,937.27,174.97,165.05,157.37,157.48,169.51,205.73,266.64,218.73,203.28,202.01,204.56,219.14,235.84,230.93,206.96,193.89,186.77,,L7
2000-08-10 22:18:26+00:00,1011.93,,,,,,163.34,,,244.80,,,,,,,,,,,L7
2000-09-04 22:11:58+00:00,,,379.29,164.31,152.06,148.39,158.53,178.60,,179.40,175.55,162.95,169.97,183.32,203.29,198.25,179.50,166.80,170.15,,L7
2000-09-27 22:17:24+00:00,986.38,936.55,367.08,169.70,160.71,159.60,175.90,197.45,231.64,211.52,197.00,189.34,191.76,203.54,219.83,216.04,195.46,183.89,179.14,,L7
2000-10-06 22:11:35+00:00,1014.85,962.52,,165.30,160.20,156.38,195.88,208.97,,226.26,196.51,195.60,190.38,202.28,220.04,214.35,186.42,182.78,171.69,,L7
2000-10-29 22:17:19+00:00,,,375.15,167.88,160.17,159.29,165.93,188.28,213.85,200.21,193.31,182.92,189.19,201.83,213.60,215.26,200.92,180.93,181.42,,L7
2001-02-11 22:11:36+00:00,,,371.20,167.11,170.57,167.26,180.38,201.06,,215.18,211.67,203.51,206.35,220.47,229.69,230.60,209.68,191.44,193.78,261.07,L7
2001-04-16 22:11:18+00:00,1011.83,932.38,,180.76,168.64,166.69,186.67,198.61,260.02,221.43,213.97,206.97,210.10,219.95,237.66,228.88,207.18,192.36,187.33,,L7
2001-04-23 22:17:26+00:00,985.31,917.89,,171.08,166.95,164.25,177.03,201.21,258.19,222.63,206.45,206.11,205.60,212.72,234.17,224.77,206.72,194.58,190.22,255.46,L7
2001-05-25 22:17:11+00:00,,932.03,,,,,,,,,,,,176.83,,,,,,,L7
2001-06-19 22:10:41+00:00,1012.31,905.94,,175.73,183.44,168.89,179.57,216.60,254.05,219.87,216.20,236.97,224.72,228.71,,,,198.72,185.35,,L7
2001-07-05 22:10:33+00:00,975.79,906.50,,160.75,164.84,166.81,188.62,221.96,244.21,222.40,216.46,208.89,215.94,225.77,235.84,231.46,212.20,194.70,198.37,237.94,L7
2001-09-07 22:09:46+00:00,973.69,920.94,359.14,174.50,169.17,170.27,181.91,192.50,221.96,209.67,197.94,194.93,194.82,207.62,221.03,220.32,202.79,188.75,187.92,264.60,L7
2001-11-01 22:15:41+00:00,981.22,938.27,361.72,159.84,154.60,159.39,174.41,188.97,226.31,207.20,195.64,186.60,187.01,198.50,211.93,211.43,192.13,177.36,171.77,,L7
2001-11-26 22:09:45+00:00,1020.55,938.76,,177.88,166.82,164.67,180.04,202.12,,221.55,198.56,205.23,205.25,214.73,232.84,226.33,204.81,191.89,185.90,,L7
2002-03-02 22:10:08+00:00,,917.63,339.15,158.30,158.18,157.76,170.26,185.90,201.79,200.10,196.69,183.73,188.78,201.79,215.23,216.42,197.90,175.37,179.84,216.79,L7
2002-05-21 22:09:53+00:00,1028.37,,156.15,154.50,144.23,149.73,176.69,196.70,242.62,197.32,187.61,186.55,185.12,204.69,222.34,212.81,196.76,179.63,172.62,208.61,L7
2002-05-28 22:15:58+00:00,,913.83,178.98,166.81,164.34,167.95,182.28,195.17,209.71,204.13,196.56,184.88,193.62,205.64,215.39,223.02,201.70,185.08,193.33,230.73,L7
2002-07-31 22:15:35+00:00,996.78,932.00,189.53,181.27,172.61,174.67,183.01,213.05,244.69,214.98,199.37,193.86,197.07,204.70,225.34,227.74,201.36,181.97,180.82,197.37,L7
