,dates,usa_CA_0141-0000,usa_CA_0141-0001,usa_CA_0141-0002,usa_CA_0141-0003,usa_CA_0141-0004,usa_CA_0141-0005,usa_CA_0141-0006,usa_CA_0141-0007,usa_CA_0141-0008,usa_CA_0141-0009,usa_CA_0141-0010,usa_CA_0141-0011,usa_CA_0141-0012,usa_CA_0141-0013
0,1984-05-11 18:07:47+00:00,205.81247644400273,172.5745118589183,190.84311520627892,158.70427058988886,189.65985774311665,209.65068309499253,171.01855152608977,169.69337235153228,181.7111960033052,205.11210906265376,182.75391735082556,174.77654310483751,192.417090029652,193.1393392915001
1,1984-05-27 18:08:14+00:00,225.81637134677237,170.3591115661018,188.15217670542165,153.65566598723524,173.52613283073558,205.87960565534755,170.92447385572842,167.91676678182748,178.9079638065091,198.13138794621227,174.85866586631343,172.2058104660085,182.5984674107337,191.51395272797924
2,1984-06-12 18:08:33+00:00,222.74527051362273,177.7743683095062,194.8781276287949,166.41249565691538,187.3372061386269,208.3232925187659,170.80201174802704,168.5697318787049,180.5699954942517,192.61564059145553,176.77730536287777,180.563811254313,190.03816329105132,197.25595121242998
3,1984-06-28 18:08:46+00:00,221.26802763476877,173.10911732605382,195.71897633929217,163.83697611496217,181.33704364069968,205.38452663543296,167.46484732195793,162.11522338599485,175.37126049728803,190.96831067113945,170.36009245018192,163.929922033801,176.08586725775154,186.0360875157479
4,1984-09-16 18:10:24+00:00,226.93326489763004,174.1974635202545,190.31373003915326,176.10437825878194,181.25631600869457,202.43168868839592,173.27091995801243,164.96509205721654,182.7644848070725,192.50201481884017,173.19648344774578,170.22984411320613,174.59512147248773,190.9214355189765
5,1984-10-02 18:10:24+00:00,219.94200022168332,180.38899011101435,192.8811658771357,177.5076924996048,182.26955992357512,202.28123585582125,167.72634495112078,168.71687866158078,182.77548895676927,194.6975072259748,176.90528524000172,168.46650201164965,179.55197516999823,189.78309778485007
6,1984-10-18 18:10:21+00:00,226.50133693403342,179.63543563986033,192.45367151246876,176.2208885750392,190.2350136785637,209.73421100685948,173.52029263417023,170.53260721810753,189.51251239533508,198.27085638793847,176.65379830991435,171.41048802704387,183.19007577947852,194.05331707548987
7,1984-11-19 18:10:10+00:00,210.30818001845307,169.5723835581779,184.39276762699035,160.40399234391612,173.48537621808424,199.74170733908522,167.05404906015758,167.07915103487247,181.15264204708632,193.3377833848105,174.57800450386335,167.0263133542055,181.5940741090655,184.82656826636446
8,1985-01-22 18:10:40+00:00,196.25055830192383,157.07957219258083,178.40872910177205,149.2686408080359,167.17732642364558,173.0974952321173,154.9642171179462,155.26601485731624,174.31812145595114,181.48856705129225,166.5609493368239,159.38032006106272,173.6688080086372,179.40168072209292
9,1985-06-15 18:10:23+00:00,228.55165760653165,186.09289102023942,198.12579945197245,188.0681178691666,176.84486587846175,206.96775923358246,175.774480078912,170.8985285719405,180.82220137189387,200.08358287271525,175.96259439439305,171.57219878730848,184.06922283057682,197.1027750909459
10,1985-08-02 18:10:04+00:00,229.4194672538724,194.8816419752548,199.95664358011388,198.5857764689893,193.30377095368306,208.306887265637,179.60067318918942,178.62932928886735,188.47377883626555,202.37195699036005,178.31846314623112,172.3527481515526,187.23717957643396,195.5219452865224
11,1985-08-18 18:09:54+00:00,232.25802482389594,193.93114293008756,205.81521224811783,204.34952615213743,200.04140357819017,206.27842475840419,174.3149103741061,175.1284657550538,182.3040403585002,199.06313828072052,175.8943651912359,174.35864816828467,185.65476953874014,196.2292398826961
12,1985-10-05 18:09:21+00:00,197.55144561825074,170.4275839126491,188.2592477804564,189.3414526275172,183.28980982297122,194.44009208726786,171.70447912074047,169.59429821276007,174.15984050251902,187.51065704515656,166.71877490140162,156.72192360314662,171.49994056300102,175.53002376435006
13,1985-10-21 18:09:10+00:00,196.88297561710561,190.11252953413992,205.8401250642329,196.30688275257688,198.49758685937573,205.26321898776519,178.71999802995526,176.48493475036614,181.2809110421323,195.49719756177245,172.35189711459452,168.13364456453093,177.509063753616,180.97457023358066
14,1985-12-08 18:08:22+00:00,222.99204906788026,183.82214602554097,192.15063420473177,178.73971359118002,187.66063968812546,205.74129644929621,179.82762400792495,179.77051065648396,191.85449454153155,205.58898747855332,180.2434155570287,174.65926833487117,192.55979929291914,196.3995439403939
15,1986-01-09 18:07:47+00:00,218.22810867056597,161.8055507516348,184.08704231429473,161.36499678345658,170.28364683698067,186.87617268453323,162.20530487263423,164.87012642219221,180.93892466316612,186.56939027757699,167.9319293738458,167.42041056196388,178.85267004707322,181.74464775777358
16,1986-01-25 18:07:27+00:00,219.70517331274056,159.40769638833953,184.87517564157764,156.03935110269092,170.6316951467528,186.804570227797,164.70010370861235,162.87464160073256,175.75616771006224,181.48883773831284,162.37296453618933,162.2628909302968,172.5972371384899,178.85417660028884
17,1986-02-26 18:06:42+00:00,199.27360787511722,155.9336200748823,173.94754945804374,144.94615029678945,157.3953746728643,180.97990991360354,153.96868123365775,152.63748721068634,162.57934364091824,180.55193878240215,162.5490814132934,154.12610420915757,171.99910280780585,177.362507796143
18,1986-03-14 18:06:23+00:00,223.6316886333013,175.5483006000419,187.4544759183534,165.2811082581335,173.5333839271197,201.224922097427,169.01721105004646,161.1544410751173,176.39089635616227,192.7537326023379,165.47236137208017,168.8717047438815,181.7563004755095,183.78126715984115
19,1986-04-15 18:05:42+00:00,213.54302973641208,181.3366211518057,191.23226286786775,168.70817331979157,,210.04321017351947,181.87127429191065,173.73093359610118,181.39972706401008,198.33374116626356,174.5032494125623,168.14065826317182,183.98880997787722,185.6400844140398
20,1986-05-01 18:05:19+00:00,217.16385346000868,185.80505829199728,196.6877195134457,175.65698164447969,196.91497095828282,224.79808355224625,184.1055077411981,171.9265602155129,178.9704339902058,208.4041206542575,179.80170346621134,174.07181606751777,198.26953209625674,192.03597255811866
21,1986-05-17 18:04:53+00:00,220.66091628008888,192.7778343072493,198.14617014167712,176.38594098378582,198.80244995390075,223.01950577096096,185.06713555578705,177.3170870092959,189.77512837308188,208.18283356430535,190.63741222027278,181.15544547731707,200.70041157528652,201.9907427869833
22,1986-06-18 18:03:56+00:00,232.0037001322201,181.3558891390357,197.18572468355197,172.94855611992205,,213.63185735412674,174.12292998466245,168.05939315266977,175.3424260303019,199.89046831912628,176.9710802566375,175.51673735526262,183.4867995985907,192.3374826445263
23,1986-07-04 18:03:24+00:00,239.79486284996875,179.4025875917692,197.82318552823517,169.77584303905417,187.98827094515974,209.85176000247702,178.35448197934647,175.48721230350324,191.74987533191396,201.46914777463823,178.63807432611665,173.5083366957918,187.86778146848752,192.63200410958254
24,1986-07-20 18:02:51+00:00,229.41074592010182,171.9987633948789,192.22850779226775,163.9458141024134,175.7926430608209,201.03889127400268,174.11409724605198,167.08768264244864,180.43579187194462,195.6775932376354,175.42229693595579,170.11642611828614,180.18608487077228,184.93493475116836
25,1986-09-22 18:00:36+00:00,225.33741001211678,171.50619801050968,190.74382243027532,160.7938085592754,189.44210744440366,206.5005035725327,176.27306176751844,171.97704208108195,182.2674781841398,196.71821111390486,176.81247128820638,169.3479218632438,185.9179124947408,184.9454014115424
26,1986-10-24 17:59:33+00:00,219.1747664794437,171.281420847275,182.59361192512716,153.21919593599858,170.69240467690102,196.8831652343893,166.97539018067192,164.54588149722576,177.78968078033617,187.36411856609163,170.59603088412865,166.37201552321162,182.68428064994248,181.93947704422573
27,1986-11-09 17:58:58+00:00,244.44423228665156,190.057317225385,202.18242513716768,175.91745914061505,196.51258943529848,211.97510793022082,183.20546942332004,180.69430583401973,193.1801885500596,208.56395227722953,183.08617130429178,179.64039501562428,190.73075114869985,195.5448492706419
28,1986-11-25 17:58:31+00:00,208.64378459661464,168.25602876810333,184.1015503851637,165.82666510768962,187.10333289174946,200.1721917373019,165.88992810853742,165.24954182911208,188.92327137869762,192.50298045683806,172.10727321223655,166.4251371989101,180.9256908102197,180.30361690877453
