,dates,jap0090-0000,jap0090-0001,jap0090-0002,jap0090-0003,jap0090-0004,jap0090-0005,jap0090-0006,jap0090-0007,jap0090-0008,jap0090-0009,jap0090-0010,jap0090-0011,jap0090-0012,jap0090-0013,jap0090-0014,jap0090-0015,jap0090-0016,jap0090-0017,jap0090-0018,jap0090-0019,jap0090-0020,jap0090-0021,jap0090-0022,jap0090-0023,jap0090-0024,jap0090-0025,jap0090-0026,jap0090-0027,jap0090-0028,jap0090-0029,jap0090-0030,jap0090-0031,jap0090-0032,jap0090-0033,jap0090-0034,jap0090-0035,jap0090-0036,jap0090-0037
0,1984-04-17 00:47:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-04-26 00:41:23+00:00,209.90986470492732,209.92379055151977,218.56408876651025,204.25594375283845,202.96873680526113,200.96451022128514,195.16128746678854,197.6226839757794,211.1751678451167,209.11138520482993,216.03471836332523,213.04181842410202,209.15490789835602,196.64708832010706,193.64892788095125,197.15534177860727,198.8336456537715,202.33882885346608,217.85719546480482,213.42145180346174,207.02155239149326,206.94822752618893,203.9915139472661,204.14337319830426,199.80790215576775,192.66950478895973,184.62297811634735,175.5786777585679,177.97047365316672,183.90243648788592,,,,161.73586112635414,154.63786076976717,150.5202185422118,146.9928630483913,149.91091926222174
2,1984-07-31 00:43:30+00:00,222.2454834708966,210.63609477481123,211.15616827249022,217.19385767900184,217.30850656376808,216.89560939487603,214.73521200410892,,217.85166446161477,221.14182528300603,225.44797677813224,214.78756597754898,205.61988339682478,199.68424520836322,196.81789831871572,200.92186947601743,205.23410970118547,205.4892386905554,218.28480865346103,212.80504976146,211.3756060889154,217.1294903992653,216.26952356642107,213.99542580670973,212.1974423321248,212.47410693840231,201.93794462372168,195.18423563922056,198.41783174705483,189.9419072089636,,,,165.22614243867707,161.79541545273787,155.1873816256946,141.2741258000537,149.3094440320875
3,1984-12-13 00:50:28+00:00,,,,207.63180466443143,203.49858312659836,204.54120352202958,205.53189873064719,215.59106344268918,219.79398393788216,209.82072945308792,209.1125220831049,198.60723233610355,196.3181954456123,196.35385840642965,195.46703794789283,189.72794959027223,,197.5385003391213,193.0036720444867,197.7170850790162,194.43384249445748,191.63804343701253,194.65657859471398,188.71951187772646,190.9682106671308,187.40217831802047,,,,,,,,,,,,
4,1985-05-31 00:44:21+00:00,213.88215349930906,219.33646568425863,221.83128482678333,222.6364684123544,225.698926122697,227.7707189135131,,,233.14678150028848,231.88215970972152,233.64158883686642,232.15076517725436,,230.25305917533973,226.22253486696127,222.23078498421276,216.00825350631462,207.12091276132452,211.5533715848066,217.0810701076618,224.83385820212192,218.19491646144948,218.0406404585868,207.82441205039675,204.11195035730682,202.47393364069828,201.75009837749622,195.23560420621058,194.30458548016165,196.5557585873736,200.20457338697236,191.85533086035812,193.86313113585211,181.12873906931745,176.14391430796402,172.5468199862831,161.54017555311395,
5,1985-06-16 00:44:19+00:00,223.544740898912,221.69033604257206,228.0843568042608,224.84515005260522,233.3330748271243,234.69641199287318,228.74660697405477,225.6855622259665,230.53890978837515,231.65017255351586,233.75736090725357,232.02676524583833,229.4838487706905,228.00654672655023,229.79837350192662,231.39905914419182,224.03479466816466,220.1468955259071,221.7528337178717,222.57456697283692,228.7463556028018,220.08171821994662,219.1732216127837,218.83026136683057,211.34187933524493,212.12929089781707,212.36768714554432,202.66844697355305,194.38380598947504,201.94854775869015,205.0451395122389,191.71378033080583,191.05503269429641,188.24165278681136,181.41782574975898,179.79360726933572,160.72769279655063,165.23497850648764
6,1985-08-03 00:44:00+00:00,205.0136049035824,206.9944890340621,211.32038334578795,213.5905210940559,219.76715104946518,225.3192441023323,222.38854237851,224.76129288098548,226.9299221987585,225.71402171748716,229.61899816427047,,222.8674256776212,218.61256346769096,217.705852187504,219.37172399039525,199.92920833512235,201.83548416642608,214.43421486555303,216.27654798691327,225.39139069557996,218.12982955769328,213.17787694713724,204.0564656142467,197.8623069966045,202.30012706655253,202.79384112550903,200.71328760525304,190.97204301724474,196.3453322395966,193.03049977507646,187.72397264546925,186.70088771844655,178.56474075591694,174.59735266035983,164.8514047263144,148.30206373058485,166.14815214040675
7,1985-08-19 00:43:51+00:00,223.37649487019775,223.7274245718998,221.65636179239183,225.7445377736207,231.1213529410603,234.02687890185024,232.77347631304156,232.32648146517965,236.82378198091823,239.69364998783522,237.84212932619187,228.29201741496294,233.46308525314612,229.7009814102493,229.98675379969285,228.2028417212734,220.72041370572035,208.2029839989288,226.00958900802559,227.6133325455718,238.31080391112275,221.52614078848018,217.31626676424224,210.75576098628912,206.20159425744674,211.35174284757707,210.93769250850772,205.7105132260025,200.21908018121633,204.4532419259207,199.04577433528289,194.0424452679439,191.64605078130722,174.08498033418022,175.3037830600099,170.16729730665722,158.20156401526742,165.83343927059798
8,1985-10-22 00:43:06+00:00,188.6455306003161,195.8721608140592,,195.67610455692588,198.75728308173856,197.7366530439977,205.02607285253004,204.94402754079908,204.91830772189087,,209.11902346821327,207.9079342006086,213.25171521882962,212.77844818775262,216.2852691778416,214.0177476431136,207.5445218209483,208.80231292099052,190.5752389179592,194.56473067751992,191.71013656488626,189.65521739076186,181.313685796964,178.09524692092526,179.7952092671689,175.31104202024187,172.9145658861149,168.92701879271198,168.4434024519331,174.14543650489736,168.38144217060892,170.17019347586466,162.16920847137237,147.86559203082265,149.42600284489396,144.6456179264532,133.77033893262063,136.72483751804205
9,1986-09-23 00:34:32+00:00,203.69711799664785,205.42024864877428,205.29367781159345,204.4818718827546,210.3711361119601,212.15410174046616,212.70058776263946,215.7592840721161,213.02167347006153,207.5687823205064,200.59500873349003,200.94685095803018,199.60982904909042,206.93442453608444,206.64983258852192,208.0564032523941,194.98454730223415,187.04562615751286,195.16515721495156,200.30269232680317,203.38525736576995,195.92731981185736,196.28752730347878,196.1033370701672,195.40920934365744,189.2744954285837,185.51993961384406,181.78518351880788,183.70807623045278,181.46820818399456,177.50401050475585,172.76886542377954,160.50814961926753,156.4553500616092,153.34586160488823,152.50303414880543,163.7765039242607,158.39155877371135
