,dates,aus0335-0000,aus0335-0001,aus0335-0002,aus0335-0003,aus0335-0004,aus0335-0005,aus0335-0006,aus0335-0007,aus0335-0008,aus0335-0009,aus0335-0010,aus0335-0011,aus0335-0012,aus0335-0013,aus0335-0014,aus0335-0015,aus0335-0016,aus0335-0017,aus0335-0018,aus0335-0019,aus0335-0020,aus0335-0021,aus0335-0022,aus0335-0023,aus0335-0024,aus0335-0025,aus0335-0026,aus0335-0027,aus0335-0028,aus0335-0029,aus0335-0030,aus0335-0031,aus0335-0032,aus0335-0033,aus0335-0034,aus0335-0035,aus0335-0036,aus0335-0037,aus0335-0038
0,1987-05-22 23:08:56+00:00,173.78639534179334,,,155.94079835694552,,155.34470488526503,153.40314479559748,158.28510626401373,144.0955632290632,156.10830938216975,166.3524413139625,167.0792900418101,166.76564974295206,177.701664593151,184.76332172713103,192.25432554108025,185.21988366863252,193.6289785918068,193.23341340529984,198.42069114080266,190.88626954049948,202.01084965945742,202.19157541995776,189.24960792148215,182.19120593050724,180.110906188581,182.11640525090883,190.10847081900727,200.93968472475188,196.43584616435686,197.47874494079113,200.2127864084365,195.24060688691907,215.5342051327943,216.48104360485223,223.02413343410672,224.02767138884195,223.84496231130123,233.59884734101732
1,1987-05-29 23:14:53+00:00,,,,,,,144.3703669389863,144.54389053574522,134.7584540127965,147.51096534166842,155.2348473282602,164.0497113926819,170.88808611501406,169.84050892164134,185.22242570429904,184.79292213355808,183.24123369192193,188.77739207532653,195.5128603348278,197.72034519827886,190.33023574715799,199.55625572399032,202.06459574330322,178.60264816962342,172.78504394869753,178.6140744931822,181.09658499841206,179.08232497769617,201.4746927208595,190.04194209415337,190.61785700932668,190.3460230687587,186.46182320582292,204.33590951749275,206.65790071951056,208.26227799695502,208.36689170543448,216.28942627795965,224.67929010311025
2,1987-08-17 23:16:48+00:00,183.01141574753802,175.91121658788228,171.04926806826455,169.63539193130103,167.90645601379208,177.68599249407424,176.21909608926407,180.27280250508096,167.2413755605324,185.5772930295397,193.58868718597708,186.85300150056358,196.9696749783982,199.0550594578092,206.05320561731668,209.92789130907775,206.67510009442023,208.9753436544897,217.96547582318775,219.39642007565502,213.99393986462053,224.39430269373423,231.82629585679297,207.4292777868826,201.50240238431792,197.49424031329596,197.11010848320907,197.86356123489213,208.7279522998514,204.46845614318036,200.60308888440198,189.24071089986606,191.75526637454453,205.545949217817,204.19211108580333,211.00362036718866,206.94359742787515,206.084785335809,224.07943852564873
3,1987-09-18 23:17:38+00:00,211.70298795431424,190.9689487116825,178.08260053809036,177.47557134031683,188.9076538412475,192.4462131572996,190.44468243270114,181.5162277421885,182.84754739684772,190.90792531084008,199.2214140801218,194.4976905136282,199.33269326134882,200.17109424901065,209.41154563005125,216.06175970423828,214.0350152007153,217.6822163132,224.5323582215563,228.63409641674434,216.50051367009144,221.65563228972263,231.0514453543533,205.20131107641458,200.72867921407453,202.15993981036428,205.7400723387152,205.53721768315512,213.31660625261713,206.62245483630474,202.15962066819546,192.90075914815333,193.3776102229947,202.2113196723082,208.45811837712478,216.13100051462877,215.2583597102723,208.86487679846027,231.6852045663391
4,1987-09-27 23:12:03+00:00,218.96491076896586,201.81286530626284,181.34782065583224,179.87565803824177,189.84026286220504,203.3361393262423,191.91437578163234,189.4780804464321,184.16157258937116,194.1640878051992,205.3037106164286,200.115129049497,199.38736841626348,204.41566356100702,215.30619767491726,217.52250272611565,216.27701353232032,223.17763756335611,232.59348949378227,232.51037447857385,225.00088272120956,235.5075911329617,235.49585610304734,219.59499660053828,212.13884509644083,211.0705588534942,210.4027481505727,219.27940210868422,220.85742547721253,211.17676009554427,204.97198923929923,200.0962295796402,197.8779811081526,213.49727827373016,206.95764800191392,207.47460188700924,211.41240747990025,216.8896160310456,228.90539049466787
5,1987-10-04 23:18:22+00:00,227.17599851399447,184.47830266256653,177.02316333962,176.1489134787542,181.06369039199555,199.24406849295562,182.0515825353644,182.5305016998385,176.4948194154465,188.0218592548989,195.75249330935338,198.55127668963445,199.19135420792367,200.34777485358688,210.6937186372395,219.3302219597314,217.55235745199082,213.26300234781309,219.829698864364,222.99158235264707,215.997641978282,228.59245006384714,234.099361910035,211.2905036880089,206.34419622917358,205.85795068839087,201.99527924178525,204.6890584613028,207.55210386839067,193.64576487919706,197.5740158465488,190.19934863771167,192.8939602017606,202.89041643847122,204.68072404312858,202.95048388996094,208.82843191484682,212.054095656759,223.31080880038138
6,1987-10-13 23:12:21+00:00,233.95530542835587,200.76369394044065,180.98042316413796,179.29099628184508,196.64634719232646,202.80240681401528,193.37100291839423,198.1816900358191,190.2357995136956,196.8967105822701,206.25675810456414,201.96880778287098,202.49756331966523,205.11447782334807,213.03968412853663,224.14386432744365,218.3830573870791,224.1980270929128,225.40326969034172,228.7585062404592,219.237472723848,227.56407088444251,232.17591620937145,210.5759258955361,203.51477377022348,203.63734991182773,202.74243310930734,205.46511011835432,210.57518559575493,198.54552585563943,191.44434750784353,182.661557355065,182.8821173259378,194.92602263783476,203.13221094892256,206.20116965507145,209.1301946707267,208.14279960158254,241.15768063474354
7,1987-10-20 23:18:39+00:00,211.9197544956292,188.63979765985428,178.1498759687453,178.42106948481486,185.12459973237898,198.56741435258263,188.49741902840955,191.53331201896907,176.67528650885313,188.98216561173479,196.90391466910847,193.1720623048898,192.24043946890575,197.5125749471697,201.33523240312704,210.91764796697,207.19752477230756,210.60381179395142,217.6530053689735,214.32773755876156,207.0132545033332,209.04599807050948,208.7449042663066,191.76528100143804,184.302617244377,180.4518476610107,184.6857946954123,183.80582141451936,190.99135012706628,185.65856846868098,179.7712369838944,167.7467406157541,171.87151524087813,183.6396831969593,184.21234704849252,189.9526656136573,190.98416917049641,192.3643034314557,209.06240469916537
8,1987-10-29 23:12:37+00:00,251.80315548346982,210.51833335469337,194.51298618557607,194.65605619465921,199.8049113776262,214.95918422165948,201.77172028666948,203.4141067370379,189.25293222529547,200.58567634463571,204.19515411833487,209.32480004576013,208.1751109133649,212.05740405654387,217.0141414576255,225.19070630052272,219.89860169449383,225.7626023403137,227.62942325686123,222.48996919418323,217.6818568385742,222.01137102709347,228.2522951043349,205.92786074128685,193.59012163651266,197.0494439699322,194.762455086692,197.01811436191974,200.9253036078344,192.75548395547838,184.47274099466443,178.69242129967336,184.67505300306345,207.9370551937067,194.57989929739426,203.34982032291137,202.0850968161073,204.65630138318983,227.571987488979
9,1987-11-14 23:12:59+00:00,233.91792001374466,204.71988750828376,186.78231394252998,186.60153927110676,193.3784950384781,207.95269508019362,199.36945143807304,199.07814203199098,185.7696999058461,191.95318121654756,201.02974013554586,204.37853489565123,203.03187097630035,212.0356311330026,215.2590000204395,224.5243460964093,219.3800488567635,221.42278072190666,224.2004052838554,220.19061700914875,214.16714339138576,224.3689022773614,223.08836079982208,203.4456641349041,193.59774205528126,191.65381845473107,193.26205779626522,196.57099600565687,199.1504689039608,193.33503639627293,186.9688701241626,183.4830723521294,184.54787243810256,209.59363261797387,207.202609225644,207.82416293817676,206.62008000483863,210.76799864555053,230.115468119513
