,dates,usa_HI_0029-0000,usa_HI_0029-0001,usa_HI_0029-0002,usa_HI_0029-0003,usa_HI_0029-0004,usa_HI_0029-0005,usa_HI_0029-0006,usa_HI_0029-0007,usa_HI_0029-0008,usa_HI_0029-0009,usa_HI_0029-0010,usa_HI_0029-0011,usa_HI_0029-0012,usa_HI_0029-0013,usa_HI_0029-0014,usa_HI_0029-0015,usa_HI_0029-0016,usa_HI_0029-0017,usa_HI_0029-0018,usa_HI_0029-0019,usa_HI_0029-0020,usa_HI_0029-0021
0,1999-07-01 20:59:08+00:00,231.55039210292108,228.1126177392664,233.45650930123597,237.1821124962749,234.432992747779,237.31351400588005,226.6655116776322,232.23376300303244,219.13752675164204,217.6309951112167,236.13307222398709,227.24182666883428,222.26022401563176,230.69207285057036,227.55411128346472,222.29844846460355,218.99151588826106,224.9496016778312,223.3670974711029,221.17821414585654,223.57674314541066,223.18537247911715
1,1999-08-02 20:59:19+00:00,231.69697514719036,228.2304126272945,233.8441858385422,236.64360878555902,234.20499504436413,237.1365620701693,234.6449231001364,229.68291133879944,227.65419400315096,225.43479531609205,236.8125078167941,234.7578452345998,225.10188918720593,222.54459914374306,229.53644896759914,,,,,,,
2,1999-08-18 20:59:15+00:00,216.57463885144185,224.37662225583045,217.02115950961752,234.3519422361113,231.69251689593307,222.59162320345933,226.0186656417792,218.92702323192654,218.56256843500694,218.9308067822776,225.6275792161143,220.5911988690869,215.2651887716672,213.35865621789623,217.0094045907517,219.76346279830938,210.2864393685565,213.2783769564639,210.4013015356602,212.63576873835373,227.14901558269534,224.6771105655211
3,1999-10-05 20:59:27+00:00,231.27766452186705,226.5237491983646,228.55426557534594,235.91738531042336,232.8182341912795,236.4514736250602,230.89290566707226,224.2103662169985,222.40104841809674,220.7236356398495,230.5274903409819,231.7146118740792,224.8890217508936,215.079775460578,222.41385176480324,215.5850744190182,222.57759831104977,219.5840343012486,221.98994402757484,219.59744075982684,222.76154893019674,222.1435956892886
4,2000-01-09 20:59:15+00:00,226.2494338859957,224.04274646967207,214.78763511058804,221.7476641546241,230.5786830170931,217.990195568174,214.26057675255154,207.74587592831585,209.48472982745983,209.67021238916035,219.00478423600458,212.98795902038756,204.81670000163555,216.22566172266565,218.10218587712706,206.61687900907606,207.67827102978862,231.6241978723397,240.6033941447828,224.51918564070982,210.779966060331,202.26904285514877
5,2000-01-25 20:59:13+00:00,223.52956178210246,206.20553077598277,208.50346681874115,219.95949737363864,225.11182831555178,219.55714894984155,213.22050076326084,216.0114237896,221.48853167076248,229.59067173555803,,223.3810978794291,226.92584139415382,216.61863223841465,222.61026168946302,219.54494380998895,213.38188668007416,214.9825184184245,220.52696289497948,215.07068148482244,224.35246149144933,228.6018992063053
6,2000-02-26 20:59:03+00:00,227.67422028721543,220.3914784284608,208.30548876638326,209.78459052604063,213.87009650711457,207.73563666227128,197.83826144891447,194.72631205632177,196.18223571095984,194.79881595527343,208.25037103960852,204.47516843803874,209.44762178571426,214.649917710723,219.47088872437206,206.65905179118292,208.95744498311933,220.00738282130226,216.7264765285836,203.3181788284318,196.08387673254904,203.21927722215435
7,2000-04-30 20:58:42+00:00,216.48146692495618,223.83531652813772,228.45993829456523,234.04813780784332,239.03880186418223,234.5219920861769,223.51348271667507,223.4456007129421,221.92300921798565,224.972995939669,234.8588058926511,234.6506311267192,222.3692770707516,228.27166296015912,226.60247882667753,235.49172901846083,216.5348837343916,224.2518760621391,224.38531058430823,216.81258276799036,221.72757354114475,233.66234254787503
8,2000-06-01 20:58:19+00:00,231.01165048793257,229.1570757080505,232.377513156484,236.24873381820785,237.26679369179072,229.16542633793392,236.7849489460213,226.17301996779014,222.48648017760303,224.9630029848393,233.64507696232462,230.71234437250013,220.36179122556217,228.85343543987176,224.3344469293607,226.06704573588485,214.5443297736249,229.94014209581167,228.42542523631636,223.06511803824915,220.2474273181395,222.29275297814584
9,2000-07-19 20:57:48+00:00,212.66864809471616,223.04013437368434,220.30013012879718,225.67779306905268,228.06744016977805,224.12799822819503,216.8778815910116,213.74404195454483,209.1631767905639,216.41412148920372,219.43232666863253,218.88997095695748,209.74242395377118,231.83512314463547,222.2824449504211,215.77880850595676,216.1534219204034,218.22637581815934,220.38070499433655,212.65379609809912,216.88633903778765,220.91407671373742
10,2000-08-20 20:57:27+00:00,223.45536877254222,210.16882374015353,223.11702752505306,232.96877077948884,236.27188096004397,221.36771290666366,224.23272338098758,214.49235983811636,209.47619524835892,210.83850856758687,219.9422777075534,209.54831796142662,208.86102334331713,210.30031252913642,217.8393304940006,203.80892731547675,208.6113898072337,216.04467286155466,209.38496051580995,211.0613520430796,209.6343202953626,210.86422313996582
11,2000-11-08 20:56:43+00:00,214.12398796129781,215.64626701471093,209.49725897287536,205.24886400900468,214.88622847291123,205.84605640408694,200.09801628867774,201.31828640176917,199.53850892626065,193.6015783932455,203.4128757132554,200.77746501127677,,,204.35541427371012,194.4641490249321,201.06333695636562,206.06517638607434,210.28372730759105,204.66293085335704,199.7330160469266,194.90981926352632
12,2000-11-24 20:56:45+00:00,214.09003873976786,214.26280164250923,210.77764229925094,217.8443543878351,223.94612941770703,219.6216686394803,212.22103779988356,209.19262896380118,204.52451200143523,199.27191151215746,207.4244268174883,202.32681253912233,199.1962391425404,203.62625137835505,203.9425408590299,196.35297868616675,206.7339813703222,212.46470220555142,213.8688183668475,206.53150718605468,204.36786727879215,198.4692039008399
13,2000-12-26 20:56:52+00:00,215.71526860961492,216.11456729293076,206.89094454611921,206.28959163889482,212.25410552455912,208.58356744257807,202.2275267123722,198.56211594700824,194.20039185531823,189.89016959580354,205.58911646227276,196.9663303692718,195.7432130027394,200.79620873223044,194.54892591449618,203.36503066517184,208.90842290798292,213.32505585434987,214.51120501721633,198.8574287475542,192.09648989071437,191.94051510902995
14,2001-01-11 20:56:53+00:00,235.0609673770376,239.02983246672272,228.55281588731685,221.52279484719088,219.59872291226088,216.07728337433355,200.4737869246067,207.0577747698571,203.01982918043052,192.41633529599954,208.682974710351,201.45599283826792,194.68744487830264,208.11265952346758,207.90737626596484,195.62361796529652,214.35995415264927,231.65496062967546,236.62176527603893,217.54643358059184,212.03580629419554,200.30099424486025
15,2001-01-27 20:56:56+00:00,231.11239486940792,220.878512657581,217.93956366208477,226.82263871965176,229.67738185630813,219.44736316228455,214.6466575394992,215.68092889046196,216.14869004119834,209.27149166775172,217.35825726233793,210.86964556612577,206.1177409465102,210.49435857722102,216.12166166100113,205.39511602971453,210.25303811745522,,,,,
16,2001-03-16 20:56:40+00:00,229.5189653175775,216.9305753323211,231.4354716968937,233.11597821232976,234.45900259681582,218.87034513270396,211.027409383919,208.6727180895901,201.64394307402,194.23663339909473,208.2652242925041,208.12722933001513,211.25084312476457,219.35946204766577,220.962122558845,213.23561504209738,214.284861092698,,,,,
17,2001-08-07 20:55:25+00:00,,,,230.97684024017073,229.60144965466378,222.1010921772244,219.97033104968108,220.80080742779023,214.12601074542124,212.5273572025124,226.1181397845068,218.96211108331215,210.13531123057328,213.0732710446842,210.21420889645725,208.09116154285408,211.90358146938556,225.78905434431115,220.02925774918486,210.95105379168984,213.16707826174547,211.3928602597176
18,2001-11-11 20:54:53+00:00,207.66850811015425,220.75957141822965,215.03893068406956,215.35370744830635,224.43743118286145,220.60539464877957,208.8386368903679,212.15309619198632,213.99643534419963,220.48558449381693,216.79450813538665,211.9013086953427,209.65556531057393,208.96934248832906,212.76181616370627,206.11919275344744,216.57316087308067,216.06506135133694,210.10522673196547,207.71806400114872,208.39863689062952,213.41234147433988
19,2001-12-13 20:55:04+00:00,216.4212896468989,220.359452800009,215.4198420499757,212.8874986641028,232.70939992461496,220.56199984191522,213.73479020146743,214.67708325140583,213.58449646839534,212.93944017218377,215.78539555220112,203.59629726446926,206.39705585944063,199.28270178756048,206.63596847979284,200.2288631884603,203.91668817229126,210.9512610094029,216.18832884455534,208.41681178601584,206.44952903640507,202.09853529469964
20,2001-12-29 20:55:02+00:00,203.76955921087122,208.38271901008477,203.3086681402498,203.34969977751575,205.42581036020155,200.21908255741806,199.57398510658032,200.28076537039067,195.08491613331194,191.14558187325082,201.7236545896281,194.95620049084704,189.97703810468772,202.04507286464704,188.251575243287,192.3054354464384,203.07481614370798,204.0803591726044,196.00159579676387,193.96036820575665,193.57058418345065,193.7991548238303
21,2002-02-15 20:55:18+00:00,204.2123503014106,207.8977194141445,208.31533329127183,215.9049447307524,224.13293084831156,218.55502571489052,209.89509982926367,212.271635446715,213.16780596404027,213.21004204707955,215.7674979461954,201.14584705776386,202.52398773755044,202.87412534651395,209.33619764705224,203.34225388236536,213.00902635017823,212.83782280933224,207.39240746926066,209.12784466894504,219.40503675500491,
22,2002-03-03 20:55:22+00:00,191.9291816304142,191.05279002469806,199.69726335541026,195.86729857776015,208.13056190683739,203.13261555798417,211.0677895772864,213.58952134587588,201.54133908614207,212.9792671488347,220.93053686410417,201.21189135540908,209.6561035829809,204.4481713152021,211.7139434763199,204.7651066672458,207.60391786335083,208.17112801773578,213.11726303139295,209.37876384680692,209.82047819941107,209.0374188618833
23,2002-05-22 20:55:06+00:00,229.79106318850614,225.53851639867364,228.7779381309748,224.38857514981004,229.16935575171536,220.77902932978975,214.8897609383617,213.75610736166163,205.6959219743954,207.06550831809238,220.85060688315312,213.40909403640305,211.63542975721379,216.82401077127767,217.96246863779248,211.77935759582368,217.05082437868415,220.15016753981755,219.26316319012153,212.21705887145464,213.41496950099233,207.34013022497203
24,2002-06-23 20:54:52+00:00,221.3410405117807,220.05515382854435,217.52781324568707,223.77616742646035,228.51580247138978,220.82564243995535,219.85265440003414,214.84615019376093,204.81711429419028,212.6215399721442,221.60112441844538,210.46220378133384,214.43956688445587,209.7757299908697,218.49942473299615,210.0888475601517,216.20398846220036,223.17865040917303,218.60217616498375,214.31165399220782,,
25,2002-10-29 20:54:11+00:00,201.21151685474587,201.6510731887769,199.40199261869896,195.25051604330886,202.9774756894568,189.50653700656483,193.80372595435884,188.61469489700787,188.6241902439392,180.748878704162,187.38130574673409,186.96436528481567,186.01584923563647,188.59362354679877,188.34782051370937,187.67672442109892,194.93858892056957,200.92075141564501,193.20367721875334,190.35719333692026,190.3900840934039,192.53030885512806
26,2002-12-16 20:54:40+00:00,213.7647972223426,213.10195334159263,212.79585254722383,209.0094971873532,220.7269985774251,216.39571735013925,213.14445571170023,205.7640063595762,203.0362141227596,198.64680866185768,206.68847259649874,197.4848886590414,187.31144556576885,202.19641733528937,193.534140739554,195.53311785726743,206.01857635087,215.07227901149463,220.77034831628663,206.70889756517693,196.7829674885682,191.7986108542029
27,2003-01-01 20:54:45+00:00,217.60263162573852,212.58963148402862,208.35537092263542,208.7124360003583,217.70136954983354,208.59383422539247,204.4978371347305,197.56179757198726,202.04044292617397,,,,,,,,,213.00246205331234,224.90672537653302,215.46084360742168,207.04601541655103,200.16877764198773
