,dates,chi0388-0000,chi0388-0001,chi0388-0002,chi0388-0003,chi0388-0004,chi0388-0005,chi0388-0006,chi0388-0007,chi0388-0008,chi0388-0009,chi0388-0010,chi0388-0011,chi0388-0012,chi0388-0013,chi0388-0014,chi0388-0015,chi0388-0016,chi0388-0017,chi0388-0018,chi0388-0019,chi0388-0020,chi0388-0021,chi0388-0022,chi0388-0023,chi0388-0024,chi0388-0025,chi0388-0026,chi0388-0027,chi0388-0028,chi0388-0029,chi0388-0030,chi0388-0031,chi0388-0032,chi0388-0033
0,1986-02-04 14:07:35+00:00,170.20539717971334,182.5535421836765,188.1839699911872,180.1868476710438,169.3244461996876,149.43834234717986,155.46511941975962,180.88307718879898,187.15267556600583,172.9967338444448,191.420748377724,187.18365164412626,220.35955246437018,216.58670781388255,198.59834380217882,183.91670290224323,181.29047851120112,172.10199392931918,179.57556043383562,191.13696124584118,201.49704739567085,198.07188149071442,205.90297572512895,201.14213550477547,198.84533743378137,198.39940967911886,181.45288877236217,177.2244484315231,180.11255202199715,182.04907697291648,,,,
1,1986-08-15 14:02:17+00:00,161.4199543560726,175.40899127365418,181.1533055968717,170.83274028711782,170.9808496065847,,149.25374365631637,183.0427704941793,157.693157234618,156.88369508413277,179.43987429615842,167.7449196721112,190.32175152755443,222.80992583545907,171.59447654411704,179.8945710895271,189.3394681770493,197.7815118613662,185.1462175246136,189.16219044787633,191.4910797603615,214.2657311679965,193.97776036246023,193.23654234859754,176.7434741798507,166.1637779944016,176.0447223779578,168.07619049585503,158.7901035973951,162.46207893904798,143.72973137786371,,135.49821349622235,
2,1986-09-16 14:01:09+00:00,146.99606705980312,,,,,128.18262941531015,135.63186999470864,,158.54144834755655,150.50257550748756,172.9506357319325,175.93877244769146,,228.12316982882098,176.22877007737742,175.83030731358923,170.93676616567032,149.41341882372524,131.19901386231982,,,,158.78800610584204,173.1882600959242,173.6950524915478,154.8099684715635,156.10995314635485,153.01743833526768,152.37972379156773,139.31814049664487,111.73808445500775,79.36483397963194,,
3,1986-11-03 13:59:34+00:00,,162.16985820938498,,,137.06846919957533,124.28463314661877,154.6287716818933,,157.75778553210324,132.02892394158167,161.30205059164652,170.6211244367634,,209.08995118339513,160.54437778166275,154.67052144929764,163.7455973159716,154.92912530232084,141.28784550190062,,,,171.77482607477415,163.58369384752635,166.59428447655142,149.79684452108407,149.26624951089602,149.83604634477504,148.81481889302626,129.2432706476658,116.26535122683637,104.92429508070887,112.61807253959256,174.35750562032348
4,1986-12-21 13:59:37+00:00,155.3228654223144,166.46953352980293,173.23455562894816,173.03897998245742,168.59668004591822,148.68791003470614,168.7896368076363,180.99542088106122,178.46877982761964,171.7960923473679,179.11148115436612,182.2018501502577,218.1410125669806,221.32920966472267,180.8417650672843,170.08224768889536,171.91339162302359,170.4758880442388,166.90515107923437,178.92338148913748,185.6762324506635,203.37532333144088,192.58653417453743,195.11136338870796,199.4991470954543,170.2690869315496,177.98324472546068,162.0384346098868,177.38916726012457,159.64072982949344,153.9447325145057,158.2866938380142,169.36795257428759,183.34949418234584
5,1987-01-06 14:00:06+00:00,157.54427569126713,166.09945876604414,172.9419596892899,170.1148137385237,167.61827362287298,159.49258135023038,168.8482835975373,190.3875375131129,191.2507909715573,181.74019574738264,186.26171231076262,197.28170878986847,217.5863123224136,222.88422209624875,179.33105684820342,182.47165381262107,175.3646084371259,177.15442461160904,170.645989647174,183.25654364064798,185.2536413188807,206.4904751849194,217.14851146826638,198.36041449152825,200.13166029174718,202.79238426531208,185.45547751121674,184.31018540490982,180.0157015849366,169.86921091075658,162.94676713890397,178.71886253343757,167.01264169674334,182.5644105064542
6,1987-01-22 14:00:34+00:00,157.94083718279754,170.35051321090887,174.99583257280474,178.39062807164945,161.61827120037384,155.87194597647533,164.9103725289333,179.86364681393022,179.1136172146507,171.87832907441603,177.73301422033612,186.67543817059604,217.5074451230309,221.76289615916113,184.9496363319247,183.2446651716662,170.18675909263135,159.22512920396852,165.3946975678744,175.64427336997093,181.32159531187187,187.0796406268468,205.33677677342962,192.35506529314463,196.23771569082717,193.09863898975118,173.80895478930205,163.52553268027242,165.31763725048907,160.53712466133064,165.3979570510256,165.46161864394915,170.56576426951554,172.54320585374168
7,1987-02-07 14:01:09+00:00,174.59769552592212,183.2058750201753,194.85008164787837,185.66609745097992,174.0143826140797,152.79618463139803,170.90346081941144,194.20709783279793,196.01249716161703,200.62808100781098,199.49546092545066,206.00704169998602,220.95892259269007,228.48981631125542,200.54740846189637,187.82941836852947,189.2398464275599,179.8247786487961,190.95147185854356,189.7802774091821,182.93656467394516,205.32301737636323,208.41608177079567,202.6695165791839,205.49340160441224,199.29413973771636,193.25825679629472,188.1437849427165,189.48264564030447,194.18288090701694,185.5987326328838,186.05650056258884,172.08024595623453,191.95490212830563
8,1998-02-21 14:16:53+00:00,167.74792815291087,192.87135001131674,200.2758669358761,184.93751880721504,165.0370411334174,140.6460385106629,172.140176170123,193.93950149683005,200.37276061192406,191.44416453301713,193.81165561303126,195.94758739809225,220.58238667862236,199.84084237045082,211.63336496203988,209.42777153430947,204.68673896322028,186.78740315659974,197.72454504421043,188.83589074734076,219.258915795921,225.5018890229673,242.47446109263234,219.61994698758966,209.1161515982931,203.53836777574517,219.50851629743207,218.7218581798897,200.93219132699113,189.8752944551288,184.201998830594,161.6011993344104,171.84137626928967,186.55121384599758
9,1998-03-25 14:17:23+00:00,,,,139.63276768691316,131.45643867604647,121.3841179679802,138.2373552898742,185.5822810252702,138.02697846261987,137.02995530828196,168.4823512869384,172.9424863771698,,224.90781641871868,153.30424013300964,152.53253756612548,,,139.7658077901128,146.34954291264202,154.26838983874637,,,167.03785758662184,,,,128.21894384210256,123.55650853508682,140.71677470236116,,,,
10,1998-09-17 14:19:26+00:00,176.3841085838296,180.49739955452688,183.650041532252,173.12975034608144,188.57686893227074,171.56341886116243,170.2969198635083,186.34755012142432,155.76811237332785,175.2613923647067,181.66256686893325,184.18043000017653,,225.76451871833873,194.76948756031635,181.02021960451157,188.93004495851434,167.50630460585816,178.02191895370072,161.23676267627843,176.1675164423368,187.42584405414803,198.96730911210057,204.2808506043377,192.06223350445606,179.3588425741769,177.12147383671078,164.80228324417413,162.48257959018602,153.76372084364232,,159.8658790504507,181.52162358922195,209.10780627603705
