dates,satname,nzd0421-0000,nzd0421-0001,nzd0421-0002,nzd0421-0003,nzd0421-0004,nzd0421-0005,nzd0421-0006,nzd0421-0007,nzd0421-0008,nzd0421-0009,nzd0421-0010,nzd0421-0011,nzd0421-0012,nzd0421-0013,nzd0421-0014,nzd0421-0015,nzd0421-0016,nzd0421-0017,nzd0421-0018,nzd0421-0019,nzd0421-0020,nzd0421-0021,nzd0421-0022,nzd0421-0023,nzd0421-0024,nzd0421-0025,nzd0421-0026,nzd0421-0027,nzd0421-0028,nzd0421-0029,nzd0421-0030,nzd0421-0031,nzd0421-0032,nzd0421-0033,nzd0421-0034,nzd0421-0035,nzd0421-0036,nzd0421-0037,nzd0421-0038,nzd0421-0039,nzd0421-0040,nzd0421-0041,nzd0421-0042,nzd0421-0043,nzd0421-0044,nzd0421-0045,nzd0421-0046,nzd0421-0047,nzd0421-0048,nzd0421-0049,nzd0421-0050,nzd0421-0051
2000-10-08 21:58:00+00:00,L7,290.04,288.66,291.40,310.73,299.10,309.47,309.07,308.03,303.54,304.00,306.11,311.79,317.29,313.48,312.53,318.69,327.76,326.01,327.21,331.56,332.03,327.74,330.45,341.85,336.50,327.51,327.20,322.54,322.35,316.25,318.21,312.62,299.95,295.72,293.20,295.03,292.28,287.60,286.82,284.86,286.39,285.40,285.17,283.26,282.41,284.58,293.46,302.16,350.65,349.75,323.48,312.25
2000-10-15 22:03:56+00:00,L7,301.18,289.55,291.91,310.37,303.27,311.99,307.02,305.27,302.75,301.43,304.93,311.18,318.20,314.73,312.72,316.45,325.47,325.57,329.77,328.73,327.01,336.81,340.14,340.04,334.01,328.28,324.13,319.42,320.57,317.03,316.38,311.64,301.72,292.64,294.93,288.33,287.13,284.71,285.99,281.21,282.14,279.35,278.71,281.43,276.59,275.72,289.16,294.15,344.44,346.03,324.36,315.84
2000-11-09 21:57:57+00:00,L7,352.75,335.25,331.16,355.15,344.34,341.85,342.77,336.80,338.20,328.26,328.03,331.21,337.53,333.60,338.69,342.94,347.98,349.30,348.16,343.35,349.38,354.39,358.51,354.97,351.14,346.12,344.52,343.87,339.46,336.22,332.85,327.01,322.06,320.71,315.45,312.69,306.99,308.25,306.60,306.98,302.48,300.65,299.03,300.57,300.08,304.64,308.50,319.62,381.40,370.49,349.21,337.01
2000-11-25 21:57:58+00:00,L7,342.38,334.17,320.66,348.36,344.25,338.27,331.36,322.48,320.24,320.06,321.89,326.62,326.94,322.05,323.76,330.16,331.82,337.31,335.72,337.46,342.59,348.26,347.55,346.15,342.89,339.85,335.59,332.76,329.37,326.54,324.90,317.86,312.79,309.21,307.33,302.99,301.48,300.02,298.74,298.34,295.44,293.94,289.97,291.28,290.91,296.70,300.03,308.00,358.95,369.96,338.62,332.81
2001-02-13 21:58:03+00:00,L7,289.06,277.94,274.20,284.40,286.28,297.21,293.94,291.37,291.76,291.71,296.22,295.98,297.89,300.65,296.26,301.09,299.05,302.03,302.77,309.65,311.35,311.54,306.93,311.16,311.63,306.16,305.45,301.15,296.02,292.16,295.04,285.96,283.52,274.31,273.80,271.46,269.29,265.46,265.62,265.41,260.96,262.41,258.33,258.58,260.55,267.45,269.26,276.12,321.70,330.22,305.88,300.71
2001-04-09 22:03:53+00:00,L7,253.19,300.73,305.86,322.64,307.68,322.72,321.37,314.66,315.64,313.70,313.20,311.56,314.41,315.83,314.50,317.26,324.92,328.39,332.04,333.74,336.06,338.85,346.12,344.05,334.86,332.50,328.09,331.47,328.06,321.38,321.10,313.24,311.01,309.97,304.09,296.88,290.09,287.69,287.40,290.86,289.57,285.42,281.15,279.45,281.64,286.81,297.67,305.87,354.02,350.03,334.35,328.54
2001-05-20 21:57:28+00:00,L7,233.84,201.65,193.30,316.16,282.49,243.35,223.66,211.26,306.11,312.65,,,,,,311.69,317.86,319.40,326.08,323.67,329.60,334.53,339.45,335.11,333.21,326.28,324.81,322.61,324.88,,317.85,311.81,302.52,299.62,296.34,294.81,286.40,284.12,289.50,289.47,284.64,282.96,279.82,282.13,285.20,287.61,292.16,302.29,355.14,338.73,271.28,327.60
2001-06-05 21:57:16+00:00,L7,225.46,173.97,,,,,,,,,,,,,,,,,,89.84,331.70,336.50,342.65,342.44,,,315.52,,319.65,,316.00,309.75,,,292.82,291.71,287.89,286.33,284.07,,,278.42,276.13,271.30,281.14,280.01,296.60,,358.41,340.12,262.60,
2001-06-12 22:03:24+00:00,L7,252.17,230.93,240.81,281.39,285.33,250.77,239.84,222.60,243.42,258.36,,,233.34,,,298.87,267.46,,305.04,312.17,312.08,311.36,309.68,315.89,312.05,301.77,301.78,300.17,300.39,297.78,292.05,291.10,284.46,280.73,278.70,276.98,268.21,266.82,269.37,268.53,270.17,269.46,264.16,268.20,265.78,272.04,275.98,285.45,337.14,335.95,283.86,306.42
2001-07-07 21:57:00+00:00,L7,217.73,151.97,,,271.41,234.72,202.18,148.32,220.54,,,207.43,,,,304.06,71.01,,309.81,313.19,315.32,322.15,317.62,316.74,,,308.97,,,,302.50,297.37,,,278.45,278.18,267.33,265.53,,,,261.62,266.90,265.69,,,282.12,,351.12,238.09,,
2001-07-14 22:03:09+00:00,L7,236.94,200.90,178.79,279.19,282.91,245.89,226.73,218.38,284.03,294.17,,,298.63,303.79,301.93,308.19,288.05,304.95,308.49,311.39,315.13,317.39,311.36,315.26,311.82,304.97,304.33,304.90,301.11,,296.00,292.68,289.27,283.28,275.32,279.10,270.12,265.50,269.31,266.04,264.58,259.71,260.39,260.41,262.64,270.61,275.72,287.06,336.73,318.07,274.62,304.77
2001-08-15 22:02:38+00:00,L7,239.73,200.70,171.69,308.42,283.37,243.06,,290.09,291.45,292.89,287.79,296.57,299.95,303.48,307.43,311.21,316.68,318.04,323.43,324.14,329.61,332.40,329.35,330.55,327.25,314.59,314.91,313.46,315.50,,306.03,301.82,,284.84,281.48,285.16,286.65,279.81,280.62,,,263.30,268.15,267.75,263.39,270.60,275.57,287.27,340.28,318.66,,307.88
2001-08-24 21:56:24+00:00,L7,245.12,245.79,259.13,286.86,282.49,245.81,,271.84,276.56,278.32,284.17,285.75,285.08,284.76,283.67,292.82,287.69,294.94,307.70,307.89,310.18,304.09,297.32,307.58,310.84,307.46,304.01,299.37,301.42,295.23,290.92,290.15,284.09,285.32,284.18,276.54,273.64,262.61,264.20,260.29,255.64,258.32,255.89,258.09,257.58,267.56,268.12,291.84,330.44,338.20,305.24,311.22
2001-09-25 21:56:04+00:00,L7,294.07,280.35,286.25,301.96,289.60,296.32,295.39,299.91,302.88,303.34,304.97,304.70,303.87,307.75,312.68,315.45,317.29,320.96,325.73,329.65,329.83,332.90,332.75,328.10,327.22,322.54,319.29,311.16,311.59,309.18,312.08,309.33,307.15,299.87,292.50,289.18,289.58,286.82,282.85,278.96,271.97,272.40,274.47,278.15,279.72,283.96,292.52,297.40,338.13,330.67,322.98,319.04
2001-10-02 22:02:04+00:00,L7,353.80,312.76,311.93,333.32,316.43,312.33,308.49,313.69,315.00,317.26,321.02,320.03,318.67,318.53,322.26,326.69,327.33,336.30,338.16,341.64,342.93,348.98,346.92,344.80,338.19,336.53,331.70,328.29,326.10,324.21,325.67,323.48,321.59,311.68,306.04,300.31,301.47,300.16,296.63,290.62,286.25,285.01,287.20,290.96,292.15,297.93,306.10,314.38,373.45,355.49,337.07,327.57
2001-12-05 22:02:18+00:00,L7,,,,,,,,,,,,,,,,,,,,303.11,304.03,308.27,302.12,305.49,303.57,301.76,299.28,294.90,289.63,291.02,291.00,288.63,281.49,274.85,269.97,265.80,268.98,267.66,267.00,259.10,253.88,249.25,253.14,256.74,258.59,265.21,268.58,273.03,300.12,326.39,307.10,305.20
2001-12-14 21:56:17+00:00,L7,341.25,326.68,318.06,338.75,330.45,329.97,311.83,311.44,323.51,325.79,324.81,318.73,317.78,319.08,320.15,327.34,330.99,335.08,333.97,335.21,342.04,346.27,344.11,343.87,340.17,336.93,331.00,330.33,328.15,332.83,326.08,322.60,316.33,314.10,306.29,298.24,299.84,300.10,295.27,293.59,290.34,289.38,290.70,293.34,294.55,301.73,306.25,327.24,362.32,359.58,333.76,331.79
2001-12-30 21:56:13+00:00,L7,319.89,306.94,304.34,326.74,313.58,309.33,299.36,299.58,310.62,310.94,312.22,312.11,316.65,317.73,317.39,323.46,329.15,334.77,335.74,338.75,342.80,344.55,342.64,343.71,339.59,336.09,333.69,330.41,328.88,324.85,325.81,319.12,314.45,307.78,305.35,298.33,298.40,298.06,295.32,287.04,285.75,288.11,289.81,288.73,295.10,298.69,305.96,318.29,360.11,358.82,335.62,329.51
2002-01-22 22:02:40+00:00,L7,279.02,269.92,272.31,289.66,282.63,278.75,274.90,276.99,284.55,283.81,285.47,285.98,285.01,286.39,287.40,294.51,294.49,300.74,304.21,307.81,311.04,313.39,302.62,311.82,308.57,307.09,308.33,305.40,304.05,302.07,298.01,290.47,283.08,279.98,278.28,270.16,268.79,267.18,268.84,267.49,261.78,263.31,,,,,,,,,,
2002-03-11 22:02:43+00:00,L7,352.78,310.77,313.29,352.24,314.23,318.60,301.39,305.41,311.61,315.71,321.35,323.63,321.37,321.47,332.36,336.80,324.02,335.28,346.49,344.66,347.24,345.97,346.31,350.67,347.33,346.73,343.75,345.76,333.84,331.86,330.30,325.09,317.60,307.91,313.50,307.42,309.72,303.96,303.79,297.97,296.46,292.47,298.22,303.34,301.33,308.44,314.43,324.02,363.01,354.08,345.98,332.81
2002-05-07 21:56:27+00:00,L7,236.44,250.20,287.59,310.60,282.63,245.72,228.54,301.98,305.26,304.86,305.87,309.56,310.92,319.56,319.48,319.29,315.35,322.37,326.70,331.30,331.53,334.38,328.43,338.75,337.24,332.48,330.39,321.33,317.85,318.86,315.82,314.67,309.55,295.95,297.93,297.78,294.79,290.67,283.35,282.07,277.40,278.64,276.92,281.20,282.71,289.20,294.55,301.86,348.17,343.71,297.22,313.91
2002-06-15 22:02:19+00:00,L7,237.22,178.46,,,283.02,244.17,224.45,210.29,203.04,253.97,230.52,228.70,232.14,261.56,,279.85,231.11,274.99,293.41,301.25,299.23,306.67,312.30,313.21,,305.37,308.78,291.35,289.13,,286.95,283.65,,276.70,271.60,272.26,253.65,257.85,261.90,,,261.19,263.90,264.46,267.74,271.02,272.59,282.16,333.20,279.10,267.05,284.63
2002-07-10 21:56:01+00:00,L7,243.31,177.35,164.38,,287.96,246.59,229.00,216.41,308.25,318.14,316.84,320.72,320.53,319.71,332.35,335.18,336.57,,340.67,342.33,343.30,349.62,362.56,357.46,350.97,348.72,337.62,335.47,330.50,322.03,322.72,318.82,,314.92,304.09,298.32,302.07,298.16,293.35,,,296.44,292.60,294.87,292.83,296.12,301.63,311.88,369.60,358.39,272.21,303.65
2002-07-17 22:02:08+00:00,L7,236.53,185.99,178.18,287.01,282.96,249.66,227.05,213.95,261.91,285.69,,,292.72,296.81,295.29,302.12,273.19,298.93,304.80,308.71,318.67,317.11,322.84,320.71,315.55,316.35,310.71,304.34,301.10,,294.68,295.14,285.41,279.85,274.47,272.79,269.02,263.00,263.17,261.90,266.86,265.78,268.88,269.26,267.12,267.81,272.07,,332.41,297.80,266.73,297.66
2002-08-02 22:02:01+00:00,L7,234.74,179.31,179.20,289.93,281.24,245.03,222.96,289.31,296.58,304.75,303.82,304.25,301.24,301.24,306.46,310.94,301.56,307.89,306.89,313.18,318.54,325.03,333.33,336.54,331.79,323.07,319.54,316.96,315.43,,305.06,303.75,,291.28,284.24,278.45,284.30,280.23,277.18,275.18,271.81,270.92,274.15,274.20,276.95,278.16,278.66,,345.78,317.90,266.47,306.66
2002-08-18 22:01:57+00:00,L7,,,,,,,,91.18,164.71,200.48,221.09,224.48,258.49,257.86,,289.42,271.87,289.80,300.42,302.65,309.99,317.66,315.48,319.69,313.62,318.93,312.14,302.29,293.67,292.62,292.94,293.43,292.77,279.73,279.72,276.43,266.96,265.77,265.91,263.47,264.49,265.79,264.42,263.65,264.63,264.90,269.45,274.13,330.03,317.55,290.53,298.44
2002-09-19 22:01:34+00:00,L7,305.31,305.77,310.60,337.54,298.51,305.45,303.59,305.37,309.31,309.24,312.40,315.54,318.29,320.01,323.95,327.99,323.64,331.91,332.20,331.94,336.02,342.98,344.84,346.02,343.60,339.45,340.69,341.27,337.91,327.82,325.78,322.57,317.32,310.90,307.40,296.95,295.40,294.93,293.63,293.37,293.22,291.64,291.33,291.81,292.12,296.20,299.49,302.27,360.37,365.18,333.59,326.10
2002-10-14 21:55:19+00:00,L7,283.18,279.78,288.75,303.32,288.43,298.70,295.63,298.08,299.85,305.09,305.19,310.81,310.17,309.55,308.19,314.60,309.88,314.24,316.60,319.45,322.90,326.94,330.29,328.38,330.90,328.45,328.39,323.80,321.30,315.92,314.12,308.64,298.15,294.66,291.53,287.40,285.58,283.85,279.64,278.26,279.09,280.15,282.08,278.98,281.19,284.41,290.05,293.54,342.76,338.92,324.22,314.19
2002-10-21 22:01:36+00:00,L7,325.99,316.18,312.68,332.01,316.15,315.15,305.81,310.72,321.06,323.64,324.72,326.01,325.41,323.39,326.76,328.36,330.62,333.49,333.60,336.74,338.51,347.84,353.22,346.57,343.74,343.11,339.84,342.21,329.75,331.22,329.53,324.16,311.48,310.02,306.44,301.33,297.72,296.82,294.83,293.91,291.86,292.18,292.69,295.72,292.63,296.77,301.43,313.98,358.71,360.09,341.95,333.53
2002-10-30 21:55:25+00:00,L7,305.75,294.19,298.14,308.27,306.07,313.40,303.36,310.10,313.36,313.04,314.40,316.48,321.06,322.14,321.15,323.56,321.70,326.49,328.22,326.47,332.11,335.25,338.89,342.51,340.10,339.63,336.43,332.24,326.12,323.87,316.68,317.46,306.40,302.77,296.02,293.66,292.75,290.53,290.82,290.71,292.21,285.11,291.31,292.06,288.80,293.52,295.65,303.57,359.17,347.78,332.55,325.02
2002-11-06 22:01:41+00:00,L7,309.91,299.09,292.18,314.18,306.10,305.08,298.89,299.28,307.34,310.14,312.86,310.26,309.23,313.04,316.87,316.19,317.83,322.97,326.78,328.32,328.16,336.79,336.14,339.27,336.28,333.67,329.83,330.36,323.82,316.45,314.69,310.86,299.60,298.75,293.63,288.69,289.07,285.07,286.08,287.05,284.99,285.31,284.10,286.87,285.84,288.51,288.61,296.51,348.72,347.48,326.38,313.31
2002-11-22 22:01:57+00:00,L7,287.77,285.30,285.40,304.71,294.54,295.95,295.30,292.74,299.35,305.98,306.71,306.20,306.44,307.59,307.92,308.41,307.86,312.63,314.68,316.12,317.31,324.34,327.95,331.17,330.19,323.52,324.10,320.73,320.16,312.16,310.70,303.42,296.58,294.23,291.08,287.59,282.01,279.09,281.67,278.59,275.67,278.12,274.47,282.33,279.24,277.86,280.22,290.26,341.16,344.36,324.54,314.35
2002-12-08 22:02:03+00:00,L7,,,,,,,,262.84,269.22,,269.62,271.26,268.67,272.76,270.99,277.55,274.77,278.32,284.01,286.83,288.51,293.90,275.87,296.27,302.45,301.55,293.61,280.56,280.55,279.55,276.74,272.73,270.64,256.37,255.95,254.83,251.40,245.58,249.69,245.89,244.12,247.69,246.37,245.86,243.84,246.07,253.23,262.60,307.36,319.10,286.58,282.55
2002-12-24 22:02:09+00:00,L7,285.27,273.72,270.45,283.44,283.49,284.37,282.47,284.01,287.38,288.38,289.47,291.97,293.14,291.44,293.63,296.41,295.77,297.52,302.50,305.44,307.30,310.48,310.51,317.91,314.85,314.93,308.75,301.81,301.78,299.66,295.78,289.72,285.44,275.27,270.75,272.02,269.04,268.33,264.56,266.20,259.96,267.31,262.74,263.26,264.57,268.10,272.19,278.10,318.85,328.79,304.38,300.66
2003-01-18 21:56:06+00:00,L7,229.12,173.97,104.64,,253.75,217.18,206.82,106.53,156.63,201.69,,,,,203.58,226.40,292.44,310.43,323.23,325.54,329.04,333.07,335.70,336.97,339.85,336.68,329.35,326.69,324.63,320.90,319.50,317.24,307.06,303.45,298.82,296.99,295.48,290.41,288.85,289.06,283.52,282.61,285.75,291.03,287.66,288.30,293.85,301.74,348.50,348.40,329.09,327.31
2003-02-10 22:02:28+00:00,L7,296.95,289.94,290.22,301.52,303.01,309.81,301.05,297.71,303.25,308.59,309.97,309.81,309.84,313.11,310.93,309.94,310.92,311.63,315.83,319.15,323.75,331.28,330.66,334.02,329.78,330.46,325.04,324.13,319.71,314.93,312.28,305.54,298.42,294.26,291.64,288.11,284.69,281.69,278.40,279.00,275.12,276.28,276.13,279.50,279.57,278.38,283.29,292.56,326.19,343.61,324.25,318.32
2003-02-19 21:56:18+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.61,304.69,304.00,297.18,290.91,290.12,289.17,283.66,271.23,275.60,276.76,269.40,275.28,275.35,275.14,271.90,266.38,,,327.41,321.45,270.65,311.86
2003-04-15 22:02:33+00:00,L7,343.27,345.14,341.18,361.92,,324.21,313.67,317.02,330.29,324.58,328.07,326.23,324.23,324.97,328.90,329.74,336.11,338.82,334.32,340.63,342.68,349.42,346.21,353.43,344.95,346.67,343.66,343.51,338.57,333.32,332.72,323.66,320.34,322.08,311.96,307.07,302.78,300.20,296.28,295.51,301.36,299.52,299.25,300.86,300.89,301.40,307.13,324.91,366.92,368.30,347.54,342.44
2003-05-10 21:56:22+00:00,L7,244.80,248.99,240.19,289.30,284.40,248.02,230.76,294.69,295.96,297.79,299.50,297.79,303.49,308.37,306.17,303.76,304.28,297.10,307.75,313.64,318.28,321.03,315.47,323.06,326.00,325.11,323.70,321.60,317.87,311.28,306.46,299.56,296.46,287.81,284.39,280.02,278.62,273.35,279.99,275.37,274.58,275.78,274.90,275.81,277.92,285.01,293.03,295.17,343.15,339.63,292.50,315.08
2003-07-20 22:02:20+00:00,L7,236.33,175.88,176.74,274.81,275.72,242.44,222.06,187.42,204.74,,,,,,277.18,279.73,229.12,277.02,292.33,295.83,301.13,302.93,312.65,305.21,,,,,,,,283.01,,265.33,264.35,258.81,254.93,254.85,256.96,252.48,255.23,,,,,,264.36,281.29,335.06,292.99,265.73,287.02
2003-07-21 21:44:09+00:00,L5,236.32,175.84,153.57,282.46,288.80,255.29,228.04,204.77,292.08,290.11,292.34,298.71,304.11,306.83,303.90,307.68,304.30,308.70,308.29,317.53,322.87,327.97,326.41,326.24,328.60,323.01,323.56,313.16,318.21,309.15,302.76,297.20,292.97,282.16,282.39,280.12,277.79,269.35,268.15,267.40,266.23,273.17,272.81,277.12,273.95,283.22,285.52,299.15,345.87,333.12,272.32,297.05
