dates,nzd0421-0000,nzd0421-0001,nzd0421-0002,nzd0421-0003,nzd0421-0004,nzd0421-0005,nzd0421-0006,nzd0421-0007,nzd0421-0008,nzd0421-0009,nzd0421-0010,nzd0421-0011,nzd0421-0012,nzd0421-0013,nzd0421-0014,nzd0421-0015,nzd0421-0016,nzd0421-0017,nzd0421-0018,nzd0421-0019,nzd0421-0020,nzd0421-0021,nzd0421-0022,nzd0421-0023,nzd0421-0024,nzd0421-0025,nzd0421-0026,nzd0421-0027,nzd0421-0028,nzd0421-0029,nzd0421-0030,nzd0421-0031,nzd0421-0032,nzd0421-0033,nzd0421-0034,nzd0421-0035,nzd0421-0036,nzd0421-0037,nzd0421-0038,nzd0421-0039,nzd0421-0040,nzd0421-0041,nzd0421-0042,nzd0421-0043,nzd0421-0044,nzd0421-0045,nzd0421-0046,nzd0421-0047,nzd0421-0048,nzd0421-0049,nzd0421-0050,nzd0421-0051,satname
2000-05-24 22:05:46+00:00,277.42,288.97,288.32,308.34,294.83,295.06,287.72,296.26,306.70,307.31,306.00,312.29,312.11,313.62,314.55,315.42,315.70,321.76,325.11,326.50,330.98,334.32,331.81,333.68,331.03,326.85,322.04,318.85,317.25,317.14,314.42,311.49,305.35,298.10,292.71,288.60,286.36,283.30,281.93,280.19,279.04,278.37,276.54,277.73,277.30,283.25,288.50,299.27,344.36,344.40,316.98,318.80,L7
2000-06-18 21:59:27+00:00,268.93,289.10,288.98,308.61,293.28,286.44,277.86,286.11,307.09,307.81,306.77,312.80,313.03,314.36,315.53,315.36,315.02,323.27,325.13,326.08,330.55,333.91,331.72,332.92,330.07,326.08,321.77,319.38,316.41,318.12,315.39,312.22,305.55,297.81,292.19,288.71,285.44,282.74,281.12,280.14,279.33,278.97,277.50,278.08,276.86,283.36,289.30,298.86,344.75,342.77,308.03,316.41,L7
2000-07-11 22:05:17+00:00,262.59,277.64,289.66,306.00,291.85,277.69,267.72,273.99,305.49,306.90,306.80,311.53,312.44,313.71,314.59,314.40,314.35,322.05,324.82,325.99,329.84,332.95,331.38,332.46,329.81,326.18,322.09,320.02,317.38,318.74,315.84,312.94,305.35,297.78,292.10,289.08,285.85,282.40,280.75,279.77,278.76,279.33,277.77,278.57,277.58,283.72,290.02,299.75,345.17,341.07,301.89,316.08,L7
2000-08-05 21:58:44+00:00,258.06,266.50,298.82,306.77,292.81,276.35,260.87,267.80,305.86,304.34,306.67,311.76,310.11,313.78,314.96,313.80,313.77,320.18,324.28,325.33,328.61,331.99,330.05,331.90,327.78,324.97,321.59,319.74,317.78,319.70,315.39,312.33,304.68,297.56,291.66,289.17,285.56,281.76,280.02,279.39,278.05,279.22,277.43,279.25,278.36,284.80,290.61,299.86,345.90,337.85,297.92,315.38,L7
2000-08-12 22:04:53+00:00,256.00,262.73,296.69,307.85,294.50,276.35,260.87,270.88,304.72,303.76,305.23,309.10,309.21,312.19,312.95,313.43,313.58,319.19,323.55,324.82,328.02,331.77,330.40,331.32,327.59,324.81,321.31,319.71,317.60,318.46,314.81,311.42,304.10,297.16,291.09,288.77,285.41,281.29,279.81,279.45,277.97,278.92,276.94,279.04,278.63,284.65,290.45,299.29,345.07,338.73,297.92,314.86,L7
2000-09-06 21:58:22+00:00,253.82,260.42,298.92,308.38,293.86,271.02,260.09,270.80,304.63,303.93,305.76,309.62,309.32,311.67,312.80,314.00,313.73,319.56,323.38,324.83,327.80,331.49,329.68,331.46,328.22,324.93,322.12,320.32,318.43,318.41,314.87,311.64,304.82,297.20,291.78,288.85,286.29,281.65,280.96,280.83,278.96,279.22,277.95,279.94,279.02,285.24,291.37,300.16,346.69,339.13,299.08,315.43,L7
2000-10-08 21:58:00+00:00,251.70,258.42,298.83,309.29,293.76,263.85,253.14,266.79,303.28,302.87,303.86,308.73,308.77,310.43,311.35,313.61,314.11,319.10,322.97,324.61,327.05,330.22,329.22,331.37,327.61,324.31,321.94,319.67,318.33,317.09,314.63,310.76,303.34,295.47,290.43,289.07,286.10,281.12,280.91,280.49,279.38,279.47,278.61,280.06,278.93,285.03,291.51,300.46,347.63,338.33,295.68,314.27,L7
2000-10-15 22:03:56+00:00,256.29,262.35,296.42,308.74,294.42,270.09,259.38,270.24,302.65,302.14,303.37,308.39,309.37,310.46,310.90,313.45,314.74,319.27,323.25,324.66,326.68,330.48,329.95,331.84,327.89,324.35,321.83,319.29,318.20,316.57,314.45,310.49,302.82,294.83,290.52,288.67,285.85,281.12,281.10,280.20,279.28,279.13,278.26,279.90,278.39,283.79,290.98,299.50,346.91,338.70,298.89,314.10,L7
2000-11-09 21:57:57+00:00,268.04,263.44,295.68,310.62,298.51,279.14,270.15,266.99,302.44,302.06,305.40,308.37,311.16,312.57,311.76,314.73,317.53,319.78,323.57,324.78,327.58,330.95,331.01,333.25,329.35,325.77,323.31,320.69,319.39,317.06,314.62,310.49,303.15,295.66,291.89,289.76,287.21,283.46,283.29,282.54,280.88,280.58,279.34,281.70,279.87,285.12,291.59,300.23,348.87,340.35,303.42,314.67,L7
2000-11-25 21:57:58+00:00,276.60,270.44,296.32,312.58,302.38,287.18,280.45,275.56,300.73,299.90,305.11,308.33,310.29,310.18,309.96,313.42,316.45,318.51,322.48,324.15,326.55,330.20,330.33,332.29,328.86,325.26,322.88,320.09,318.50,315.54,313.37,309.06,301.65,294.49,291.00,289.27,286.87,283.70,283.31,283.17,280.58,280.35,278.52,281.02,279.52,284.76,291.59,300.13,348.20,343.24,308.60,314.77,L7
2001-02-13 21:58:03+00:00,305.00,297.15,298.52,317.00,309.57,316.26,312.70,309.45,307.97,306.53,309.48,313.26,316.92,314.10,314.20,319.55,322.40,324.33,325.51,327.65,329.87,332.97,332.39,335.80,333.30,327.66,325.72,322.16,320.09,315.46,314.87,309.43,303.30,296.24,295.28,292.07,290.54,287.05,287.40,286.34,283.72,282.59,280.94,281.90,280.86,285.07,291.09,298.87,348.89,351.45,327.01,318.85,L7
2001-04-09 22:03:53+00:00,303.67,303.49,298.99,317.45,313.12,317.36,314.80,309.63,307.95,305.26,307.80,310.26,314.51,312.88,312.14,316.53,320.08,322.75,325.20,326.55,329.24,333.48,335.81,334.79,330.87,326.54,323.88,321.69,318.66,314.63,314.01,307.10,302.18,297.33,295.08,290.80,286.96,285.19,285.20,284.89,282.08,280.68,277.40,278.89,278.59,282.90,289.56,297.08,347.61,348.86,327.12,319.31,L7
2001-05-20 21:57:28+00:00,275.07,303.01,298.43,310.31,300.62,294.70,314.15,279.89,301.94,303.03,308.85,309.80,311.67,311.44,309.92,309.36,311.91,315.28,319.10,321.58,325.35,328.24,330.46,329.06,326.10,321.65,319.35,317.45,315.03,312.09,310.17,302.67,297.91,293.73,290.84,287.40,282.26,279.77,281.18,281.88,278.10,277.05,272.77,274.07,275.78,280.85,285.99,293.94,342.40,342.18,325.23,318.28,L7
2001-06-05 21:57:16+00:00,245.14,294.83,297.88,305.85,291.02,286.34,313.77,271.17,302.88,304.40,311.58,310.65,312.26,314.35,312.25,308.60,312.32,314.99,319.04,321.22,321.93,324.52,328.54,327.36,325.43,320.51,313.69,317.28,311.90,312.27,307.25,299.94,297.88,293.50,286.51,283.94,278.17,275.65,276.88,280.88,277.26,272.53,268.61,268.49,272.75,276.09,284.54,293.73,341.48,333.94,324.69,317.92,L7
2001-06-12 22:03:24+00:00,245.14,294.83,284.00,304.23,292.29,280.82,313.77,262.03,291.88,296.75,311.58,310.65,312.26,314.35,312.25,309.54,304.97,314.99,318.54,321.66,322.12,324.29,326.93,327.46,324.79,318.53,313.28,315.70,311.76,311.04,306.37,300.33,297.23,293.01,287.11,284.51,278.34,276.04,277.34,280.25,278.19,273.88,269.88,270.23,273.16,277.08,284.63,294.12,343.01,336.74,314.08,317.50,L7
2001-07-07 21:57:00+00:00,238.62,294.83,284.00,304.23,287.08,270.30,313.77,262.03,291.88,296.75,311.58,310.65,312.26,314.35,312.25,307.14,304.97,314.99,315.64,318.92,320.12,322.97,324.51,324.71,324.79,318.53,311.77,315.70,311.76,311.04,304.86,298.97,297.23,293.01,284.80,282.67,275.63,273.43,277.34,280.25,278.19,271.05,268.51,268.75,273.16,277.08,283.49,294.12,343.40,336.74,314.08,317.50,L7
2001-07-14 22:03:09+00:00,239.64,294.83,284.00,301.82,287.68,267.86,313.77,255.03,292.53,298.46,311.58,310.65,310.61,313.72,312.06,308.94,303.81,315.26,315.89,318.97,320.52,323.41,323.74,324.60,323.75,317.38,311.72,315.10,311.29,311.04,304.71,299.19,297.20,292.62,284.56,283.17,275.96,273.41,277.18,278.83,277.02,270.44,268.47,268.49,272.49,277.09,283.31,294.12,343.69,335.07,305.84,316.37,L7
2001-08-15 22:02:38+00:00,227.48,292.73,275.34,298.76,283.26,253.92,312.48,249.53,285.73,291.95,292.62,296.19,302.55,305.92,305.95,305.71,300.59,310.84,314.96,317.45,319.76,322.64,323.58,323.62,322.16,314.34,310.01,312.84,310.60,310.98,302.90,298.08,295.87,290.01,282.29,282.07,275.07,272.09,276.11,277.86,276.29,267.50,266.50,266.99,269.69,274.33,281.40,292.06,342.60,328.78,300.55,313.52,L7
2001-08-24 21:56:24+00:00,232.69,278.66,278.89,302.00,285.84,256.12,312.48,256.73,288.68,294.16,297.64,300.54,303.41,305.86,306.26,307.23,302.92,313.03,316.91,318.77,320.91,322.94,322.64,324.23,323.40,316.33,311.39,313.73,311.97,312.00,303.76,299.44,297.27,292.36,284.87,283.51,277.24,273.25,276.85,277.77,275.92,268.49,267.52,267.84,270.20,275.61,281.70,294.87,343.69,333.11,305.64,315.98,L7
2001-09-25 21:56:04+00:00,241.51,282.29,284.01,304.18,287.46,262.58,309.05,264.36,292.58,297.35,302.35,304.46,305.54,308.28,309.84,309.69,306.85,316.54,319.29,321.28,322.92,325.18,324.79,325.80,325.26,318.53,313.20,314.68,313.07,313.59,305.70,301.56,300.45,294.75,286.74,285.07,279.63,275.78,278.64,279.36,276.80,269.86,269.32,269.83,272.34,277.61,283.76,296.43,344.21,334.08,310.64,317.61,L7
2001-10-02 22:02:04+00:00,252.61,286.81,286.05,305.24,289.30,266.39,304.27,268.80,293.17,297.62,302.98,304.47,305.44,307.69,309.33,309.86,307.20,316.83,319.86,322.16,323.68,326.18,325.76,326.32,325.33,319.23,313.92,314.83,313.14,313.24,306.46,302.51,301.70,295.31,287.43,285.47,280.58,276.98,279.39,279.36,276.37,270.24,269.87,270.91,273.40,278.72,284.96,297.26,345.75,334.93,313.33,317.45,L7
2001-12-05 22:02:18+00:00,266.83,284.83,283.96,306.74,290.85,265.63,300.16,274.90,292.61,297.77,302.93,305.20,305.42,307.84,310.29,312.54,307.80,320.41,320.78,323.17,325.16,328.05,323.67,326.41,325.48,319.57,315.33,314.24,313.31,312.32,307.31,304.59,303.34,295.42,288.61,286.20,283.52,279.64,281.87,278.47,275.75,269.68,271.56,272.65,274.19,281.06,284.99,297.07,344.29,339.44,312.37,317.88,L7
2001-12-14 21:56:17+00:00,275.26,291.44,293.92,309.02,293.55,272.26,298.35,284.86,299.71,302.77,303.45,304.06,304.63,306.86,308.73,311.93,312.15,319.19,320.76,322.78,325.63,328.78,324.69,326.27,325.75,320.85,316.00,314.80,313.53,314.09,308.28,305.26,304.29,296.45,288.78,285.88,284.20,280.52,282.16,278.68,274.74,269.19,271.61,273.06,275.19,282.18,286.04,299.64,343.80,338.66,317.05,318.11,L7
2001-12-30 21:56:13+00:00,279.07,291.70,291.94,308.17,294.28,274.68,294.65,284.70,298.37,301.04,301.95,302.44,304.09,306.16,307.43,311.15,311.68,318.52,320.66,322.97,325.96,328.78,325.11,326.46,325.71,320.98,316.53,314.98,313.67,313.52,308.65,305.22,303.71,296.09,289.04,285.83,284.20,280.89,282.19,278.03,274.29,269.86,272.05,273.49,276.20,282.77,286.94,300.36,343.86,339.21,318.01,317.92,L7
2002-01-22 22:02:40+00:00,294.64,289.44,290.62,309.77,298.31,286.08,292.53,293.14,298.53,299.64,301.06,301.55,302.21,303.74,305.43,311.21,312.68,318.00,322.48,324.45,327.48,329.88,325.65,328.02,325.35,321.30,318.62,315.09,314.09,313.06,310.38,306.62,302.88,295.73,291.44,286.31,286.84,283.72,282.18,278.28,273.94,271.98,274.08,276.16,277.20,283.58,288.92,301.25,343.42,340.99,324.16,318.78,L7
2002-03-11 22:02:43+00:00,312.69,294.67,291.65,312.83,301.25,299.34,291.26,293.87,298.65,300.09,303.43,302.65,303.26,304.53,307.17,312.50,311.16,317.81,323.42,325.60,328.33,330.90,327.98,329.21,326.15,323.72,321.06,317.81,314.38,313.49,312.48,308.16,302.87,296.37,292.90,287.11,287.88,286.05,284.29,279.30,274.98,274.33,277.29,281.07,282.77,288.52,294.84,304.55,344.00,341.99,326.28,319.81,L7
2002-05-07 21:56:27+00:00,286.95,284.18,286.66,309.06,295.98,285.57,273.52,289.39,294.65,295.76,299.04,299.10,300.66,303.16,304.46,309.38,306.34,313.19,319.73,322.51,325.48,327.36,323.41,327.61,325.11,322.55,320.50,317.06,312.77,312.61,310.20,305.80,299.45,292.46,290.92,285.71,285.79,283.64,281.69,277.30,273.30,272.95,274.96,279.00,280.79,286.99,292.29,302.71,339.19,340.96,318.27,316.46,L7
2002-06-15 22:02:19+00:00,267.54,259.82,284.31,308.06,291.78,275.01,261.91,288.16,292.94,288.94,297.42,299.01,300.65,297.52,305.35,306.48,305.68,308.71,317.49,321.31,322.93,325.17,323.02,327.81,326.13,322.11,321.86,315.41,311.31,312.36,307.94,303.16,299.12,290.22,289.89,286.06,281.63,280.10,279.51,277.23,273.30,273.62,275.86,279.14,281.43,286.55,291.59,300.81,344.07,338.72,306.18,309.44,L7
2002-07-10 21:56:01+00:00,247.95,233.54,284.40,309.72,286.29,262.02,247.43,289.61,291.70,289.87,298.01,300.60,301.12,297.52,308.52,308.38,306.89,307.27,318.07,321.67,322.67,325.78,326.64,330.16,328.53,324.28,322.32,316.06,311.27,311.20,306.96,302.74,298.74,291.29,289.28,285.73,282.00,279.76,278.79,278.27,273.88,274.95,276.11,280.30,280.49,285.53,290.13,298.80,345.94,337.91,289.95,302.57,L7
2002-07-17 22:02:08+00:00,248.46,227.95,284.40,309.88,288.07,262.87,246.63,289.61,289.74,292.50,298.01,300.60,302.56,299.99,309.38,310.25,304.15,309.60,318.45,321.84,324.34,326.93,328.34,331.18,328.73,325.29,322.50,316.44,311.91,311.20,307.25,303.81,298.91,291.72,289.15,285.70,282.17,279.30,278.31,277.36,275.62,275.55,277.46,280.43,280.15,284.32,288.86,298.80,346.35,331.77,287.64,304.13,L7
2002-08-02 22:02:01+00:00,239.25,212.55,284.58,309.19,287.54,256.88,237.64,293.05,291.64,295.57,302.03,304.60,305.40,302.13,312.74,312.61,305.05,310.52,318.57,322.44,325.29,328.54,333.16,334.96,333.02,327.65,324.10,318.07,313.51,311.52,308.12,305.72,301.45,293.30,289.84,286.81,284.46,281.18,279.43,278.87,277.68,276.54,277.98,280.28,280.50,284.18,288.05,298.80,347.44,330.42,285.00,305.52,L7
2002-08-18 22:01:57+00:00,239.25,212.55,284.58,309.19,287.54,256.88,237.64,293.05,291.64,295.57,302.03,304.60,305.40,302.13,312.74,308.44,298.38,305.92,315.21,318.93,322.41,326.22,329.95,332.02,328.98,325.72,321.77,315.13,309.99,305.59,305.27,303.28,298.08,290.68,287.71,284.70,281.27,278.29,276.87,274.92,274.08,274.38,275.36,277.33,277.66,280.86,284.82,292.99,344.19,327.39,285.22,303.89,L7
2002-09-19 22:01:34+00:00,247.82,211.75,283.38,305.61,284.95,254.73,238.04,293.11,291.23,294.54,299.86,302.64,304.83,301.93,311.11,307.22,298.36,305.41,313.20,317.14,320.84,325.83,329.77,331.39,328.40,324.71,321.36,314.52,310.60,304.63,304.65,302.95,298.06,291.13,286.86,283.23,279.26,277.03,275.45,274.04,273.48,274.29,274.40,275.71,276.37,279.13,282.71,288.68,343.84,329.28,283.47,302.96,L7
2002-10-14 21:55:19+00:00,254.19,222.78,289.55,308.21,286.76,262.65,247.73,296.91,294.86,297.92,303.22,306.58,307.42,304.48,312.54,309.58,301.88,308.55,314.91,318.58,322.25,327.24,330.98,332.29,330.07,326.33,323.28,316.83,313.09,308.73,306.98,304.81,299.92,292.72,288.60,284.80,281.20,279.03,277.02,276.13,275.94,276.07,276.51,277.07,277.93,280.75,284.58,290.88,344.99,332.11,289.52,305.40,L7
2002-10-21 22:01:36+00:00,261.81,233.11,291.48,309.18,289.09,267.53,253.49,297.27,296.40,299.21,304.56,307.56,308.28,305.34,312.64,310.17,303.55,309.74,315.65,319.39,322.85,328.20,332.25,332.54,330.43,326.99,324.03,318.45,313.74,310.68,308.29,305.76,300.05,293.45,289.38,285.54,281.83,279.81,277.90,277.27,276.68,276.77,277.11,278.15,278.57,281.53,285.45,292.78,345.18,334.11,294.35,307.44,L7
2002-10-30 21:55:25+00:00,267.83,241.03,295.72,311.48,292.11,274.04,260.29,301.30,300.34,302.36,307.78,310.66,311.29,308.47,315.30,312.78,307.18,313.22,318.04,321.12,324.80,330.04,333.94,334.67,332.63,329.28,326.20,320.85,316.00,314.02,310.15,307.95,302.41,295.40,291.06,287.28,283.94,281.90,280.12,280.11,279.89,278.53,279.55,280.39,280.44,283.58,287.32,295.29,347.71,336.89,299.02,310.12,L7
2002-11-06 22:01:41+00:00,276.06,246.52,296.81,312.13,294.78,280.72,268.18,300.96,300.71,303.04,308.89,310.87,311.16,307.81,315.06,312.55,307.55,313.38,318.11,320.88,324.52,330.34,334.77,334.79,332.59,329.46,326.20,321.81,316.65,313.76,310.09,307.63,301.08,295.74,290.69,286.43,283.43,281.40,280.45,280.80,280.92,279.25,280.33,281.00,280.80,283.56,286.78,294.69,347.83,337.38,301.99,310.12,L7
2002-11-22 22:01:57+00:00,277.31,250.48,295.10,311.37,294.84,282.34,270.98,299.91,300.68,303.45,308.74,310.41,310.74,307.88,314.38,312.26,307.70,313.42,317.88,320.52,323.94,329.88,334.22,334.54,332.43,328.99,326.07,321.78,317.04,313.66,310.22,307.32,300.61,295.67,290.80,286.60,283.38,281.26,280.63,280.64,280.42,279.21,279.87,281.19,280.72,283.10,286.24,294.28,347.30,338.17,304.10,310.57,L7
2002-12-08 22:02:03+00:00,277.31,250.48,295.10,311.37,294.84,282.34,270.98,297.42,299.74,303.45,306.53,308.20,308.24,306.24,311.97,310.97,306.71,312.23,316.49,319.00,322.27,328.31,330.64,332.78,331.11,327.99,324.53,319.63,315.29,311.58,308.72,305.72,298.99,293.68,289.18,285.12,281.99,279.57,279.22,278.56,278.33,277.75,278.36,279.31,278.72,281.08,284.56,292.51,345.40,337.99,303.71,309.40,L7
2002-12-24 22:02:09+00:00,282.62,260.51,294.84,311.23,295.38,286.99,277.34,297.90,300.69,307.61,306.83,308.57,308.49,309.47,312.12,312.87,307.70,314.93,317.71,319.76,323.36,329.09,330.91,333.63,331.09,329.20,324.91,320.92,316.76,311.99,309.87,306.64,299.24,293.98,289.53,285.48,283.69,280.86,279.82,278.76,278.12,278.64,278.68,279.56,278.80,281.19,284.88,292.56,344.67,338.70,307.16,311.12,L7
2003-01-18 21:56:06+00:00,293.54,280.47,294.84,311.34,298.12,297.02,289.94,297.90,304.48,309.39,307.94,309.45,309.15,309.98,312.02,311.97,308.55,312.59,316.28,318.33,321.58,327.66,328.29,331.94,330.58,328.36,324.62,320.72,316.74,312.28,310.05,306.63,298.80,293.31,289.51,285.68,283.52,280.87,280.10,279.08,277.27,277.73,278.04,279.39,278.63,280.94,284.57,291.91,342.86,340.50,315.25,313.66,L7
2003-02-10 22:02:28+00:00,301.17,294.15,295.19,312.54,300.69,304.93,299.54,298.69,305.03,309.66,308.45,309.90,309.95,311.15,312.35,311.72,309.31,312.78,316.98,318.77,321.95,328.11,327.94,331.59,330.29,328.93,325.02,321.26,317.02,312.99,310.59,306.69,299.24,293.47,290.07,286.46,283.45,280.90,280.11,279.33,277.46,278.12,278.11,279.78,278.78,280.86,284.90,292.40,340.95,342.72,320.41,314.63,L7
2003-02-19 21:56:18+00:00,301.17,294.15,295.19,312.54,300.69,304.93,299.54,298.69,305.03,309.66,308.45,309.90,309.95,311.15,312.35,314.86,314.24,315.76,319.17,320.86,323.62,329.69,329.67,333.31,332.43,330.41,326.75,323.64,319.83,314.12,312.43,308.41,300.41,295.25,291.78,288.32,285.73,282.16,281.68,281.23,278.67,279.67,279.87,281.46,280.08,281.64,286.85,294.66,341.56,343.92,323.80,316.54,L7
