,dates,chi0206-0000,chi0206-0001,chi0206-0002,chi0206-0003,chi0206-0004,chi0206-0005,chi0206-0006,chi0206-0007,chi0206-0008,chi0206-0009,chi0206-0010,chi0206-0011,chi0206-0012,chi0206-0013,chi0206-0014,chi0206-0015,chi0206-0016,chi0206-0017,chi0206-0018
0,1985-07-27 14:08:05+00:00,,202.5491137737015,213.54862140726124,222.2055316333047,236.93076279480198,230.83438554902045,235.88900437205353,232.76694747179,216.26189959930375,204.56070224852203,188.39711868234107,188.98312946318103,186.42939892184552,177.0824488737656,173.77639679169104,166.47212064052587,167.33144630750388,169.66809323717655,169.76638264583775
1,1986-02-04 14:05:11+00:00,228.23803478174455,234.8243441719854,229.54514942481234,233.6603671212004,240.80858316749516,222.384092041038,222.0488344687688,210.87193872092874,202.9477220350287,199.54948549256187,196.49261171558408,202.47257366895624,196.1585121833226,195.59530408258956,186.54940207246287,192.04041489001656,203.27162430014272,207.70304735849032,196.22911298051014
2,1986-07-30 14:00:28+00:00,210.65721204982117,224.17539478650235,232.07482155710827,251.57850860318445,261.8050632274494,248.37867918247764,248.07630407640704,236.73820270786666,216.42715311657207,203.17590622673384,189.85222867968258,196.36705833711508,190.584088999645,181.9144609318107,175.9908938406866,167.72123304732963,166.7681163825025,167.92249026956756,166.84294844128755
3,1986-08-15 13:59:53+00:00,199.35470530328826,220.49026557758248,225.70765520839353,252.01879602375413,261.5730096465858,250.9800765747234,256.69605058460996,244.33770466072775,219.3823932329836,209.30533475613368,193.82688372804876,194.52967695998893,189.28089248254173,177.7222628325262,171.7652547397762,163.9253404055691,173.45322604373834,175.73590047053335,170.66949040573337
4,1986-08-31 13:59:17+00:00,198.13350081331996,217.6897201535965,220.22718456309423,231.5585438025652,243.71442453279798,234.7192140448253,232.75363861761937,219.65983744155335,202.9834328362763,194.0335569858962,180.97895966826394,186.2386699602909,188.29949649330283,178.16711628424153,160.3236811628009,159.5262479965571,162.7689966061401,158.14796661830235,162.4376432995096
5,1986-09-16 13:58:46+00:00,201.8567726531964,218.2421333587783,221.30510535270693,242.34310580436505,257.4786677857241,249.39410728759185,247.3821718944431,234.54846755468495,217.81405840105035,208.6631450582892,188.61679161964787,194.99072535666312,187.3567252616327,173.26217737159052,164.67206940682743,166.76653334878063,167.6356225777087,168.86063362593165,165.69446785319087
6,1986-12-21 13:57:14+00:00,233.34091451378993,244.0667659675936,237.82101899705629,243.36154944123746,241.41987993980052,222.80380528238612,213.21184195882165,207.61566160668957,195.61067048668605,201.866462455886,199.44228750675205,204.44874197730522,196.04671256262682,188.22868193987017,183.88845814543146,176.32204551175076,184.09774795456062,190.46638703467607,179.85215771563745
7,1987-11-06 14:06:08+00:00,189.54624815518858,208.11353988581186,209.15508017857601,223.17585251247817,247.46770005390584,235.08658389987733,231.3155792724149,226.38699643642565,214.73667409686055,197.65090718492362,186.80447730048542,181.39638655389626,179.70555707180742,159.36769468498218,155.97224399711914,154.46504754973665,157.65995033655338,158.87467718379918,158.56821204029347
8,1988-06-17 14:08:51+00:00,195.9468880963206,204.54113509889692,204.96924755247213,219.9693363694076,233.0498177546433,220.59336457747256,213.2744497410298,213.9394629753865,205.80046113683133,186.29552534757994,181.0470047113291,184.32121765612135,184.18194674806236,169.44410117652512,163.5951576512022,160.40468437038155,167.16732087479744,173.19075922412333,174.32135249299586
9,1988-09-05 14:09:03+00:00,189.6028887812805,199.47961178610706,205.04104257818264,225.69335433722733,242.1137093704291,235.71163623448857,240.0535467853241,241.60310780962828,233.58390025460676,218.93152197005332,208.3296716265504,204.33203522353517,189.11346642953322,179.67177941027558,171.77331908505028,165.5104091411419,172.38037689288973,181.85720536913854,163.100064141609
