dates,nzd0060-0000,nzd0060-0001,nzd0060-0002,nzd0060-0003,nzd0060-0004,nzd0060-0005,nzd0060-0006,nzd0060-0007,satname
1999-08-17 22:10:26+00:00,383.75,410.70,402.98,404.99,385.76,369.06,375.20,380.00,L7
1999-10-04 22:10:38+00:00,386.81,412.45,407.61,405.02,382.65,370.71,377.92,383.34,L7
2000-03-28 22:10:07+00:00,392.23,415.10,416.25,410.99,388.02,381.39,390.99,391.94,L7
2000-04-13 22:09:54+00:00,394.06,415.98,420.27,391.88,383.50,383.86,392.63,392.51,L7
2000-04-29 22:09:53+00:00,394.70,413.72,417.92,396.29,388.12,385.78,392.85,392.38,L7
2000-08-19 22:08:38+00:00,390.37,405.54,406.12,395.10,388.48,383.57,388.79,388.68,L7
2000-09-20 22:08:03+00:00,389.71,405.70,408.03,397.63,388.94,381.51,387.36,387.96,L7
2000-10-22 22:07:50+00:00,389.10,405.75,407.79,406.00,395.81,382.49,386.92,387.86,L7
2000-11-07 22:07:53+00:00,383.43,400.27,398.99,401.23,392.24,379.17,383.17,383.92,L7
2001-05-18 22:07:26+00:00,377.84,395.55,401.37,404.00,393.11,388.25,393.47,396.98,L7
2001-06-03 22:07:16+00:00,385.03,396.96,399.88,404.34,397.55,388.62,395.65,394.93,L7
2001-12-12 22:06:14+00:00,372.49,383.22,382.05,395.38,392.24,385.83,389.00,387.03,L7
2001-12-28 22:06:14+00:00,375.66,385.18,387.06,396.91,393.20,383.19,390.90,388.42,L7
2002-03-02 22:06:33+00:00,381.82,390.38,394.98,402.30,396.72,388.84,396.95,393.07,L7
2002-03-18 22:06:22+00:00,383.50,393.41,396.64,403.26,396.99,390.01,398.24,395.32,L7
2002-04-03 22:06:21+00:00,376.51,393.41,396.64,403.26,396.99,390.01,398.24,395.32,L7
2002-05-21 22:06:17+00:00,376.51,393.41,396.11,403.26,395.36,387.01,398.24,392.91,L7
2002-07-08 22:06:00+00:00,378.23,398.34,402.92,409.89,397.79,389.49,399.74,393.41,L7
2002-07-24 22:05:50+00:00,381.07,401.66,407.40,413.21,400.75,390.01,398.45,393.19,L7
2002-10-28 22:05:22+00:00,384.28,401.02,408.17,411.55,398.83,381.78,391.31,387.18,L7
2003-01-16 22:06:02+00:00,385.90,401.97,414.15,408.44,401.33,383.65,398.51,392.88,L7
2003-05-08 22:06:20+00:00,394.29,410.66,413.79,409.36,401.37,393.40,405.35,395.06,L7
2004-01-19 22:06:35+00:00,386.85,393.57,395.06,405.90,402.68,392.11,397.45,390.82,L7
2004-04-08 22:06:49+00:00,382.77,396.76,395.09,407.26,400.38,392.11,397.45,390.82,L7
2004-04-16 21:57:19+00:00,387.89,402.37,401.10,412.59,404.32,397.06,402.11,399.15,L5
2004-05-18 21:58:14+00:00,390.07,408.74,406.22,417.63,409.50,402.19,406.47,404.15,L5
2004-05-26 22:06:45+00:00,389.72,408.69,406.22,419.88,410.48,401.94,407.29,400.77,L7
2004-06-11 22:06:38+00:00,393.69,411.32,410.60,422.70,413.15,401.45,408.05,401.59,L7
2004-07-21 22:00:04+00:00,395.09,414.36,413.36,425.22,415.21,402.88,407.60,401.43,L5
2004-07-29 22:06:27+00:00,394.14,413.55,412.75,423.57,414.86,401.49,405.89,399.11,L7
2004-08-30 22:06:20+00:00,394.84,415.22,415.56,425.07,415.75,403.25,407.73,400.77,L7
2004-10-17 22:06:14+00:00,396.99,418.04,420.13,428.12,420.55,403.48,407.90,399.65,L7
2004-11-02 22:06:28+00:00,394.83,415.85,417.05,426.50,418.33,401.80,406.62,399.29,L7
2004-12-04 22:06:44+00:00,394.44,415.65,416.38,424.77,417.87,400.12,404.28,398.05,L7
2005-01-13 22:03:41+00:00,391.64,414.93,415.52,422.44,415.63,400.85,404.55,399.24,L5
2005-01-21 22:06:59+00:00,390.27,413.51,414.85,421.82,413.51,399.34,404.76,400.42,L7
2005-03-02 22:04:24+00:00,392.73,415.71,416.21,424.03,414.58,399.60,407.60,407.39,L5
2005-03-18 22:04:34+00:00,394.03,417.82,417.88,426.19,416.80,402.14,411.69,412.22,L5
2005-04-03 22:04:40+00:00,395.09,418.96,419.68,426.12,418.62,404.50,416.10,417.49,L5
2005-04-19 22:04:43+00:00,394.82,418.25,419.50,425.97,416.92,405.80,417.11,418.45,L5
2005-06-14 22:07:02+00:00,399.99,421.18,423.75,428.63,421.20,409.11,420.37,419.74,L7
2005-06-30 22:06:59+00:00,398.82,420.52,422.65,427.85,420.73,407.23,417.88,416.25,L7
2005-08-25 22:05:41+00:00,398.06,420.56,423.97,428.12,421.78,407.62,418.80,416.75,L5
2005-09-02 22:06:46+00:00,394.92,416.76,420.68,424.80,418.48,405.70,416.09,412.63,L7
2005-09-18 22:06:39+00:00,392.05,413.88,418.25,420.99,414.50,402.42,411.54,406.16,L7
2005-11-13 22:05:57+00:00,390.01,405.15,409.37,413.61,407.30,393.75,400.66,392.59,L5
2005-11-21 22:07:07+00:00,390.74,405.23,407.45,413.61,407.30,393.75,400.32,392.44,L7
2006-01-08 22:07:25+00:00,386.76,402.05,403.02,405.86,400.42,391.72,399.12,393.39,L7
2006-02-09 22:07:38+00:00,385.77,401.77,403.02,405.86,400.42,391.72,399.12,394.15,L7
2006-02-17 22:08:11+00:00,386.97,402.99,403.90,407.46,402.09,393.43,400.92,395.53,L5
2006-03-13 22:07:41+00:00,388.79,403.63,400.38,403.65,401.74,393.52,401.09,397.11,L7
2006-04-06 22:09:08+00:00,389.15,403.07,398.27,401.30,401.28,393.56,401.55,398.39,L5
2006-04-30 22:07:38+00:00,391.09,405.23,401.83,405.72,402.04,395.65,403.38,399.17,L7
2006-07-27 22:10:47+00:00,392.53,411.38,411.06,414.81,405.95,401.00,408.89,403.69,L5
2006-08-28 22:11:11+00:00,393.84,413.02,410.10,413.33,402.62,398.42,405.63,403.25,L5
2006-09-05 22:07:11+00:00,392.20,410.06,407.95,410.31,400.53,395.55,403.11,400.35,L7
2006-09-13 22:11:23+00:00,392.93,411.17,410.24,411.10,401.52,396.59,404.43,401.03,L5
2006-09-29 22:11:34+00:00,391.02,409.30,407.46,408.69,399.60,394.85,402.16,398.38,L5
2006-10-07 22:06:56+00:00,392.41,410.13,413.49,410.85,400.15,395.25,405.44,398.90,L7
2006-11-24 22:07:37+00:00,390.47,407.01,411.39,408.48,398.97,392.18,403.51,396.54,L7
2006-12-10 22:07:44+00:00,390.11,407.50,410.38,407.93,398.00,391.12,401.64,396.27,L7
2007-01-03 22:12:49+00:00,388.38,406.15,410.44,408.32,400.07,394.16,405.50,396.27,L5
2007-02-04 22:12:33+00:00,386.69,404.65,409.73,407.71,399.56,393.35,404.69,394.62,L5
2007-02-28 22:08:05+00:00,385.55,402.10,408.02,405.83,398.82,393.19,404.81,395.20,L7
2007-07-22 22:07:45+00:00,391.45,406.67,406.57,407.74,400.32,395.26,403.67,399.38,L7
2007-11-27 22:07:48+00:00,400.88,417.03,418.10,416.52,407.40,399.54,408.06,398.38,L7
2007-12-29 22:07:56+00:00,404.16,419.26,418.10,416.52,407.40,399.54,408.06,398.38,L7
2008-04-03 22:07:44+00:00,396.97,409.23,408.11,411.14,407.06,400.35,407.70,400.86,L7
2008-08-09 22:06:47+00:00,392.03,408.88,408.31,411.29,407.85,397.70,401.12,393.97,L7
2008-11-29 22:06:55+00:00,399.24,420.62,418.42,418.21,409.38,399.93,405.16,396.41,L7
2008-12-31 22:07:13+00:00,394.24,411.26,411.92,408.17,403.34,393.32,403.36,396.34,L7
2009-01-24 22:02:55+00:00,396.28,412.41,413.49,410.03,404.80,397.33,407.34,402.68,L5
2009-02-25 22:03:43+00:00,396.29,411.98,416.00,412.57,407.39,402.19,416.19,414.74,L5
2009-03-21 22:07:47+00:00,395.26,409.69,416.00,407.22,403.60,399.46,414.47,413.51,L7
2009-05-08 22:08:01+00:00,393.83,408.89,413.84,405.65,401.69,396.68,412.09,410.80,L7
2009-05-24 22:08:02+00:00,393.26,409.69,413.91,406.73,402.91,395.82,410.17,409.19,L7
2009-09-13 22:07:45+00:00,391.17,411.06,411.98,402.24,397.71,388.47,401.06,398.75,L7
2009-11-16 22:08:13+00:00,392.34,415.52,412.93,410.76,404.90,389.40,396.98,392.36,L7
2010-01-27 22:08:26+00:00,394.90,413.69,407.77,407.41,402.41,392.46,399.52,394.54,L5
2010-02-12 22:08:30+00:00,397.70,414.48,411.04,410.87,405.71,396.20,403.72,398.85,L5
2010-02-20 22:09:33+00:00,398.40,417.57,414.94,411.56,404.92,397.37,405.32,400.84,L7
2010-03-08 22:09:41+00:00,399.01,419.61,417.37,413.69,405.39,398.86,407.07,403.64,L7
2010-03-24 22:09:46+00:00,399.61,421.23,419.34,415.22,406.75,401.66,411.05,408.27,L7
2010-06-28 22:09:46+00:00,399.89,422.14,420.05,416.74,406.72,403.01,410.58,408.66,L7
2010-07-30 22:09:48+00:00,398.63,420.00,419.73,419.46,405.11,400.58,409.03,405.38,L7
2010-10-02 22:09:49+00:00,399.17,415.64,404.58,416.04,398.66,389.50,394.33,388.40,L7
2010-11-27 22:07:24+00:00,399.40,417.12,406.98,413.53,399.02,390.34,397.21,390.38,L5
2011-01-06 22:10:49+00:00,401.60,417.56,408.46,413.01,401.35,391.73,404.93,395.27,L7
2011-02-07 22:11:00+00:00,402.52,417.60,409.23,410.00,406.20,395.96,407.30,398.14,L7
2011-03-11 22:11:09+00:00,402.49,419.00,412.13,411.58,407.75,399.89,412.20,405.06,L7
2011-04-12 22:11:12+00:00,399.76,414.78,414.74,410.88,406.36,400.21,415.01,410.28,L7
2011-07-01 22:11:06+00:00,400.31,413.06,415.58,412.38,409.17,400.43,414.99,411.97,L7
2011-07-17 22:11:06+00:00,400.38,414.38,415.28,411.72,408.65,401.06,415.02,413.71,L7
2011-08-18 22:10:59+00:00,400.17,416.62,414.49,410.52,405.33,400.15,413.38,412.35,L7
2012-03-29 22:11:42+00:00,393.29,413.45,410.05,398.41,389.77,386.52,399.84,398.82,L7
2012-04-14 22:11:39+00:00,393.12,415.45,412.90,399.22,385.83,383.14,399.44,401.66,L7
2012-05-16 22:12:19+00:00,393.12,415.45,412.90,399.22,385.83,383.14,394.94,393.48,L7
2012-09-05 22:12:57+00:00,393.99,409.94,408.92,399.72,388.81,386.83,394.51,390.76,L7
2012-10-23 22:13:24+00:00,394.53,403.82,406.77,405.40,399.69,396.14,393.82,383.70,L7
2012-11-08 22:13:27+00:00,399.47,409.41,410.57,411.72,409.36,401.41,399.45,389.56,L7
2012-12-10 22:13:38+00:00,398.45,410.17,408.11,407.55,406.81,399.37,402.99,394.91,L7
2013-01-11 22:13:44+00:00,395.72,410.10,407.68,407.29,405.88,397.22,402.25,394.52,L7
2013-01-27 22:13:47+00:00,395.72,410.10,407.68,407.29,405.88,397.22,401.99,394.52,L7
2013-05-11 22:19:31+00:00,393.87,412.24,407.27,408.43,404.34,397.09,404.11,399.57,L8
2013-05-19 22:13:27+00:00,392.68,411.88,406.34,406.76,401.65,393.69,402.31,398.21,L7
2013-06-28 22:19:33+00:00,392.10,413.92,408.20,412.16,402.41,393.17,400.84,397.09,L8
2013-07-06 22:13:02+00:00,392.25,412.64,408.20,412.16,402.41,393.17,400.84,397.09,L7
2013-08-23 22:12:58+00:00,394.30,413.14,411.19,416.78,404.32,397.81,402.18,400.53,L7
2013-08-31 22:19:38+00:00,393.28,412.33,412.98,416.12,403.17,394.97,399.79,399.29,L8
2013-10-18 22:19:25+00:00,391.49,411.31,410.83,414.74,401.72,392.85,398.32,397.57,L8
2013-10-26 22:13:39+00:00,390.81,411.57,411.96,413.21,400.44,391.46,397.48,396.67,L7
2013-11-03 22:19:20+00:00,391.68,412.20,412.75,413.96,401.70,391.96,398.34,397.24,L8
2013-12-05 22:19:13+00:00,390.28,411.78,413.42,413.34,400.81,389.98,396.37,397.38,L8
2014-02-23 22:18:20+00:00,390.09,411.69,414.03,410.24,397.72,387.39,397.62,399.11,L8
2014-03-27 22:17:50+00:00,389.84,410.53,409.62,406.06,397.01,389.16,399.97,401.12,L8
2014-04-12 22:17:37+00:00,389.89,408.61,407.72,404.82,397.40,390.71,401.13,402.81,L8
2014-05-14 22:17:08+00:00,390.12,406.79,403.69,400.70,398.01,393.63,404.13,408.73,L8
2014-07-01 22:17:22+00:00,387.66,401.98,396.88,397.14,397.25,391.97,402.26,406.59,L8
2014-07-17 22:17:28+00:00,386.28,402.02,396.88,400.13,395.24,389.84,401.80,404.97,L8
2015-02-26 22:17:23+00:00,403.97,416.79,417.53,413.73,391.32,397.44,415.57,417.28,L8
2015-03-30 22:17:01+00:00,393.25,408.24,411.14,399.65,390.70,394.16,413.44,410.55,L8
2015-05-01 22:16:48+00:00,393.81,411.36,413.49,400.45,392.24,393.06,409.67,406.22,L8
2015-07-20 22:17:10+00:00,393.35,409.69,408.58,400.36,393.23,392.99,405.88,401.39,L8
2015-08-05 22:17:13+00:00,391.33,407.42,408.58,397.20,390.78,389.85,401.16,396.89,L8
2015-10-24 22:17:40+00:00,389.71,406.21,406.03,390.22,387.32,384.89,391.80,388.88,L8
2015-11-25 22:17:44+00:00,386.52,403.51,396.05,388.34,384.62,383.71,392.77,390.68,L8
2015-12-11 22:17:42+00:00,387.42,403.72,401.14,389.97,385.20,385.41,397.03,393.41,L8
2015-12-27 22:17:43+00:00,387.66,405.95,404.90,392.87,389.20,388.87,400.91,396.31,L8
2016-01-12 22:17:40+00:00,387.85,406.40,405.83,394.51,391.69,389.87,403.24,398.22,L8
2016-04-17 22:17:09+00:00,388.83,407.86,408.82,396.20,394.26,392.04,409.42,405.89,L8
2016-05-19 22:17:11+00:00,388.31,406.70,405.44,399.88,397.18,393.41,411.20,406.14,L8
2016-06-04 22:17:16+00:00,390.05,407.84,406.64,403.81,400.43,393.74,411.24,405.51,L8
2016-08-07 22:17:37+00:00,390.56,404.45,396.20,403.12,397.60,388.07,399.57,398.43,L8
2016-09-08 22:17:48+00:00,390.11,404.12,396.20,398.53,397.60,388.07,399.57,398.43,L8
2016-09-24 22:17:49+00:00,390.52,406.02,399.54,399.91,396.96,388.42,398.45,396.88,L8
2017-01-30 22:17:38+00:00,392.50,409.42,404.35,396.76,391.17,386.47,392.46,394.29,L8
2017-03-03 22:17:25+00:00,394.23,413.41,410.29,392.49,387.54,386.31,396.73,400.17,L8
2017-03-19 22:17:15+00:00,395.80,416.40,412.27,399.74,386.91,386.15,398.03,400.78,L8
2017-04-20 22:16:59+00:00,394.84,414.34,414.07,397.58,382.30,382.33,396.13,401.26,L8
2017-07-09 22:17:23+00:00,392.65,412.85,410.59,398.42,386.48,382.83,395.35,400.74,L8
2017-07-25 22:17:30+00:00,391.63,412.85,410.59,398.42,386.48,382.83,394.92,399.38,L8
2017-09-11 22:17:42+00:00,387.11,408.63,409.74,401.45,387.63,380.08,390.28,392.98,L8
2017-11-14 22:17:50+00:00,383.60,404.73,403.89,393.23,388.39,378.86,387.28,388.07,L8
2018-01-01 22:17:44+00:00,381.98,402.61,403.08,393.38,386.57,377.40,387.70,388.01,L8
2018-02-02 22:17:27+00:00,379.49,402.58,403.34,391.71,383.31,376.56,386.78,384.82,L8
2018-02-18 22:17:22+00:00,380.10,402.04,402.33,391.65,384.56,377.93,388.61,387.11,L8
2018-04-23 22:16:49+00:00,379.66,407.89,406.17,394.28,385.83,381.35,395.37,393.98,L8
