dates,nzd0060-0000,nzd0060-0001,nzd0060-0002,nzd0060-0003,nzd0060-0004,nzd0060-0005,nzd0060-0006,nzd0060-0007,satname
1999-08-17 22:10:26+00:00,383.75,410.70,402.98,404.99,385.76,369.06,375.20,380.00,L7
1999-10-04 22:10:38+00:00,389.88,414.21,412.23,405.06,379.54,372.35,380.65,386.68,L7
2000-03-28 22:10:07+00:00,394.58,415.98,420.27,416.91,396.51,390.43,401.33,397.19,L7
2000-04-13 22:09:54+00:00,393.55,,,366.84,370.48,377.29,383.94,387.84,L7
2000-04-29 22:09:53+00:00,395.96,411.45,415.58,405.12,397.36,389.63,393.29,392.12,L7
2000-08-19 22:08:38+00:00,377.40,389.19,382.51,391.51,389.55,376.93,376.60,377.57,L7
2000-09-20 22:08:03+00:00,387.04,406.17,413.78,407.77,390.79,373.28,381.66,385.08,L7
2000-10-22 22:07:50+00:00,396.00,416.20,419.31,419.59,405.55,390.11,396.12,396.65,L7
2000-11-07 22:07:53+00:00,373.27,389.52,380.36,386.06,383.08,376.34,378.31,376.38,L7
2001-05-18 22:07:26+00:00,377.84,395.55,401.37,404.00,393.11,388.25,393.47,396.98,L7
2001-06-03 22:07:16+00:00,392.23,398.36,398.39,404.67,401.99,388.99,397.83,392.87,L7
2001-12-12 22:06:14+00:00,372.49,383.22,382.05,395.38,392.24,385.83,389.00,387.03,L7
2001-12-28 22:06:14+00:00,378.83,387.13,392.06,398.44,394.16,380.55,392.81,389.81,L7
2002-03-02 22:06:33+00:00,394.15,400.78,410.83,413.08,403.77,400.13,409.04,402.36,L7
2002-03-18 22:06:22+00:00,388.53,402.50,401.63,406.16,397.80,393.53,402.12,402.07,L7
2002-04-03 22:06:21+00:00,348.53,,,,,,,,L7
2002-05-21 22:06:17+00:00,,,393.98,,388.81,375.03,,383.27,L7
2002-07-08 22:06:00+00:00,381.71,391.73,405.25,410.44,400.78,389.25,388.06,385.93,L7
2002-07-24 22:05:50+00:00,392.44,411.63,425.29,423.15,412.58,392.13,394.56,392.33,L7
2002-10-28 22:05:22+00:00,378.69,399.70,,401.07,393.14,370.71,,,L7
2003-01-16 22:06:02+00:00,386.58,394.59,403.02,401.11,398.28,388.11,402.46,393.44,L7
2003-05-08 22:06:20+00:00,402.01,426.74,424.56,417.60,404.45,398.70,408.23,396.67,L7
2004-01-19 22:06:35+00:00,386.85,393.57,395.06,405.90,402.68,392.11,397.45,390.82,L7
2004-04-08 22:06:49+00:00,378.69,399.96,395.11,408.62,398.08,,,,L7
2004-04-16 21:57:19+00:00,398.12,413.58,413.12,423.24,412.19,402.00,406.76,407.49,L5
2004-05-18 21:58:14+00:00,396.63,427.86,421.57,432.78,425.05,412.46,415.19,414.13,L5
2004-05-26 22:06:45+00:00,388.29,408.49,,428.88,414.41,401.20,409.78,390.64,L7
2004-06-11 22:06:38+00:00,413.53,424.47,428.13,436.81,426.51,399.47,411.09,404.89,L7
2004-07-21 22:00:04+00:00,395.29,411.80,408.88,421.01,415.04,399.28,395.18,390.01,L5
2004-07-29 22:06:27+00:00,388.44,408.69,409.66,413.64,412.73,394.51,397.36,387.47,L7
2004-08-30 22:06:20+00:00,399.74,426.92,432.43,435.58,421.96,413.86,418.77,410.79,L7
