dates,nzd0464-0000,nzd0464-0001,nzd0464-0002,nzd0464-0003,nzd0464-0004,nzd0464-0005,nzd0464-0006,nzd0464-0007,nzd0464-0008,nzd0464-0009,nzd0464-0010,nzd0464-0011,nzd0464-0012,nzd0464-0013,nzd0464-0014,nzd0464-0015,nzd0464-0016,nzd0464-0017,nzd0464-0018,nzd0464-0019,nzd0464-0020,nzd0464-0021,nzd0464-0022,nzd0464-0023,nzd0464-0024,nzd0464-0025,nzd0464-0026,nzd0464-0027,nzd0464-0028,nzd0464-0029,nzd0464-0030,nzd0464-0031,nzd0464-0032,nzd0464-0033,nzd0464-0034,nzd0464-0035,nzd0464-0036,nzd0464-0037,nzd0464-0038,nzd0464-0039,nzd0464-0040,nzd0464-0041,nzd0464-0042,nzd0464-0043,nzd0464-0044,nzd0464-0045,nzd0464-0046,nzd0464-0047,nzd0464-0048,nzd0464-0049,nzd0464-0050,nzd0464-0051,nzd0464-0052,nzd0464-0053,nzd0464-0054,nzd0464-0055,nzd0464-0056,nzd0464-0057,nzd0464-0058,nzd0464-0059,nzd0464-0060,nzd0464-0061,nzd0464-0062,nzd0464-0063,nzd0464-0064,nzd0464-0065,nzd0464-0066,nzd0464-0067,nzd0464-0068,nzd0464-0069,nzd0464-0070,nzd0464-0071,nzd0464-0072,nzd0464-0073,nzd0464-0074,nzd0464-0075,nzd0464-0076,nzd0464-0077,nzd0464-0078,nzd0464-0079,nzd0464-0080,nzd0464-0081,nzd0464-0082,nzd0464-0083,nzd0464-0084,nzd0464-0085,nzd0464-0086,nzd0464-0087,nzd0464-0088,nzd0464-0089,nzd0464-0090,nzd0464-0091,nzd0464-0092,nzd0464-0093,nzd0464-0094,nzd0464-0095,nzd0464-0096,nzd0464-0097,nzd0464-0098,nzd0464-0099,nzd0464-0100,nzd0464-0101,nzd0464-0102,nzd0464-0103,nzd0464-0104,nzd0464-0105,nzd0464-0106,nzd0464-0107,nzd0464-0108,nzd0464-0109,nzd0464-0110,nzd0464-0111,nzd0464-0112,nzd0464-0113,nzd0464-0114,nzd0464-0115,nzd0464-0116,nzd0464-0117,nzd0464-0118,nzd0464-0119,nzd0464-0120,nzd0464-0121,nzd0464-0122,nzd0464-0123,nzd0464-0124,nzd0464-0125,nzd0464-0126,nzd0464-0127,nzd0464-0128,nzd0464-0129,nzd0464-0130,nzd0464-0131,nzd0464-0132,nzd0464-0133,satname
2001-02-20 22:04:36+00:00,331.36,325.71,332.77,330.93,335.27,337.82,336.00,335.62,332.28,332.17,328.55,328.65,331.23,327.14,325.69,328.52,333.82,335.24,335.31,335.68,335.50,340.13,334.12,331.06,334.07,331.30,329.74,324.35,327.66,329.34,332.43,332.47,330.50,333.64,332.52,333.50,333.95,337.67,338.15,335.96,337.36,340.27,340.71,339.42,342.78,342.38,340.09,341.42,332.73,336.19,336.49,329.43,329.63,332.18,327.98,328.91,327.14,321.29,318.98,320.83,324.74,329.47,329.73,330.23,332.36,328.91,327.23,324.30,321.12,323.79,325.11,321.38,313.19,312.90,316.21,320.73,323.10,324.72,330.00,332.22,337.20,338.19,344.87,348.16,343.69,342.19,341.62,339.19,337.73,335.36,337.10,328.02,333.35,331.11,330.47,335.39,340.75,340.56,340.68,337.44,344.81,342.50,347.17,342.41,342.20,338.08,343.26,340.42,341.12,337.99,334.27,334.69,332.45,333.44,334.46,342.73,336.24,340.30,336.15,342.28,342.69,340.09,337.60,335.50,332.50,333.00,333.17,328.68,326.28,326.69,321.65,325.83,325.20,321.92,L7
2001-04-09 22:04:17+00:00,326.91,326.83,329.39,330.03,333.24,336.87,335.59,330.89,324.91,326.01,324.66,323.94,323.79,324.81,322.03,319.36,316.71,323.97,325.60,329.19,323.82,326.42,321.44,324.05,330.21,327.81,326.67,323.49,322.32,325.89,325.44,326.11,329.80,335.75,333.85,334.52,332.36,333.25,331.48,330.56,326.38,325.67,327.69,336.33,332.96,331.75,334.87,334.51,335.16,332.18,330.23,326.23,326.19,323.15,316.24,317.84,318.86,319.49,309.37,312.27,317.84,325.62,327.75,327.48,325.07,327.12,323.95,321.49,316.00,318.83,319.71,317.55,315.62,313.67,315.17,318.44,320.24,321.31,323.99,329.93,331.37,334.53,338.45,343.51,340.95,337.63,335.99,332.91,335.20,334.37,326.36,324.56,327.31,325.55,326.09,326.78,333.93,329.61,335.78,330.66,337.76,335.87,338.22,333.93,333.86,334.01,336.12,336.53,331.02,334.03,334.81,335.02,327.59,328.18,329.11,337.81,334.35,335.29,324.96,329.33,333.57,327.71,333.59,329.90,324.86,325.72,319.71,318.60,321.81,317.19,319.25,314.66,320.37,317.48,L7
2001-06-28 22:03:32+00:00,339.89,336.22,335.66,337.60,334.99,338.45,334.07,330.49,330.36,331.56,328.69,325.65,328.05,327.67,336.60,335.58,338.42,340.80,337.24,340.78,338.88,334.83,334.46,334.47,332.50,335.85,334.96,334.05,336.51,337.35,339.76,337.65,336.65,337.11,340.13,338.71,339.04,338.66,338.33,341.77,341.92,340.05,341.51,343.60,341.23,344.00,341.59,346.48,341.59,340.38,336.29,335.75,335.58,328.28,331.76,329.31,330.72,318.75,316.43,326.66,330.58,331.73,333.94,333.22,328.68,330.58,326.46,321.83,322.95,320.18,324.17,327.64,322.18,326.33,321.87,323.10,323.88,322.12,327.29,329.22,335.07,341.25,338.75,343.66,343.32,343.28,338.99,341.82,341.45,342.09,337.22,332.62,331.20,337.12,339.74,334.37,336.73,338.62,340.34,345.55,341.66,349.44,345.79,345.06,348.30,349.02,347.30,344.64,339.19,336.28,338.48,333.32,338.95,342.67,339.19,339.72,344.05,340.42,343.96,347.77,348.45,344.74,344.73,340.29,340.68,337.00,330.59,333.10,326.54,327.92,333.03,328.38,328.55,330.77,L7
2001-07-14 22:03:33+00:00,341.75,337.58,336.38,335.88,338.57,338.76,338.19,339.80,334.13,336.89,337.84,334.34,333.47,334.55,335.27,338.44,338.18,339.13,339.49,344.00,341.60,339.25,341.65,336.66,334.42,334.09,333.30,332.84,337.87,340.67,340.18,337.65,339.16,338.39,337.25,337.46,336.00,333.79,339.33,339.52,342.72,341.80,348.88,347.18,348.77,349.18,348.62,346.10,343.84,337.07,333.22,334.58,328.78,330.70,328.98,332.87,328.35,320.73,326.34,330.70,337.59,340.18,336.37,331.39,336.61,336.58,330.97,328.99,325.98,325.98,326.79,324.47,325.18,323.85,321.71,323.99,326.12,323.73,330.80,328.82,343.11,341.80,340.78,346.30,348.29,349.11,345.97,339.48,342.16,340.92,342.34,336.42,331.39,335.43,333.36,338.00,339.73,343.44,347.97,351.84,350.95,348.69,350.10,352.28,352.91,347.11,346.04,346.64,339.32,338.40,332.84,333.06,339.07,341.78,342.94,345.87,347.06,345.97,347.68,346.40,341.68,342.86,339.89,336.44,336.98,337.81,337.73,334.93,334.48,332.34,332.32,336.42,331.09,323.98,L7
2001-08-15 22:03:02+00:00,340.87,336.07,341.53,342.42,344.08,340.08,344.16,338.68,331.59,328.88,332.95,331.44,335.93,329.11,331.99,334.22,336.04,333.64,339.33,340.45,339.64,345.64,338.74,340.05,335.93,332.20,333.50,329.89,333.45,336.06,334.79,341.12,339.31,334.05,334.04,331.13,325.07,334.98,337.54,335.52,336.89,337.73,344.93,344.02,345.51,343.74,340.40,340.53,340.13,332.68,331.28,336.29,330.44,329.55,321.45,322.05,319.51,319.86,324.34,329.49,324.65,335.18,331.54,330.07,327.49,332.30,325.71,324.92,318.77,324.00,331.83,327.81,329.35,324.58,330.30,328.25,327.14,330.35,330.79,328.88,338.18,342.31,345.70,347.71,352.74,349.10,347.67,344.98,345.88,342.84,343.36,340.74,335.63,333.70,337.36,335.47,339.64,338.41,341.18,344.04,348.28,343.38,343.41,348.68,349.83,349.56,339.43,338.22,331.17,339.26,332.63,338.84,340.22,340.23,338.01,341.33,345.64,347.89,339.39,340.50,339.15,342.59,338.24,338.74,333.97,334.80,329.86,329.45,334.52,329.69,326.09,325.36,328.45,331.78,L7
2001-08-31 22:02:53+00:00,339.74,329.52,339.44,337.32,335.49,334.72,332.76,334.50,333.58,334.07,329.11,329.06,325.90,323.01,323.15,324.34,320.70,325.14,326.08,325.14,321.75,326.00,327.83,325.51,327.87,324.48,320.47,321.82,318.68,320.90,324.07,323.14,324.59,324.80,325.97,324.38,325.04,329.14,326.38,326.59,328.84,331.16,331.65,333.17,335.49,330.38,333.36,334.26,333.76,331.50,326.04,319.54,315.50,314.11,313.57,311.60,306.37,312.34,311.19,310.89,320.45,321.35,324.85,323.60,319.66,315.10,316.28,315.21,312.36,314.72,308.21,323.74,324.46,322.82,327.92,325.83,330.97,329.22,325.27,333.49,334.42,338.35,345.53,344.71,344.17,345.49,343.32,343.12,345.20,342.16,340.51,338.19,334.32,331.25,330.62,331.49,336.67,337.58,338.77,335.55,337.92,340.06,340.57,342.21,343.14,343.83,342.95,339.80,336.88,337.78,332.99,336.24,336.68,336.85,332.77,332.29,339.22,342.11,335.07,338.60,338.45,334.77,332.79,331.04,330.89,326.65,328.53,327.34,327.29,321.20,326.65,324.72,329.56,324.48,L7
2001-10-18 22:02:30+00:00,333.53,334.33,334.07,335.74,335.85,339.13,336.76,339.58,334.23,326.96,330.54,331.41,327.36,329.26,333.23,331.83,327.23,331.71,331.46,332.39,334.81,336.03,336.91,334.30,334.02,327.98,331.84,334.61,330.24,331.62,330.17,332.40,333.23,337.35,329.67,333.24,332.68,337.68,338.60,336.77,336.53,341.19,342.93,342.95,342.48,338.66,336.07,340.96,338.82,337.59,335.18,329.37,324.52,322.50,316.99,314.60,314.38,309.86,310.10,313.68,326.24,331.52,328.93,331.16,331.06,329.27,329.44,325.57,324.65,324.30,329.43,320.78,322.86,321.90,323.70,329.52,328.92,329.49,334.17,332.20,332.83,333.51,336.67,341.20,345.03,340.51,338.99,336.25,336.01,337.79,336.26,333.60,332.92,330.52,326.98,331.21,335.46,333.03,337.91,334.60,340.21,337.80,338.73,338.40,341.48,338.42,344.83,339.53,336.31,337.01,327.44,334.60,330.39,331.30,327.42,338.60,342.15,342.73,340.22,338.12,340.88,342.98,338.47,334.24,334.64,329.72,328.56,319.87,326.79,331.37,328.61,318.25,325.68,327.78,L7
2002-03-11 22:03:07+00:00,334.83,329.96,335.15,329.12,335.15,336.29,337.73,335.74,333.02,337.08,331.40,332.91,334.32,330.45,333.68,327.49,331.48,332.39,334.60,336.10,335.70,332.48,330.92,330.76,324.70,319.44,329.13,332.43,332.64,335.01,336.35,333.69,333.08,334.14,329.99,330.80,329.77,335.85,336.23,336.47,341.47,340.79,344.76,340.85,338.84,339.21,340.82,343.06,336.02,333.98,330.73,323.76,324.44,327.97,321.54,321.68,317.93,324.95,321.41,323.96,325.92,330.94,328.61,331.92,326.89,323.61,321.70,320.03,314.09,319.28,320.27,321.81,321.93,320.33,319.18,325.35,326.03,323.60,324.68,333.16,336.27,335.48,339.76,339.47,344.84,342.28,343.22,335.08,335.21,341.02,331.34,330.90,334.63,332.66,327.30,330.70,332.22,334.71,338.81,332.95,338.39,338.63,342.17,341.34,340.86,343.28,342.22,340.04,337.03,339.32,333.33,334.42,334.59,335.44,334.01,333.53,334.79,338.31,335.31,339.35,339.31,332.93,338.42,334.40,331.71,327.23,334.82,328.03,328.60,323.49,326.07,317.27,318.32,316.13,L7
2002-04-12 22:03:01+00:00,331.19,339.21,341.09,339.30,341.30,343.34,340.89,342.51,340.15,345.12,341.23,338.91,337.38,340.89,346.26,347.27,340.78,337.12,338.38,335.28,334.15,336.56,342.18,343.86,340.53,337.12,341.73,338.08,337.99,337.87,339.71,338.26,343.65,344.58,343.97,347.29,341.21,340.45,341.59,341.86,347.58,347.88,350.65,350.47,348.23,350.05,349.24,353.64,344.59,338.07,335.42,331.53,331.78,332.65,326.68,324.67,327.31,327.98,327.20,331.15,339.13,339.92,340.14,338.58,333.15,332.42,327.18,330.49,330.54,333.61,327.52,331.54,329.85,327.87,324.73,326.93,323.16,330.42,337.99,338.84,339.45,343.02,347.35,353.43,354.63,349.89,350.32,350.46,352.74,350.32,348.56,339.80,340.98,340.21,336.71,336.17,339.81,,,339.07,342.62,345.52,346.34,348.66,,,,,,,340.89,341.17,339.77,342.55,346.65,345.06,344.82,346.16,343.08,343.09,342.91,339.70,341.34,337.31,339.01,341.90,342.99,339.61,339.98,341.60,336.49,332.38,333.28,329.40,L7
2002-05-14 22:02:55+00:00,336.64,335.66,339.95,337.88,343.39,341.18,342.29,342.60,337.45,342.13,338.31,332.71,337.58,339.27,340.35,338.10,339.87,334.61,337.63,339.21,340.09,340.77,344.13,341.51,338.27,336.20,337.54,340.75,341.66,341.04,340.48,340.40,342.95,332.60,335.65,339.69,340.00,344.93,343.82,345.05,342.43,349.83,349.44,346.57,346.03,348.33,346.96,346.34,340.50,337.73,336.75,332.53,332.91,333.21,326.90,331.25,332.24,327.12,327.45,328.51,333.35,336.03,336.14,336.57,335.18,333.20,332.14,334.30,331.50,330.13,329.13,326.29,324.56,326.37,330.44,330.32,331.37,330.81,334.22,334.86,340.48,345.87,349.30,355.01,347.63,346.35,349.67,346.97,341.60,344.22,342.98,339.88,338.62,334.73,333.31,338.87,338.97,343.25,343.17,342.61,345.10,346.60,351.25,360.87,359.47,353.63,344.21,348.36,351.77,346.99,348.10,345.31,340.11,342.02,341.00,344.43,340.08,342.43,345.16,340.94,348.17,339.98,343.10,345.01,350.88,345.75,347.60,345.28,342.58,343.85,328.64,325.65,334.31,338.32,L7
2002-05-30 22:02:49+00:00,340.24,341.50,333.61,333.93,332.77,334.66,334.70,339.41,337.79,337.63,336.77,337.52,335.27,341.91,341.68,341.29,338.09,334.54,338.62,342.50,344.40,351.15,346.80,344.52,336.66,337.02,332.07,337.75,338.21,336.13,336.18,334.55,339.65,341.94,340.09,348.21,341.88,345.66,344.83,348.26,347.59,349.99,350.94,346.60,346.92,346.04,348.50,354.23,344.59,337.51,,,,,,,,,,,,,,,,330.07,332.15,337.90,329.47,331.25,329.07,332.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.03,343.04,,,,,,,,,,,,,,,,,,L7
2002-06-15 22:02:43+00:00,342.01,341.22,339.83,341.00,336.09,337.83,341.16,339.98,345.01,344.19,340.08,336.68,338.80,346.67,341.23,339.32,335.66,340.58,341.35,345.17,342.08,346.19,348.46,349.44,345.08,343.07,339.35,340.91,343.43,338.40,344.39,339.36,341.21,334.50,337.87,342.58,339.02,344.11,346.44,342.78,351.58,349.98,354.45,352.59,351.85,349.18,349.13,352.04,342.31,342.90,340.17,329.71,338.44,337.12,335.97,331.65,334.32,332.48,336.09,334.47,338.79,343.74,338.42,337.69,337.49,338.16,339.53,340.79,338.35,332.80,329.91,330.62,330.32,330.89,331.49,325.88,331.09,326.98,330.60,338.38,339.28,350.61,350.41,357.34,350.79,351.05,355.02,351.22,343.82,350.19,341.59,342.49,343.44,337.32,338.60,338.32,344.86,346.60,346.51,345.93,349.87,352.50,359.18,367.44,365.84,358.98,349.00,353.83,348.74,344.22,346.14,345.98,341.71,341.92,342.22,341.06,349.66,343.38,344.08,344.34,345.24,344.69,346.31,346.43,350.81,349.74,347.85,334.50,338.87,338.24,335.24,330.25,329.76,331.78,L7
