dates,satname,nzd0464-0000,nzd0464-0001,nzd0464-0002,nzd0464-0003,nzd0464-0004,nzd0464-0005,nzd0464-0006,nzd0464-0007,nzd0464-0008,nzd0464-0009,nzd0464-0010,nzd0464-0011,nzd0464-0012,nzd0464-0013,nzd0464-0014,nzd0464-0015,nzd0464-0016,nzd0464-0017,nzd0464-0018,nzd0464-0019,nzd0464-0020,nzd0464-0021,nzd0464-0022,nzd0464-0023,nzd0464-0024,nzd0464-0025,nzd0464-0026,nzd0464-0027,nzd0464-0028,nzd0464-0029,nzd0464-0030,nzd0464-0031,nzd0464-0032,nzd0464-0033,nzd0464-0034,nzd0464-0035,nzd0464-0036,nzd0464-0037,nzd0464-0038,nzd0464-0039,nzd0464-0040,nzd0464-0041,nzd0464-0042,nzd0464-0043,nzd0464-0044,nzd0464-0045,nzd0464-0046,nzd0464-0047,nzd0464-0048,nzd0464-0049,nzd0464-0050,nzd0464-0051,nzd0464-0052,nzd0464-0053,nzd0464-0054,nzd0464-0055,nzd0464-0056,nzd0464-0057,nzd0464-0058,nzd0464-0059,nzd0464-0060,nzd0464-0061,nzd0464-0062,nzd0464-0063,nzd0464-0064,nzd0464-0065,nzd0464-0066,nzd0464-0067,nzd0464-0068,nzd0464-0069,nzd0464-0070,nzd0464-0071,nzd0464-0072,nzd0464-0073,nzd0464-0074,nzd0464-0075,nzd0464-0076,nzd0464-0077,nzd0464-0078,nzd0464-0079,nzd0464-0080,nzd0464-0081,nzd0464-0082,nzd0464-0083,nzd0464-0084,nzd0464-0085,nzd0464-0086,nzd0464-0087,nzd0464-0088,nzd0464-0089,nzd0464-0090,nzd0464-0091,nzd0464-0092,nzd0464-0093,nzd0464-0094,nzd0464-0095,nzd0464-0096,nzd0464-0097,nzd0464-0098,nzd0464-0099,nzd0464-0100,nzd0464-0101,nzd0464-0102,nzd0464-0103,nzd0464-0104,nzd0464-0105,nzd0464-0106,nzd0464-0107,nzd0464-0108,nzd0464-0109,nzd0464-0110,nzd0464-0111,nzd0464-0112,nzd0464-0113,nzd0464-0114,nzd0464-0115,nzd0464-0116,nzd0464-0117,nzd0464-0118,nzd0464-0119,nzd0464-0120,nzd0464-0121,nzd0464-0122,nzd0464-0123,nzd0464-0124,nzd0464-0125,nzd0464-0126,nzd0464-0127,nzd0464-0128,nzd0464-0129,nzd0464-0130,nzd0464-0131,nzd0464-0132,nzd0464-0133
1999-08-26 22:07:08+00:00,L7,334.54,333.07,330.67,325.59,324.99,328.64,326.77,330.67,326.19,325.12,326.52,323.19,323.95,323.43,325.87,328.73,331.28,330.11,325.17,320.08,321.92,327.07,333.42,329.01,325.54,326.86,324.92,322.12,316.64,315.70,319.51,323.82,325.21,329.96,331.59,327.00,327.02,327.23,330.08,333.01,331.96,329.32,326.31,329.69,333.00,334.47,333.65,337.47,330.73,331.60,329.32,323.86,316.67,322.09,313.58,315.73,314.95,315.71,299.98,299.06,315.58,317.47,326.60,323.21,324.33,323.76,325.53,318.41,315.57,313.99,312.97,311.53,312.43,314.58,310.32,313.37,313.52,311.20,303.53,311.20,319.71,328.40,335.60,339.05,335.41,332.08,330.85,332.04,329.88,324.78,316.64,324.63,317.67,316.32,322.28,320.69,326.39,331.56,332.50,328.11,324.00,324.35,324.28,318.71,325.27,323.22,325.04,326.29,326.21,334.41,325.80,329.51,328.71,333.64,326.62,324.58,326.91,326.91,322.89,320.44,324.49,332.78,329.96,328.67,325.85,323.50,316.29,323.19,326.28,318.47,326.44,319.21,315.21,319.96
1999-09-27 22:07:12+00:00,L7,339.28,336.21,337.71,338.59,337.98,336.05,340.05,345.59,341.29,341.75,341.61,340.99,338.30,333.95,333.54,333.62,339.64,339.45,340.01,342.85,344.27,350.41,,,,,,,,,,,,,,,,,,,,,,,350.71,349.46,356.64,352.93,348.27,344.57,343.92,342.48,339.35,336.63,332.51,324.13,325.97,328.22,326.12,323.85,325.73,334.97,335.03,337.74,337.01,338.31,337.08,336.75,336.35,330.33,331.73,328.57,329.08,325.98,325.49,325.11,329.54,333.64,332.67,336.88,338.15,336.38,343.40,339.49,341.46,347.68,341.65,341.92,342.82,345.39,342.96,339.36,336.19,339.95,339.26,340.40,343.76,340.75,344.13,341.54,347.37,346.88,350.19,351.95,359.49,358.65,358.17,353.66,349.29,345.26,339.47,335.87,337.38,342.70,340.91,348.42,351.18,353.33,357.18,350.56,355.36,354.39,355.91,354.58,348.07,342.97,341.06,335.70,335.09,329.95,330.19,324.15,332.14,338.04
1999-10-13 22:07:12+00:00,L7,341.10,343.78,340.50,341.20,342.16,341.04,343.79,343.96,343.15,338.44,335.40,334.86,337.39,341.20,335.33,340.98,340.65,335.55,339.96,338.50,336.09,339.09,341.07,341.86,343.11,338.65,337.70,339.71,337.14,337.31,335.79,337.96,339.60,342.82,341.91,339.33,340.99,342.18,344.90,343.05,340.05,344.86,347.28,344.46,346.47,347.03,346.11,347.96,341.38,339.61,337.71,333.56,331.25,334.08,328.18,331.47,330.93,321.47,323.43,329.94,333.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.35,338.75,348.27,349.08,348.96,349.07,351.52,352.73,352.46,343.58,341.42,342.95,334.84,334.90,334.65,338.38,336.08,340.22,340.03,344.79,344.49,347.82,345.24,336.51,337.32,338.69,335.82,332.41,334.62,333.17,339.55,334.24,339.34,337.52,335.21,329.73,333.02,328.02,332.06,333.80
1999-12-16 22:07:09+00:00,L7,,,,,,,,337.79,332.04,329.80,330.26,330.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-21 22:06:49+00:00,L7,346.47,344.12,342.70,340.38,341.19,346.14,342.97,342.90,337.65,337.13,337.08,337.78,334.49,333.80,337.01,337.14,339.38,,,,,346.14,344.33,341.72,335.50,335.53,335.67,340.57,334.22,337.35,337.64,339.99,339.90,340.16,341.12,339.72,339.40,337.74,344.40,342.90,341.07,347.53,342.48,344.84,342.62,345.93,344.01,349.86,345.12,337.92,326.56,,329.09,335.98,330.44,331.12,335.16,332.58,328.99,324.92,335.28,339.55,340.47,337.99,336.69,334.72,339.66,332.77,328.14,328.89,328.89,331.29,325.12,325.03,322.02,320.90,326.14,328.89,332.41,338.14,338.56,346.74,348.66,356.26,356.53,350.79,346.76,346.39,345.54,341.80,339.29,337.48,332.64,341.23,341.28,344.63,,,,344.02,343.02,349.80,347.79,347.94,345.86,344.49,341.27,345.43,342.70,343.22,342.41,343.12,336.74,342.94,339.99,346.64,344.68,347.11,343.57,348.50,351.05,350.62,349.21,340.38,344.40,344.16,340.22,336.15,336.16,329.63,332.98,327.13,333.05,339.06
2000-05-08 22:06:20+00:00,L7,337.00,334.34,330.51,331.09,335.85,334.53,333.36,339.92,336.07,334.84,337.06,331.44,333.79,335.36,339.88,337.50,339.74,331.83,332.19,337.34,337.95,341.13,339.27,335.63,333.60,334.53,335.50,337.32,331.90,334.42,334.73,332.17,336.76,335.44,338.07,338.78,339.55,343.98,341.22,343.72,339.36,341.01,342.99,342.88,346.82,341.98,342.70,344.66,340.75,337.06,335.97,331.37,338.41,336.01,333.85,331.66,336.59,333.71,329.50,324.16,331.91,334.14,333.86,332.48,334.81,331.52,331.38,326.88,328.60,328.75,328.61,327.53,328.01,323.87,320.29,320.30,322.89,325.45,328.03,332.90,335.52,338.19,348.67,347.94,349.95,346.74,345.34,341.11,341.16,341.81,338.70,338.52,336.53,339.04,337.01,338.49,340.87,344.54,342.37,345.00,346.26,345.57,349.16,351.80,347.10,346.13,342.54,348.59,348.99,341.15,338.10,339.33,340.07,341.28,341.28,346.82,347.49,344.35,345.44,347.12,348.85,348.96,350.98,344.41,346.13,338.19,339.59,336.86,333.78,327.72,332.11,331.08,331.84,331.16
2000-07-11 22:05:41+00:00,L7,329.68,332.99,332.86,337.03,330.94,329.65,334.31,333.00,326.41,330.48,323.79,326.95,326.10,327.28,329.32,330.34,333.49,332.78,336.31,337.12,331.36,332.79,332.94,331.78,332.30,326.38,326.15,324.20,329.61,335.49,337.94,333.75,332.70,326.70,331.82,335.41,339.21,339.06,336.30,337.93,336.90,335.99,334.05,338.14,343.43,338.92,343.90,341.85,335.31,335.39,334.33,329.75,325.70,326.93,325.10,316.41,321.15,320.87,321.61,315.22,322.43,323.97,323.26,328.12,329.65,329.36,326.72,323.19,319.20,318.56,319.87,316.19,318.79,318.31,322.32,317.73,323.50,319.41,323.11,333.86,327.72,339.45,338.50,341.61,342.31,343.22,341.35,336.11,334.47,330.36,335.43,325.47,327.04,327.24,330.73,331.87,339.02,334.11,337.48,335.94,342.32,336.05,337.58,342.15,340.68,337.58,340.04,340.55,342.87,332.43,336.22,330.60,332.07,340.76,338.77,336.05,340.38,341.60,339.31,339.47,334.01,338.85,332.96,333.19,331.45,329.71,331.73,329.06,320.75,322.59,317.63,312.80,327.54,322.48
2000-07-27 22:05:24+00:00,L7,338.62,334.77,337.51,338.34,339.16,340.09,339.50,342.06,339.03,339.57,335.95,332.34,335.78,331.09,332.74,337.30,338.67,340.01,340.35,344.96,344.12,346.35,344.33,339.35,336.85,333.73,333.54,338.48,336.67,340.76,342.30,341.60,340.11,338.27,343.55,343.56,346.30,342.47,339.12,343.94,344.45,344.41,347.08,344.08,346.97,348.00,344.92,346.32,343.39,343.59,340.43,335.75,336.81,330.58,331.14,327.59,330.04,318.56,329.34,325.63,329.11,335.85,332.06,337.12,336.17,332.67,331.76,329.62,325.35,326.29,327.16,328.16,329.05,329.32,327.76,333.72,332.85,340.54,337.25,341.28,345.19,349.75,352.69,352.06,353.01,349.00,349.18,349.73,348.03,346.58,346.70,347.55,344.11,345.69,342.08,343.51,347.94,347.22,345.46,347.36,351.50,351.13,356.65,352.65,359.01,354.11,357.08,353.36,350.79,350.92,348.26,349.64,348.41,352.49,350.87,355.51,356.82,354.29,349.31,351.60,351.01,347.30,347.32,344.26,345.93,341.62,339.70,335.76,335.10,335.12,335.47,334.06,337.16,338.65
2000-08-12 22:05:17+00:00,L7,341.40,343.18,338.40,336.32,339.86,339.38,341.41,343.94,338.14,338.81,337.77,332.74,337.30,337.73,338.89,336.61,340.50,336.69,340.65,342.31,343.90,347.51,347.09,342.90,337.97,339.55,339.06,345.02,341.83,341.63,340.91,341.19,341.84,342.90,340.32,344.15,345.97,342.13,342.31,345.07,346.91,347.98,346.10,350.95,347.62,346.35,346.27,349.43,346.50,342.77,344.48,340.99,341.55,338.57,336.93,329.39,332.90,329.73,329.69,328.31,335.49,340.21,338.48,336.90,335.51,335.72,334.07,334.92,334.12,331.48,334.15,330.24,331.53,327.36,328.12,326.72,326.22,333.41,335.20,338.00,339.85,350.83,353.98,358.51,354.70,351.55,348.70,347.32,344.79,343.52,341.13,339.32,341.53,341.57,340.38,344.64,346.20,350.05,348.70,349.30,351.44,352.65,351.25,352.08,352.82,347.09,351.44,347.37,348.16,347.80,351.07,349.62,348.68,348.35,354.47,351.17,355.60,354.62,352.61,351.29,356.67,346.78,349.12,347.86,346.55,347.11,342.25,338.25,339.29,336.64,334.88,338.39,334.40,338.72
2000-12-18 22:04:37+00:00,L7,327.34,321.83,324.54,325.64,325.93,324.67,326.86,323.92,322.77,322.62,320.98,318.84,320.21,320.59,321.62,320.51,322.22,323.87,324.65,323.63,325.65,325.43,324.89,324.94,324.16,320.79,322.85,322.34,319.26,321.05,322.98,320.40,317.48,324.11,325.39,322.87,323.08,325.00,324.85,326.15,327.67,330.11,331.35,327.54,324.58,332.84,331.46,335.33,327.36,325.09,324.49,321.02,309.85,307.44,306.75,313.18,312.95,302.84,296.59,297.79,318.93,321.47,319.97,317.92,320.31,314.68,313.58,315.79,312.49,312.58,310.15,308.72,306.14,307.27,306.89,307.45,308.32,310.64,311.70,313.54,314.82,319.64,326.06,329.60,317.70,318.59,318.17,317.84,320.53,318.83,317.25,317.13,313.91,317.78,310.52,315.03,316.18,327.39,321.37,323.89,322.77,319.03,323.84,327.16,327.92,323.79,322.91,320.14,321.25,318.82,316.98,313.60,314.68,315.44,317.44,320.63,328.44,320.16,320.96,316.78,321.61,315.16,315.52,317.65,310.34,309.04,307.03,302.75,307.39,312.32,306.60,309.73,307.16,307.36
