dates,nzd0280-0000,nzd0280-0001,nzd0280-0002,nzd0280-0003,nzd0280-0004,nzd0280-0005,nzd0280-0006,nzd0280-0007,nzd0280-0008,nzd0280-0009,nzd0280-0010,nzd0280-0011,nzd0280-0012,nzd0280-0013,nzd0280-0014,nzd0280-0015,nzd0280-0016,nzd0280-0017,nzd0280-0018,nzd0280-0019,nzd0280-0020,nzd0280-0021,nzd0280-0022,nzd0280-0023,nzd0280-0024,nzd0280-0025,nzd0280-0026,nzd0280-0027,nzd0280-0028,nzd0280-0029,nzd0280-0030,nzd0280-0031,nzd0280-0032,nzd0280-0033,nzd0280-0034,nzd0280-0035,nzd0280-0036,nzd0280-0037,nzd0280-0038,nzd0280-0039,nzd0280-0040,nzd0280-0041,nzd0280-0042,nzd0280-0043,nzd0280-0044,nzd0280-0045,nzd0280-0046,nzd0280-0047,nzd0280-0048,nzd0280-0049,nzd0280-0050,nzd0280-0051,nzd0280-0052,nzd0280-0053,nzd0280-0054,nzd0280-0055,nzd0280-0056,nzd0280-0057,nzd0280-0058,nzd0280-0059,nzd0280-0060,nzd0280-0061,nzd0280-0062,nzd0280-0063,nzd0280-0064,nzd0280-0065,nzd0280-0066,nzd0280-0067,nzd0280-0068,nzd0280-0069,nzd0280-0070,nzd0280-0071,nzd0280-0072,nzd0280-0073,nzd0280-0074,nzd0280-0075,nzd0280-0076,nzd0280-0077,nzd0280-0078,nzd0280-0079,nzd0280-0080,nzd0280-0081,nzd0280-0082,nzd0280-0083,nzd0280-0084,nzd0280-0085,nzd0280-0086,nzd0280-0087,nzd0280-0088,nzd0280-0089,nzd0280-0090,nzd0280-0091,nzd0280-0092,nzd0280-0093,nzd0280-0094,nzd0280-0095,nzd0280-0096,nzd0280-0097,nzd0280-0098,nzd0280-0099,nzd0280-0100,nzd0280-0101,nzd0280-0102,nzd0280-0103,nzd0280-0104,nzd0280-0105,nzd0280-0106,nzd0280-0107,nzd0280-0108,nzd0280-0109,nzd0280-0110,nzd0280-0111,nzd0280-0112,nzd0280-0113,nzd0280-0114,nzd0280-0115,nzd0280-0116,nzd0280-0117,nzd0280-0118,nzd0280-0119,nzd0280-0120,nzd0280-0121,nzd0280-0122,nzd0280-0123,nzd0280-0124,nzd0280-0125,nzd0280-0126,nzd0280-0127,nzd0280-0128,nzd0280-0129,nzd0280-0130,nzd0280-0131,nzd0280-0132,nzd0280-0133,nzd0280-0134,nzd0280-0135,nzd0280-0136,nzd0280-0137,nzd0280-0138,nzd0280-0139,nzd0280-0140,nzd0280-0141,nzd0280-0142,nzd0280-0143,nzd0280-0144,nzd0280-0145,nzd0280-0146,nzd0280-0147,nzd0280-0148,nzd0280-0149,nzd0280-0150,nzd0280-0151,nzd0280-0152,nzd0280-0153,nzd0280-0154,nzd0280-0155,nzd0280-0156,nzd0280-0157,nzd0280-0158,nzd0280-0159,nzd0280-0160,nzd0280-0161,nzd0280-0162,nzd0280-0163,nzd0280-0164,nzd0280-0165,nzd0280-0166,nzd0280-0167,nzd0280-0168,satname
1999-08-21 21:46:56+00:00,341.17,360.69,356.82,358.01,354.73,359.73,357.60,356.64,360.41,361.88,358.64,366.94,361.87,365.35,354.42,360.13,355.06,357.55,352.77,361.13,355.87,353.81,356.57,357.37,351.62,351.64,347.93,346.63,342.01,346.12,349.92,346.80,351.24,342.92,343.13,335.89,338.73,338.58,341.25,345.07,344.94,342.32,339.05,335.33,332.98,339.73,344.68,346.34,339.88,342.97,345.62,358.59,359.54,361.55,355.23,345.50,354.83,356.68,356.43,353.39,359.62,355.37,353.81,351.01,346.67,342.76,337.10,337.89,334.61,326.94,335.51,339.05,337.36,342.43,344.11,341.11,344.73,351.69,350.19,352.84,353.02,353.65,356.20,364.20,361.88,364.04,357.87,357.57,355.05,356.13,357.11,357.58,364.99,357.49,357.56,345.97,360.20,366.74,359.60,358.03,355.13,347.85,350.41,336.82,343.68,350.85,347.95,335.62,341.07,331.01,337.91,343.91,339.73,341.44,341.54,344.10,345.83,347.61,354.22,339.95,341.40,343.08,334.94,335.48,328.87,330.34,332.12,324.06,321.61,321.50,326.35,327.18,327.39,332.60,330.57,337.43,339.37,338.76,336.95,346.99,336.26,336.88,334.89,334.70,334.90,352.10,346.97,343.29,336.93,351.83,351.49,351.75,346.98,349.02,350.88,345.37,341.59,337.13,340.61,338.45,336.62,340.44,338.15,340.22,344.92,339.73,346.95,347.93,341.96,L7
1999-09-22 21:47:00+00:00,343.37,364.59,363.89,363.19,359.97,365.31,360.90,363.07,365.57,367.13,365.64,369.28,360.01,365.87,361.28,360.93,359.09,359.79,361.24,365.08,361.46,360.25,360.64,359.28,354.88,354.66,352.56,347.68,349.52,346.91,351.94,352.95,352.77,345.38,348.18,340.97,344.39,342.44,344.34,347.72,353.10,347.53,348.10,338.00,336.71,342.35,345.20,344.93,342.37,348.31,354.24,360.92,362.66,360.53,357.44,350.75,353.76,357.48,359.42,359.52,360.25,359.03,353.51,351.44,345.78,347.00,342.96,339.11,333.91,328.88,332.38,340.01,340.60,342.01,342.84,347.36,345.63,350.16,348.78,350.64,351.28,350.25,359.87,367.37,366.13,363.81,359.25,358.52,358.14,358.44,362.12,361.13,366.84,358.08,365.38,358.80,365.06,367.19,362.35,357.90,353.82,346.40,348.97,338.62,349.09,358.69,352.46,341.22,341.90,336.94,337.86,340.20,338.39,341.31,346.21,349.05,352.53,353.87,357.00,339.56,338.69,340.16,333.34,334.97,334.91,337.33,335.89,327.46,327.02,327.75,326.72,327.28,325.74,333.61,331.38,339.33,343.69,346.91,345.70,347.76,341.36,340.69,333.24,340.76,345.25,356.03,351.62,347.84,340.92,349.91,350.55,358.07,355.18,351.54,348.76,342.38,340.72,341.12,346.12,346.12,345.77,345.03,339.90,337.07,342.92,343.93,347.48,347.48,344.38,L7
1999-10-24 21:46:56+00:00,345.26,363.68,363.03,365.02,361.83,363.28,363.28,362.72,366.84,369.24,366.77,368.95,362.22,364.69,363.90,365.18,361.45,363.88,362.02,366.60,363.73,363.05,361.87,360.16,355.46,355.84,353.08,350.60,350.25,348.09,350.11,351.60,348.90,345.44,345.68,343.85,348.04,348.55,351.40,353.01,356.41,352.03,349.58,342.53,338.32,345.34,345.90,347.60,350.00,353.93,358.58,361.70,363.49,362.32,359.75,353.24,357.86,363.32,363.75,361.99,362.23,361.05,354.86,354.69,349.80,349.57,346.44,341.00,337.89,330.40,336.23,338.96,339.56,339.53,342.91,344.14,346.81,347.66,348.53,349.86,351.82,356.44,362.36,368.52,366.86,364.83,360.73,359.82,358.72,361.73,363.83,365.69,369.26,365.00,367.74,363.67,366.11,365.99,363.49,358.46,354.46,349.85,352.58,344.55,354.07,360.42,353.99,345.74,343.52,340.96,340.95,341.48,341.42,345.90,352.01,354.61,357.56,356.53,356.99,344.13,343.56,341.15,339.51,341.32,341.74,340.55,337.73,333.62,332.31,335.30,333.27,331.15,328.39,335.11,333.42,340.50,343.81,347.94,346.23,346.24,342.55,341.87,337.85,347.04,350.15,358.27,354.82,351.07,347.09,353.57,352.74,360.99,356.86,353.06,351.48,343.47,344.19,346.84,348.74,348.53,347.65,346.08,342.14,340.08,345.89,347.28,348.04,347.17,344.68,L7
2000-02-13 21:46:48+00:00,345.69,363.42,364.35,365.95,363.38,364.64,364.57,363.24,366.37,367.80,366.99,368.46,361.69,366.64,366.92,365.98,361.92,364.21,363.46,365.98,363.21,362.54,360.03,358.31,354.45,354.14,351.66,350.00,349.73,348.28,349.28,350.93,347.69,343.65,345.32,344.70,348.23,348.51,348.76,351.40,354.39,350.49,349.30,342.78,338.69,343.63,345.91,349.82,352.27,355.38,359.04,361.64,362.88,361.40,358.82,354.87,359.98,364.68,367.01,365.22,362.40,360.76,356.10,355.09,348.78,348.55,347.32,341.72,338.44,332.46,336.60,338.03,339.76,339.89,342.10,344.70,346.90,348.82,347.93,351.04,353.95,358.86,361.92,366.08,365.80,365.20,358.29,358.13,356.73,356.75,362.56,363.95,366.95,365.15,366.12,362.80,362.81,361.48,357.89,353.24,350.84,346.90,351.82,348.21,355.93,360.56,355.77,348.75,345.90,342.16,339.79,340.69,341.14,344.95,353.38,355.08,356.24,354.24,352.67,341.43,339.76,338.78,337.97,340.92,342.78,342.86,339.59,335.76,331.12,333.47,330.28,327.35,325.23,330.75,332.50,338.75,343.34,345.77,344.99,343.91,339.38,339.94,337.06,344.64,349.31,356.38,354.54,350.67,347.52,352.31,353.21,359.04,356.37,352.28,349.36,342.54,342.80,345.28,348.87,347.45,347.83,344.89,341.78,340.25,345.02,346.98,348.15,347.28,346.11,L7
2000-05-19 21:46:07+00:00,348.02,360.85,363.49,365.99,366.70,367.52,365.38,364.49,364.91,365.80,367.79,367.10,364.93,372.49,369.95,366.96,363.63,363.29,361.16,362.31,363.88,359.50,357.43,351.31,354.25,348.48,349.99,350.17,348.59,349.81,346.62,349.19,346.25,342.62,346.77,347.14,349.28,349.88,343.93,340.31,342.17,334.81,336.34,333.62,331.53,320.37,345.92,356.47,359.10,359.75,360.43,361.47,361.06,358.63,356.03,359.76,366.32,368.73,362.75,367.59,363.80,360.15,356.82,353.25,346.50,347.20,347.79,342.86,341.80,338.90,338.23,338.40,340.15,341.20,340.98,343.03,343.43,349.08,347.88,357.20,363.10,362.80,359.55,357.02,360.05,354.75,348.26,353.20,355.36,349.38,356.98,357.62,357.82,360.71,359.88,359.84,355.77,350.40,349.11,350.51,352.29,348.10,352.49,357.58,359.77,358.27,358.19,355.41,353.20,345.98,340.62,341.69,344.96,346.31,352.30,352.60,349.62,346.62,342.48,336.33,332.32,336.78,337.70,342.47,343.92,349.80,345.17,342.21,330.57,331.94,327.63,325.93,324.78,328.06,333.53,339.07,339.84,340.72,338.22,335.77,331.47,336.34,336.21,340.39,342.64,346.53,345.82,346.30,344.81,346.97,351.78,354.38,356.32,351.52,349.38,343.90,343.07,343.67,348.89,345.50,345.55,341.38,340.53,341.29,347.36,348.75,350.56,350.93,349.10,L7
2000-08-07 21:45:08+00:00,345.91,358.49,360.66,360.79,361.53,363.50,361.81,361.11,363.29,365.18,366.64,365.79,363.43,368.40,363.86,363.03,358.58,358.21,356.13,358.83,358.46,356.44,353.92,348.52,351.83,347.56,347.54,348.34,346.47,348.47,344.03,344.16,341.44,339.43,343.80,346.26,345.25,346.64,341.71,338.80,339.45,333.45,334.93,332.67,335.35,328.81,346.91,351.42,353.43,354.42,354.90,348.13,346.83,350.13,352.79,361.52,368.16,367.04,363.21,363.06,361.08,356.47,353.89,349.19,344.26,343.87,344.63,341.78,339.83,336.26,335.69,335.12,336.34,338.02,337.33,337.11,337.92,346.33,348.87,357.85,361.38,360.39,357.22,354.90,356.10,352.43,347.05,353.10,356.04,351.35,356.04,357.07,357.56,357.34,355.71,357.01,353.51,349.88,350.66,349.46,351.96,349.18,352.07,352.46,354.75,352.81,353.00,352.18,349.55,343.04,336.58,341.35,344.96,346.30,350.26,349.76,348.90,344.51,339.10,332.73,332.39,336.32,339.59,341.07,341.16,343.12,345.17,342.21,331.10,329.95,326.27,324.16,324.98,328.85,333.36,335.72,337.33,340.96,336.83,334.75,331.93,338.27,339.62,340.38,342.46,344.38,344.90,345.08,345.40,347.70,350.69,349.96,353.09,348.75,348.16,345.12,342.80,342.93,346.37,345.51,342.04,339.99,338.33,339.08,344.27,344.62,348.37,348.03,347.11,L7
2000-10-26 21:44:22+00:00,337.91,357.43,357.05,357.37,358.18,360.95,360.40,362.68,362.98,366.65,366.46,365.76,366.01,366.66,360.47,362.93,358.44,355.72,352.51,356.46,355.87,354.70,352.66,350.05,353.90,349.79,350.00,349.36,346.60,347.13,342.59,340.35,339.03,337.64,340.83,340.54,343.70,345.69,343.74,336.21,335.33,331.87,333.06,330.15,340.70,336.49,350.11,348.58,347.47,347.26,344.95,339.96,339.08,351.64,357.10,367.92,372.60,366.52,358.88,359.38,359.71,354.31,348.43,344.87,341.98,340.94,338.98,339.51,339.95,336.65,336.38,336.50,335.68,334.99,332.97,332.77,335.47,343.52,351.21,356.57,358.54,356.78,354.84,353.08,352.38,344.87,347.19,354.28,358.28,356.49,354.85,354.87,354.75,353.29,353.77,351.45,352.25,349.04,353.93,354.13,355.95,350.53,351.25,348.47,350.86,347.39,348.43,346.88,345.17,335.76,337.47,341.91,344.42,347.89,347.88,345.54,345.85,342.81,338.27,334.98,336.93,340.69,340.97,339.53,336.63,336.19,327.98,327.99,329.78,328.91,327.19,329.07,329.97,333.83,335.15,334.98,332.77,341.14,332.79,335.41,332.97,340.33,342.08,341.85,340.29,341.22,340.50,342.89,343.69,347.27,348.73,348.34,352.18,348.14,350.75,347.80,344.90,344.11,344.91,346.15,338.88,339.32,337.13,338.24,345.20,328.65,335.62,336.88,338.44,L7
2000-11-27 21:44:26+00:00,343.85,359.83,360.04,356.46,353.83,358.39,357.46,363.95,363.75,367.07,368.74,366.71,367.23,366.02,360.32,362.67,359.00,356.99,355.37,357.31,353.96,355.39,353.98,354.08,354.95,352.68,352.46,352.46,350.46,347.89,342.78,338.91,337.26,332.98,339.71,340.56,344.06,346.87,347.92,340.46,337.80,337.86,339.88,343.18,354.40,358.73,355.88,354.90,356.38,355.62,348.71,345.23,346.94,357.00,361.49,370.09,373.88,371.35,368.14,364.12,362.79,354.95,348.40,344.53,342.61,338.87,338.36,342.00,344.20,342.61,344.24,342.50,340.42,335.95,332.29,332.73,336.92,343.91,353.75,359.97,359.83,358.95,355.68,354.20,352.41,352.48,355.83,360.44,364.72,364.84,358.69,355.49,355.56,354.10,352.32,352.28,349.89,353.17,357.33,355.39,355.05,351.66,351.11,352.83,353.76,349.95,349.41,348.01,343.92,335.84,336.07,341.40,345.09,353.40,353.44,344.16,340.47,342.93,339.08,337.22,340.62,342.60,341.21,339.66,336.26,339.57,336.45,336.67,331.11,326.33,325.95,325.65,328.04,331.53,338.37,334.18,333.28,342.35,339.68,340.03,338.64,344.30,347.54,345.04,345.79,344.07,349.77,353.41,356.20,355.80,356.39,349.31,352.18,354.35,353.81,348.28,344.87,344.75,349.43,351.75,344.25,345.10,344.59,345.08,346.07,328.93,335.14,336.86,340.61,L7
2000-12-13 21:44:28+00:00,350.00,366.09,366.12,363.77,362.30,365.32,365.15,370.42,370.41,372.38,374.78,372.27,373.32,371.89,366.50,367.33,364.48,363.19,360.43,362.59,358.86,360.93,358.99,358.48,360.75,358.21,357.80,357.81,355.44,352.86,347.80,343.46,341.51,340.73,343.75,345.18,349.09,351.43,352.01,345.07,342.86,341.83,344.62,350.95,360.16,363.14,360.98,359.42,361.59,360.07,354.57,351.11,352.59,361.06,366.01,373.82,377.87,376.28,373.77,369.25,367.11,359.51,354.42,348.42,347.42,343.56,344.11,347.11,350.62,349.04,349.54,347.11,344.02,338.71,336.27,337.78,343.74,351.34,360.10,366.12,365.00,363.44,360.17,357.92,357.54,357.77,361.65,366.98,370.13,371.32,364.62,362.29,361.18,360.19,357.49,358.73,356.13,359.39,362.99,360.75,359.25,357.19,357.21,359.43,359.25,355.88,354.71,352.06,348.76,342.17,341.77,346.28,352.63,359.44,359.10,352.37,347.48,349.11,346.32,343.40,345.74,347.50,347.43,344.30,343.33,347.45,336.45,336.67,331.11,326.33,325.95,325.65,328.04,340.83,344.73,340.94,339.62,348.25,346.35,346.59,347.15,352.20,354.61,352.22,352.96,352.80,356.07,359.04,361.16,361.62,363.02,356.70,358.51,357.00,359.31,356.13,352.27,352.00,354.01,355.31,350.77,351.04,350.92,350.40,352.77,337.78,341.84,343.25,347.22,L7
2001-01-14 21:44:33+00:00,348.82,362.00,361.73,360.48,359.21,363.12,362.35,368.46,366.70,369.13,369.08,368.29,367.22,368.28,362.58,362.64,362.26,361.22,358.69,359.64,355.96,357.15,354.91,356.00,356.81,355.33,354.05,353.49,351.49,348.41,343.40,339.51,337.82,335.64,339.54,339.88,344.05,345.95,346.24,341.10,338.74,336.56,339.48,350.36,357.53,358.73,358.08,355.27,356.02,354.26,352.24,348.05,348.65,356.85,362.26,369.96,372.53,371.48,370.78,366.58,364.30,356.80,350.90,344.55,342.33,339.08,340.75,344.04,348.22,345.51,344.03,343.41,341.50,335.67,332.42,334.07,339.64,348.96,357.15,364.19,361.15,358.59,354.89,353.40,352.99,354.47,359.50,364.28,368.67,368.90,362.36,359.23,357.05,353.73,351.23,354.32,352.58,353.40,357.78,356.52,354.45,354.14,353.47,356.08,356.58,353.55,350.94,348.20,344.72,338.70,337.91,342.62,349.91,355.89,356.35,349.83,345.03,345.06,343.34,340.47,343.19,344.04,343.71,340.42,340.63,344.36,337.85,337.28,329.75,325.55,325.83,325.37,326.69,337.63,342.18,338.45,338.98,345.72,344.02,342.88,342.54,347.62,350.55,347.75,348.93,349.11,351.66,353.54,355.92,358.22,357.64,352.93,353.82,353.32,354.78,351.87,347.88,347.42,348.35,348.93,346.25,346.13,345.71,345.37,347.13,336.67,340.12,342.54,347.00,L7
