dates,satname,nzd0280-0000,nzd0280-0001,nzd0280-0002,nzd0280-0003,nzd0280-0004,nzd0280-0005,nzd0280-0006,nzd0280-0007,nzd0280-0008,nzd0280-0009,nzd0280-0010,nzd0280-0011,nzd0280-0012,nzd0280-0013,nzd0280-0014,nzd0280-0015,nzd0280-0016,nzd0280-0017,nzd0280-0018,nzd0280-0019,nzd0280-0020,nzd0280-0021,nzd0280-0022,nzd0280-0023,nzd0280-0024,nzd0280-0025,nzd0280-0026,nzd0280-0027,nzd0280-0028,nzd0280-0029,nzd0280-0030,nzd0280-0031,nzd0280-0032,nzd0280-0033,nzd0280-0034,nzd0280-0035,nzd0280-0036,nzd0280-0037,nzd0280-0038,nzd0280-0039,nzd0280-0040,nzd0280-0041,nzd0280-0042,nzd0280-0043,nzd0280-0044,nzd0280-0045,nzd0280-0046,nzd0280-0047,nzd0280-0048,nzd0280-0049,nzd0280-0050,nzd0280-0051,nzd0280-0052,nzd0280-0053,nzd0280-0054,nzd0280-0055,nzd0280-0056,nzd0280-0057,nzd0280-0058,nzd0280-0059,nzd0280-0060,nzd0280-0061,nzd0280-0062,nzd0280-0063,nzd0280-0064,nzd0280-0065,nzd0280-0066,nzd0280-0067,nzd0280-0068,nzd0280-0069,nzd0280-0070,nzd0280-0071,nzd0280-0072,nzd0280-0073,nzd0280-0074,nzd0280-0075,nzd0280-0076,nzd0280-0077,nzd0280-0078,nzd0280-0079,nzd0280-0080,nzd0280-0081,nzd0280-0082,nzd0280-0083,nzd0280-0084,nzd0280-0085,nzd0280-0086,nzd0280-0087,nzd0280-0088,nzd0280-0089,nzd0280-0090,nzd0280-0091,nzd0280-0092,nzd0280-0093,nzd0280-0094,nzd0280-0095,nzd0280-0096,nzd0280-0097,nzd0280-0098,nzd0280-0099,nzd0280-0100,nzd0280-0101,nzd0280-0102,nzd0280-0103,nzd0280-0104,nzd0280-0105,nzd0280-0106,nzd0280-0107,nzd0280-0108,nzd0280-0109,nzd0280-0110,nzd0280-0111,nzd0280-0112,nzd0280-0113,nzd0280-0114,nzd0280-0115,nzd0280-0116,nzd0280-0117,nzd0280-0118,nzd0280-0119,nzd0280-0120,nzd0280-0121,nzd0280-0122,nzd0280-0123,nzd0280-0124,nzd0280-0125,nzd0280-0126,nzd0280-0127,nzd0280-0128,nzd0280-0129,nzd0280-0130,nzd0280-0131,nzd0280-0132,nzd0280-0133,nzd0280-0134,nzd0280-0135,nzd0280-0136,nzd0280-0137,nzd0280-0138,nzd0280-0139,nzd0280-0140,nzd0280-0141,nzd0280-0142,nzd0280-0143,nzd0280-0144,nzd0280-0145,nzd0280-0146,nzd0280-0147,nzd0280-0148,nzd0280-0149,nzd0280-0150,nzd0280-0151,nzd0280-0152,nzd0280-0153,nzd0280-0154,nzd0280-0155,nzd0280-0156,nzd0280-0157,nzd0280-0158,nzd0280-0159,nzd0280-0160,nzd0280-0161,nzd0280-0162,nzd0280-0163,nzd0280-0164,nzd0280-0165,nzd0280-0166,nzd0280-0167,nzd0280-0168
1999-08-21 21:46:56+00:00,L7,342.84,364.02,360.15,361.14,358.30,363.30,360.93,359.97,363.74,365.01,362.21,370.51,365.20,369.20,357.75,362.63,358.63,361.40,356.34,364.70,359.20,356.59,359.90,360.70,355.19,354.97,351.05,349.41,345.14,348.90,352.55,349.58,353.74,345.42,346.46,338.67,339.98,340.14,343.10,347.24,347.32,343.57,340.48,339.88,336.83,342.11,347.62,348.72,342.51,344.64,349.47,361.92,361.92,363.55,357.61,348.62,357.61,359.18,359.21,356.17,362.40,358.00,356.31,353.39,349.05,345.54,340.04,340.83,337.73,330.27,338.84,341.83,339.99,345.06,346.49,344.05,348.06,354.82,353.32,356.41,356.35,356.78,358.83,365.63,364.05,366.04,360.25,359.36,357.83,357.92,358.43,358.83,366.24,358.74,358.81,348.47,362.47,368.74,361.87,360.41,358.26,350.97,353.19,339.20,346.46,353.79,350.73,338.56,343.57,333.28,340.29,346.41,343.30,343.94,344.04,346.60,348.21,350.39,357.00,342.45,343.67,345.16,337.21,337.98,331.25,333.67,337.12,329.62,324.94,324.62,329.13,329.81,329.66,335.10,333.70,339.93,342.94,341.89,339.58,349.93,339.20,340.21,338.46,337.48,337.68,354.88,349.35,345.79,339.87,354.61,354.43,354.25,349.76,350.94,352.55,347.54,343.31,339.21,342.46,340.17,339.40,343.22,340.53,341.83,346.48,341.16,348.23,350.10,344.59
1999-09-22 21:47:00+00:00,L7,349.24,375.82,378.29,375.23,373.06,378.76,371.53,376.84,378.05,379.25,380.50,379.48,365.48,374.84,375.48,367.22,370.97,370.49,377.56,376.89,374.38,372.81,372.05,368.53,365.99,365.02,364.08,354.83,363.91,353.81,359.75,365.21,359.80,353.35,360.55,352.15,352.80,349.73,351.50,355.15,366.50,355.49,360.28,350.66,348.90,350.20,352.19,348.77,350.65,357.31,371.32,370.59,371.02,363.91,364.89,362.89,358.81,363.77,368.52,371.77,366.98,368.49,358.72,357.10,350.14,357.35,355.29,346.79,340.09,338.15,336.59,347.08,349.62,347.38,346.81,360.07,353.86,355.51,354.25,356.31,356.88,353.73,369.32,373.67,375.17,367.97,365.87,363.41,367.35,364.67,370.02,367.43,371.44,361.42,375.95,377.13,374.93,372.03,370.10,363.01,359.39,351.84,353.64,345.66,360.61,372.99,363.08,353.28,348.24,347.86,343.05,341.99,344.91,346.69,356.38,359.50,364.48,366.24,365.90,344.67,340.97,341.82,336.74,339.95,346.19,351.65,350.67,343.08,339.77,340.87,333.19,333.17,329.08,340.11,339.06,346.72,355.86,361.94,360.25,355.00,352.92,351.83,339.45,352.94,361.71,366.07,361.50,357.88,351.38,354.11,356.08,369.89,369.49,358.30,350.32,344.18,343.64,349.69,355.69,357.59,361.04,355.73,346.89,337.46,344.35,351.27,350.83,351.80,352.60
1999-10-24 21:46:56+00:00,L7,352.64,369.07,368.50,375.44,373.27,366.91,375.23,369.21,376.58,380.22,376.73,376.00,373.85,370.65,376.32,379.08,373.90,380.38,371.29,377.35,375.46,374.65,371.53,369.10,364.33,365.39,360.85,362.46,358.46,356.46,352.14,354.89,346.55,350.96,347.88,355.63,358.05,364.16,369.51,368.29,368.16,363.73,355.64,361.42,349.86,356.48,353.65,358.08,370.94,368.78,375.57,370.46,370.29,370.23,369.50,364.96,372.06,380.42,378.41,372.91,372.20,370.75,362.96,366.33,362.97,360.71,359.75,351.14,352.60,340.64,351.12,342.86,343.16,340.25,348.19,344.06,356.37,349.42,354.76,356.01,360.10,375.57,373.03,373.93,373.02,371.19,368.83,366.28,365.87,372.19,370.08,377.52,376.79,381.55,375.17,378.82,373.10,367.93,370.68,364.72,362.50,363.48,365.81,361.56,370.02,370.24,363.05,361.13,352.15,353.91,352.27,349.44,355.19,360.46,369.01,371.14,372.76,367.85,362.97,358.68,358.23,347.63,356.77,359.44,360.53,354.19,352.19,357.93,350.09,357.14,352.37,344.58,338.61,343.53,344.24,348.25,351.76,356.76,352.97,349.55,351.29,351.44,354.79,365.58,365.95,368.76,366.37,362.94,365.79,366.87,363.46,372.24,366.21,360.23,360.50,350.35,354.86,362.79,357.99,357.06,357.41,354.17,351.76,349.59,355.22,357.06,351.92,351.25,350.96
2000-02-13 21:46:48+00:00,L7,345.60,359.84,365.52,366.13,365.05,365.72,365.64,362.01,362.18,360.83,364.66,363.99,357.31,369.27,373.18,366.28,360.30,361.97,364.80,361.11,358.86,358.66,351.69,349.97,348.43,346.23,344.79,345.87,345.52,346.50,344.58,346.60,341.99,336.16,341.47,344.92,347.72,347.06,339.30,344.74,346.33,344.82,347.26,339.70,336.55,336.50,343.45,354.47,356.89,358.35,357.20,358.67,359.06,356.95,354.03,357.14,363.99,366.63,374.47,372.58,360.58,357.70,357.71,354.29,343.73,343.17,347.48,341.39,337.47,335.84,334.89,332.92,338.15,338.77,337.68,343.90,344.38,349.67,343.49,351.56,357.52,363.47,358.39,357.55,360.77,364.63,348.97,351.57,348.41,340.28,357.66,357.66,358.97,364.55,360.19,358.06,350.99,346.27,339.18,335.57,337.35,335.42,347.22,357.16,359.19,358.49,358.79,355.34,350.94,343.85,334.32,336.20,337.29,340.02,355.41,354.37,350.26,345.03,337.37,331.22,326.46,329.92,331.44,337.61,343.90,347.00,340.97,337.54,324.74,325.38,318.98,313.72,313.84,315.58,327.13,331.41,338.95,336.62,339.04,334.45,327.38,331.36,331.70,335.11,344.45,348.38,351.68,347.36,346.35,346.22,352.14,351.10,352.57,348.33,341.60,337.93,337.16,338.84,347.71,342.76,346.04,339.00,338.71,339.41,341.08,344.88,347.41,345.78,348.18
2000-05-19 21:46:07+00:00,L7,348.85,358.66,358.26,362.85,364.92,365.90,361.92,363.76,364.44,367.78,367.48,366.78,369.35,372.02,363.52,365.24,363.53,360.93,354.09,360.09,365.71,357.67,359.96,349.46,356.64,347.53,352.17,351.81,348.66,350.47,346.13,349.12,348.10,346.67,348.87,346.71,349.64,351.20,346.77,333.78,335.73,323.61,324.05,323.17,322.83,301.95,,165.62,,,,,85.09,117.42,161.13,126.41,,,348.36,359.93,364.35,360.07,353.54,349.93,346.98,348.57,345.28,341.50,343.12,338.77,338.37,341.22,339.62,341.10,341.99,339.35,339.27,345.48,349.27,359.41,365.48,359.11,358.17,355.12,357.24,342.95,345.26,353.13,359.65,356.78,355.02,356.39,355.47,355.66,358.38,359.22,358.37,352.62,356.86,363.16,364.22,357.77,355.09,355.70,357.69,355.24,354.94,352.66,353.06,345.93,344.64,344.78,349.19,350.21,346.79,348.43,346.70,345.54,344.92,339.04,336.00,341.64,341.78,344.93,341.66,,,,333.20,335.50,333.62,335.60,333.54,338.15,336.94,344.34,337.29,341.82,334.86,334.27,332.73,338.11,337.29,343.02,338.17,342.03,337.67,342.85,340.45,345.05,348.60,355.26,357.42,352.87,355.56,347.78,347.32,346.50,348.30,346.58,342.40,341.10,340.07,341.64,352.14,351.25,352.47,353.99,347.48
2000-08-07 21:45:08+00:00,L7,340.47,351.36,352.61,348.15,348.63,352.89,352.27,351.97,357.65,361.68,361.77,360.60,358.02,357.44,349.28,353.36,345.92,345.27,343.51,349.29,345.20,348.34,344.51,340.52,344.43,343.31,340.40,342.67,339.98,343.78,336.97,332.10,330.03,331.27,335.45,342.49,336.30,339.04,335.95,334.23,332.30,329.82,331.08,327.50,340.21,343.99,345.78,344.65,345.87,347.89,346.60,332.39,330.89,340.19,347.84,361.03,368.01,363.55,362.14,352.00,353.66,347.21,346.22,339.36,338.06,335.20,336.19,337.50,333.63,328.56,328.21,326.57,326.82,329.76,328.33,323.15,324.52,338.57,348.61,356.58,355.55,353.33,350.67,349.63,346.63,346.35,342.91,351.59,355.41,354.00,353.22,355.06,356.14,349.71,346.46,349.56,347.34,347.39,352.11,345.65,349.05,349.09,349.25,340.53,342.70,339.75,340.61,343.60,340.46,335.53,326.77,338.88,342.41,344.47,344.37,342.28,345.73,338.29,330.34,323.74,330.90,333.89,341.73,336.47,333.91,334.03,,,329.76,323.72,321.55,318.73,323.75,328.61,330.76,327.21,329.76,339.18,332.16,330.60,330.74,339.75,343.86,338.35,340.09,338.08,341.34,340.84,344.46,347.16,346.39,339.32,344.61,341.81,344.53,346.00,341.02,339.96,339.98,344.28,333.03,335.20,332.20,333.48,336.96,335.33,343.08,340.65,341.25
2000-10-26 21:44:22+00:00,L7,326.34,366.15,364.14,364.74,365.13,368.20,370.87,376.17,370.71,374.13,374.26,374.05,374.53,374.98,372.49,373.09,370.02,365.42,364.08,364.13,360.58,361.32,357.39,364.04,364.78,362.41,361.04,356.84,354.78,350.37,347.73,343.07,341.86,337.88,342.04,335.64,346.61,348.63,350.66,343.13,340.71,343.64,345.71,345.04,363.53,366.30,358.20,355.56,352.44,348.76,348.22,351.80,350.31,365.66,369.41,378.82,380.75,372.69,369.38,369.43,364.35,358.71,348.43,348.09,343.66,342.27,338.88,342.95,346.72,346.48,346.42,344.94,343.65,337.16,331.36,339.21,346.48,350.13,359.39,357.85,358.47,361.52,358.73,356.14,355.80,347.63,356.17,360.19,363.02,360.77,357.82,354.61,354.08,355.94,357.92,348.48,353.69,349.42,355.45,356.35,358.20,348.37,352.63,351.95,355.43,350.58,352.97,347.79,344.90,328.46,343.76,344.96,345.80,351.89,355.39,348.80,347.89,347.83,342.78,345.05,346.53,348.95,342.03,340.08,337.08,342.62,337.98,339.10,330.26,331.13,329.63,335.93,335.25,337.64,341.39,336.28,335.40,346.05,334.40,344.78,,,,,,,,,,,,,,,,,,,,,,,,,,301.04,312.80,318.53,329.65
2000-11-27 21:44:26+00:00,L7,365.14,362.77,364.16,357.25,348.59,354.94,350.05,364.51,363.68,366.16,371.05,366.34,369.93,366.57,359.99,362.17,361.91,361.21,359.37,359.37,356.90,357.17,360.84,358.48,356.50,353.13,356.68,358.54,357.37,350.18,344.28,342.22,340.49,,342.44,344.23,349.58,353.32,357.59,344.55,340.97,340.43,343.19,358.09,360.38,366.46,364.37,365.07,371.46,370.60,352.24,352.31,360.20,365.63,367.78,371.16,373.55,378.41,373.56,371.61,371.03,359.56,351.14,346.71,346.67,339.82,340.72,346.26,353.00,353.60,358.89,356.66,351.43,341.57,337.74,336.52,340.56,343.77,354.01,366.33,366.27,362.74,358.27,357.16,355.32,363.94,368.98,369.96,376.41,380.16,365.35,357.09,356.77,356.94,352.87,359.41,349.19,363.17,364.99,364.75,358.64,358.26,352.11,366.57,363.83,360.21,355.31,353.35,347.01,344.08,338.24,340.97,347.92,364.44,361.15,342.00,328.37,343.34,344.78,343.48,344.97,345.46,340.42,343.04,338.35,342.85,339.71,339.57,334.10,324.89,327.35,,,,343.70,339.64,335.53,342.56,353.11,345.42,341.36,342.98,344.94,346.84,346.60,345.18,354.02,361.59,362.77,359.54,361.22,354.90,354.85,363.51,360.15,346.74,345.69,345.87,355.62,356.19,350.58,350.11,352.79,353.85,352.44,350.75,349.86,351.93,351.56
2000-12-13 21:44:28+00:00,L7,364.67,377.29,376.79,378.56,379.56,377.99,380.60,382.23,382.80,381.17,384.76,380.81,383.99,380.73,377.43,375.61,372.77,372.99,367.48,370.27,365.94,371.23,366.41,364.07,370.02,367.21,366.70,367.53,363.26,361.45,356.86,350.79,348.58,350.54,348.29,352.70,361.33,361.55,360.07,353.94,352.59,350.87,355.56,363.92,368.67,370.95,369.54,367.54,371.23,369.63,363.38,361.14,364.09,368.70,374.16,377.91,383.51,385.39,384.35,378.29,373.72,367.19,366.78,354.64,356.44,351.31,354.63,355.71,362.73,360.74,357.84,354.60,348.81,340.98,342.78,346.22,356.60,366.52,372.00,376.43,372.91,369.81,367.63,365.84,367.98,369.10,373.69,382.51,380.04,386.69,379.40,379.84,375.17,375.62,370.16,372.37,369.68,373.52,374.76,371.37,364.72,366.69,369.18,373.82,369.37,366.95,364.29,357.49,357.57,355.98,353.47,355.23,367.10,371.88,370.38,371.28,363.05,361.31,361.73,356.24,355.92,357.43,360.92,352.51,359.12,363.49,,,,,,,,353.73,356.70,355.51,350.52,358.82,360.35,359.56,357.46,360.41,360.61,360.25,360.97,363.91,363.23,364.59,364.35,366.93,369.56,365.79,364.85,357.91,366.51,366.85,363.13,361.76,358.96,358.51,357.47,356.58,358.16,357.35,362.61,361.08,359.01,357.45,361.03
2001-01-14 21:44:33+00:00,L7,337.76,332.98,331.49,335.42,333.27,340.74,338.51,347.94,339.18,344.25,332.73,338.78,330.16,339.20,334.23,334.39,339.84,338.76,338.15,334.31,331.72,331.48,325.94,333.40,327.45,331.13,327.16,325.65,323.81,320.03,315.77,313.17,313.52,310.88,310.03,308.14,319.15,318.11,316.10,316.97,313.24,310.72,313.49,330.69,332.41,332.03,335.32,329.62,323.73,324.71,328.29,323.12,323.84,332.41,338.21,342.65,340.63,342.76,348.27,345.33,342.50,335.94,327.32,320.04,312.89,310.59,316.15,320.57,326.75,318.70,309.30,318.08,321.40,313.49,307.97,308.06,310.55,327.56,333.48,342.93,333.09,327.31,323.78,329.89,326.50,333.67,341.84,346.72,352.25,352.44,348.33,342.27,335.78,323.12,321.43,327.19,329.71,321.82,328.32,330.56,323.39,330.03,327.97,333.61,335.33,333.09,325.30,321.56,319.05,316.20,313.40,318.44,325.47,332.16,335.84,330.19,326.21,318.33,320.83,319.26,324.35,322.28,320.17,315.40,320.76,319.32,321.67,317.38,312.99,311.34,314.91,314.81,315.35,318.55,320.12,319.02,322.85,323.73,324.70,316.86,317.51,321.18,324.78,323.79,326.29,327.48,329.39,327.54,329.04,337.45,330.34,332.10,329.18,334.98,334.88,330.84,328.19,325.76,324.32,323.24,322.15,320.87,321.03,324.14,324.28,326.80,328.36,331.46,336.16
