,dates,nzd0150-0000,nzd0150-0001,nzd0150-0002,nzd0150-0003,nzd0150-0004,nzd0150-0005,nzd0150-0006,nzd0150-0007,nzd0150-0008,nzd0150-0009,nzd0150-0010,nzd0150-0011,nzd0150-0012,nzd0150-0013,nzd0150-0014,nzd0150-0015,nzd0150-0016,nzd0150-0017,nzd0150-0018,nzd0150-0019,nzd0150-0020,nzd0150-0021,nzd0150-0022,nzd0150-0023,nzd0150-0024,nzd0150-0025,nzd0150-0026,nzd0150-0027
0,1999-10-22 21:58:28+00:00,,321.7763561785473,,,215.20575203264022,,238.4483113733155,,,,147.0421142961764,138.65099039672464,140.13684020509567,151.72444661457325,154.37249547183933,145.64892830214,140.29700377730595,143.63278398181174,150.59793939604393,157.3058431697731,160.51937826503905,139.0337159581797,166.09750805282624,177.84842313706596,156.88669302854333,159.66014177239572,180.23899343784575,192.92816370878649
1,2000-02-27 21:58:16+00:00,,,,,,,,200.1368077170863,132.19875506905385,114.88226994618229,115.99599600268277,140.44645509220643,140.58271578048397,143.29061059063216,145.8868907758012,144.43636893804663,140.80602470140843,141.3243419591027,150.3279588569642,162.81516389840078,155.67893068097808,139.19037783935644,155.21692596687464,160.823459632306,149.48374538256692,146.57469444668075,162.12147464230526,168.41522283449774
2,2000-03-14 21:58:11+00:00,,310.8544222094852,,215.22836751842095,233.044567894518,233.88823155131726,207.4288688849774,190.70724348879716,148.4390671938651,142.46362744363614,133.01133119976276,132.92511744457215,140.29093828209528,140.80435556101042,143.17655699921278,142.90752943834923,139.8098517469804,147.62760068613613,149.99109356086598,156.86295085003337,153.42095483631655,140.30265974079634,150.48727875344514,163.4733217349339,148.92427447098598,155.74060198560161,171.80915117775882,180.46352816432798
3,2000-03-30 21:58:09+00:00,,304.5927777132719,,196.49374295001462,226.52365149659548,229.00067026343802,204.0310617214624,188.30121054297308,147.2515434319327,141.68528909554635,130.27124909448767,133.0985211066566,136.78853983998397,141.23921686733468,144.03902914075053,144.2980631383356,,,,,,,,,,,,
4,2000-09-06 21:56:22+00:00,,291.1424590355946,141.79766437276544,141.72276037362715,153.87408870285864,186.69770789699191,183.53309615086982,166.25890234052753,,134.36715724326857,142.05289088523259,137.08940747362684,146.78389285452326,151.47000671062477,155.20621631801947,149.90409020574268,138.4762645586536,130.59249418769787,133.69481082221063,136.8539535057116,134.12534785651712,133.64063318524472,132.07745563038077,142.23031853341485,134.8277834742615,132.14886039629886,151.00986573836923,173.26360060922684
5,2001-01-12 21:56:06+00:00,,,121.94279879181204,128.26744580893813,147.65490594157478,155.97722265208475,166.42165761383305,154.94258494182915,149.88327617199232,137.1877458683069,,,142.35121070539884,138.74057267191404,146.15283356314848,139.90277942110336,141.7017170924568,136.78338685400752,144.3932270351829,149.49216218214698,,,134.01897014845156,150.08172542314222,134.26922739874323,,,
6,2001-06-05 21:55:16+00:00,,,140.02997538236897,147.73100616222797,155.17108272982497,178.4166871996465,173.3680147448816,168.7152455057615,161.52520827298486,153.53920815560258,158.6544002152465,164.4861377566789,166.734558896299,162.45398896731103,,162.40867345885724,153.56158932707274,157.22052383284594,159.54731907358058,157.50417614840123,157.78606448981,150.2400651353801,155.6358177506781,159.84199049629655,150.3400509975681,147.91546819324722,169.67475327768298,184.49329095924693
7,2001-09-09 21:54:12+00:00,149.69608620803902,,134.21535923378977,136.290812983105,154.42903293283564,157.90943747571728,164.34191587891695,159.6344594223539,150.88947278709568,150.17477223052208,140.3890757685641,146.13152705816935,151.75284947677395,151.88632901047208,151.96192454530365,148.34821618625423,142.30347843685317,139.025827191746,140.8925153127337,144.36833657653293,130.92356413158947,,141.4448866830386,148.9406769305073,135.59757536421145,139.26294954424733,147.63191078939693,162.19664317595934
8,2001-10-11 21:53:46+00:00,,311.2429094421969,,149.74784807904283,,,163.49836976791622,165.18161385246938,,,151.69654797156952,151.9418695397546,155.68537540869556,163.87104157011012,157.4819236918082,152.12788876011385,146.46642897445727,148.0894571670705,149.65190621405753,147.60885313396633,,148.0236518752529,148.1470279790779,152.71912465607812,143.46336840404672,136.2941017984591,157.55222067835456,174.7247130221479
9,2002-01-15 21:54:47+00:00,,,,,,,,,,,,,,,,,153.70682508062382,150.37889371635134,153.84309093847395,156.97557527583228,143.80581171705896,,151.33242822168657,158.4579884625191,145.2000199879518,139.9920593230379,155.14257141775568,162.2164616587382
10,2002-01-31 21:54:26+00:00,163.1752990666907,,133.69685571310262,136.29040097606193,156.95829361598044,162.14654014715592,168.32593675360303,155.58186417736954,156.96418709455227,145.2025283949522,146.87279397275313,151.57388491247906,154.6056345367543,150.35199373992128,151.86574266820048,145.1681774865479,144.96696453555631,150.64577716381152,150.52052091402882,158.24155240370663,153.11885893300442,,156.73220164228866,162.05473015526843,143.5751218251935,143.94645048319924,154.37572854621413,167.26532406556947
11,2002-04-05 21:54:25+00:00,,,128.22980913741753,141.7354485799335,150.55319466031392,162.23470765817208,,152.62776241318613,147.58646731313854,145.00306147295635,137.84703483710504,139.8781652447217,140.63499043808363,141.71113567009772,144.831998475395,146.2467532130536,140.7236096459382,140.77594545656265,146.38216406476718,148.87844540710825,143.73146675676878,138.95713600846477,146.21041280718055,157.79965034084282,145.23463813933049,141.0676211584737,155.01876698149366,160.19374349817326
12,2002-05-23 21:54:18+00:00,,291.92509454412493,129.01100363781043,137.35641490165605,144.65122396682335,162.71937354017965,157.49321274535254,157.4503013047034,,,160.25029072203998,149.55071570484162,144.77968471180276,152.03278376461665,,146.14233913229054,137.15953134483422,146.28708826541987,146.32212437732642,136.42799051607352,135.20199446479322,102.97868700458963,152.5648094468837,152.57033997327318,130.9122500655287,133.0442696956806,161.52766786813172,177.48472775573802
13,2002-08-27 21:53:36+00:00,158.491918775078,,142.92117457090916,151.65464214348822,162.25954631045482,170.63982558607344,166.7278647918106,163.56658956073716,159.9959504711523,156.53271875048182,158.27171611820205,148.74184070285241,153.51818593550126,154.85907340643493,158.0859140193832,157.57689824635744,152.50039095819972,150.00002181296549,150.41603829822435,157.19813777443164,163.42486680184348,146.33577137500433,,159.12913190199345,145.42883192988197,144.67688774978402,156.0154169147061,176.63618462359145
14,2002-09-12 21:53:31+00:00,153.07703898306795,,131.38226423589137,136.69087523295292,151.25447913264694,156.80424964376672,156.89431734689066,156.1437241885253,150.08901555708988,149.4301844167778,146.51193349852042,149.144326703529,150.00575061410058,147.55715049112547,142.80618328766218,140.42027238689192,143.042725290464,142.32213451687016,145.2099008218569,149.9977318279067,150.84716403862402,138.01741761526023,,154.91250763327704,138.58027665932497,,,
15,2002-10-14 21:53:19+00:00,,317.71869432971897,,151.07234124204598,,175.44828752109544,162.54895739594238,165.19957178870177,170.72680106076083,156.09396900233605,152.9612644006862,150.66413013112484,154.52031528891138,152.8968945240905,152.22654669611046,152.3255637040128,153.76219400968262,155.64497607475658,163.0345867122455,,,,174.85568685409928,182.5385870087327,161.4740729834722,144.0933947458849,,
16,2002-10-30 21:53:25+00:00,,318.77160099256827,,149.95049354418342,,,,171.90899646289606,177.6776600653479,153.03848070590576,151.8531650471922,143.99812280940498,,,,,,,,,,,165.18623552237943,168.6306719890613,152.48424096525383,152.2440878069616,161.9168329547592,183.51370904140032
17,2003-01-02 21:53:58+00:00,,,133.67707945534764,,,,,,,,,,,,,,,,,,,,158.28022651007734,160.8705977081063,146.5738564759933,143.0300635295841,156.82447584876243,164.3993858022894
18,2003-01-18 21:54:06+00:00,155.96122769776335,,132.32549209905366,139.19541597405245,152.90435364774413,,,,,,,,,,,,,,143.8804137304988,146.89640651069226,147.35758607029803,132.29728208695045,149.00456959522703,158.22590538154796,142.50576181448406,142.39928152514256,152.0463501422652,166.74623500203546
19,2003-03-23 21:54:40+00:00,,,,,,157.11837059975338,161.11484216293294,151.28977686804447,153.3804349013456,152.12714941546787,162.72727777341672,150.50316846566145,151.7812252661832,140.38596958843567,144.2733199074402,155.2575151638097,149.04627668252596,145.95442132631726,146.32295977707574,153.5266003622076,141.19695951323476,149.48266217692924,154.2755064110506,161.86910369610845,148.17395186792055,145.3935844438716,161.7566399321487,173.67920237711223
20,2003-05-26 21:54:19+00:00,,319.28181835930707,148.64822130478805,149.33385443185287,159.40971959471682,169.71424320836886,172.50753305795334,166.52685758673866,,152.11681823260017,150.38397811499917,159.5680834033552,164.33344654632648,165.5088713099058,,,,,141.36186530351887,132.6788209574164,134.4590969237467,,155.49243767033582,156.82616885755255,141.92883196107016,132.17327122519447,143.81347156907387,162.48029596153475
21,2003-07-21 21:42:09+00:00,,315.67028284975726,150.90989184962328,152.51389324039042,155.20752682221678,166.32872366131434,157.77020862011665,157.17363918966035,157.22717195598275,152.78744155184896,152.86159404548664,155.1000721551042,161.89119764546777,162.9970234496476,,,144.65814679606146,145.34220069395357,143.71403467276787,146.1061890490575,148.54963318597027,,158.52612229215208,165.68214617400267,148.53299816342175,140.00231694678465,155.29409795747253,173.90026475464688
