dates,satname,nzd0243-0000,nzd0243-0001,nzd0243-0002,nzd0243-0003,nzd0243-0004,nzd0243-0005,nzd0243-0006,nzd0243-0007,nzd0243-0008,nzd0243-0009,nzd0243-0010,nzd0243-0011,nzd0243-0012,nzd0243-0013,nzd0243-0014,nzd0243-0015,nzd0243-0016,nzd0243-0017,nzd0243-0018,nzd0243-0019,nzd0243-0020,nzd0243-0021,nzd0243-0022,nzd0243-0023,nzd0243-0024,nzd0243-0025,nzd0243-0026,nzd0243-0027,nzd0243-0028,nzd0243-0029,nzd0243-0030,nzd0243-0031,nzd0243-0032,nzd0243-0033,nzd0243-0034
2003-09-25 21:31:19+00:00,L5,339.55,329.54,332.99,342.18,339.03,333.06,349.54,357.78,347.31,347.26,349.35,350.67,358.37,372.52,365.51,359.16,354.21,356.71,351.15,347.96,360.71,369.02,359.42,356.90,357.24,355.31,366.80,368.41,365.74,354.57,349.52,356.54,354.02,369.12,369.30
2003-10-19 21:41:56+00:00,L7,345.71,337.60,338.06,343.50,340.85,,,356.19,347.26,349.50,350.70,352.96,365.36,384.39,368.73,366.28,358.63,362.80,,359.81,363.51,371.07,365.40,359.35,357.26,356.71,367.09,365.79,364.28,356.20,352.55,358.20,355.85,373.60,374.38
2003-11-04 21:42:03+00:00,L7,,337.54,338.70,350.84,342.07,347.45,358.97,363.63,348.04,352.40,350.87,355.44,,,372.11,366.25,361.25,362.73,365.20,362.90,364.15,375.76,366.04,365.72,360.89,,,376.05,368.90,358.97,356.13,358.79,366.58,381.79,380.16
2003-11-20 21:42:19+00:00,L7,340.00,329.09,331.33,343.64,341.94,344.68,359.19,359.26,346.38,,,353.99,365.38,371.42,369.68,361.06,355.22,359.07,361.98,359.27,366.71,378.23,367.28,,365.92,360.45,369.84,369.08,366.58,356.45,352.19,358.69,360.89,379.25,374.33
2003-12-14 21:32:14+00:00,L5,343.40,325.23,333.06,339.49,333.30,336.13,348.85,363.41,347.77,344.42,349.02,352.21,364.73,357.96,358.48,352.62,349.04,349.22,347.20,358.51,365.79,376.21,364.81,362.53,355.67,355.14,351.49,352.73,347.27,342.09,342.63,,,,
2003-12-30 21:32:24+00:00,L5,349.72,337.51,345.24,347.74,348.08,338.66,351.46,347.76,336.70,335.09,340.45,352.55,365.33,363.08,371.33,363.82,372.58,366.06,354.02,356.13,361.95,362.45,359.23,349.61,363.02,363.20,365.66,369.25,368.44,358.35,347.45,358.03,358.83,370.51,373.26
2004-02-16 21:32:36+00:00,L5,341.47,338.38,341.05,346.90,350.32,354.83,364.73,357.20,355.04,354.57,351.13,355.93,363.75,371.42,370.72,368.05,363.86,370.78,367.53,363.12,370.09,375.30,362.70,358.51,351.25,355.60,369.63,371.17,364.61,351.96,343.38,356.65,360.68,377.69,378.21
2004-02-24 21:42:45+00:00,L7,331.98,,325.66,330.05,332.05,344.28,356.70,347.12,342.31,345.72,346.42,349.90,355.48,,,357.78,353.40,354.74,348.86,359.36,360.27,366.09,360.71,354.42,349.56,354.57,362.08,,359.16,352.15,351.78,358.80,361.14,377.73,371.82
2004-03-27 21:42:57+00:00,L7,341.22,332.02,332.22,,339.82,344.65,359.22,363.56,352.86,348.14,353.25,358.27,357.51,364.97,364.05,361.54,,365.41,368.77,365.76,363.94,377.00,365.38,362.48,354.53,356.67,366.59,366.70,361.39,352.64,350.18,361.23,358.89,378.94,375.20
2004-04-12 21:42:51+00:00,L7,341.42,330.73,336.09,341.98,343.15,348.25,359.43,366.15,,355.99,344.12,356.14,362.07,363.74,370.64,365.14,361.46,370.17,370.15,366.27,366.89,,368.34,364.50,358.55,357.10,,,,,,,,,
2004-05-06 21:33:58+00:00,L5,320.96,315.27,313.50,306.22,313.61,323.48,336.57,338.01,336.61,340.78,340.75,337.83,346.14,353.15,355.39,349.93,349.83,349.19,342.53,344.87,355.29,365.36,360.60,357.11,347.75,350.39,358.54,361.45,356.92,349.98,348.02,356.49,351.94,368.95,371.64
2004-05-22 21:34:26+00:00,L5,,,,530.57,,515.21,634.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-30 21:42:48+00:00,L7,345.89,331.81,337.18,348.92,347.07,348.55,358.88,,367.93,367.09,365.85,362.24,375.62,371.85,371.70,379.32,379.62,375.62,373.05,372.52,,385.34,372.55,372.26,367.69,369.20,377.40,381.17,377.29,373.32,361.72,368.06,366.86,380.85,381.05
2004-06-07 21:34:54+00:00,L5,314.75,307.83,314.74,,322.60,330.07,340.46,346.19,349.11,348.12,347.10,349.51,356.58,358.58,357.45,353.48,354.41,357.14,349.61,359.64,365.99,,,,,,,,,,,,,,
2004-06-15 21:42:41+00:00,L7,344.19,,348.65,351.24,351.10,347.82,361.29,365.48,365.32,369.11,372.17,369.90,378.11,,,376.86,380.05,374.26,367.45,369.95,380.64,392.42,381.48,374.89,373.99,375.53,382.98,,,365.73,364.39,,,,
2004-06-23 21:35:22+00:00,L5,319.94,319.02,331.46,333.14,338.46,342.96,353.73,354.70,352.88,350.88,351.57,353.32,359.13,360.93,364.16,363.47,365.53,366.39,365.92,363.14,367.09,377.03,366.69,364.66,357.40,363.08,370.30,368.59,369.15,364.60,358.12,364.24,359.86,372.37,376.59
2004-07-25 21:36:14+00:00,L5,329.80,331.09,341.90,339.60,343.90,350.05,350.14,356.11,352.98,352.39,349.00,350.41,360.52,371.09,375.78,370.58,369.39,364.31,356.81,355.95,361.93,367.12,360.24,360.53,356.45,363.10,368.83,371.91,371.67,363.00,352.39,357.43,354.78,366.97,373.54
2004-08-02 21:42:28+00:00,L7,325.81,327.75,329.63,,337.75,341.58,346.34,354.04,351.04,352.87,348.18,351.13,356.14,361.99,362.33,361.33,,358.44,356.28,355.93,363.73,371.26,365.73,363.47,361.38,358.92,367.04,366.27,365.70,358.17,354.24,359.77,358.79,374.45,376.71
2004-08-10 21:36:32+00:00,L5,328.43,323.84,328.73,346.80,352.08,354.18,358.95,364.38,368.14,357.95,355.02,355.23,359.50,366.20,371.30,378.26,374.44,375.94,374.30,372.04,380.90,380.07,373.52,367.16,364.32,364.63,370.85,372.40,370.75,365.38,359.12,363.10,364.16,372.75,376.90
2004-09-03 21:42:23+00:00,L7,,310.40,321.63,327.47,333.19,340.85,340.96,344.48,342.90,347.07,346.03,347.12,,,356.76,357.90,356.08,354.08,348.35,353.37,362.63,364.65,363.72,357.57,355.50,358.00,,,362.96,355.50,351.37,359.01,357.65,369.64,370.71
2004-09-19 21:42:17+00:00,L7,319.61,316.57,324.11,323.92,,,347.69,345.61,345.46,344.40,343.30,345.66,353.00,357.30,359.58,359.16,355.70,,353.14,357.80,363.50,368.16,361.42,357.33,355.99,357.32,363.92,362.95,363.06,352.89,348.95,355.57,358.16,364.62,370.70
2004-11-22 21:42:42+00:00,L7,,,353.66,358.79,359.87,371.01,378.45,380.07,375.97,375.95,378.33,380.02,383.83,,,385.72,378.82,376.99,380.85,379.49,373.28,389.28,379.52,370.57,369.72,369.37,373.90,,,359.70,355.67,356.58,359.67,376.21,
2004-12-08 21:42:50+00:00,L7,356.99,353.05,,,356.05,362.63,370.59,375.71,372.71,375.08,368.59,374.57,375.69,377.28,380.36,,,368.56,370.17,384.75,374.33,383.81,376.44,371.12,368.38,364.55,372.04,373.42,365.43,,,,,,366.40
2005-02-10 21:43:14+00:00,L7,331.54,319.79,322.62,324.14,327.44,334.65,339.59,341.29,338.34,,,339.02,345.96,353.81,355.06,353.45,348.47,347.97,349.29,346.94,356.05,358.73,,346.69,345.73,346.99,353.29,356.74,350.43,344.44,336.01,351.05,354.15,364.24,357.28
2005-03-22 21:40:41+00:00,L5,341.58,330.45,331.19,342.72,342.47,345.52,350.80,349.37,343.42,346.59,352.53,355.00,357.30,371.07,373.72,370.64,375.48,366.35,369.88,365.35,364.48,374.25,366.83,361.81,356.02,353.33,363.13,366.87,363.15,355.39,350.62,357.05,360.84,373.60,375.21
2005-04-07 21:40:45+00:00,L5,343.50,337.71,339.25,347.43,345.59,349.25,349.00,346.46,343.67,349.09,350.76,354.33,364.52,373.91,379.54,377.49,380.10,377.42,374.39,373.42,373.83,371.11,363.02,358.80,356.60,363.67,372.59,372.83,371.96,359.46,358.92,364.29,371.43,378.83,382.19
2005-05-09 21:40:56+00:00,L5,319.38,325.72,334.82,336.37,337.10,338.26,343.07,334.57,338.99,337.18,342.52,346.90,349.76,360.06,363.73,360.42,362.75,358.69,360.29,353.01,358.16,363.49,357.99,355.20,348.08,351.52,365.82,368.98,368.18,362.67,353.88,358.11,356.30,370.97,375.27
2005-06-02 21:43:12+00:00,L7,349.33,351.10,352.68,,,348.86,361.55,364.46,360.63,364.17,370.41,376.37,380.38,385.78,384.22,386.23,,,381.32,378.46,375.78,385.04,379.29,372.48,373.76,377.83,384.20,385.86,380.91,371.65,366.93,364.73,373.96,382.50,390.34
2005-06-10 21:41:12+00:00,L5,340.41,334.38,344.42,346.42,349.91,346.95,349.12,349.39,342.60,344.43,348.53,353.56,361.82,372.60,372.82,373.11,365.79,369.18,370.67,358.95,366.34,373.02,370.49,361.47,356.12,370.23,380.49,378.57,373.64,365.29,357.12,365.38,367.56,374.81,376.58
2005-06-26 21:41:16+00:00,L5,311.52,309.17,317.22,314.43,329.43,333.17,350.52,350.49,347.30,345.21,342.11,347.73,346.05,353.18,355.54,356.05,356.88,365.62,363.88,364.42,368.54,378.03,371.76,361.34,353.39,354.98,363.58,367.40,368.35,354.70,350.19,357.29,357.22,369.07,377.69
2005-07-12 21:41:23+00:00,L5,330.03,327.86,328.17,332.73,331.22,333.44,341.70,341.24,339.37,340.29,345.03,355.06,357.65,364.93,363.32,366.92,360.86,352.82,354.65,347.05,355.42,362.51,357.86,363.62,363.42,368.32,371.79,372.45,371.09,359.71,354.97,354.52,353.00,359.05,374.62
2005-07-28 21:41:34+00:00,L5,341.07,330.41,340.11,330.37,325.63,336.26,344.26,338.64,342.75,347.71,360.15,366.63,365.31,369.15,371.82,375.41,355.11,353.17,345.84,348.25,358.88,363.25,369.26,368.84,363.23,365.54,371.53,377.66,371.81,361.86,352.60,356.58,353.61,361.17,372.89
2005-08-29 21:41:46+00:00,L5,357.76,340.49,323.66,344.70,336.92,336.89,349.40,354.80,358.12,355.27,365.24,360.37,374.78,380.90,352.62,345.74,344.14,352.50,351.77,350.49,369.92,381.79,375.33,373.48,364.78,363.73,372.61,379.32,376.09,363.84,357.58,364.93,372.55,388.94,386.83
2005-09-06 21:42:48+00:00,L7,339.80,330.37,327.45,340.34,337.01,343.18,355.31,350.87,344.44,346.65,351.47,,362.00,363.95,360.73,356.21,353.88,355.06,352.21,355.13,362.08,365.24,362.31,355.21,,357.78,362.84,367.90,366.32,355.99,350.64,358.17,359.83,379.62,376.58
2005-09-14 21:41:48+00:00,L5,354.10,338.02,337.71,353.60,342.33,342.42,349.57,350.81,344.40,355.39,361.09,360.39,367.47,373.15,363.11,356.45,378.40,424.09,373.37,367.56,367.27,375.24,370.06,362.17,359.62,358.99,364.69,371.30,372.69,357.19,353.44,356.94,359.71,372.17,372.12
2005-10-08 21:42:41+00:00,L7,337.46,,,326.77,330.21,335.26,341.62,340.97,337.81,343.48,345.84,346.17,353.35,358.27,,353.14,349.45,352.12,350.99,351.34,359.32,363.06,360.55,351.99,348.23,350.98,357.21,,,,,,,,
2005-11-09 21:43:06+00:00,L7,350.17,342.47,350.85,356.43,359.69,353.79,360.20,364.13,367.99,359.81,365.94,358.50,,371.99,368.23,365.92,367.47,373.36,369.77,371.26,375.13,375.95,366.25,364.77,361.59,,,370.29,368.38,356.31,354.51,358.72,357.68,378.82,378.84
2006-01-20 21:43:37+00:00,L5,329.14,327.09,336.34,334.30,329.23,337.18,336.86,341.65,338.05,340.36,340.93,348.99,351.20,358.17,362.23,359.02,354.84,349.50,358.37,360.01,358.22,360.02,356.12,359.34,353.69,356.75,362.05,367.31,363.82,354.20,352.18,355.89,354.43,372.24,373.34
2006-04-02 21:43:44+00:00,L7,331.35,324.91,327.62,334.50,,338.36,349.46,345.05,346.48,343.00,345.38,352.06,354.49,360.54,359.04,356.92,,,362.46,362.47,364.26,371.08,363.14,365.12,355.86,356.96,365.35,368.08,367.63,353.91,352.62,355.91,353.27,365.12,373.99
2006-04-10 21:45:17+00:00,L5,338.35,334.85,335.68,344.68,345.16,350.91,353.24,356.13,359.99,353.27,353.28,361.52,368.56,370.75,370.49,367.82,372.16,371.54,373.18,370.36,374.28,381.97,370.73,365.54,363.33,364.19,375.24,375.67,370.67,365.31,356.17,363.39,359.36,380.07,380.21
2006-04-18 21:43:39+00:00,L7,329.37,329.11,334.91,341.27,342.20,346.57,,,346.98,348.01,346.98,352.73,355.50,359.46,361.18,358.44,360.90,363.17,365.92,,370.14,374.81,363.70,362.68,353.50,359.06,365.91,369.21,368.52,359.65,357.10,362.01,358.77,375.97,377.15
2006-05-12 21:45:46+00:00,L5,328.25,325.69,331.70,,349.92,350.42,350.97,347.63,348.81,346.67,345.53,353.60,356.00,358.54,357.02,357.76,361.53,368.07,367.09,369.29,371.62,371.51,365.17,362.24,356.79,359.71,360.95,366.62,364.90,353.81,354.74,357.46,357.18,373.04,376.56
2006-05-20 21:43:44+00:00,L7,335.93,332.72,331.71,347.42,351.49,350.75,345.50,337.56,,,344.64,347.58,350.48,353.92,352.65,348.57,356.30,366.85,360.05,362.34,366.09,,,364.89,357.43,359.48,368.19,369.39,369.11,356.17,355.41,365.03,358.12,372.33,376.69
2006-06-05 21:43:42+00:00,L7,,,341.34,351.86,352.54,351.11,360.50,362.71,352.83,352.76,356.46,360.77,,,370.18,369.85,363.47,372.71,366.68,364.40,375.38,383.74,376.02,371.04,368.09,365.31,,,376.21,364.86,364.39,366.12,369.39,381.55,389.34
2006-06-13 21:46:13+00:00,L5,337.91,326.52,332.14,340.35,347.43,347.67,351.08,346.24,340.58,344.96,346.26,349.55,353.78,359.49,364.68,364.08,360.87,363.04,356.72,355.19,364.42,367.89,359.28,357.79,354.25,354.88,368.84,373.80,373.49,363.11,357.48,360.32,354.95,370.20,379.49
2006-06-29 21:46:28+00:00,L5,324.75,322.38,325.80,314.19,327.04,332.64,336.40,328.11,332.58,331.56,,226.64,,340.59,342.69,334.00,342.65,337.27,332.09,340.24,354.64,361.76,363.27,364.49,362.66,361.83,368.89,375.34,378.09,371.64,361.62,360.74,360.64,374.53,379.76
2006-07-07 21:43:31+00:00,L7,335.22,336.94,347.20,353.32,357.44,366.56,373.12,371.13,368.01,362.24,371.22,,371.28,368.82,363.95,363.05,375.16,375.62,369.06,367.83,377.90,387.68,376.61,374.28,,,375.53,380.26,381.75,374.90,366.02,371.47,370.49,386.83,387.87
2006-07-23 21:43:23+00:00,L7,338.37,331.93,346.85,354.25,366.41,374.77,369.77,371.76,371.68,,357.21,359.91,365.64,367.82,365.62,372.44,375.80,376.88,369.68,366.73,375.78,386.58,,371.60,367.18,362.16,374.33,379.09,375.66,373.22,363.59,370.16,367.39,382.60,383.00
2006-09-01 21:47:19+00:00,L5,330.46,321.43,336.16,339.93,353.03,353.74,352.39,355.39,353.11,348.67,342.93,349.33,356.09,358.66,355.91,354.06,356.76,361.42,358.94,357.30,367.98,377.46,367.86,356.19,355.82,357.27,363.93,365.05,364.02,357.14,353.63,356.22,359.74,373.55,376.94
2006-09-17 21:47:31+00:00,L5,340.11,335.74,343.31,355.91,359.54,363.35,360.42,365.25,361.33,355.95,352.40,354.11,364.75,363.37,359.70,357.64,369.54,373.22,366.10,364.39,374.81,384.08,376.63,361.67,358.30,364.85,366.78,367.14,368.57,359.24,357.88,365.60,363.53,380.74,380.20
2006-10-27 21:43:21+00:00,L7,335.58,333.29,336.90,340.94,344.66,345.11,349.25,346.72,345.88,344.27,,,355.87,358.45,356.32,352.74,352.70,356.07,353.05,353.14,359.35,364.72,361.14,,,354.06,360.43,359.33,358.29,347.96,349.04,355.09,357.43,373.96,372.88
2006-11-12 21:43:34+00:00,L7,342.62,331.83,339.57,344.14,344.16,,341.62,342.29,346.25,343.54,344.81,349.82,359.93,357.85,357.42,354.90,355.75,,,348.44,357.87,360.85,357.10,347.66,349.47,352.13,356.29,359.60,358.33,348.48,341.82,354.01,355.31,367.02,371.71
2006-11-28 21:43:44+00:00,L7,350.15,344.75,,,350.65,352.32,356.81,353.38,350.25,348.74,347.42,352.93,362.42,366.24,,,358.07,358.40,359.84,358.71,362.22,368.22,364.08,359.00,354.78,358.18,361.27,362.13,364.06,,,,,,
2006-12-06 21:48:41+00:00,L5,277.27,272.31,274.11,278.48,279.25,280.89,281.17,281.98,283.77,284.92,286.85,293.29,307.22,300.23,300.38,292.20,291.73,289.37,293.79,293.43,302.58,313.52,313.03,305.86,311.24,307.87,322.49,325.88,326.38,327.53,344.50,356.57,369.44,379.06,363.74
2006-12-14 21:43:50+00:00,L7,343.02,338.09,337.81,350.27,,,350.43,349.41,348.82,344.75,345.51,352.78,354.93,355.93,,,,,,,,,,,,,,,,,,,,,382.35
2007-01-07 21:48:55+00:00,L5,326.38,319.42,322.27,329.87,329.27,337.35,336.79,332.24,328.99,333.20,323.13,331.46,336.20,339.47,345.46,343.77,343.00,344.91,340.87,337.75,342.52,353.77,349.68,345.75,339.25,343.05,345.49,348.82,354.61,350.05,348.41,356.64,369.19,389.59,383.64
2007-01-23 21:48:36+00:00,L5,330.31,326.05,324.70,325.54,329.07,337.58,351.82,340.75,343.06,342.91,346.15,347.78,345.23,344.98,346.38,345.28,346.16,342.74,348.50,356.27,361.19,365.43,357.57,355.87,348.30,344.89,349.51,352.54,354.84,347.76,352.45,359.66,367.30,374.72,372.91
2007-02-08 21:48:38+00:00,L5,324.08,311.09,315.23,312.46,312.20,316.36,321.36,327.42,330.14,328.17,336.55,337.60,344.04,345.88,328.77,324.81,336.63,344.35,339.76,340.34,353.39,359.90,354.86,347.56,341.71,344.27,352.66,346.79,347.90,341.46,339.02,344.32,346.00,355.89,353.66
2007-03-04 21:44:10+00:00,L7,343.21,332.87,339.09,344.46,342.93,346.18,352.98,346.14,,,351.56,351.59,356.01,359.09,360.22,357.57,357.81,359.81,354.79,355.94,362.36,,,358.39,354.32,356.51,362.62,365.04,365.47,356.20,357.49,359.09,363.24,379.93,379.91
