,dates,usa_CA_0059-0000,usa_CA_0059-0001,usa_CA_0059-0002,usa_CA_0059-0003,usa_CA_0059-0004,usa_CA_0059-0005,usa_CA_0059-0006,usa_CA_0059-0007,usa_CA_0059-0008,usa_CA_0059-0009,usa_CA_0059-0010,usa_CA_0059-0011,usa_CA_0059-0012,usa_CA_0059-0013,usa_CA_0059-0014,usa_CA_0059-0015,usa_CA_0059-0016,usa_CA_0059-0017,usa_CA_0059-0018,usa_CA_0059-0019,usa_CA_0059-0020,usa_CA_0059-0021,usa_CA_0059-0022,usa_CA_0059-0023,usa_CA_0059-0024,usa_CA_0059-0025,usa_CA_0059-0026,usa_CA_0059-0027,usa_CA_0059-0028
0,1984-04-27 17:55:28+00:00,225.2528132027693,222.1141826934207,228.46126888327993,227.05670407571688,226.02840481703743,218.96104101542602,224.99389539954828,213.04930185966103,207.43972416393618,206.2439823952967,209.88000742875693,207.2527294312205,211.6397075203551,213.0738448397741,210.5515186269138,209.75588430090056,202.37460241612956,207.25312881589636,213.54327613006296,210.38152681406416,216.3577851212636,227.19409984109828,222.1831226840767,234.92023350813105,232.93618257306375,234.35988695779423,241.24465462021894,234.90474424457952,228.9539004417601
1,1984-05-29 17:56:43+00:00,234.52291424769535,233.85469923317353,232.4161519964483,227.82717565932933,224.85648657075834,226.90418204940067,224.48092983248952,220.19533513242217,207.7672078904761,212.75973231461265,216.60273786072105,215.45734160007632,222.703795273348,215.35348079879606,214.2499750983755,210.1062519722824,204.9180781386847,207.4592856887464,209.21211481016064,207.85719593865178,219.73127013552784,223.8378971726163,220.55245128938776,241.5401538432852,245.77402832552977,249.0614548919587,254.6951676698641,243.31388393630385,234.44623448690493
2,1984-06-14 17:56:37+00:00,220.99805306564713,214.82071554945242,220.15903863762608,219.05921122128117,218.3070760014018,217.67511709151435,216.13756339920724,207.43921820970053,199.85038693845894,207.3669662410193,207.9312048636383,203.06230522062978,210.60106424683562,210.91277333078696,201.08299330813003,186.16164890457338,189.58952950469288,196.6547773454111,203.90626377182215,208.22340681716685,214.06407119676945,221.5100030806362,226.80647923389583,258.4257786798759,239.40680654432495,244.3798939429361,244.67968157655824,225.1588882096713,222.35572342139588
3,1984-11-21 17:58:36+00:00,216.17720686209213,213.8397497091755,218.53605183159482,228.99613443526127,225.3338610576424,209.2476851358105,215.41210631882308,211.61807436581185,204.54478812523973,210.6608075074851,209.6399765826922,205.31399879692236,213.54170907622859,217.45858650978818,212.07963622818158,202.31202411630147,203.684174152729,200.23829534710117,199.05022143466243,211.27601799334,217.8648164659944,230.98254518037265,221.3755139545921,226.294425684365,219.2301904209892,223.26998884771425,236.18787158839328,227.17651557789395,224.73044160959836
4,1984-12-07 17:58:44+00:00,,,,,,,237.05183992992488,223.4672537092591,229.1949643357417,227.3599148073069,,,173.01330453419524,169.6052419077227,161.35526339077288,,212.33424017758733,217.52460990035178,220.3387162476037,218.1760935132688,229.59166118907928,240.71810794997234,238.44591921657357,250.12267661855358,244.96693964068032,241.99470468846653,252.21830292614123,249.86809143829956,237.83920756672663
5,1985-01-08 17:58:37+00:00,216.87084861967372,210.90598710156686,221.805063854521,233.26136420933605,231.5618967959105,216.95822443710557,213.4349111080825,215.67372577457405,217.61459093430557,214.9021431188499,213.0167864268259,216.04207340562414,214.25297286126172,206.09027440984397,208.17559854864754,207.38409327010731,208.4105984148655,206.2134787660229,211.4436440324966,211.3302626123159,219.59892343888052,214.82747946988636,220.971942148781,241.7040669287524,220.68664288386785,222.59477409214912,231.16472872948037,218.51746898074967,222.46859552814462
6,1985-02-25 17:58:46+00:00,219.9472942217142,217.1323483340455,222.81433022815122,224.03047481619467,225.89258240615155,231.48404578473222,231.48010436430937,225.06218216900717,214.37550740208317,228.74882584805107,209.99181800605615,212.3120306800975,223.52539575853757,229.7799344658641,223.18587053485086,209.2901068241685,205.77517501139405,203.58721015562165,215.51827339889107,210.0088245463488,219.69148629107744,223.06153950302195,223.43916047116693,235.06193779365228,233.23328338652402,238.22942881282088,238.26521459716176,233.53698016344146,222.8821387402595
7,1985-03-29 17:58:42+00:00,228.96007797199783,222.60810433346904,236.68238645992727,238.81716719206668,236.72006994324144,242.65560435471744,243.6741012618683,238.51662147026684,224.87106607653575,220.84584167088948,219.24493885391107,216.07405309257393,223.4503854711547,229.30324056773216,223.96904809924132,223.11856169163852,216.45163426871943,219.09957405997486,231.3975823145842,219.56136110690028,234.2939408767048,226.50024352248792,228.19723007132347,239.34375261395843,239.01630087457457,245.011071164653,245.25525410493933,241.23137643093838,236.60863952529417
8,1985-06-17 17:58:24+00:00,223.50575695415492,225.58157079164872,230.69527863470174,225.39242152244395,224.3598251707981,224.53944502845076,225.33527843630645,213.87889105613272,210.58881832796402,221.04662195544523,212.09914483572408,203.5186646135288,212.07363469106656,213.1334048219559,209.00713674652272,202.55846379924415,193.72653371897266,196.4263699869,204.35770744669958,216.406934976986,229.0643776266696,235.96563917682306,228.00659657455495,236.46053184091295,232.26806764836675,233.4894776510243,231.40474279030113,220.49569037485333,214.3012679573031
9,1985-09-21 17:57:31+00:00,237.73960481567406,224.52745951042922,226.6884161057269,227.65902518204936,230.67806262333465,222.75757473688748,220.36875239383258,215.96678974080655,213.8717647669697,221.2652600495161,212.35031804089738,213.15568833699788,214.95334794845456,214.16138786636455,212.86065347689194,211.243062551965,198.88485046098228,209.03777469182384,215.54012245179845,224.84593575918268,225.93740244188695,238.29176835293336,231.75586930663135,244.7516828345925,232.32546436397956,218.33605270920938,234.3249932650008,219.84610961993315,222.5621103311413
10,1986-01-27 17:55:26+00:00,,225.21763207039623,229.4839101170601,236.82615347205973,240.10414268496953,238.0910336864482,238.33562017051497,237.9928642133217,229.50563246361327,232.68297366541492,223.48592373428247,225.18334419456,224.01249594497602,225.70998293862274,225.56445657575935,210.6927922978361,215.71027964851538,208.76028199047738,219.78802322562655,219.9664616536841,223.9771068511787,234.27026470892875,227.79118742161418,234.818932336343,232.9432759936722,233.60702703267552,243.38919292547973,233.5145452038893,231.4415842354298
11,1986-04-17 17:53:42+00:00,226.8779672266899,221.8814719406077,228.53384051002675,224.10689787730195,229.597390403555,229.3912333306375,227.6768886589254,221.44461066121264,216.2207213635033,212.70316804723728,214.915535595222,212.10743617157948,216.64679951965044,217.3115543184384,219.4329618994931,227.07431294616447,216.109248538483,216.89798591981125,228.569070092744,214.51287583657265,226.26007101350427,229.268338776565,226.8414951356634,231.977589596554,231.7111734505832,236.5269975565617,240.88579863518794,232.82815727476924,228.90654934465172
12,1986-06-20 17:51:54+00:00,236.96416481647233,231.17014507175924,231.71254504523213,227.76480388495787,232.27839471523671,232.7850488741192,224.61669688751644,218.95053180243642,209.2735984815844,208.09846510494364,207.59858127105187,207.8622758953366,217.18525653502473,220.3555695026051,212.686137607418,210.78913304495276,210.53377264736707,203.26941475539314,212.53306072023497,212.72050365137582,220.44814421466512,232.34044082103904,227.19447387063371,239.79807948794235,239.80221543646823,238.11115404502587,240.6715731338108,230.2266311358776,229.27050773090184
13,1986-07-22 17:50:49+00:00,216.16325358709562,211.57831852561105,220.48943156617173,215.4086186676017,220.20851354797847,213.13785448464682,208.201541234105,197.07792156070582,192.39999980134203,204.45009748292787,207.8055043768137,201.93664435372705,199.2288283157157,199.48509475345136,200.8963227886432,196.73778291974926,192.0531935139886,202.04951183773323,201.99210367346328,206.8975621177396,210.31419616908468,211.0639093346691,205.045287180165,224.96592087189447,222.09182785812428,220.08368840968348,228.1374822165524,214.27920072213257,216.39480625724778
14,1986-08-23 17:49:39+00:00,230.9530396816022,229.52505082013946,229.41446279672329,224.93773437676373,221.93738735655828,227.53859687444623,223.34663676426112,213.58162283610852,206.96314441324765,221.60527348601497,211.48600610585987,214.44781347847632,211.61623970785797,219.74948442328443,213.4461505861609,215.5437038688282,209.72674880692495,214.40026176727596,219.2839911918814,223.5532022858374,227.8537750911582,226.75416160451388,228.4602572799626,235.71781392258245,233.74247080621532,229.71819124292807,236.58505547662023,222.7423194229027,225.93009989995488
15,1986-11-11 17:46:55+00:00,,227.3132852852423,227.28445257352286,229.42741809638298,234.84475025701428,226.72678415475497,218.36082126244338,222.0521958672384,216.3355333157729,226.12406078575148,212.49494200351984,214.05224126166013,211.6763042501681,215.35953635545158,212.16370161184324,212.73793321780906,204.5764020802979,208.69323639279472,214.49145719540584,226.68335817248484,230.5574966852792,235.93405238554067,232.2411633138399,231.56708567241026,227.4788107260143,221.13597779579658,236.55511541276934,220.76534225628933,221.36547646319104
16,1986-11-27 17:47:00+00:00,232.1503186845867,239.1361915881273,233.8892717125351,240.86368367924533,238.74723104049608,233.4392013961884,234.38536338818838,227.70711434915208,227.48770123118635,238.37723734198508,223.51798227812475,218.74455225229676,225.04234484784405,227.47103853997015,219.22985570769183,221.49537951566933,217.36040034223814,222.03524468661166,222.96072100682952,233.92750456276625,235.5117686314325,241.67653544468644,240.76528241556287,247.4926931838407,239.28856029830683,226.40586421530622,244.94598197516422,228.46583268841258,235.3842040944761
17,1986-12-13 17:47:04+00:00,221.29787091321882,216.30602756080341,223.68236902639242,225.83795356071096,229.05806408990955,222.40842279327038,224.17017411505475,206.82434973732546,211.22143581342073,214.92225472870587,202.9639963257656,209.88117189088376,214.306245706522,209.50204698600027,207.72061187932002,203.27570076707318,205.1468641775475,201.3315788271859,202.78019505643005,208.4544971475076,225.24779083870914,224.0786030551939,224.53106170612085,227.17588323591318,218.2176558474893,214.1449519762728,231.67669733492437,220.69353799883336,222.48306402486247
18,1987-01-14 17:48:01+00:00,219.71576450555827,223.46124039716065,227.77588539842745,238.38477085906777,230.4862273624101,225.33760521538804,231.05121666190476,225.09333477463963,217.52927903184488,218.86363080054628,211.61314316034466,208.54855844870593,217.95211238615457,214.63607904381317,220.770432271797,209.45374325256114,214.47235702738664,213.8692635050741,227.25771419761955,219.34820142939077,222.7187758351635,230.7705604041125,226.90782668858242,232.75514064579198,226.76416719869326,230.41035839115943,243.49835608219868,232.56455184047206,232.97622550299025
19,1987-03-19 17:50:21+00:00,238.71378720620558,229.8432280119445,233.58160168939924,237.88415590243108,240.58996999026,244.51449519072727,237.17518038472767,222.83297485381016,214.16681145701565,222.26219711229845,218.09356662844095,215.1461521443097,219.23366660061004,223.44567045970845,225.45528482994166,223.4188111416103,218.32510815144704,209.71346391806762,218.71585006639168,212.60554273158533,223.27118188165335,219.10877280542422,219.7442908986375,225.44939823723035,227.58885507939442,229.2901582762482,251.57678548875592,243.6219496166641,238.0225533905491
20,1987-04-04 17:50:55+00:00,230.45934114083613,223.75858416605087,229.196236240583,223.70450347850922,228.3422985292866,226.09633063933026,230.3082574764851,215.96725773771547,211.04797232334937,211.3057873399147,214.13138287657466,213.044602709433,210.97966419114505,209.6771418283445,215.37264820529927,210.12623805078988,202.6431577044406,213.00146946290195,223.61060372346031,210.9593420818382,219.59563024391773,219.11023832025768,217.26882222033817,229.50582051190617,232.54621796744993,245.18856545940483,251.56334135637186,241.275192827115,230.5990817254703
21,1987-04-20 17:51:26+00:00,218.83862422787502,224.99028394178603,233.06795246829785,230.8179011927242,230.6238317069279,238.19276119827967,234.11881747040556,229.55196061681994,225.7886038298857,226.68084786062906,225.51999005140163,218.8299013333872,216.6213096175338,216.4553680350845,224.9372265676422,224.5677154221031,223.01621884857582,223.67109457080042,231.93483467992405,223.2687095948408,228.19346283887785,230.387973995181,225.30432617274946,242.58007216799047,242.02923519837063,242.9222089659986,249.374784030608,241.72833354442355,237.41710374345394
22,1987-05-22 17:52:20+00:00,221.90867226709744,218.4972568639346,221.567263625881,221.45495276963462,222.0321085183286,221.81396039926133,213.4934741022363,203.95895745785435,207.360057281359,217.02194438532206,203.19601455824656,209.85582058558677,206.12822687229496,206.7006681051277,201.94534339731948,207.0711974121702,202.30344936324025,208.08451145175928,214.29857549939186,214.21498703040564,222.78723486746907,223.30879143009057,223.24925955230935,231.66449984783952,229.12078007397375,235.0087740735458,239.75757182477872,228.08082582123617,215.87655611083397
23,1987-07-25 17:53:44+00:00,241.4771971615636,228.39939560411455,232.55937813125377,229.13675658189263,232.8270074623983,229.49381514298173,229.92627972863946,218.89887384585123,210.14709182732796,220.9620894679213,214.28694166104606,212.30116918099702,214.25094017086158,222.0986610688028,217.4128360137877,218.62673381983052,213.78019400943103,211.710794460589,217.95019999034642,230.7007869774313,234.62601712049536,238.35677300498233,237.359788308536,247.75021351802798,242.7411081236753,236.26405565902778,239.9344647324164,226.42552846798904,226.3095013613894
24,1987-08-10 17:54:14+00:00,213.19895880175352,212.6030203048233,209.0709354074436,221.0593696600318,219.3755650104149,212.86691307155021,212.37224182925272,207.63863494156226,205.92161529104666,212.82906118203442,210.4639722858497,204.60701483831065,207.20853920619993,215.66433945367774,205.8431829872578,216.72718186323152,209.65306315029798,208.89933937906386,218.23806691245989,216.8621136924823,229.4025166486339,233.06355212909392,232.50913175318402,239.28428540144515,237.55358706644523,219.94368640607254,233.4678610793842,217.54622296921661,221.39508661306286
25,1987-09-11 17:55:06+00:00,217.6369784429058,214.89366147895083,221.00005449846574,220.09774553454446,220.59076129656376,213.5058496716029,209.77913564259907,211.4563987624661,206.32752987850435,215.04549712459266,202.6286876484694,197.96175935642896,189.9637998347315,195.04576446296971,206.85600942745413,205.35265686279425,200.66756728008997,205.1268749680326,209.13347885856092,221.26120172906693,223.37490443368583,224.94837321734352,227.86921383728685,230.98644318081438,223.3112290806229,217.23473618532552,231.20998737356427,218.6263291025688,219.15533525176622
26,1987-10-13 17:55:45+00:00,212.6015801199735,215.23628554935752,214.9294198414151,223.86264503748117,225.20206790413638,217.07440979230606,209.13225603993092,211.08236046752262,212.7302266811151,220.94017718253983,208.0184803981889,201.98557077954268,208.60503262919116,203.29355990544053,205.98572958573558,199.5927987603784,199.18164617154085,203.80689971785287,212.50795054538577,216.78411748547487,229.33102513866632,232.75345683807257,232.64431564359552,232.54387418362424,227.3819257991216,212.4352917699822,227.1196349209226,217.02192691635994,215.3008561000308
27,1987-10-29 17:56:25+00:00,,,,,,226.51184289114568,222.65571787085483,218.94846066988762,227.1961984204616,228.83567057929585,219.5576972379206,212.93641238939605,219.27242492161952,220.17868879818906,222.40375766591978,214.62800616313632,208.00849742370954,218.38921479835605,223.59750960174978,233.7047060964717,239.6556415021826,234.27159528301158,233.41939262506253,239.63130141018968,229.17983607157885,226.19463201912748,244.67854810747662,227.68394614059486,223.89093005169002
28,1988-04-06 17:58:25+00:00,223.93612803208106,220.16229458827286,221.19959242169972,224.68214042451672,223.76267019503945,226.54403764958627,224.3211480837534,218.40382862578258,212.3055313711992,219.86184803271735,211.40064943016415,206.1759486373898,205.31445404884056,213.647610811945,211.56060717066416,214.79254760508024,202.13206909566082,206.87112191678284,211.79018257706645,207.85705152472886,213.3203452708404,222.8428496830741,213.7490227253981,230.95994502390562,217.6505692589678,223.75385507742035,240.98292668282014,223.63924288023324,226.71924901334768
