,dates,per0158-0000,per0158-0001,per0158-0002,per0158-0003,per0158-0004,per0158-0005,per0158-0006,per0158-0007,per0158-0008,per0158-0009
0,1984-12-25 14:41:08+00:00,,,226.68490607511288,227.2709767183946,201.58999121243798,197.10484557419352,199.27198196527343,197.21327601748126,200.48277025040883,204.7030969366158
1,1985-01-26 14:41:44+00:00,223.52303101409805,,215.43673076596792,205.84691535538298,205.97935338822325,213.87304705572035,216.18497018430543,215.73919854211715,211.69139509416223,211.09056867127026
2,1985-09-07 14:40:44+00:00,199.19650350469504,,,,,,,,,
3,1986-04-03 14:36:38+00:00,,,,,,,,,,
4,1986-05-05 14:35:53+00:00,217.39507380706516,202.04776194890408,205.62775373449904,193.91860412688717,196.04549851688202,204.13073013813153,207.6809705886937,201.3350202238257,198.1285274732777,201.58170683608523
5,1986-08-09 14:32:48+00:00,,,,,,,,,,
6,1986-08-25 14:32:12+00:00,,,,,,,,,,
7,1986-09-10 14:31:38+00:00,,,,,,,,,,
8,1986-09-26 14:31:09+00:00,,,,,,,,,,
9,1986-10-12 14:30:38+00:00,,,,,,,,,,
10,1986-10-28 14:30:05+00:00,245.80964418406788,201.77699996539127,208.0592595852792,191.7102594817031,195.08013691198923,205.40652168961415,209.36732578368915,199.37804614364018,195.64287261491924,200.51145283436404
11,1986-12-15 14:29:44+00:00,,,,,203.22364947938433,,,158.39073931291082,,
12,1987-02-01 14:31:12+00:00,283.03441144961147,,,,,,,203.39901524775053,184.95784875188795,196.03301020718342
13,1987-03-05 14:32:51+00:00,256.90713750740207,209.92984775580754,213.97134621231345,200.3088084953576,193.98734249638622,213.11419823492434,221.58703136979813,217.84577175647908,211.35110339128624,212.82927360872478
14,1987-04-06 14:33:36+00:00,,,,,,,208.98708213182908,207.93776263369057,205.74758410655448,203.20680970004156
15,1987-05-24 14:35:00+00:00,217.67413348279243,195.63631586685028,202.3293734153731,187.31741594935602,192.34064423432525,204.86902910411402,207.36986703615955,202.7756471266872,205.4534521238435,207.87238296221153
16,1987-06-09 14:35:23+00:00,,,,,,,,,,
17,1987-12-18 14:39:56+00:00,211.34518454958408,200.00156802639717,205.06702364322447,191.64961216852467,193.104147280742,200.66454772224037,198.7999080507826,189.89701885726646,194.64970135667727,201.04405629627604
18,1988-01-03 14:39:48+00:00,209.4987221314638,198.94084466113176,208.53868783419776,,,,,,,
19,1988-02-04 14:40:48+00:00,,208.20820183933165,215.31295799943288,200.91630189141748,196.187078247002,200.05284096323302,208.9300512464256,194.52979051128986,198.51987273220158,207.1133011150038
20,1988-03-07 14:40:48+00:00,,,,,,,,,,
21,1988-03-23 14:41:20+00:00,218.0717870169549,202.87468895757297,208.86387592684753,189.92239367850954,191.56723538182436,206.72445414924138,216.02129651642093,213.5718942080936,202.82941717199992,212.84916895596962
22,1988-04-08 14:41:26+00:00,227.91687032016702,210.40532943290302,214.3709802112857,201.1467922523372,206.4806844240224,215.1600389669808,221.74194793906975,221.00584742452563,210.69658816949826,214.7976016490757
23,1988-04-24 14:41:07+00:00,237.6970012453722,193.0303968060999,203.28051406128785,183.52546460523632,186.89887276950316,196.06702285902276,206.7859963272182,194.69062852988418,192.29785359261857,190.62741794390854
24,1988-05-10 14:41:17+00:00,,,,,,,,,,
25,1988-06-11 14:41:30+00:00,,,,,,,,,,
26,1988-06-27 14:41:35+00:00,,,,,,,,,,
27,1988-09-15 14:41:41+00:00,,,,,,,,,,
28,1988-11-02 14:41:33+00:00,261.57456376007195,206.18717880512057,208.09073047940086,185.34760731337832,186.92506352472685,198.53087794717734,199.38937059249227,188.68502612877992,186.63835779149883,200.88115439212197
29,1988-12-20 14:41:16+00:00,,171.981591435262,174.52903643895635,227.20031119612545,228.85990047275513,202.29260688977467,231.25346798348323,157.49687579872716,,
30,1989-04-27 14:39:44+00:00,,,,,,,,,,
31,1989-05-13 14:39:30+00:00,,207.01210475993244,210.12906700496652,200.45709811048638,203.66671558761195,212.73244808577408,220.1059712905945,217.15792820186982,210.97157869634083,211.4200982269907
32,1989-06-14 14:38:51+00:00,,,,,,,,,,
33,1989-07-16 14:38:17+00:00,,,,,,,,,,
34,1989-09-02 14:37:16+00:00,,,,,,,,,,
35,1989-10-04 14:36:35+00:00,250.55951901989192,204.95774920379708,212.7389785504066,202.8432109037334,208.29108384174535,213.15566950131537,216.8983868994113,213.3365717302065,206.35418602491185,212.16204218000706
36,1989-12-07 14:34:59+00:00,,215.7317998924901,216.35610646148862,201.19502321772669,201.03465970181142,205.47972780776263,201.57689567836437,189.43313203987196,186.31823488492066,185.88062815091777
37,1989-12-23 14:34:34+00:00,219.88705524475608,204.84476901212173,212.67979555014762,205.08399185380176,210.90327091833808,211.22026008417572,217.65774428102156,211.4218073005087,203.57527535577574,209.5093746520141
38,1990-01-08 14:34:00+00:00,255.8122523624995,205.10231240272577,222.53127783781608,205.3222278417639,212.09741924899694,209.73209266293088,217.20621952918995,206.29045589634262,203.84554592726863,210.13549997754222
39,1990-01-24 14:33:32+00:00,,199.24267647764617,208.73998130798083,196.81545914833254,195.64818568246568,196.11075219237122,204.9222632385396,190.99166326847902,191.96381690469332,186.7859096584662
40,1990-02-09 14:32:37+00:00,199.9818036513697,184.67079769617936,209.13776135769112,200.7189226152189,196.2440387416404,201.05273143014733,203.71851152953315,212.60748017505995,208.7784568264461,192.81712701532044
41,1990-03-13 14:31:57+00:00,239.6251811772097,195.3280412720676,208.9978817775651,199.19331823546094,199.6902712369677,210.15705596308797,215.38627399696026,211.902976989116,206.11433028763307,208.70717284581772
42,1990-03-29 14:31:26+00:00,236.90757428275484,217.47916825988904,218.88661223835945,209.03828916518955,213.03130470556184,222.3038680837154,231.2390337120924,223.33638093843604,218.52429260983513,218.26737116801573
43,1990-04-14 14:31:34+00:00,232.84522034795967,207.9664690270125,214.4935915631273,206.2095470258817,212.7800787814974,221.718867337523,226.42381547079964,225.98701956254922,217.0970341914725,222.7976682240483
44,1990-04-30 14:31:25+00:00,230.6529424250887,219.0603054256468,213.44144703831907,210.81109136707192,213.6960402280609,224.37115690211837,231.16232882026995,228.81015992849512,219.40048165461334,216.73437983511909
45,1990-05-16 14:31:13+00:00,,,,,,,,,,
46,1990-07-03 14:31:05+00:00,,,,,,,,,,
47,1990-07-19 14:31:00+00:00,,,,,,,,,,
48,1990-08-20 14:30:53+00:00,,,,,,,,,,
49,1991-01-27 14:31:54+00:00,,,201.31966990864058,190.60403362649365,180.39060618018482,,212.23193635282902,188.5198699171377,167.85915493232991,184.3247904236802
50,1991-02-28 14:32:23+00:00,230.46937275659795,189.77591627933634,206.70657187347916,189.94370529980577,194.39034206239936,208.22014825345042,210.3759904662684,200.81253055651177,200.303224658439,207.85856709522497
51,1991-04-01 14:32:59+00:00,227.1198758818973,211.65147205031496,214.63054661720653,205.29181306197046,209.40207222470684,224.64306548176816,230.18639605459185,225.89106505893986,219.0221432268307,214.40253198940752
52,1991-04-17 14:32:53+00:00,244.91449173053886,199.88049701858378,209.27958120361504,192.8723051236053,200.00366724295387,209.66657772294593,212.05448339248818,206.65748380944876,202.80565621468727,209.22784462749294
53,1991-05-03 14:33:12+00:00,,,,,,,,,,
54,1991-05-19 14:33:26+00:00,,,,,,,,,,
55,1991-06-04 14:33:43+00:00,,,,,,,,,,
56,1991-06-20 14:33:54+00:00,,,,,,,,,,
57,1991-08-07 14:34:28+00:00,,,,,,,,,,
58,1991-12-13 14:35:24+00:00,196.21179368527126,189.79431826814158,205.35493582927725,192.34494780998952,197.47059004250738,202.07876240598938,206.54288162547394,197.1060273168507,192.0665562737068,202.00046415438996
59,1991-12-29 14:35:16+00:00,,,,,,,,,,
60,1992-01-14 14:35:12+00:00,198.1724501124747,190.01870735419234,202.82620849636587,194.21879750928437,197.10596904778274,205.93847543858806,205.63653234548661,197.75581246596346,201.97645961285434,202.2180772611017
61,1992-01-30 14:35:41+00:00,243.5739400750513,194.8812772638964,197.86141845060965,186.67863001089964,193.33040873483745,197.46146758615976,198.16660898409575,183.449211411412,184.43188888097023,181.5257173526533
62,1992-02-15 14:35:04+00:00,,,,,,,,,,
63,1992-03-02 14:35:30+00:00,215.15479576104283,184.79981720692845,200.4169648902043,189.45356387566446,199.5629838081722,202.7237759699599,207.90946578591254,200.42968430302608,201.32994202285383,205.8615022720839
64,1992-03-18 14:35:32+00:00,216.62122035403925,201.8144411442674,212.60795732265797,202.29713292170842,208.40831628520175,211.8398016755427,217.35149806726687,209.06648512579622,199.959904835445,215.57498619922305
65,1992-05-05 14:35:07+00:00,,197.48780957869374,200.11463442127604,191.2974030090174,194.6826445757465,202.4957977274491,211.04799562619093,207.40470336561845,193.4729755310021,192.68163197650057
66,1992-05-21 14:34:33+00:00,,,,,,,,,,193.85760869608805
67,1992-06-22 14:34:37+00:00,,,,,,,172.19424123849572,,,188.86291148348215
68,1992-07-08 14:34:01+00:00,206.73215599580246,,,,,,,,,233.60438174151153
69,1992-08-09 14:33:37+00:00,,,,,,,,,,
70,1992-08-25 14:33:20+00:00,,,,,,,,,,
71,1992-10-12 14:32:28+00:00,,,,,,,,,,
72,1992-10-28 14:32:19+00:00,,,,,,,,,,
73,1992-11-13 14:32:23+00:00,222.39546540373163,207.83848985145633,213.57632600139868,202.52496413349246,208.4900710514283,215.01717231418803,213.06651789667518,203.74104434262784,208.22836280925074,218.9189579264024
74,1992-11-29 14:32:03+00:00,,,,,,,,,,
75,1992-12-15 14:32:14+00:00,,,,,,,,,,
76,1992-12-31 14:32:23+00:00,224.76002416457925,213.89433425043114,216.02650979891044,213.47285793943675,217.8065236920402,224.72524741215423,230.69397896479515,223.17359023078552,216.64948501605843,222.9738472897866
77,1993-01-16 14:32:36+00:00,,,,,,,,,,
78,1993-02-17 14:32:54+00:00,201.74540476084547,197.10947574309407,207.66955656685502,196.3564643050973,202.44382019374572,205.7454616884593,209.25884692364176,197.1434843034444,198.84257850883716,205.45924127100218
79,1993-03-05 14:33:03+00:00,198.53255534038954,199.35868461806277,206.1930760099578,197.1503642237289,206.4845221228463,210.1641287756241,215.67988374063495,206.70763887379786,204.58902398608902,206.1258057201083
80,1993-04-06 14:33:35+00:00,,,,164.4979663017909,,,,,,
81,1993-05-08 14:33:24+00:00,231.6628481278536,,,,,,,,,
