,dates,per0158-0000,per0158-0001,per0158-0002,per0158-0003,per0158-0004,per0158-0005,per0158-0006,per0158-0007,per0158-0008,per0158-0009
0,1984-12-25 14:41:08+00:00,,,227.90232728675957,228.4883979300413,202.2856604762361,199.15523919380902,201.70682438856682,200.45973258187246,202.53316387002434,206.86740131287658
1,1985-01-26 14:41:44+00:00,222.59057973142697,,214.97050512463238,205.38068971404743,205.7129387360315,213.0878249229447,215.25251890163435,214.49593016522238,210.90617296138657,210.26172308667373
2,1985-09-07 14:40:44+00:00,199.099224445274,,,,,,,,,
3,1986-04-03 14:36:38+00:00,,,,,,,,,,
4,1986-05-05 14:35:53+00:00,221.78904021020497,205.56293507141595,207.82473693606894,196.11558732845708,197.30091748920768,207.83091237235453,212.0749369918335,207.1936420946788,201.8287097075007,205.4874547499873
5,1986-08-09 14:32:48+00:00,,,,,,,,,,
6,1986-08-25 14:32:12+00:00,,,,,,,,,,
7,1986-09-10 14:31:38+00:00,,,,,,,,,,
8,1986-09-26 14:31:09+00:00,,,,,,,,,,
9,1986-10-12 14:30:38+00:00,,,,,,,,,,
10,1986-10-28 14:30:05+00:00,251.2566235733025,206.13458347677897,210.7827492798965,194.43374917632042,196.63641673748484,209.9934517016012,214.81430517292378,206.64068532928633,200.2298026269063,205.3532122914615
11,1986-12-15 14:29:44+00:00,,,,,205.46337116493487,,,168.84277384547994,,
12,1987-02-01 14:31:12+00:00,281.2210561176153,,,,,,,200.98120813842232,183.43081268283856,194.42113880096463
13,1987-03-05 14:32:51+00:00,251.28986938332395,205.43603325654504,211.1627121502744,197.50017443331853,192.38240874664962,208.38386718306907,215.96976324572,210.3560809243749,206.62077233943097,207.836146387322
14,1987-04-06 14:33:36+00:00,,,,,,,207.49972776963898,205.95462348410373,204.49507516997335,201.88471693365034
15,1987-05-24 14:35:00+00:00,221.15827906566722,198.42363233315012,204.07144620681052,189.05948874079343,193.3361144008609,207.8030464370612,210.85401261903434,207.42117457052026,208.38746945679068,210.96940125810022
16,1987-06-09 14:35:23+00:00,,,,,,,,,,
17,1987-12-18 14:39:56+00:00,221.1520782803721,207.8470830110276,209.9704705086185,196.5530590339187,195.90611691811003,208.92298454816714,208.60680178157062,202.97287716498383,202.90813818260403,209.76129516808763
18,1988-01-03 14:39:48+00:00,217.74781756084602,205.54012100463754,212.66323554888888,,,,,,,
19,1988-02-04 14:40:48+00:00,,210.52574392221874,216.7614218012373,202.3647656932219,197.0147718480331,202.49235894521942,211.82697885003444,198.39236064943498,200.95939071418798,209.6883478737672
20,1988-03-07 14:40:48+00:00,,,,,,,,,,
21,1988-03-23 14:41:20+00:00,210.58757795010553,196.8873217040935,205.12177139342285,186.18028914508486,189.42888993415312,200.42196230347352,208.53708744957157,203.5929487856278,196.52692532623206,206.19653867432575
22,1988-04-08 14:41:26+00:00,221.12284890475487,204.9701123005733,210.97396950357964,197.74978154463113,204.53953544819035,209.4387577750548,214.9479265236576,211.9471522039761,204.97530697757225,208.75847150204265
23,1988-04-24 14:41:07+00:00,236.257270862248,191.87861249960054,202.56064886972572,182.8055994136742,186.48752123146767,194.85461832586552,205.34626594409397,192.77098801905188,191.08544905946133,189.34765760335367
24,1988-05-10 14:41:17+00:00,,,,,,,,,,
25,1988-06-11 14:41:30+00:00,,,,,,,,,,
26,1988-06-27 14:41:35+00:00,,,,,,,,,,
27,1988-09-15 14:41:41+00:00,,,,,,,,,,
28,1988-11-02 14:41:33+00:00,266.28763452433526,209.95763541653122,210.44726586153251,187.70414269550997,188.27165517165923,202.49977964339908,204.10244135675558,194.969120481131,190.60725948772057,205.07055062702267
29,1988-12-20 14:41:16+00:00,,180.4696691304754,179.83408499846473,232.50535975563383,231.8913567924742,211.2274255163151,241.8635651025,171.6436719574162,,
30,1989-04-27 14:39:44+00:00,,,,,,,,,,
31,1989-05-13 14:39:30+00:00,,205.8292544142272,209.38978553890075,199.71781664442062,203.24426903557435,211.48734245871594,218.62740835846296,215.18651095902777,209.7264730692827,210.10582006509597
32,1989-06-14 14:38:51+00:00,,,,,,,,,,
33,1989-07-16 14:38:17+00:00,,,,,,,,,,
34,1989-09-02 14:37:16+00:00,,,,,,,,,,
35,1989-10-04 14:36:35+00:00,251.27905749067602,205.53337998042437,213.09874778579868,203.20298013912546,208.49666626196938,213.76159663460726,217.6179253701954,214.2959563579186,206.96011315820374,212.80163193181517
36,1989-12-07 14:34:59+00:00,,219.21967517840483,218.5360285151853,203.37494527142337,202.28032944678097,209.15117547714655,205.93673978575777,195.2462575163965,189.98968255430458,189.75604513526747
