dates,nzd0472-0000,nzd0472-0001,nzd0472-0002,nzd0472-0003,nzd0472-0004,satname
1999-08-26 22:07:08+00:00,335.45,330.54,327.58,325.21,338.77,L7
1999-11-30 22:06:59+00:00,354.54,339.12,340.01,336.18,348.72,L7
2000-05-08 22:06:20+00:00,339.35,332.50,334.20,332.58,352.30,L7
2000-06-25 22:05:55+00:00,341.33,335.57,331.79,327.52,,L7
2000-07-27 22:05:24+00:00,349.78,339.27,337.06,329.49,348.89,L7
2000-08-12 22:05:17+00:00,349.56,344.48,337.41,337.69,343.62,L7
2000-12-18 22:04:37+00:00,340.29,338.55,335.78,340.85,,L7
2001-02-20 22:04:36+00:00,338.93,331.87,329.43,334.87,342.80,L7
2001-03-08 22:04:32+00:00,340.78,333.29,331.99,336.88,347.81,L7
2001-04-09 22:04:17+00:00,342.47,331.97,331.01,332.24,342.96,L7
2001-06-28 22:03:32+00:00,345.74,336.25,339.59,333.97,347.28,L7
2001-08-15 22:03:02+00:00,338.14,338.54,332.00,325.79,340.06,L7
2001-11-03 22:02:34+00:00,347.15,341.14,333.49,336.97,343.08,L7
2002-02-23 22:03:07+00:00,353.65,341.39,337.00,336.04,344.29,L7
2002-03-11 22:03:07+00:00,348.92,334.11,334.32,332.72,344.28,L7
2002-04-12 22:03:01+00:00,347.57,340.14,336.27,331.86,343.74,L7
2002-05-14 22:02:55+00:00,347.92,338.12,333.45,333.27,346.44,L7
2002-05-30 22:02:49+00:00,341.78,340.66,337.63,335.25,349.34,L7
2002-07-01 22:02:38+00:00,349.93,341.46,338.44,336.46,347.31,L7
2002-11-22 22:02:21+00:00,333.04,328.10,323.88,322.99,332.96,L7
2002-12-08 22:02:27+00:00,332.18,330.71,330.48,330.95,,L7
2002-12-24 22:02:33+00:00,337.86,331.31,329.24,333.35,346.36,L7
2003-08-05 22:02:35+00:00,341.73,335.21,337.15,332.15,344.99,L7
2003-08-13 21:51:08+00:00,342.57,335.12,333.69,336.98,340.35,L5
2003-09-14 21:51:42+00:00,328.83,329.79,325.56,326.49,337.05,L5
2003-09-30 21:51:54+00:00,317.51,,,,,L5
2003-10-16 21:52:08+00:00,342.73,334.07,332.88,330.47,336.77,L5
2003-11-17 21:52:33+00:00,356.02,348.32,331.11,336.10,349.32,L5
2003-12-27 22:03:06+00:00,339.63,332.95,334.04,335.43,353.66,L7
2004-01-12 22:03:07+00:00,345.49,338.59,336.88,345.46,,L7
2004-04-01 22:03:28+00:00,336.07,335.26,332.58,330.59,338.55,L7
2004-05-03 22:03:23+00:00,,,337.72,338.01,346.80,L7
2004-05-19 22:03:23+00:00,348.33,339.03,338.41,338.33,348.43,L7
2004-06-12 21:55:35+00:00,349.63,343.78,347.26,343.54,348.91,L5
2004-06-28 21:56:04+00:00,331.99,337.80,334.15,334.13,336.96,L5
2004-07-30 21:56:51+00:00,341.26,338.40,336.11,343.04,350.28,L5
2004-08-15 21:57:13+00:00,337.42,326.42,326.45,322.67,,L5
2004-08-31 21:57:39+00:00,324.75,320.24,319.59,314.69,318.74,L5
2004-09-08 22:02:53+00:00,345.01,,,327.48,342.56,L7
2004-09-16 21:58:05+00:00,330.65,325.41,322.29,320.44,325.86,L5
2004-09-24 22:02:48+00:00,334.83,328.82,327.46,324.02,,L7
2004-10-10 22:02:43+00:00,338.55,332.81,329.65,325.47,337.95,L7
2004-10-18 21:58:47+00:00,334.33,330.19,329.01,330.07,,L5
2004-11-03 21:59:06+00:00,338.06,332.30,335.05,332.76,343.88,L5
2005-02-23 22:00:55+00:00,338.47,326.24,328.80,333.79,341.57,L5
2005-03-03 22:03:53+00:00,333.53,329.76,329.52,327.48,340.10,L7
2005-03-11 22:01:07+00:00,339.67,328.51,328.83,333.68,345.72,L5
2005-04-12 22:01:18+00:00,343.52,330.35,329.61,324.92,332.93,L5
2005-04-20 22:03:44+00:00,344.48,331.20,330.94,328.24,338.55,L7
2005-05-22 22:03:48+00:00,336.24,332.21,332.55,327.08,348.66,L7
2005-06-07 22:03:42+00:00,344.50,333.44,328.11,326.18,,L7
2005-06-23 22:03:37+00:00,,,337.75,330.68,,L7
2005-07-09 22:03:38+00:00,347.25,341.61,330.93,332.72,,L7
2005-08-26 22:03:27+00:00,327.35,325.95,326.05,321.12,,L7
2005-09-19 22:02:20+00:00,339.61,324.04,319.42,314.14,324.25,L5
2005-10-05 22:02:17+00:00,326.50,322.28,320.73,311.12,,L5
2005-10-13 22:03:18+00:00,343.48,331.61,331.57,329.41,347.15,L7
2005-11-06 22:02:22+00:00,336.18,330.66,336.53,337.68,347.36,L5
2006-01-01 22:03:58+00:00,,,323.51,324.81,334.29,L7
2006-03-22 22:04:18+00:00,333.59,330.88,,,348.54,L7
2006-06-26 22:04:08+00:00,348.95,344.98,339.78,334.62,,L7
