,dates,nzd0472-0000,nzd0472-0001,nzd0472-0002,nzd0472-0003,nzd0472-0004
0,1999-08-26 22:07:08+00:00,138.8246297447398,133.75395352970702,132.4916754372098,130.16244724529864,141.15892090018514
1,1999-11-30 22:06:59+00:00,150.91499390176674,135.5572061083908,134.75434237271705,130.93360138832378,141.67453304995206
2,2000-05-08 22:06:20+00:00,139.952390931944,131.89386572643008,133.35113571664206,131.62032664554755,148.34286803481837
3,2000-06-25 22:05:55+00:00,137.81447966873168,132.47286543654383,127.18861850344953,122.4994693117142,
4,2000-07-27 22:05:24+00:00,147.7348051329414,137.43947166596934,134.18877495963682,126.18572953394457,142.32220779354702
5,2000-08-12 22:05:17+00:00,151.83231017964704,147.2915267894421,141.04556564580884,140.27702151540672,143.11506907453537
6,2000-12-18 22:04:37+00:00,135.76124631185075,134.36640575910863,129.49829652288022,134.24219835166784,
7,2001-02-20 22:04:36+00:00,139.39746438754077,133.49733164951334,132.22041675282878,138.4646850054779,142.07306398210025
8,2001-03-08 22:04:32+00:00,144.89007414409426,137.19118273526936,138.11217835916722,143.41964503197045,153.94061915877535
9,2001-04-09 22:04:17+00:00,146.37035355839186,135.69891680793228,136.6262359523927,138.41019000552467,143.68652889239323
10,2001-06-28 22:03:32+00:00,141.87818236335136,132.86679797540057,134.28830589263072,128.27542107851679,140.4274569408236
11,2001-08-15 22:03:02+00:00,136.41428009230106,136.73478469797735,129.73890291279892,123.33187129780435,136.13742738613186
12,2001-11-03 22:02:34+00:00,150.2655694896407,143.9560354177912,137.60488829853267,141.49063130882396,143.0763796297024
13,2002-02-23 22:03:07+00:00,152.42484078051953,139.17505587628622,135.11315992502645,133.96109664319968,138.91410319096977
14,2002-03-11 22:03:07+00:00,150.61873400998218,135.74073642545795,136.7801427443278,134.68288719805201,142.4997335587822
15,2002-04-12 22:03:01+00:00,151.46681345142264,143.70901299693713,141.6059719684101,137.46879587823537,144.01673533910008
16,2002-05-14 22:02:55+00:00,149.70045176254348,139.5194057082582,136.34570295732138,135.6683279312154,143.83171411124985
17,2002-05-30 22:02:49+00:00,145.90700044238292,141.2574960994632,138.1153129351685,135.7202392125642,145.972973839462
18,2002-07-01 22:02:38+00:00,147.1503251307178,138.89067005942033,134.92472238420763,132.43594431392464,141.1541741057128
19,2002-11-22 22:02:21+00:00,135.9098531423579,130.99583195550332,127.89462053949345,127.38339012658133,134.0585686440153
20,2002-12-08 22:02:27+00:00,131.23558570284686,129.92664988574896,129.41590700745604,129.8575066651796,
21,2002-12-24 22:02:33+00:00,136.505782479547,129.99546645276408,127.39620175135046,131.31323015742038,141.47477367798257
22,2003-08-05 22:02:35+00:00,136.99201937532712,130.86816451108018,130.82475288126406,125.0426357059255,
23,2003-08-13 21:51:08+00:00,145.53552537189196,138.17015673386138,138.58621394198036,142.03931746046783,146.11157150877045
24,2003-09-14 21:51:42+00:00,129.65567881067759,130.23351257014735,126.56094448544138,127.6744911655195,138.1383025629632
25,2003-09-30 21:51:54+00:00,123.43463527825843,,,,
26,2003-10-16 21:52:08+00:00,,,,,
27,2003-11-17 21:52:33+00:00,,,,,
28,2003-12-27 22:03:06+00:00,137.99458344730596,131.31760985310285,132.10286481906925,133.50564353423042,149.1324717897963
29,2004-01-12 22:03:07+00:00,144.1285246165801,137.35827223144233,135.4895756945601,143.84366086090668,
30,2004-04-01 22:03:28+00:00,135.21716546029842,134.20887399967893,131.80952548185044,129.35705587492689,136.9535735165839
31,2004-05-03 22:03:23+00:00,,,143.16935193785363,143.64221688396023,149.80775347661063
32,2004-05-19 22:03:23+00:00,151.89219942008825,142.57020629559517,143.58012381308674,143.63626092095103,153.47471314944124
33,2004-06-12 21:55:35+00:00,,,,,
34,2004-06-28 21:56:04+00:00,129.6729638273621,136.02540493375798,130.6731074369449,130.95109633681457,134.085295408449
35,2004-07-30 21:56:51+00:00,,,,,
36,2004-08-15 21:57:13+00:00,,,,,
37,2004-08-31 21:57:39+00:00,129.65855071804202,127.47706013883018,127.3341604940016,123.34281489115588,127.68177776985146
38,2004-09-08 22:02:53+00:00,,,,123.75836672202485,
39,2004-09-16 21:58:05+00:00,137.08082107449763,129.3515830146293,127.8863488541472,126.38465277215121,131.4054507478818
40,2004-09-24 22:02:48+00:00,132.7787526528095,126.97984150085827,124.65344118397832,121.1368477024439,
41,2004-10-10 22:02:43+00:00,138.80078027745097,133.46356403401495,129.91484555975688,125.67039583957524,137.66950362497806
42,2004-10-18 21:58:47+00:00,,,,,
43,2004-11-03 21:59:06+00:00,,,,,
44,2005-02-23 22:00:55+00:00,,,,,
45,2005-03-03 22:03:53+00:00,131.0185558135026,127.54375500618605,125.9068078699133,123.5466557767451,132.99925430227833
46,2005-03-11 22:01:07+00:00,,,,,
47,2005-04-12 22:01:18+00:00,144.43634529361174,130.64376216104358,130.64197353475245,125.78959327546181,133.55333623174033
48,2005-04-20 22:03:44+00:00,143.9742579121259,131.10726070497216,130.93016067171106,128.1907644252752,138.52038461182468
