,dates,chi0017-0000,chi0017-0001,chi0017-0002,chi0017-0003,chi0017-0004,chi0017-0005,chi0017-0006,chi0017-0007,chi0017-0008,chi0017-0009,chi0017-0010,chi0017-0011,chi0017-0012,chi0017-0013,chi0017-0014,chi0017-0015,chi0017-0016,chi0017-0017,chi0017-0018
0,1985-03-28 14:12:25+00:00,205.5301648772639,174.905088798948,168.59597116693362,170.34105784591608,173.77939966453377,176.79302724242132,186.14855585919796,179.87954339558723,175.69954944902508,181.04684129631906,184.30893080569683,199.51699781456884,194.9918887639991,197.43048762245297,194.13581213191569,186.047272955816,182.86414769794007,178.4370727132782,176.06560095982115
1,1985-11-07 14:10:41+00:00,201.97627349044126,188.30173748803037,187.86521157456895,182.3493909017638,177.79068346151973,176.2296795101887,180.81082511716642,172.54007828245042,175.97556758686466,175.1074090516706,181.5262794792505,186.99392855043706,187.42104701764015,176.65539545900978,172.2579056974436,163.96942339988843,163.36193597967434,153.75778423570736,157.21694753481486
2,1986-11-26 14:00:17+00:00,215.96362787869842,194.35224964952616,203.8310320164712,207.21913188367407,203.40410674739744,207.91910055691608,207.03550774654488,204.6943327213551,197.3986661428082,196.2798510233882,196.58137502588835,201.05709387731832,199.27330242737548,190.5107006618856,189.59678237357437,184.2207454095992,190.46433376351214,187.93207751191676,184.4745520530071
3,1986-12-28 14:01:13+00:00,212.27497609098387,190.5505359856888,193.05811998335636,194.36177090007854,194.50081744345096,195.13715534604063,200.79942828576125,195.30688099702218,199.1146902263066,199.3653300834594,196.24586674252797,198.8001920378725,201.5372328007966,197.64851339097538,192.69721957347812,189.42249342050334,187.70062944219507,180.8664142908373,175.86302483479298
4,1987-01-29 14:02:10+00:00,209.88644252496914,196.6544748066137,197.71479428060155,194.48458134369065,189.5155329827423,191.25514144112756,188.90662453493374,194.19622472432712,198.38427670551752,199.09294392196298,200.60411591335964,206.44416203354425,197.0560022182452,186.57786935902377,178.3348558398897,170.06436935657226,166.47479338689874,159.36433745191752,161.90581168973853
5,1987-03-18 14:04:01+00:00,219.73637364644927,208.0397862901919,206.69800703605785,209.20444438992465,204.63777775948313,209.52379646940454,211.2915721499056,200.67406525480277,197.84988264330295,197.72233354764396,187.04446293242307,197.0485605774475,198.16980100553354,197.23782031133814,190.3444155668796,184.35743933196562,176.15773446444743,167.64445377443374,166.542710228247
6,1987-11-29 14:10:21+00:00,203.34681123722757,179.94247737738806,172.59675933226427,179.37110109931584,179.90021302709778,180.0331868057718,183.8514244131999,175.71571755435897,176.46743583179713,175.46438237900236,178.4941040733418,182.8370008148162,183.2579006708658,177.83508278483905,175.099164132669,176.32540310251966,173.63550162321553,169.36245034110001,164.62846593492839
7,1988-02-01 14:11:26+00:00,216.54064219842192,180.8688016892417,188.4438592535548,192.21282723913384,180.43555542794738,183.82057836703638,203.5036463916042,200.26289583180872,202.76124688141442,196.63238586296944,201.88829089710995,204.17731588739824,206.5875546247084,202.24939261444305,196.12740593916274,189.55911268355527,183.0841903955915,175.71955475273413,169.20942489366223
8,1988-02-17 14:11:41+00:00,206.05296305353184,188.9755834833951,187.69249958605187,185.42353958882532,185.31079551879694,181.929460715531,188.55830454487838,178.29262676947923,182.13925290633983,183.20806484449648,188.83243059976527,192.87497300660777,191.1145576329406,180.00746000033286,189.0246577179467,186.64692660690045,184.9709444833489,183.4932471804348,175.15469207771665
9,1988-03-04 14:11:51+00:00,207.33740416388312,185.20936121102898,190.11268753952697,195.32014179676213,192.13761517553672,192.22485430795984,198.84317158700526,198.61936969916695,197.5426406364922,197.04719700799103,204.8850812722505,209.12218328463953,209.2281417960992,203.72968252226124,204.03815616364477,198.38121392182836,192.690042811176,188.9779497348408,189.1374243975189
10,1988-04-21 14:12:11+00:00,186.5546193884783,177.6208376674859,163.41214712680846,162.65639717192505,159.65607734278018,166.5872682062685,174.66577988330778,169.1943326221538,166.4423482950713,168.63909969019775,173.94245966734152,174.1641900006569,168.48731427767683,159.30171392181433,151.154166584312,146.7038684643752,148.35666564047565,153.0153967264459,
11,1988-10-14 14:12:36+00:00,219.35739608653114,196.83060012448124,194.06425381874703,186.3725518810387,184.69790888161825,190.98685770444598,208.63672841329813,203.73219112587856,196.504191288295,198.24750764360942,202.52463150989635,206.648476876034,198.02621861258243,194.26468010865193,189.20480718636983,178.4188028559935,175.24325040406023,166.93116797678087,165.91501208094144
12,1988-12-01 14:12:36+00:00,210.92654360041192,176.5737261844273,172.8162598507747,175.93617673517443,178.1828205169946,180.49823214213214,184.10147154426662,188.1111243515855,185.2812610516347,189.1711156562545,191.42314880622885,193.84238983488876,187.80756988631293,187.5701584119293,186.34464945517846,179.9565417473211,175.67686736632785,172.0847230113714,167.7414120794537
13,1989-03-07 14:11:38+00:00,180.51640932833303,159.01708343371027,155.50451286581946,151.929412397327,143.9149287896526,,,150.56448576442494,153.65188797039636,156.8392114583836,161.27872956928277,175.88642567180685,169.86887093379457,170.8339569603557,159.7181441621571,157.47022989582825,159.9047149494256,151.74605503868716,147.32268179363948
14,1989-03-23 14:10:57+00:00,192.97099360921632,168.18765392150536,171.0389290111842,171.141848479097,174.76405012518728,177.72574399905517,183.79621618935465,182.6403225669015,181.44491488733317,184.83090488539682,190.4547468726882,194.69876038770968,196.1935285689228,193.31574778885377,189.2561588220411,186.3924051721459,183.9780079176034,183.53361115911537,168.75285473807142
15,1989-04-24 14:10:54+00:00,197.7304431470229,174.1491367372979,171.34452996609087,164.855987763606,166.59285247011942,168.7151979955263,177.52146584383115,174.0380500911122,177.5240834036244,181.00806385317003,188.09477174348234,190.96227289250407,187.2788252890186,184.75689979301902,178.02024331027957,166.85831565030145,162.29801597795867,156.52545887877517,
