dates,satname,nzd0473-0000,nzd0473-0001,nzd0473-0002,nzd0473-0003,nzd0473-0004
1999-08-26 22:07:08+00:00,L7,,324.89,332.87,329.08,327.06
1999-11-30 22:06:59+00:00,L7,311.44,300.70,301.92,303.04,308.29
1999-12-16 22:07:09+00:00,L7,311.37,294.08,299.79,303.13,307.60
2000-03-21 22:06:49+00:00,L7,332.83,324.95,337.93,328.82,331.31
2000-05-08 22:06:20+00:00,L7,278.27,,312.42,312.46,322.81
2000-06-25 22:05:55+00:00,L7,273.57,253.75,300.59,304.74,312.23
2000-07-27 22:05:24+00:00,L7,279.61,261.07,309.46,315.94,317.24
2000-08-12 22:05:17+00:00,L7,283.38,,313.08,320.57,325.96
2000-12-02 22:04:33+00:00,L7,313.51,307.23,316.05,310.96,315.33
2000-12-18 22:04:37+00:00,L7,312.72,308.70,310.69,309.45,316.66
2001-01-03 22:04:36+00:00,L7,313.20,301.20,308.91,310.09,310.14
2001-02-20 22:04:36+00:00,L7,332.77,317.01,331.09,319.88,327.78
2001-03-08 22:04:32+00:00,L7,,330.98,338.29,330.62,335.69
2001-04-09 22:04:17+00:00,L7,318.75,320.49,331.39,327.47,329.26
2001-06-28 22:03:32+00:00,L7,264.80,242.51,278.19,,298.78
2001-07-14 22:03:33+00:00,L7,274.70,248.81,291.37,287.53,302.22
2001-08-15 22:03:02+00:00,L7,278.93,,317.38,312.44,317.59
2001-11-03 22:02:34+00:00,L7,326.81,317.35,324.38,319.93,328.87
2002-03-11 22:03:07+00:00,L7,321.77,317.71,328.73,321.71,331.65
2002-04-12 22:03:01+00:00,L7,297.70,314.21,327.54,324.99,330.46
2002-05-14 22:02:55+00:00,L7,283.42,,332.64,323.23,332.20
2002-05-30 22:02:49+00:00,L7,273.17,249.75,318.21,315.80,314.96
2002-06-15 22:02:43+00:00,L7,272.70,242.54,299.56,303.06,309.92
2002-07-01 22:02:38+00:00,L7,272.83,245.58,282.86,291.00,294.14
2002-11-22 22:02:21+00:00,L7,339.58,319.13,328.37,320.37,322.57
2002-12-08 22:02:27+00:00,L7,313.11,297.65,308.39,309.31,318.18
2002-12-24 22:02:33+00:00,L7,316.15,309.95,313.91,307.42,315.16
2003-04-15 22:02:57+00:00,L7,,,,319.12,326.31
2003-08-05 22:02:35+00:00,L7,279.68,263.50,302.68,300.23,312.57
2003-08-13 21:51:08+00:00,L5,284.06,328.94,338.39,335.68,342.69
2003-09-14 21:51:42+00:00,L5,310.42,317.05,322.35,316.00,330.69
2003-10-16 21:52:08+00:00,L5,307.67,300.30,314.77,311.34,322.93
2003-11-17 21:52:33+00:00,L5,308.11,294.14,299.86,296.42,300.58
2003-12-27 22:03:06+00:00,L7,315.54,303.48,303.82,303.22,312.93
2004-01-12 22:03:07+00:00,L7,325.56,308.50,318.11,,
2004-04-01 22:03:28+00:00,L7,301.54,308.64,316.44,313.80,314.94
2004-05-03 22:03:23+00:00,L7,,316.82,335.35,326.80,335.64
2004-05-19 22:03:23+00:00,L7,279.57,,336.44,324.10,334.61
2004-06-12 21:55:35+00:00,L5,279.27,238.37,300.97,295.49,323.62
2004-06-28 21:56:04+00:00,L5,275.39,247.89,302.96,305.68,321.07
2004-07-06 22:03:12+00:00,L7,,,303.81,,316.96
2004-07-30 21:56:51+00:00,L5,285.27,262.14,336.29,319.94,333.07
2004-08-15 21:57:13+00:00,L5,288.04,307.31,325.18,313.42,321.45
2004-09-08 22:02:53+00:00,L7,,,319.22,313.50,315.87
2004-09-16 21:58:05+00:00,L5,326.16,311.55,335.57,323.16,327.64
2004-09-24 22:02:48+00:00,L7,310.70,303.97,314.29,313.32,317.49
2004-10-10 22:02:43+00:00,L7,319.54,310.94,319.68,313.69,318.46
2004-10-18 21:58:47+00:00,L5,330.09,318.12,326.67,316.78,323.79
2005-03-03 22:03:53+00:00,L7,317.19,312.55,319.65,314.46,318.90
2005-03-11 22:01:07+00:00,L5,345.46,338.28,344.36,334.83,342.94
2005-04-12 22:01:18+00:00,L5,291.61,299.04,316.26,305.43,319.22
2005-04-20 22:03:44+00:00,L7,284.30,,313.88,307.32,315.83
2005-05-22 22:03:48+00:00,L7,,513.87,535.02,312.57,
2005-06-07 22:03:42+00:00,L7,272.70,237.87,339.06,,
2005-06-23 22:03:37+00:00,L7,,248.58,342.71,328.96,337.12
2005-07-09 22:03:38+00:00,L7,278.69,245.73,328.16,318.71,332.16
2005-08-26 22:03:27+00:00,L7,287.42,283.51,303.95,297.95,311.29
2005-09-27 22:03:16+00:00,L7,320.14,313.73,319.92,312.17,319.22
2005-10-05 22:02:17+00:00,L5,330.07,316.67,321.88,310.55,322.63
2005-11-06 22:02:22+00:00,L5,335.76,314.19,321.68,315.87,331.31
2005-11-14 22:03:41+00:00,L7,335.20,305.28,316.86,312.45,321.85
2006-01-01 22:03:58+00:00,L7,,317.67,335.20,329.20,334.07
2006-03-22 22:04:18+00:00,L7,309.97,,,309.12,318.38
2006-05-17 22:06:21+00:00,L5,274.19,260.88,314.59,299.35,314.28
2006-06-26 22:04:08+00:00,L7,273.03,234.35,335.48,333.25,339.83
2006-07-04 22:07:05+00:00,L5,267.89,232.97,262.79,287.48,289.53
2006-07-12 22:04:01+00:00,L7,278.40,238.60,333.52,319.44,330.58
2006-08-21 22:07:43+00:00,L5,,,313.68,296.07,319.09
2006-09-14 22:03:45+00:00,L7,302.03,301.42,306.70,312.95,316.43
2006-12-03 22:04:19+00:00,L7,,,335.73,324.63,333.65
2006-12-11 22:08:52+00:00,L5,327.19,307.28,313.96,312.08,323.19
2007-01-04 22:04:25+00:00,L7,355.43,333.88,,,
2007-02-05 22:04:35+00:00,L7,346.74,323.31,332.88,327.42,338.41
2007-02-13 22:09:11+00:00,L5,321.89,302.06,314.05,310.07,317.81
2007-05-12 22:04:35+00:00,L7,284.12,,311.69,302.02,309.24
2007-07-15 22:04:24+00:00,L7,275.89,248.24,345.48,331.98,337.27
2007-09-01 22:04:07+00:00,L7,309.53,312.95,328.49,315.05,315.04
2007-09-09 22:07:21+00:00,L5,313.56,305.41,321.14,312.99,317.31
2007-09-16 22:13:28+00:00,L5,,,,,
2007-10-02 22:13:18+00:00,L5,,,,,
2007-11-04 22:04:13+00:00,L7,323.67,311.07,311.42,310.59,313.67
2007-11-20 22:04:22+00:00,L7,332.56,311.09,322.34,317.80,318.12
2007-12-06 22:04:28+00:00,L7,344.74,319.51,331.65,322.04,331.03
2007-12-22 22:04:32+00:00,L7,346.94,324.08,335.88,326.09,332.09
2008-01-07 22:04:34+00:00,L7,349.80,328.49,337.35,326.81,333.63
2008-02-16 22:04:45+00:00,L5,319.20,303.69,307.83,304.10,312.77
2008-03-11 22:04:20+00:00,L7,314.26,298.87,307.86,303.08,
2008-04-12 22:04:20+00:00,L7,286.89,283.82,302.44,301.89,311.56
2008-05-14 22:04:12+00:00,L7,279.69,258.47,307.76,310.95,314.87
2008-06-15 22:03:56+00:00,L7,273.50,231.08,318.78,317.14,333.22
2008-07-17 22:03:34+00:00,L7,,,595.35,,
2008-10-29 21:57:48+00:00,L5,338.57,322.11,334.31,322.51,334.23
2008-11-14 21:57:28+00:00,L5,340.82,331.80,342.52,338.36,343.60
2008-11-22 22:03:27+00:00,L7,331.21,315.57,314.73,310.47,318.97
2009-01-01 21:58:55+00:00,L5,325.35,311.05,309.05,305.75,316.80
2009-01-17 21:59:20+00:00,L5,306.54,301.70,310.24,306.12,319.45
2009-01-25 22:03:57+00:00,L7,343.47,338.33,342.33,339.38,346.39
2009-03-14 22:04:21+00:00,L7,331.70,318.26,326.79,325.50,
2009-03-30 22:04:28+00:00,L7,,307.51,325.09,320.53,330.52
2009-05-01 22:04:37+00:00,L7,279.28,,306.59,310.12,320.22
2009-06-02 22:04:39+00:00,L7,273.08,247.24,309.20,319.48,321.90
2009-06-18 22:04:37+00:00,L7,277.66,240.80,295.89,311.30,318.01
2009-08-05 22:04:24+00:00,L7,279.64,270.93,,334.99,343.87
2009-11-25 22:04:57+00:00,L7,312.17,306.62,317.69,318.85,325.03
2009-12-27 22:05:25+00:00,L7,328.37,312.10,311.75,311.31,322.62
2010-05-04 22:06:23+00:00,L7,284.18,,316.83,,
2010-07-07 22:06:25+00:00,L7,,,643.85,,
2010-07-23 22:06:26+00:00,L7,273.18,,333.84,324.33,332.84
2010-08-08 22:06:24+00:00,L7,,302.36,314.09,309.46,315.90
2010-08-24 22:06:28+00:00,L7,319.88,320.18,336.13,325.88,334.89
2010-10-11 22:06:33+00:00,L7,325.52,306.91,320.60,315.19,318.35
2010-12-14 22:07:13+00:00,L7,324.34,314.82,321.70,317.89,330.42
2011-01-31 22:07:36+00:00,L7,336.22,322.21,,,330.88
2011-02-08 22:04:11+00:00,L5,322.44,317.01,322.81,322.39,330.37
2011-02-16 22:07:39+00:00,L7,341.93,319.16,,,337.48
2011-03-12 22:04:07+00:00,L5,315.79,309.50,318.95,314.10,321.48
2011-03-28 22:04:02+00:00,L5,292.39,297.74,304.93,305.79,317.90
2011-05-23 22:07:47+00:00,L7,281.74,253.32,310.27,314.63,323.34
2011-06-08 22:07:48+00:00,L7,,,308.52,298.42,319.96
2011-07-10 22:07:44+00:00,L7,280.63,255.92,298.98,306.08,308.81
2011-07-26 22:07:41+00:00,L7,,,312.57,313.34,324.09
2011-08-11 22:07:37+00:00,L7,,,365.63,,
2011-08-27 22:07:35+00:00,L7,328.19,309.11,,,
2011-09-12 22:07:29+00:00,L7,342.88,336.29,349.25,343.73,345.34
2011-11-15 22:07:46+00:00,L7,,,333.05,328.83,340.86
2012-02-19 22:08:20+00:00,L7,,,342.96,333.94,343.59
2012-04-07 22:08:16+00:00,L7,,329.87,328.57,332.96,341.99
2012-04-23 22:08:28+00:00,L7,279.52,,341.06,329.63,339.72
2012-08-29 22:09:28+00:00,L7,,326.93,336.65,335.72,350.39
2012-10-16 22:09:57+00:00,L7,,,335.39,335.64,340.45
2012-12-19 22:10:19+00:00,L7,324.07,311.88,319.22,309.95,
2013-01-04 22:10:22+00:00,L7,314.66,305.55,318.44,308.25,
2013-02-21 22:10:22+00:00,L7,331.25,314.33,320.67,316.24,323.13
2013-06-04 22:16:04+00:00,L7,,,,,
2013-06-13 22:09:52+00:00,L7,269.81,243.38,315.95,319.93,330.99
2013-07-06 22:15:50+00:00,L7,,,,,
2013-07-07 22:16:11+00:00,L8,279.07,250.83,330.53,320.68,334.84
2013-07-22 22:15:43+00:00,L7,,,340.46,336.14,337.12
2013-07-23 22:16:10+00:00,L8,282.68,,341.70,336.66,340.79
2013-08-24 22:16:15+00:00,L8,,310.19,,,
2013-09-01 22:09:42+00:00,L7,282.06,310.06,327.62,324.26,337.80
2013-09-17 22:09:52+00:00,L7,320.99,322.47,334.06,330.94,333.35
2013-09-25 22:16:04+00:00,L8,301.30,304.52,304.80,305.48,315.12
2013-10-11 22:16:05+00:00,L8,300.54,305.49,310.70,309.84,318.50
2013-10-27 22:15:55+00:00,L8,304.46,306.62,307.84,311.34,321.55
2013-11-04 22:10:19+00:00,L7,346.98,336.05,,,347.29
2013-12-22 22:10:35+00:00,L7,331.24,316.56,317.87,319.86,331.01
2013-12-30 22:15:37+00:00,L8,336.23,323.44,327.57,326.97,333.49
2014-01-23 22:10:57+00:00,L7,314.44,312.01,312.93,318.50,325.40
2014-02-23 22:21:08+00:00,L8,302.04,302.81,303.56,310.08,318.74
2014-03-11 22:20:55+00:00,L8,316.14,312.76,318.13,320.50,321.47
2014-03-20 22:14:37+00:00,L8,335.67,334.08,332.94,323.95,335.90
2014-03-27 22:20:37+00:00,L8,306.03,305.69,310.95,305.56,319.09
2014-04-12 22:20:25+00:00,L8,,,357.14,,
2014-04-13 22:11:15+00:00,L7,,,,330.09,338.51
2014-04-28 22:20:10+00:00,L8,,,531.94,,
2014-04-29 22:11:25+00:00,L7,271.03,,339.85,,
2014-05-14 22:19:56+00:00,L8,,,,,
2014-05-15 22:11:32+00:00,L7,277.82,,336.00,332.31,341.92
