dates,nzd0567-0000,nzd0567-0001,satname
1999-07-02 21:59:57+00:00,270.10,,L7
1999-08-26 22:06:20+00:00,282.81,224.88,L7
1999-09-20 22:00:08+00:00,274.65,223.58,L7
1999-09-27 22:06:00+00:00,271.15,224.80,L7
1999-11-07 22:00:08+00:00,266.34,217.49,L7
1999-11-30 22:05:47+00:00,250.82,211.49,L7
1999-12-09 22:00:09+00:00,265.26,227.04,L7
1999-12-25 22:00:04+00:00,276.42,222.89,L7
2000-01-17 22:06:11+00:00,256.41,214.67,L7
2000-01-26 22:00:02+00:00,271.15,228.53,L7
2000-02-11 21:59:57+00:00,262.03,221.43,L7
2000-02-18 22:05:41+00:00,280.36,224.99,L7
2000-02-27 21:59:52+00:00,271.19,219.47,L7
2000-03-05 22:05:36+00:00,267.12,221.57,L7
2000-03-21 22:05:37+00:00,280.80,222.69,L7
2000-03-30 21:59:45+00:00,274.50,224.01,L7
2000-05-01 21:59:30+00:00,280.28,225.89,L7
2000-05-08 22:05:33+00:00,269.04,226.18,L7
2000-05-24 22:04:58+00:00,289.25,232.16,L7
2000-06-18 21:59:03+00:00,297.98,,L7
2000-07-04 21:58:50+00:00,280.51,227.42,L7
2000-07-27 22:04:36+00:00,274.82,228.78,L7
2000-08-05 21:58:20+00:00,278.61,239.01,L7
2000-08-12 22:04:05+00:00,278.13,226.54,L7
2000-09-13 22:03:38+00:00,280.98,228.29,L7
2000-11-09 21:57:33+00:00,262.03,221.44,L7
2000-11-16 22:03:20+00:00,252.84,219.19,L7
2000-12-11 21:57:36+00:00,266.14,212.40,L7
2001-01-03 22:03:48+00:00,251.25,216.20,L7
2001-01-12 21:57:42+00:00,270.33,223.31,L7
2001-01-19 22:03:31+00:00,255.82,216.74,L7
2001-01-28 21:57:44+00:00,262.66,222.24,L7
2001-02-20 22:03:24+00:00,269.48,223.68,L7
2001-04-02 21:57:18+00:00,272.12,230.82,L7
2001-05-20 21:57:04+00:00,282.69,221.74,L7
2001-05-27 22:03:12+00:00,277.07,232.22,L7
2001-06-28 22:02:21+00:00,286.45,,L7
2001-07-07 21:56:36+00:00,282.96,,L7
2001-07-14 22:02:21+00:00,287.36,238.31,L7
2001-08-08 21:56:12+00:00,277.51,233.38,L7
2001-08-15 22:02:14+00:00,274.39,227.18,L7
2001-09-25 21:55:40+00:00,268.53,215.53,L7
2001-10-02 22:01:16+00:00,281.32,226.41,L7
2001-12-30 21:55:49+00:00,266.07,215.84,L7
2002-01-15 21:55:59+00:00,265.60,224.59,L7
2002-01-22 22:01:52+00:00,253.33,217.82,L7
2002-01-31 21:56:02+00:00,252.75,221.03,L7
2002-03-04 21:56:09+00:00,272.45,226.30,L7
2002-03-11 22:02:19+00:00,264.70,223.11,L7
2002-03-27 22:01:49+00:00,283.07,226.60,L7
2002-05-07 21:56:03+00:00,290.71,236.76,L7
2002-05-30 22:01:37+00:00,280.13,233.91,L7
2002-07-01 22:01:51+00:00,273.42,229.61,L7
2002-07-17 22:01:20+00:00,284.30,245.18,L7
2002-08-02 22:01:13+00:00,286.09,240.10,L7
2002-08-18 22:01:09+00:00,274.51,224.70,L7
2002-08-27 21:55:12+00:00,275.85,224.29,L7
2002-09-12 21:55:07+00:00,255.25,221.58,L7
2002-10-05 22:01:07+00:00,280.36,225.47,L7
2002-10-14 21:54:55+00:00,269.78,221.49,L7
2002-10-21 22:00:48+00:00,267.32,217.94,L7
2002-10-30 21:55:01+00:00,257.25,216.19,L7
2002-11-15 21:55:12+00:00,272.20,220.84,L7
2002-11-22 22:01:33+00:00,250.50,207.31,L7
2003-02-03 21:55:49+00:00,271.76,225.51,L7
2003-02-26 22:01:40+00:00,262.83,217.75,L7
2003-03-07 21:55:58+00:00,276.18,222.42,L7
2003-03-14 22:02:08+00:00,276.64,225.36,L7
2003-03-23 21:55:52+00:00,271.44,219.98,L7
2003-04-08 21:55:59+00:00,277.44,231.85,L7
2003-04-15 22:02:09+00:00,285.33,225.33,L7
2003-07-20 22:01:56+00:00,288.20,235.43,L7
2003-07-29 21:55:41+00:00,286.48,224.42,L7
2003-08-13 21:49:56+00:00,289.08,235.44,L5
2003-08-22 21:44:19+00:00,265.06,224.09,L5
2003-08-29 21:50:14+00:00,275.25,231.22,L5
2003-09-14 21:50:30+00:00,266.53,222.82,L5
2003-09-22 22:01:36+00:00,259.44,222.21,L7
2003-10-16 21:51:19+00:00,264.63,213.84,L5
2003-11-09 22:01:54+00:00,265.75,222.36,L7
2003-11-18 21:55:51+00:00,269.29,218.78,L7
2003-11-26 21:45:42+00:00,270.96,224.75,L5
2003-12-03 21:51:31+00:00,252.26,209.85,L5
2003-12-19 21:51:39+00:00,264.94,215.70,L5
2004-01-04 21:51:46+00:00,268.20,227.88,L5
2004-01-21 21:56:14+00:00,285.88,,L7
2004-02-13 22:02:31+00:00,290.39,,L7
2004-02-21 21:51:58+00:00,272.50,216.75,L5
2004-03-09 21:56:27+00:00,278.78,225.09,L7
2004-04-10 21:56:26+00:00,269.71,227.04,L7
2004-04-18 21:47:01+00:00,290.17,227.21,L5
2004-05-04 21:47:27+00:00,278.03,224.31,L5
2004-05-19 22:02:35+00:00,286.12,229.08,L7
2004-06-05 21:48:24+00:00,285.90,228.95,L5
2004-07-22 22:02:20+00:00,277.08,237.86,L7
2004-07-30 21:55:39+00:00,277.89,229.87,L5
2004-08-07 22:02:12+00:00,260.37,227.41,L7
2004-08-15 21:56:25+00:00,276.97,222.27,L5
2004-08-16 21:56:01+00:00,281.61,230.29,L7
2004-08-23 22:01:47+00:00,257.62,232.12,L7
2004-09-16 21:57:17+00:00,275.20,222.98,L5
2004-09-24 22:01:37+00:00,273.03,221.33,L7
2004-09-25 21:51:19+00:00,273.23,227.96,L5
2004-10-02 21:57:14+00:00,271.31,227.93,L5
2004-10-10 22:01:32+00:00,275.47,221.11,L7
2004-10-19 21:55:55+00:00,262.06,224.66,L7
2004-10-26 22:01:48+00:00,270.31,223.64,L7
2004-11-04 21:56:07+00:00,261.28,219.68,L7
2004-11-27 22:02:29+00:00,251.01,210.81,L7
2004-12-06 21:56:23+00:00,269.16,219.16,L7
2004-12-13 22:02:35+00:00,,230.42,L7
2005-01-14 22:02:24+00:00,256.34,220.93,L7
2005-02-08 21:56:46+00:00,274.37,223.60,L7
2005-02-15 22:02:37+00:00,269.89,218.01,L7
2005-02-23 22:00:07+00:00,273.37,226.89,L5
2005-03-11 22:00:19+00:00,276.62,226.49,L5
2005-03-12 21:56:56+00:00,279.77,226.18,L7
2005-03-19 22:02:42+00:00,267.23,224.58,L7
2005-03-20 21:54:13+00:00,269.82,228.28,L5
2005-03-27 22:00:27+00:00,272.95,221.84,L5
