dates,nzd0567-0000,nzd0567-0001,satname
1999-07-02 21:59:57+00:00,270.10,,L7
1999-08-26 22:06:20+00:00,276.46,224.88,L7
1999-09-20 22:00:08+00:00,275.85,224.23,L7
1999-09-27 22:06:00+00:00,274.68,224.42,L7
1999-11-07 22:00:08+00:00,273.01,222.69,L7
1999-11-30 22:05:47+00:00,269.31,220.45,L7
1999-12-09 22:00:09+00:00,268.73,221.55,L7
1999-12-25 22:00:04+00:00,269.69,221.74,L7
2000-01-17 22:06:11+00:00,267.98,220.85,L7
2000-01-26 22:00:02+00:00,268.33,221.71,L7
2000-02-11 21:59:57+00:00,267.70,221.68,L7
2000-02-18 22:05:41+00:00,268.85,221.98,L7
2000-02-27 21:59:52+00:00,267.80,221.49,L7
2000-03-05 22:05:36+00:00,267.74,221.50,L7
2000-03-21 22:05:37+00:00,268.25,221.42,L7
2000-03-30 21:59:45+00:00,268.53,221.36,L7
2000-05-01 21:59:30+00:00,269.44,221.70,L7
2000-05-08 22:05:33+00:00,269.64,222.37,L7
2000-05-24 22:04:58+00:00,271.05,223.07,L7
2000-06-18 21:59:03+00:00,275.12,223.71,L7
2000-07-04 21:58:50+00:00,275.43,224.08,L7
2000-07-27 22:04:36+00:00,277.32,224.96,L7
2000-08-05 21:58:20+00:00,277.42,226.13,L7
2000-08-12 22:04:05+00:00,278.66,226.56,L7
2000-09-13 22:03:38+00:00,280.45,228.10,L7
2000-11-09 21:57:33+00:00,280.29,229.09,L7
2000-11-16 22:03:20+00:00,277.24,227.85,L7
2000-12-11 21:57:36+00:00,274.67,225.38,L7
2001-01-03 22:03:48+00:00,268.10,223.98,L7
2001-01-12 21:57:42+00:00,268.35,223.91,L7
2001-01-19 22:03:31+00:00,267.09,223.19,L7
2001-01-28 21:57:44+00:00,265.88,222.54,L7
2001-02-20 22:03:24+00:00,263.50,220.39,L7
2001-04-02 21:57:18+00:00,262.52,220.67,L7
2001-05-20 21:57:04+00:00,266.31,220.89,L7
2001-05-27 22:03:12+00:00,267.51,222.15,L7
2001-06-28 22:02:21+00:00,269.76,223.37,L7
2001-07-07 21:56:36+00:00,273.29,224.39,L7
2001-07-14 22:02:21+00:00,275.18,226.54,L7
2001-08-08 21:56:12+00:00,279.45,230.03,L7
2001-08-15 22:02:14+00:00,278.89,229.62,L7
2001-09-25 21:55:40+00:00,278.79,228.45,L7
2001-10-02 22:01:16+00:00,279.81,227.82,L7
2001-12-30 21:55:49+00:00,276.88,226.11,L7
2002-01-15 21:55:59+00:00,272.24,223.82,L7
2002-01-22 22:01:52+00:00,269.54,222.96,L7
2002-01-31 21:56:02+00:00,267.44,222.72,L7
2002-03-04 21:56:09+00:00,265.72,221.07,L7
2002-03-11 22:02:19+00:00,265.59,221.33,L7
2002-03-27 22:01:49+00:00,267.41,222.71,L7
2002-05-07 21:56:03+00:00,268.58,224.01,L7
2002-05-30 22:01:37+00:00,269.87,225.11,L7
2002-07-01 22:01:51+00:00,270.68,226.64,L7
2002-07-17 22:01:20+00:00,272.76,228.92,L7
2002-08-02 22:01:13+00:00,279.36,232.70,L7
2002-08-18 22:01:09+00:00,278.82,231.81,L7
2002-08-27 21:55:12+00:00,278.52,231.06,L7
2002-09-12 21:55:07+00:00,278.15,231.41,L7
2002-10-05 22:01:07+00:00,277.85,231.29,L7
2002-10-14 21:54:55+00:00,277.04,230.31,L7
2002-10-21 22:00:48+00:00,276.16,229.18,L7
2002-10-30 21:55:01+00:00,274.58,228.10,L7
2002-11-15 21:55:12+00:00,273.04,226.77,L7
2002-11-22 22:01:33+00:00,271.30,225.28,L7
2003-02-03 21:55:49+00:00,267.48,220.53,L7
2003-02-26 22:01:40+00:00,265.25,219.34,L7
2003-03-07 21:55:58+00:00,266.34,219.65,L7
2003-03-14 22:02:08+00:00,268.48,220.03,L7
2003-03-23 21:55:52+00:00,268.75,220.02,L7
2003-04-08 21:55:59+00:00,268.49,220.60,L7
2003-04-15 22:02:09+00:00,269.90,220.95,L7
2003-07-20 22:01:56+00:00,276.23,225.45,L7
2003-07-29 21:55:41+00:00,277.37,225.34,L7
2003-08-13 21:49:56+00:00,279.29,226.44,L5
2003-08-22 21:44:19+00:00,277.87,226.21,L5
2003-08-29 21:50:14+00:00,279.11,227.55,L5
2003-09-14 21:50:30+00:00,278.31,227.84,L5
2003-09-22 22:01:36+00:00,276.98,228.09,L7
2003-10-16 21:51:19+00:00,274.33,226.18,L5
2003-11-09 22:01:54+00:00,273.38,225.76,L7
2003-11-18 21:55:51+00:00,272.97,225.06,L7
2003-11-26 21:45:42+00:00,272.79,225.03,L5
2003-12-03 21:51:31+00:00,271.08,223.77,L5
2003-12-19 21:51:39+00:00,270.61,223.15,L5
2004-01-04 21:51:46+00:00,270.43,223.48,L5
2004-01-21 21:56:14+00:00,270.27,222.57,L7
2004-02-13 22:02:31+00:00,269.12,221.23,L7
2004-02-21 21:51:58+00:00,269.69,220.56,L5
2004-03-09 21:56:27+00:00,269.97,220.00,L7
2004-04-10 21:56:26+00:00,271.11,220.20,L7
2004-04-18 21:47:01+00:00,273.24,221.54,L5
2004-05-04 21:47:27+00:00,273.60,221.79,L5
2004-05-19 22:02:35+00:00,275.66,222.77,L7
2004-06-05 21:48:24+00:00,279.15,224.67,L5
2004-07-22 22:02:20+00:00,280.96,227.04,L7
2004-07-30 21:55:39+00:00,280.66,227.35,L5
2004-08-07 22:02:12+00:00,278.81,227.36,L7
2004-08-15 21:56:25+00:00,277.59,226.89,L5
2004-08-16 21:56:01+00:00,277.93,227.18,L7
2004-08-23 22:01:47+00:00,276.69,228.46,L7
2004-09-16 21:57:17+00:00,276.39,228.28,L5
2004-09-24 22:01:37+00:00,276.13,227.75,L7
2004-09-25 21:51:19+00:00,275.92,227.76,L5
2004-10-02 21:57:14+00:00,275.62,227.77,L5
2004-10-10 22:01:32+00:00,276.00,227.38,L7
2004-10-19 21:55:55+00:00,274.13,227.21,L7
2004-10-26 22:01:48+00:00,273.89,226.99,L7
2004-11-04 21:56:07+00:00,272.84,226.70,L7
2004-11-27 22:02:29+00:00,270.65,225.55,L7
2004-12-06 21:56:23+00:00,269.60,224.94,L7
2004-12-13 22:02:35+00:00,269.60,225.26,L7
2005-01-14 22:02:24+00:00,268.82,225.02,L7
2005-02-08 21:56:46+00:00,268.60,223.68,L7
2005-02-15 22:02:37+00:00,267.16,222.96,L7
2005-02-23 22:00:07+00:00,268.29,222.61,L5
2005-03-11 22:00:19+00:00,268.84,222.85,L5
2005-03-12 21:56:56+00:00,269.53,223.05,L7
2005-03-19 22:02:42+00:00,269.03,223.14,L7
2005-03-20 21:54:13+00:00,269.07,223.43,L5
2005-03-27 22:00:27+00:00,268.81,223.19,L5
2005-03-28 21:56:54+00:00,269.54,223.50,L7
2005-04-04 22:03:03+00:00,269.43,223.15,L7
2005-04-05 21:54:19+00:00,270.50,223.54,L5
2005-04-13 21:56:48+00:00,270.47,223.60,L7
2005-04-20 22:02:56+00:00,271.43,223.36,L7
2005-04-21 21:54:22+00:00,272.74,223.74,L5
2005-04-28 22:00:35+00:00,273.34,223.99,L5
2005-05-06 22:03:01+00:00,274.05,224.51,L7
2005-05-22 22:02:36+00:00,274.70,224.61,L7
2005-06-07 22:02:31+00:00,277.09,225.85,L7
2005-06-08 21:54:44+00:00,277.84,226.46,L5
2005-06-24 21:54:49+00:00,277.25,225.99,L5
2005-07-09 22:02:50+00:00,278.05,226.05,L7
2005-07-25 22:02:49+00:00,278.85,226.30,L7
2005-08-26 22:02:15+00:00,279.58,226.77,L7
2005-09-11 22:02:29+00:00,278.66,226.78,L7
2005-09-19 22:01:32+00:00,279.72,226.03,L5
2005-09-20 21:56:18+00:00,279.88,226.07,L7
2005-10-05 22:01:05+00:00,279.26,225.77,L5
2005-10-06 21:56:13+00:00,279.30,225.81,L7
2005-10-13 22:02:30+00:00,278.19,225.63,L7
2005-10-30 21:55:15+00:00,276.22,225.09,L5
2005-11-07 21:56:39+00:00,276.22,224.78,L7
2005-11-14 22:02:53+00:00,276.22,224.22,L7
2005-12-09 21:56:50+00:00,273.15,221.85,L7
2006-01-01 22:02:46+00:00,272.77,220.97,L7
2006-01-10 21:57:04+00:00,272.71,220.44,L7
2006-01-26 21:57:12+00:00,273.10,221.17,L7
2006-02-02 22:03:01+00:00,273.06,221.13,L7
2006-02-11 21:57:16+00:00,273.52,221.25,L7
2006-02-18 22:03:05+00:00,273.46,221.47,L7
2006-02-26 22:04:11+00:00,273.48,221.35,L5
2006-03-06 22:03:30+00:00,273.29,221.21,L7
2006-03-15 21:57:19+00:00,274.68,221.29,L7
2006-03-22 22:03:30+00:00,273.02,221.36,L7
2006-05-09 22:03:04+00:00,274.91,221.44,L7
