dates,nzd0559-0000,nzd0559-0001,nzd0559-0002,nzd0559-0003,nzd0559-0004,nzd0559-0005,nzd0559-0006,nzd0559-0007,nzd0559-0008,nzd0559-0009,nzd0559-0010,nzd0559-0011,nzd0559-0012,nzd0559-0013,nzd0559-0014,nzd0559-0015,nzd0559-0016,nzd0559-0017,nzd0559-0018,nzd0559-0019,nzd0559-0020,nzd0559-0021,nzd0559-0022,nzd0559-0023,nzd0559-0024,nzd0559-0025,nzd0559-0026,nzd0559-0027,nzd0559-0028,nzd0559-0029,nzd0559-0030,nzd0559-0031,nzd0559-0032,nzd0559-0033,nzd0559-0034,nzd0559-0035,nzd0559-0036,nzd0559-0037,nzd0559-0038,nzd0559-0039,nzd0559-0040,nzd0559-0041,nzd0559-0042,nzd0559-0043,nzd0559-0044,nzd0559-0045,nzd0559-0046,nzd0559-0047,nzd0559-0048,nzd0559-0049,nzd0559-0050,nzd0559-0051,nzd0559-0052,nzd0559-0053,nzd0559-0054,nzd0559-0055,nzd0559-0056,nzd0559-0057,nzd0559-0058,nzd0559-0059,nzd0559-0060,nzd0559-0061,nzd0559-0062,nzd0559-0063,nzd0559-0064,nzd0559-0065,nzd0559-0066,nzd0559-0067,nzd0559-0068,nzd0559-0069,nzd0559-0070,nzd0559-0071,nzd0559-0072,nzd0559-0073,nzd0559-0074,nzd0559-0075,nzd0559-0076,nzd0559-0077,nzd0559-0078,nzd0559-0079,nzd0559-0080,nzd0559-0081,nzd0559-0082,nzd0559-0083,nzd0559-0084,nzd0559-0085,nzd0559-0086,nzd0559-0087,nzd0559-0088,nzd0559-0089,nzd0559-0090,nzd0559-0091,nzd0559-0092,nzd0559-0093,nzd0559-0094,nzd0559-0095,nzd0559-0096,nzd0559-0097,nzd0559-0098,nzd0559-0099,nzd0559-0100,nzd0559-0101,nzd0559-0102,nzd0559-0103,nzd0559-0104,nzd0559-0105,nzd0559-0106,satname
1999-07-16 22:13:35+00:00,,,,,,,256.8633333333333,259.0333333333333,270.7833333333333,277.0333333333333,286.0133333333333,,299.8047457627119,321.6875862068966,,337.3857142857143,328.13,323.0,332.69444444444446,325.29,321.07488372093025,337.65761904761905,343.3265853658537,,,,330.4166666666667,335.0695652173913,330.22,304.22761904761904,314.67,308.57,319.4,311.14230769230767,,,318.4836842105263,323.84444444444443,307.4395652173913,,314.1366666666667,322.9508163265306,332.44,320.45444444444445,296.99,,297.13,317.58,290.41,280.54,292.23589743589747,298.7821052631579,300.3862162162162,297.90555555555557,,301.79411764705884,323.07,340.0936842105263,336.62444444444446,318.84,321.87333333333333,339.82714285714286,349.2662162162162,321.95589743589744,324.6065853658537,319.40488372093023,325.50444444444446,331.7636842105263,,,,323.4842857142857,331.5936842105263,335.3266666666667,318.642972972973,321.97232876712326,313.88444444444445,300.60901408450707,308.7757142857143,313.84420289855075,314.99411764705883,314.4950746268657,306.9066666666667,312.84846153846155,304.25,,293.5836842105263,269.1392682926829,282.85,281.1644444444445,,,,,,346.1618604651163,328.18413793103446,,,,,,,,,,,L7
1999-09-18 22:13:39+00:00,286.64,,,310.78,,,279.61,279.62,294.09,306.69,315.08,,327.0579661016949,329.6620689655173,340.03263157894736,352.6,357.4145454545454,350.52000000000004,356.91,356.9481818181818,353.2111627906977,347.58,354.3758536585366,,,354.02000000000004,349.135,350.6156521739131,344.1981818181818,332.03,342.44,334.92,330.8,330.38846153846157,330.69,331.49,337.0231578947368,343.6,345.57565217391306,342.90425531914894,343.205,330.3871428571428,326.81,324.47,329.93,339.98,332.72,320.14,308.24,308.33,313.38384615384615,310.73894736842107,312.52702702702703,323.6,339.5,325.85352941176467,338.38,346.73315789473685,345.71,343.31,346.40000000000003,362.3,360.677027027027,354.7838461538461,345.4358536585366,352.6711627906977,351.57,360.62315789473683,371.66,358.39949367088605,347.9630769230769,346.21090909090907,341.24315789473684,346.84,332.34162162162164,323.9382191780822,321.84,326.75718309859155,326.59999999999997,330.5686956521739,333.9235294117647,340.62477611940295,330.96272727272725,311.4076923076923,301.21,296.89,297.5431578947368,298.06268292682927,292.88454545454545,288.44,282.43,280.26000000000005,276.12454545454545,283.6,290.8382352941177,312.5913953488372,328.12931034482756,344.08181818181816,353.5487640449438,349.78000000000003,353.70538461538456,366.4547826086956,362.17806451612904,332.4651063829787,328.7857894736842,338.4,344.95,L7
1999-10-04 22:13:49+00:00,247.52333333333334,,,,,,243.74333333333334,254.50333333333333,260.86333333333334,266.3333333333333,273.9233333333333,279.4833333333333,301.8886440677966,314.7037931034483,318.679298245614,324.9457142857143,333.14363636363635,330.24,332.68444444444447,323.24454545454546,331.36837209302325,337.09761904761905,343.5341463414634,350.57,346.22444444444443,330.90999999999997,338.0516666666667,330.7165217391304,331.95454545454544,317.567619047619,313.35,313.46,310.49,307.4876923076923,307.9328571428572,318.38,324.2731578947368,324.95444444444445,331.37652173913045,332.2193617021277,337.3616666666667,331.23224489795916,311.33,298.22444444444443,312.12,314.77,318.97,314.53,297.0,288.88,286.7774358974359,302.288947368421,304.5172972972973,308.49555555555554,319.33714285714285,303.37470588235294,,340.6631578947368,352.22444444444443,351.97,349.3933333333333,349.0571428571428,354.38729729729727,347.2374358974359,356.4541463414634,339.17837209302326,329.94444444444446,338.43315789473684,342.0,351.1856962025317,348.9979487179487,330.407012987013,319.49315789473684,315.4566666666667,322.3678378378378,314.76698630136985,314.62444444444446,302.34056338028165,303.4457142857143,317.30028985507244,306.7647058823529,307.5594029850746,307.5748484848485,304.3515384615385,303.39,294.5057142857143,277.9031578947368,282.8173170731707,275.70363636363635,281.47444444444443,277.51444444444445,273.32,277.57363636363635,294.82714285714286,297.6276470588235,318.1160465116279,333.0220689655173,351.9654545454546,354.6559550561798,357.3933333333333,354.50736263736263,351.6378260869565,331.2245161290323,319.0172340425532,312.3457894736842,317.6,327.8,L7
1999-11-05 22:13:40+00:00,278.8966666666667,,,306.1066666666667,305.1666666666667,296.4766666666667,276.6166666666667,270.9166666666667,265.9166666666667,268.93666666666667,282.2166666666667,311.9166666666667,318.19881355932205,325.2631034482759,331.739649122807,343.22857142857146,344.34,346.34,344.86888888888893,347.06,351.1662790697674,349.46809523809526,349.9258536585366,351.17,352.0388888888889,344.53999999999996,353.6733333333333,354.5826086956522,341.9,337.34809523809525,323.74,328.88,336.68,343.5069230769231,350.2942857142857,338.32,326.85157894736847,320.35888888888894,319.2026086956522,329.82085106382976,342.9433333333333,350.18979591836734,333.69,313.0988888888889,301.48,308.41,320.83,335.63,346.04,330.99,302.36102564102566,296.2494736842105,295.62594594594594,294.2411111111111,300.4657142857143,329.7464705882353,352.98999999999995,363.74157894736845,368.80888888888893,370.45,367.3566666666667,353.60571428571427,329.26594594594593,324.2810256410256,334.9758536585366,349.2462790697674,350.7288888888889,337.23157894736846,330.09999999999997,335.45569620253167,348.2128205128205,337.4814285714286,326.13157894736844,317.41333333333336,330.9267567567568,335.78191780821913,325.4688888888889,319.2977464788732,330.75857142857143,331.2114492753623,312.0964705882353,303.06373134328356,306.5933333333333,304.9853846153846,299.62,296.6585714285714,294.2815789473684,284.7226829268293,273.56,260.6988888888889,266.6388888888889,276.03,285.12,293.3857142857143,306.9917647058823,318.97953488372093,338.0789655172414,346.11,347.7625842696629,343.49666666666667,337.2221978021978,332.6891304347826,338.6374193548387,313.9570212765957,312.4978947368421,314.7,338.47,L7
2000-05-15 22:12:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.137619047619,305.86,304.43,295.02,296.0530769230769,312.3028571428572,328.01,339.348947368421,330.90777777777777,329.44565217391306,,,,302.34,301.6977777777778,318.6,331.71,316.39,,,,,,,,298.70714285714286,313.49,321.27,328.00894736842105,334.73777777777775,329.85,332.0133333333334,,,338.5389743589744,,309.353488372093,,,,,,,,314.70666666666665,325.2856756756757,317.61602739726027,293.7677777777778,,282.3257142857143,303.9720289855072,311.78,290.0797014925373,284.8312121212121,275.63461538461536,,252.7457142857143,248.85894736842104,243.2070731707317,250.0209090909091,259.09777777777776,252.54777777777778,264.31,270.0709090909091,282.2571428571428,295.21000000000004,315.5141860465116,333.63965517241377,354.98636363636365,350.79426966292135,343.0033333333334,327.76351648351647,318.04478260869564,308.13709677419354,276.18042553191486,282.29473684210524,300.57,321.65,L7
2000-05-31 22:13:06+00:00,,,,,275.32,276.65,301.5,304.68,296.77,284.06,275.09,274.08,,291.59068965517247,320.82421052631577,333.51,332.6781818181818,321.36,329.8466666666667,330.88272727272727,346.1437209302326,354.64,354.6219512195122,,,,328.205,334.6252173913044,334.5527272727272,312.02,271.02,270.26,,318.36615384615385,335.68,350.75,356.88105263157894,358.68666666666667,341.2252173913044,,,,285.46999999999997,308.8666666666667,332.28,336.79,,,,,326.38461538461536,335.2963157894737,315.2756756756757,299.2333333333333,299.04,294.8911764705882,319.36,331.641052631579,341.06666666666666,346.68,342.46000000000004,,345.9056756756757,311.91461538461533,310.8819512195122,308.1437209302326,321.2366666666667,,,,,,308.43105263157895,324.51,,,279.9866666666667,,316.40000000000003,302.7495652173913,,262.1149253731343,259.71090909090907,271.2692307692308,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-09-04 22:11:34+00:00,266.5933333333333,268.4833333333333,266.7633333333333,277.05333333333334,277.24333333333334,282.1333333333333,283.2633333333333,291.6433333333333,298.1633333333333,302.3333333333333,304.1933333333333,311.8833333333333,315.3298305084746,316.15827586206893,323.8487719298245,330.52142857142854,332.37636363636364,338.1,342.9144444444445,343.43545454545455,348.18116279069767,351.04190476190473,349.9480487804878,346.08,350.58444444444444,350.94,350.6666666666667,347.2278260869565,329.6454545454546,322.51190476190476,316.66,315.06,321.67,326.87538461538463,332.5857142857143,331.03,330.0305263157895,339.84444444444443,331.6378260869565,320.7353191489362,316.4666666666667,322.8416326530612,328.39,315.75444444444446,311.58,322.05,329.53,329.51,319.82,291.49,284.04820512820515,293.49315789473684,306.4054054054054,323.77555555555557,336.4242857142857,340.70588235294116,326.86,313.9405263157895,330.44444444444446,341.99,341.7333333333333,336.89428571428573,341.7354054054054,343.8982051282051,332.7880487804878,324.2211627906977,325.14444444444445,337.4505263157895,361.18,368.21063291139245,,299.6658441558441,300.1905263157895,306.3066666666667,316.7643243243243,329.2635616438356,318.95444444444445,310.14704225352114,309.53142857142853,308.86768115942033,309.5558823529412,308.38611940298506,315.1484848484849,315.5330769230769,293.84,275.84142857142854,264.6205263157895,269.0924390243902,266.79636363636365,270.15444444444444,263.6144444444445,268.16,268.10636363636365,281.20428571428573,303.5970588235294,321.6013953488372,338.53724137931033,344.68454545454546,340.2532584269663,331.18333333333334,323.17472527472523,324.5373913043478,323.24129032258065,304.2863829787234,305.7626315789473,318.88,338.03,L7
2000-09-20 22:11:14+00:00,265.75333333333333,242.93333333333334,233.72333333333333,263.1033333333333,262.05333333333334,257.9533333333333,258.5933333333333,263.6133333333333,272.31333333333333,274.0833333333333,288.31333333333333,288.7033333333333,296.2522033898305,312.7244827586207,320.450350877193,319.56,309.4636363636364,310.52,321.28777777777776,324.55454545454546,329.9195348837209,337.68333333333334,338.7965853658537,341.38,337.4377777777778,347.85,351.25166666666667,358.22869565217394,353.07454545454544,326.9033333333333,304.07,293.98,301.62,310.0769230769231,323.18,341.7,337.8384210526316,343.21777777777777,336.82869565217396,325.3268085106383,311.5416666666667,313.5128571428572,322.41,322.86777777777775,325.27,318.27,317.1,318.26,316.61,317.17,314.444358974359,305.7805263157895,301.35945945945946,300.1722222222222,308.99,331.44529411764705,326.11,339.86842105263156,342.67777777777775,346.47,342.8233333333333,335.02,342.6894594594595,354.3143589743589,357.9065853658537,358.429534883721,338.17777777777775,326.63842105263154,325.64,338.1786075949367,341.01948717948716,340.20272727272726,324.60842105263157,311.38666666666666,298.76756756756754,307.78123287671235,330.91777777777776,337.88732394366195,329.1,309.4559420289855,305.6452941176471,303.5282089552239,299.5748484848485,297.98538461538465,298.68,293.18,284.38842105263154,280.1592682926829,272.94363636363636,274.0777777777778,269.8377777777778,270.73,272.9036363636364,283.87,295.1123529411765,320.49744186046513,338.7151724137931,350.1554545454546,349.788202247191,336.4733333333333,328.0107692307692,326.91043478260866,316.12225806451613,299.60617021276596,303.0421052631579,312.42,327.45,L7
2000-10-06 22:11:11+00:00,246.53,223.85,194.75,251.29,259.18,251.92,251.43,263.37,272.23,294.06,287.25,289.67,313.58338983050845,324.3837931034483,334.31157894736845,326.59714285714284,316.48090909090905,317.22999999999996,323.06,338.7736363636364,338.22418604651165,335.2628571428572,,,,,342.84,345.6721739130435,340.5836363636364,333.73285714285714,308.21,299.24,291.08,298.8153846153846,,,328.5378947368421,329.03,325.7621739130435,308.60914893617024,303.77,298.48387755102044,290.38,294.91,302.85,302.84,307.02,305.11,305.97,305.06,309.35153846153844,308.14736842105265,295.6494594594595,285.4,295.27142857142854,296.0311764705882,,327.9178947368421,334.9,335.4,336.56,,,,347.6409756097561,,,,,,,,,,298.07756756756754,305.7808219178082,323.32,325.41535211267603,316.34714285714284,309.9156521739131,300.7111764705882,303.6440298507463,302.74454545454546,303.0630769230769,294.35,288.56714285714287,270.9578947368421,272.19878048780487,272.55090909090904,274.64,272.89,274.16999999999996,274.5809090909091,284.89142857142855,296.3094117647059,314.9830232558139,332.5920689655172,346.25636363636363,345.2557303370786,334.8,326.19901098901096,320.1726086956522,307.2506451612903,296.3129787234043,293.71947368421047,295.96,312.79,L7
2001-02-11 22:11:12+00:00,259.17,238.36,266.28,259.98,261.02,268.88,273.15,286.91,307.26,315.23,321.2,322.64,331.04033898305084,327.8810344827586,337.89157894736843,340.43142857142857,344.52,329.83,329.57,319.14,318.5067441860465,320.81857142857143,320.75365853658536,326.26,332.65,339.32,337.915,334.93826086956517,312.42,305.1985714285714,294.65,298.55,305.59,305.95384615384614,331.4657142857143,335.26,325.05789473684206,320.89,328.18826086956517,329.73617021276596,330.595,329.1959183673469,322.92,310.04,304.78,318.88,336.77,308.91,287.78,280.94,280.83538461538467,284.88736842105266,288.6232432432432,299.68,302.4242857142857,307.88588235294117,330.81,334.0178947368421,324.75,329.04,328.47,335.9042857142857,334.8832432432432,337.55538461538464,332.5536585365854,329.0267441860465,328.9,324.54789473684207,334.99,330.7393670886076,332.6923076923077,320.50857142857143,316.43789473684205,304.68,292.62459459459456,293.5313698630137,290.38,298.5201408450704,306.18142857142857,306.0834782608696,303.64588235294116,293.31820895522384,279.84,273.0907692307692,259.95,265.52142857142854,267.92789473684206,263.9929268292683,274.9,266.29,274.15,298.8,303.32,291.3442857142857,289.9870588235294,294.71209302325576,300.77965517241375,310.2,324.40337078651686,327.46000000000004,328.0001098901099,330.30391304347825,352.3316129032258,286.3234042553192,276.9094736842105,281.81,352.13,L7
2001-04-16 22:11:18+00:00,287.12333333333333,,298.6133333333333,307.30333333333334,314.2933333333333,317.55333333333334,330.24333333333334,325.8433333333333,331.0933333333333,333.68333333333334,329.4233333333333,337.8833333333333,340.61,349.04241379310344,342.30087719298245,335.1657142857143,325.48727272727274,329.24,341.95111111111106,342.9790909090909,353.3709302325581,,,,,,,,,,,,,,,,,345.0611111111111,,,,,,,,,,,,,,,,,319.4971428571428,323.53235294117644,329.63,339.11105263157896,343.5511111111111,344.82,354.1333333333333,,348.9559459459459,332.74820512820514,330.950243902439,330.29093023255814,331.9911111111111,334.54105263157896,337.79,,,,323.20105263157893,313.34666666666664,310.9767567567568,302.891506849315,307.7111111111111,307.2457746478873,314.1657142857143,311.6511594202899,312.3523529411765,308.579552238806,300.4130303030303,301.08307692307693,291.62,282.19571428571425,275.74105263157895,267.4621951219512,258.90727272727275,260.6211111111111,261.1711111111111,262.21999999999997,265.3272727272727,275.95714285714286,280.5588235294117,297.61511627906975,309.49586206896555,335.24090909090904,347.8201123595506,355.16333333333336,347.25043956043953,354.8813043478261,316.5558064516129,294.2838297872341,287.92526315789473,304.34,317.05,L7
2001-07-05 22:10:09+00:00,,,316.36,,306.79,308.08,322.02,329.03,334.06,330.61,342.04,334.54,317.3520338983051,316.69793103448274,330.49736842105267,347.3,341.00545454545454,333.06,335.35,347.7818181818182,355.1488372093023,366.85,379.9241463414634,,368.74,369.10999999999996,358.105,347.78434782608696,330.3718181818182,327.55,326.12,324.12,318.66,322.10153846153844,346.96,345.91999999999996,341.0868421052632,346.02,330.93434782608693,335.47574468085105,334.805,329.79285714285714,329.0,326.11,328.46,332.03,334.54,334.18,330.33,312.72,295.3161538461539,274.86105263157896,283.73297297297296,305.81,312.33,336.7764705882353,340.41999999999996,360.5568421052632,363.56,352.96,337.69,334.96,343.24297297297295,348.0861538461539,317.8441463414634,306.5988372093023,308.5,,,317.42050632911395,,338.4790909090909,337.9768421052632,322.46,315.6783783783784,308.1017808219178,295.67,282.80281690140845,297.87,309.8613043478261,315.0664705882353,314.92522388059706,295.9472727272728,296.39230769230767,,,,,226.73545454545453,227.95,235.04,247.98,248.02545454545455,242.60000000000002,244.23176470588234,267.6686046511628,,347.3981818181818,359.8112359550562,359.71999999999997,357.63461538461536,356.14521739130436,380.111935483871,256.11489361702127,,318.2,364.98,L7
2001-11-26 22:09:21+00:00,326.24,,334.81,327.97,326.1,326.99,317.6,319.7,309.09,307.58,311.76,333.01,359.3379661016949,370.51206896551724,381.22263157894736,373.31,367.81454545454545,358.79,357.27,376.22818181818184,377.2011627906977,367.88,368.6158536585366,,366.44,368.01000000000005,372.175,364.95565217391305,350.2681818181818,340.4,345.03,350.65,341.14,328.82846153846157,333.09,329.12,334.6031578947368,348.3,365.71565217391304,360.8642553191489,356.605,351.6971428571428,344.37,326.53,326.89,328.27,337.18,335.48,332.16,336.19,336.46384615384613,318.658947368421,312.917027027027,309.92,312.02,323.4335294117647,343.14000000000004,350.4131578947368,371.8,365.6,353.22,352.24,361.33702702702703,356.90384615384613,355.1358536585366,354.7611627906977,357.14,359.1031578947368,354.6,358.76949367088605,355.9830769230769,359.4409090909091,347.06315789473683,328.9,316.29162162162163,305.5382191780822,310.67,323.40718309859153,331.76,336.98869565217393,330.7535294117647,330.12477611940295,332.9327272727273,318.1476923076923,311.21,305.34999999999997,296.9031578947368,292.6526829268293,296.62454545454545,302.53,308.07,311.19,311.5445454545454,325.84,323.9582352941177,334.42139534883717,351.69931034482755,365.01181818181817,379.4487640449438,393.64,389.8053846153846,384.49478260869563,347.328064516129,330.1051063829787,319.2157894736842,333.17,350.82,L7
