dates,nzd0305-0000,nzd0305-0001,nzd0305-0002,nzd0305-0003,nzd0305-0004,nzd0305-0005,nzd0305-0006,nzd0305-0007,nzd0305-0008,nzd0305-0009,nzd0305-0010,nzd0305-0011,nzd0305-0012,nzd0305-0013,nzd0305-0014,nzd0305-0015,nzd0305-0016,nzd0305-0017,nzd0305-0018,nzd0305-0019,nzd0305-0020,nzd0305-0021,nzd0305-0022,nzd0305-0023,nzd0305-0024,nzd0305-0025,nzd0305-0026,nzd0305-0027,nzd0305-0028,nzd0305-0029,nzd0305-0030,nzd0305-0031,nzd0305-0032,nzd0305-0033,nzd0305-0034,nzd0305-0035,nzd0305-0036,nzd0305-0037,satname
1999-08-21 21:47:20+00:00,348.70,338.20,328.95,325.01,320.58,328.28,332.46,327.10,319.54,337.70,362.33,357.28,343.52,337.16,329.44,331.78,333.45,329.78,332.66,334.86,339.24,349.35,350.46,355.65,354.19,353.56,352.22,345.42,342.78,334.33,354.31,363.02,361.91,352.46,329.77,334.17,337.10,360.86,L7
1999-09-22 21:47:24+00:00,349.32,341.12,332.70,324.19,323.35,334.07,331.83,331.63,325.21,339.98,369.17,366.50,346.05,337.05,334.22,337.07,340.74,334.57,337.36,338.21,338.35,349.23,358.23,363.22,357.95,357.42,352.12,344.49,351.75,338.81,356.85,370.39,367.57,360.37,329.65,336.49,345.57,363.18,L7
1999-09-29 21:53:40+00:00,352.72,342.61,334.06,325.67,327.49,334.64,332.05,331.43,326.00,341.87,369.46,364.10,345.88,335.31,334.72,337.26,340.52,335.47,339.40,340.57,341.79,350.96,358.88,364.67,360.77,356.58,353.04,347.96,351.68,343.68,361.88,369.98,366.94,360.37,331.14,337.99,346.55,360.49,L7
1999-10-24 21:47:20+00:00,355.42,344.05,334.58,324.42,327.43,334.45,335.22,333.85,329.18,345.06,371.57,366.68,346.53,336.93,336.79,338.53,343.19,339.30,341.93,341.23,343.75,353.77,363.93,370.74,364.07,357.50,352.48,350.81,352.79,345.64,363.72,372.70,368.31,362.51,334.15,341.61,349.49,364.12,L7
1999-11-25 21:47:14+00:00,355.42,344.05,334.58,324.42,327.43,329.56,335.22,333.85,329.45,344.90,371.57,366.68,345.72,334.34,336.08,338.53,343.39,334.17,338.79,338.56,343.95,353.77,366.20,370.74,360.43,352.79,349.48,346.50,348.97,344.59,361.81,369.82,365.19,359.30,334.28,339.09,347.16,361.08,L7
2000-01-19 21:53:25+00:00,359.13,347.49,335.62,324.84,328.77,332.94,336.22,335.08,332.46,348.63,372.61,368.60,349.63,337.97,340.99,341.73,345.57,337.84,343.55,342.64,347.91,359.89,368.09,374.80,363.70,355.30,352.40,354.23,354.39,348.63,365.93,373.79,369.68,362.51,338.52,343.89,348.53,364.58,L7
2000-02-20 21:53:17+00:00,361.63,349.37,337.39,325.32,331.17,336.04,340.01,339.08,336.65,351.90,373.67,370.34,352.07,340.17,344.95,345.58,348.19,340.72,346.62,346.08,352.09,363.25,371.64,378.05,365.48,359.05,356.37,358.36,358.20,353.59,368.57,375.76,371.33,364.72,342.41,347.00,351.06,365.39,L7
2000-05-03 21:46:43+00:00,365.06,350.68,336.30,328.79,334.47,334.36,340.06,339.38,340.39,354.42,370.64,370.80,356.22,343.57,347.19,346.56,347.75,338.80,345.53,345.62,354.96,369.57,372.69,377.08,362.17,356.71,360.08,364.23,358.41,355.39,368.47,375.12,369.83,361.29,346.30,347.16,347.82,363.12,L7
2000-05-19 21:46:31+00:00,362.70,349.29,337.35,329.42,333.95,332.39,338.81,338.12,340.57,353.19,369.52,368.31,354.78,343.24,345.21,344.85,345.62,337.83,343.77,345.03,352.90,367.00,371.33,373.82,360.60,356.49,360.31,364.00,358.02,352.85,366.22,372.81,367.94,360.55,344.73,345.39,345.88,360.88,L7
2000-05-26 21:52:36+00:00,361.87,350.16,338.47,331.23,334.19,337.36,338.59,339.08,343.95,354.90,368.34,367.87,357.76,347.87,347.19,344.76,344.90,342.42,346.38,348.70,353.03,364.43,369.40,372.28,362.49,361.26,365.79,371.09,362.18,353.94,368.58,375.11,370.85,363.31,347.26,347.94,346.55,362.24,L7
2000-07-13 21:52:07+00:00,359.59,348.16,336.96,329.28,332.25,336.26,337.14,336.64,340.04,352.59,367.00,366.34,354.85,343.93,345.67,343.42,342.82,338.86,341.93,345.00,349.78,360.33,364.56,369.04,360.18,358.37,361.36,365.55,357.81,350.06,363.00,371.50,367.73,361.06,343.20,344.90,344.18,358.99,L7
2000-07-29 21:51:50+00:00,359.93,350.30,338.86,329.92,332.96,337.03,340.76,339.59,342.28,350.65,368.11,364.36,352.20,343.02,343.24,343.58,341.52,333.24,334.34,339.43,347.23,356.78,360.56,364.70,357.07,355.14,360.72,359.98,354.64,347.27,357.10,367.75,363.70,358.37,339.21,340.59,344.19,354.70,L7
2000-08-07 21:45:32+00:00,360.05,349.99,338.82,329.37,332.35,336.37,340.30,338.89,342.20,349.35,366.87,362.85,350.09,342.41,342.70,343.14,341.29,332.60,334.06,338.90,346.31,355.57,359.04,363.98,357.00,354.09,359.62,359.18,352.83,346.83,356.14,366.70,362.49,358.05,337.93,340.32,343.45,353.13,L7
2000-08-14 21:51:44+00:00,358.77,348.35,338.01,328.45,330.43,335.05,338.00,336.53,340.65,349.23,365.91,360.89,348.17,340.62,341.72,342.09,340.17,331.35,333.21,338.10,344.75,354.14,357.84,363.03,356.06,352.52,357.04,357.38,350.43,345.32,354.80,365.07,361.50,357.08,336.27,339.21,342.34,352.20,L7
