dates,nzd0305-0000,nzd0305-0001,nzd0305-0002,nzd0305-0003,nzd0305-0004,nzd0305-0005,nzd0305-0006,nzd0305-0007,nzd0305-0008,nzd0305-0009,nzd0305-0010,nzd0305-0011,nzd0305-0012,nzd0305-0013,nzd0305-0014,nzd0305-0015,nzd0305-0016,nzd0305-0017,nzd0305-0018,nzd0305-0019,nzd0305-0020,nzd0305-0021,nzd0305-0022,nzd0305-0023,nzd0305-0024,nzd0305-0025,nzd0305-0026,nzd0305-0027,nzd0305-0028,nzd0305-0029,nzd0305-0030,nzd0305-0031,nzd0305-0032,nzd0305-0033,nzd0305-0034,nzd0305-0035,nzd0305-0036,nzd0305-0037,satname
1999-08-21 21:47:20+00:00,348.70,338.20,328.95,325.01,320.58,328.28,332.46,327.10,319.54,337.70,362.33,357.28,343.52,337.16,329.44,331.78,333.45,329.78,332.66,334.86,339.24,349.35,350.46,355.65,354.19,353.56,352.22,345.42,342.78,334.33,354.31,363.02,361.91,352.46,329.77,334.17,337.10,360.86,L7
1999-09-22 21:47:24+00:00,349.95,344.04,336.45,323.37,326.11,339.87,331.20,336.17,330.87,342.26,376.01,375.73,348.59,336.93,338.99,342.37,348.02,339.37,342.05,341.56,337.45,349.10,365.99,370.79,361.71,361.28,352.01,343.56,360.73,343.30,359.38,377.77,373.23,368.28,329.54,338.80,354.04,365.49,L7
1999-09-29 21:53:40+00:00,359.51,345.58,336.77,328.62,335.79,335.78,332.48,331.01,327.59,345.65,370.03,359.28,345.54,331.83,335.73,337.63,340.08,337.27,343.48,345.30,348.67,354.43,360.20,367.57,366.40,354.90,354.90,354.91,351.53,353.41,371.95,369.14,365.68,360.36,334.11,341.00,348.50,355.13,L7
1999-10-24 21:47:20+00:00,363.51,348.39,336.14,320.68,327.23,333.89,344.72,341.10,338.70,354.62,377.92,374.43,348.47,341.81,342.98,342.33,351.20,350.77,349.51,343.21,349.62,362.20,379.06,388.96,373.97,360.24,350.77,359.34,356.13,351.51,369.24,380.87,372.44,368.93,343.18,352.45,358.30,375.02,L7
1999-11-25 21:47:14+00:00,,,,,,309.97,,,330.55,344.29,,,342.47,323.99,333.28,,344.22,313.66,326.23,327.87,344.79,,375.27,,345.86,333.96,337.49,329.26,333.68,340.39,354.18,358.31,352.68,346.47,334.80,329.01,337.84,348.90,L7
2000-01-19 21:53:25+00:00,373.99,361.23,339.79,326.51,334.14,349.84,340.22,340.03,347.50,367.26,376.78,376.28,369.17,356.09,365.50,354.52,356.45,356.21,367.39,363.04,367.69,384.37,377.58,391.04,380.10,367.84,367.03,392.90,381.49,368.82,386.50,393.60,392.15,378.56,359.71,367.94,355.39,382.07,L7
2000-02-20 21:53:17+00:00,361.17,347.61,337.81,327.43,332.59,346.88,351.44,347.10,344.68,357.31,367.61,366.00,358.19,350.38,353.24,351.04,349.17,347.02,351.05,355.52,364.30,366.13,371.76,371.89,364.87,376.08,375.99,370.20,365.64,364.11,370.20,374.86,371.80,365.71,353.10,352.78,352.30,365.73,L7
2000-05-03 21:46:43+00:00,360.01,343.21,331.30,332.43,336.68,330.75,328.51,331.01,338.82,348.82,367.53,370.13,355.05,343.82,336.76,334.12,341.17,338.31,337.44,336.04,343.04,358.20,366.15,368.32,357.85,348.98,359.82,364.54,352.81,348.25,362.99,373.73,362.68,354.43,337.60,338.91,345.77,355.79,L7
2000-05-19 21:46:31+00:00,355.62,345.12,340.51,331.30,332.41,324.52,335.06,334.32,341.32,348.27,366.17,360.83,349.00,341.93,337.29,339.72,337.10,333.94,336.74,342.69,344.67,359.28,365.87,364.05,354.31,355.60,361.21,363.08,356.46,342.67,357.22,363.54,360.39,357.58,338.42,338.29,338.09,351.91,L7
2000-05-26 21:52:36+00:00,358.54,353.61,342.94,338.46,335.12,334.82,337.71,342.92,347.42,352.84,363.61,366.12,357.39,347.13,343.16,344.39,340.59,336.63,339.29,346.22,345.47,354.18,365.63,366.11,355.33,357.79,364.88,364.72,354.49,345.85,366.00,369.81,367.24,360.26,347.46,341.80,341.20,355.68,L7
2000-07-13 21:52:07+00:00,348.18,338.21,329.43,319.54,322.58,330.76,329.90,324.44,320.51,341.04,360.32,358.71,340.31,324.25,338.09,336.70,332.47,321.03,319.68,326.51,333.53,339.82,340.39,352.82,348.61,343.95,339.23,337.86,335.94,330.68,335.07,353.46,352.11,349.83,322.91,329.69,332.30,342.79,L7
2000-07-29 21:51:50+00:00,376.08,374.06,351.14,330.35,338.40,354.44,361.94,357.76,360.94,355.62,383.41,,353.28,350.61,350.93,355.50,348.61,322.49,321.84,329.57,352.35,363.05,353.55,365.01,361.48,348.47,363.17,359.51,362.51,352.07,351.11,371.08,367.97,362.43,335.76,342.09,355.50,356.28,L7
2000-08-07 21:45:32+00:00,360.72,348.14,338.60,326.07,328.66,332.43,337.56,334.71,341.73,341.57,359.42,355.31,337.44,338.75,339.43,340.48,339.95,328.78,332.36,335.73,340.78,348.30,349.93,359.69,356.56,347.73,353.04,354.32,341.99,344.19,350.36,360.44,355.24,356.10,330.25,338.66,338.96,343.70,L7
2000-08-14 21:51:44+00:00,349.81,336.85,332.35,322.04,316.99,325.82,321.90,320.00,329.76,348.38,359.18,349.11,334.72,328.10,334.88,334.77,332.29,322.63,327.25,332.54,333.86,344.17,349.41,356.33,349.45,341.55,338.97,344.78,333.61,334.73,345.45,353.67,354.59,350.31,324.69,331.44,334.59,345.72,L7
2000-09-15 21:51:13+00:00,351.83,341.68,327.66,321.22,322.54,321.33,323.72,325.21,328.38,342.33,354.99,352.90,332.98,331.19,329.56,332.88,335.34,326.15,330.28,328.59,332.94,346.68,350.31,356.89,353.51,344.66,338.49,336.15,335.76,332.56,343.19,348.89,348.42,352.67,331.51,336.94,329.51,338.68,L7
