,dates,chi0390-0000,chi0390-0001,chi0390-0002,chi0390-0003,chi0390-0004,chi0390-0005,chi0390-0006,chi0390-0007,chi0390-0008,chi0390-0009,chi0390-0010,chi0390-0011,chi0390-0012,chi0390-0013,chi0390-0014,chi0390-0015,chi0390-0016,chi0390-0017,chi0390-0018,chi0390-0019,chi0390-0020,chi0390-0021,chi0390-0022,chi0390-0023,chi0390-0024,chi0390-0025,chi0390-0026,chi0390-0027,chi0390-0028,chi0390-0029,chi0390-0030,chi0390-0031,chi0390-0032,chi0390-0033,chi0390-0034,chi0390-0035,chi0390-0036,chi0390-0037,chi0390-0038,chi0390-0039,chi0390-0040,chi0390-0041,chi0390-0042,chi0390-0043,chi0390-0044,chi0390-0045,chi0390-0046,chi0390-0047,chi0390-0048,chi0390-0049,chi0390-0050,chi0390-0051,chi0390-0052,chi0390-0053,chi0390-0054,chi0390-0055,chi0390-0056,chi0390-0057,chi0390-0058,chi0390-0059,chi0390-0060,chi0390-0061,chi0390-0062,chi0390-0063,chi0390-0064,chi0390-0065,chi0390-0066,chi0390-0067,chi0390-0068,chi0390-0069,chi0390-0070,chi0390-0071,chi0390-0072,chi0390-0073,chi0390-0074,chi0390-0075,chi0390-0076,chi0390-0077,chi0390-0078,chi0390-0079,chi0390-0080,chi0390-0081,chi0390-0082,chi0390-0083,chi0390-0084,chi0390-0085,chi0390-0086,chi0390-0087,chi0390-0088,chi0390-0089,chi0390-0090,chi0390-0091,chi0390-0092,chi0390-0093,chi0390-0094,chi0390-0095,chi0390-0096,chi0390-0097,chi0390-0098,chi0390-0099
0,1986-02-04 14:07:35+00:00,200.59026389103866,182.15030747801237,192.6547233686834,190.5625051148417,196.66949659493395,195.24589526818536,,176.5264563678109,170.65101383920427,184.4263369550047,192.39047812338092,164.04155502948822,175.44597651839894,185.3928512624803,173.21411124289864,155.5066303640462,168.0213349186518,180.15855338545393,172.75073809438996,177.27717270115014,178.9234184276166,199.8671791359129,208.4002312571567,191.25125231170136,162.83980750774307,153.86468467735094,167.00392833501158,157.74401772152257,172.95671799612413,175.39326759222408,175.85045783827843,185.36945954761222,188.85484375336333,177.5088411943963,176.01601456572146,180.33766677008097,166.0166619024415,175.60566700969846,171.64339475484968,181.94579589303908,191.29844983447475,180.20399024217807,174.3943640925236,188.4134828271522,150.66953772524542,122.99318897221451,127.21420893100594,120.95981710841443,125.37151463658975,118.25566718988662,119.7363994885508,113.31976513415972,107.40808722421814,112.99223211517781,106.16848845957713,99.02410121213354,102.21339565104319,138.14844807884526,174.26809153932186,175.13149414758203,191.16447684549192,189.66923586700128,179.95139792057418,172.56482836268515,156.5060470073418,147.00215169418308,149.37064578793698,158.5932985423111,,159.55413427600095,163.79158888014905,147.45208170281938,146.03737970486304,147.96105072901642,146.8292532808627,139.01859278999348,141.07250868732967,143.10831515214255,148.87587886986873,142.67912795467325,155.3638837073159,,159.8446343420133,154.8674060128309,149.29836799149797,146.3511642051092,155.54795683405519,153.3570661962706,168.29870585259357,144.9635190109506,146.45671525524716,150.83471710861065,161.69585283580255,157.2175707185358,152.45772192363236,160.49739758199124,163.6460902474416,161.14565047337788,,
1,1986-08-15 14:02:17+00:00,176.5817667216894,161.6880745999687,171.54015121245945,172.44252322057645,166.4354041373163,158.31544667032355,152.30199433743596,154.51263576037962,165.43794875761864,174.32998465763646,172.2139340304311,157.40419898823137,184.35847890931439,164.0621339004482,162.92251535610814,157.02754571101485,178.3384353610431,168.2690619479304,178.21060716093297,172.45319073392542,178.7602907018605,176.97110369305102,177.3907829103449,169.790586835424,168.1109550211579,164.25398489914525,175.17469689413778,165.77683650717051,152.4676758074898,146.72898720645972,162.55684287378116,168.73467802211547,172.11687263097696,165.75967446130744,164.93473516702647,177.30442888915513,165.11751484126916,158.3392844068714,152.27326435883765,156.8834298352301,156.48300536780894,164.23629786868372,153.79106697830977,170.40749499660168,139.60783572676493,129.09542608767856,126.38385994932199,98.54664111356469,94.0326916859606,91.11416787408938,99.99875081991007,98.1324908819381,103.21386957926467,85.89556827562718,103.73754221227973,93.47492968114034,112.69143694918723,106.52641351579875,147.06527703986956,157.74082026382405,175.15473589294396,181.44686929215146,176.82529299774333,158.8704571965452,139.3315067786899,139.4303324287456,145.02288695133694,130.09259146778447,110.76903164256983,136.20692486549683,158.84332691210292,140.80375381222728,150.0902342975971,117.41453537892036,115.67356613411648,129.26860887495718,142.310748996555,153.974351989585,160.46425187220493,141.98112569729443,137.18803595364898,,130.6928990154136,151.20049265453386,129.10894013583865,133.65240915471884,131.60819091966096,138.16121293265925,144.35055734952482,125.7831308861291,132.5545299100423,129.53076780831535,148.47333172909356,131.40319643297724,134.2054001714292,137.82887212118112,146.86395711398842,134.95569966931822,,
2,1986-12-21 13:59:37+00:00,161.71660438510943,148.22548566380937,155.45412437141712,158.8148884575388,150.97496047670055,164.13695143912614,161.25204342112102,166.64985010046973,171.975651349367,178.69279878598795,181.06215529223886,156.2039369758506,174.73682857812113,180.94057012049453,171.5628277331854,165.60410863802971,181.36516026258923,189.20856872706497,184.57594364148892,190.77174857251424,172.38151829400778,182.18185296738588,197.61073950078628,188.81442139848886,180.49593396258553,185.11291945959834,175.61688572012895,171.9898159286072,157.1268272144009,159.04114544015593,145.30422214429944,,184.03177115648546,173.63039134497737,173.7161260014768,184.02755165262343,168.5249915290495,170.1936070142933,165.19451879077747,173.1204124431062,177.7214091109145,167.9330698325789,171.80656420396326,177.38866844461174,140.29904074225414,130.051157106886,116.7699773333693,115.38330074497978,111.87921967784833,106.42051209847386,100.81911702511819,104.97835369143758,103.70596300975163,102.54501250593005,103.73029926110398,94.94667330460236,98.75816558453808,106.97206957352856,178.91824196081774,185.2225560443041,195.42108388602577,196.5402759705333,190.97594099922637,165.4851148841512,139.94510702120002,141.23054169081354,138.71737961978414,124.3997797690296,141.50542126037826,154.34345927950815,141.5746958065916,136.84632188153842,162.06760985131092,156.52572711946615,155.95778119755298,146.00352248600043,148.50804653995826,143.55154918092538,154.4949709965852,150.3420820880504,148.01344219677594,156.2400030468803,146.51303655822971,147.27746360024494,143.00935734547332,144.84696650287935,160.85619033161092,143.49862278214587,141.73725644185768,151.26588205152163,144.1789686108135,129.81641789523977,142.76157750353374,135.73397229244222,139.8879082048975,155.37991916510018,172.09983275770068,164.47530636068987,165.30220378350634,185.8576134602798
3,1987-01-06 14:00:06+00:00,172.11303302243357,153.83455729337402,157.13133048201703,163.1310397630072,154.4547546647178,163.57579556785234,156.7229440820449,162.2879647579439,167.2126570356115,180.78398084137984,181.73223150494755,158.17869176220884,167.11213633597018,192.23075847475326,180.76041267258046,166.49031434418785,181.0510802710883,183.79600163745226,175.0750530448435,176.1507854962588,188.57725989552887,193.02740171118208,188.53833077647226,191.74198441854801,176.09952285176308,175.3840495390403,175.822067201478,171.22617566240623,155.10872413022634,155.4962619485818,,,176.7087297989704,176.46602373122332,172.3611363949902,177.5764151086306,166.51903389357133,173.55004106804765,168.96521625507637,171.24927916025513,179.35925053704742,171.69200906687985,163.11649284242569,181.65810042116993,150.23079313386515,124.72084367042655,120.79332557508722,112.66922131387238,108.96833104762094,107.77774674324303,113.03436089909833,102.64267513914592,106.93495472013979,114.70962221933698,111.01022785488533,97.38048402209223,99.59905311391867,105.6249674563813,180.76114148697621,197.65180343356246,200.07554943597708,194.08633478388822,177.4892936253064,175.07329317300497,162.4029825780839,143.01518469757755,141.34005333443545,150.01834427256213,145.71605399583885,140.56675103489331,159.52423169267612,162.9643535985832,146.60767433840815,146.9031323059615,157.3127563799931,156.02344375722043,159.55746183312465,143.19627177554005,151.1776865507534,150.2319691638815,155.19576133249566,155.64600586974606,148.26345283137377,153.25001691403912,161.0872158763881,147.78042116466915,151.51581521652255,154.73355650459743,158.80757835426013,139.3437077121727,144.97673112154797,140.20494449027893,147.10636549462112,144.90610093433142,152.71428827871947,157.78085997708652,162.70617639919155,157.63305956013667,159.87786966512604,178.9419571409908
4,1987-01-22 14:00:34+00:00,173.2498595784481,149.6416843696541,156.95836554212426,159.95493449722676,153.34169791382985,158.41776682647006,162.57419951820984,159.62791240373977,163.70267320254504,176.0131594237525,180.70340450510648,146.93512847903872,167.08983294718894,180.60353684480523,179.71048542672287,169.43148640667607,185.01010353129732,180.64509689178425,154.08900552327418,159.9010506716867,177.17949010232365,179.14089583992552,201.49035824728145,189.59770739965825,,168.16369540799775,169.28327123390363,164.05616281132313,156.56197417979368,149.84349822576502,168.95656427188786,173.91935525881445,174.57183805016794,177.12259028093456,170.43511341291543,175.00523386992742,169.56259801164902,168.7253745849208,166.37065659140825,167.05045083735683,171.499719136175,160.4232880953859,161.0981435901155,172.7931317439977,147.08839217445524,132.96146807571483,129.08976953852743,107.27651028034094,107.4613982073175,94.80137070079793,101.73293626938083,95.26322560000328,100.76840957878804,88.72964780384473,99.79204170218807,102.39324254351821,98.89402838263854,97.14391460375172,162.97569319853,186.80948720738942,201.00494491546365,187.36202635750215,177.463129948945,164.48510246909962,144.79502270987055,139.5745877364059,139.4257495899754,141.33320369754054,140.74697090948953,139.74673607982209,152.97095789259888,148.64825724395885,144.9037407623059,144.79508945389645,142.65855521335436,140.08536014704478,138.9802337941047,157.55803080043384,148.98487890873741,133.358719812131,137.50155407470066,164.79628018328546,144.36307030941154,135.24675873876964,143.50027322227737,158.07515774137923,138.25932180655235,137.67625478815626,143.67006959049166,142.52231928407423,131.23940077319173,133.0284732832977,152.92674995953396,132.95730875798247,141.62348801663194,151.12508946353577,148.26762728700717,154.93515649871387,125.6765497641188,156.87697257680415
5,1987-02-07 14:01:09+00:00,178.21148428324054,165.48240191457464,171.10977858320015,169.88806017203623,167.75156915141596,163.27001606760777,165.44279606883777,168.2400121625158,169.1149373729329,181.26453234225556,190.54361813565117,163.92289065781043,178.83343497129817,200.86368144961668,204.97910126707637,196.31217948805218,194.09268517364563,207.85528563755946,189.42463315876043,192.67541601494375,199.18274946757288,198.781133502424,208.1562320668916,194.07209526268224,185.68606723398648,190.5283791332297,184.42419257257822,173.2861555894309,162.14328672815796,174.0727311013046,184.74465795937041,188.4700769983181,179.37097859478496,179.91134346390925,175.86134345921008,183.65749292690492,181.06718648180268,192.67103194150877,183.13266226692068,190.51427281062234,191.6295638362205,180.0364170981528,173.36891474522716,196.43046531288326,166.12403063228433,145.31686551105423,128.8899864637451,129.93033490735928,141.7761483627599,134.4649576463401,120.77137125989486,105.6422394193844,115.85251918169695,121.99048854617116,108.22899700581317,107.27051368053448,121.19315207170123,137.14726485734548,187.81548500359114,196.2092766762662,202.08920460433566,199.99408375062353,187.46260813990986,181.70368478577845,153.28262062020252,148.93223919056172,133.61295878919975,139.46307089587415,143.7820704623568,166.4085552843378,149.75246086626007,155.50521602637764,164.8158039745898,143.0912431922226,158.77415718430424,151.24012706428067,147.9097746929648,172.3759400264727,173.44035337995174,160.419006836192,144.15468632421877,172.94907412289476,170.8086858262479,148.65734380114733,145.98813181355422,177.33601249170377,173.86346400440183,153.11261512836705,147.5769912392812,160.5205481067823,153.9682355713471,136.32520737412773,170.8998673397912,154.09613539103265,148.31156652509023,174.90684273834412,172.73097246797425,169.77276975909953,170.0391252651494,192.30002437461613
6,1998-02-21 14:16:53+00:00,180.24445143262898,171.36482049108824,178.0036621961943,177.66889700613956,163.72026834297586,168.95824507385615,174.2375163196562,166.43659642465772,162.29628406809258,174.6564192618078,183.83924807455045,184.59120582985062,184.19245379502402,201.29968838601516,164.29691849651547,153.60085628097394,157.43529920101037,163.76384625787327,145.89439238611894,166.77877255759924,164.27758790718607,177.5551572595984,189.75028789015502,190.5504657466866,184.22720577880628,170.4507263668637,175.31359792972034,168.27027728935366,164.8278128411289,162.2414511148824,,,177.48161734078627,172.39785227398627,176.61239367462906,186.60753996077617,168.8694517720016,177.55996360217097,187.90187659517875,171.56189847522708,175.4226453720754,176.66934782713844,161.28068351213528,,180.77340613596792,188.484858287055,185.1115089854349,163.95998170641982,169.68113168680833,166.75013413139482,153.34642447708777,149.10013439588337,146.68410654422053,157.74562975135677,148.01123110040535,138.1282202850888,163.09762284254825,173.2300916791972,213.68073200178722,219.31339238253577,223.5337903572766,222.63935918826493,215.6340784673329,211.23846875480723,190.3311153339267,185.67726247582007,180.37583644571708,182.5085652786645,174.51501575098962,187.96691336862838,207.2714442644901,189.45998381726733,184.84651771546646,180.41560539037602,188.99891108990704,196.61843992142178,186.3004637732993,195.6105368048584,189.19053083569497,181.11012662932296,198.17027995699002,197.7118862607882,167.7589024046378,187.05762843686833,171.8414975215497,187.6189888860307,182.9802545625367,,195.76791028205778,187.383231614294,175.11562935658978,,197.89582528339778,185.3516771336094,,189.05785144783067,197.70014762323083,189.15970854576332,162.07033117111115,190.55957553152288
7,1998-03-09 14:17:09+00:00,179.88036205700337,173.62011955296367,187.06980512850453,189.40140785397958,183.917270910909,182.16134516989274,180.28653734996183,176.08243700392384,180.15015563031616,182.3871323828565,190.60137508071102,178.56099209077854,208.40299120262372,212.29924640975435,195.83941740398254,181.01323702289847,172.717291545385,166.44447785950558,152.83831423672544,151.17950470112498,169.33968798774202,184.1424146628683,195.08618480083092,192.22841512079196,183.54752806513528,190.95850867140635,188.7573775655168,182.36403480559866,164.76520199774487,177.82350349434827,180.96727910941186,185.6592827370209,199.3078778726131,196.532007707815,190.63217599022582,203.0558402457437,196.81954143331075,200.22530784859092,193.46865678422262,193.3366407282048,199.43894382051138,184.0564767654932,182.7951687459844,193.13343045515353,188.7776565250175,186.99393989844495,,188.0142687122403,184.7225117756409,173.39677724400727,154.51140836454346,,167.9978056826743,168.8476725096972,,104.14309128059506,135.02087454318416,,230.60844445442578,227.28910928045548,246.65581609178125,238.91853077192664,239.84960144191635,231.8322075271694,210.09586073183686,208.23883008680107,208.47537652765445,209.71206692332095,210.6286430427758,203.057151317627,218.6615369191893,204.71656624262292,198.42925386913552,,175.3472416694617,170.91042701234778,199.59679197157942,195.27216303831855,205.8857693231968,215.1478946751298,213.39253152765934,213.31749695741703,201.12445838594152,205.2035299863571,206.94400387064866,212.4310131322264,215.84659372911503,,209.264830799004,206.29762537104156,197.88293579885018,,201.14689616003923,187.04213720652885,,203.18390745947232,205.80345355264797,200.74429987127365,177.33947723254727,192.45782978815296
8,1998-03-25 14:17:23+00:00,186.75592223764676,161.24900791452356,171.4708475570942,170.03211475699194,156.11721943869435,152.86453661200028,163.0464252542222,156.72513897225625,159.0585351641249,169.015833446503,172.83978274872683,,169.54568784126434,171.2867984538875,150.97187939263208,151.3049991531646,154.2696916826197,151.6456056385313,146.19999959429876,144.43473484960862,133.65053153765027,154.1216971910829,176.74325075797202,174.95367604212157,,148.72252082171516,155.84179363908868,152.71985533668786,149.49584103837142,,152.54814016844145,154.92078590469933,167.02099496758595,171.72514503666588,170.65939306651495,172.66139306518897,171.71026964210267,163.45865195302363,172.25457448505054,169.34546143819458,173.42342555288096,170.17066966331797,169.03814615133246,174.9912647657388,159.5165956918687,160.27344675596788,160.42863407626106,153.35959237744476,132.95019094337593,149.1056112159671,151.57424060500884,154.1128670944955,168.00475539890311,170.07147697650856,163.71480984905392,159.1368218796747,162.9566723335139,178.41357307772734,221.48875223141016,211.97577764028605,211.5892964629087,220.85585044814286,208.5443882166236,200.87957307974764,191.22881472968726,176.6388540563188,178.8561907238059,177.92441434262193,176.23648845242937,171.23012979485364,183.35202705505012,172.08941551647723,174.63824276385955,170.33701894973004,173.6399316199013,178.08944086701524,185.00228074693777,173.7981925484726,174.34808339238117,167.7033215168316,180.83388954512324,185.56899451259193,165.19538173018555,164.88206986077722,178.297936341788,165.3275051288067,169.6560674370374,162.20940487138776,182.33122691724577,166.70024585868964,,,,,,155.63415448636155,145.3567359716214,,,161.20479018412632
9,1998-09-17 14:19:26+00:00,234.72737571235157,186.2967802829938,186.19568864537916,182.7399106851795,184.11043157987612,176.0650428808309,176.65091268949624,178.6465966065444,173.27919837509927,178.46532724806255,168.62029524110008,165.9450079790052,179.79050291223658,168.4334645218349,147.540579674061,136.45767526004067,141.8678225809051,149.53059576419668,163.71828959998797,169.16861021275759,176.34965143847458,188.31890540140023,196.14395042771312,195.18914016767224,182.45346457469947,170.12046735906455,162.7634197253174,149.98964959920752,,,,,157.58286334862154,165.22786039017802,163.0033336804957,177.28405000970855,154.45169665865564,161.06161097823497,159.74435531739036,152.97734625532559,150.71567547304468,167.93120538046878,164.83729198563358,160.50455748364723,151.6125918431363,136.09438893781993,133.05830024024053,134.70603498014236,134.21928912863285,115.76182943287341,132.28675599164072,124.0959263839704,,,,,133.61951690086758,136.78627229367197,173.48906349330076,182.28999697708912,190.73933442601782,189.18874767368388,,160.39427398481263,,,,,,,,,,,,138.60030211866294,143.39736409055593,111.41499409183878,,,,,,,,,,175.66957211477663,176.1847963430836,165.02856691335225,161.17507900216302,155.4022487453184,164.43553563807185,157.87993813014398,141.01078690356795,143.55439161724456,,,,169.3404237270329
