,dates,nzd0445-0000,nzd0445-0001,nzd0445-0002,nzd0445-0003,nzd0445-0004,nzd0445-0005,nzd0445-0006,nzd0445-0007,nzd0445-0008,nzd0445-0009,nzd0445-0010,nzd0445-0011,nzd0445-0012,nzd0445-0013,nzd0445-0014,nzd0445-0015,nzd0445-0016,nzd0445-0017,nzd0445-0018,nzd0445-0019,nzd0445-0020,nzd0445-0021,nzd0445-0022,nzd0445-0023,nzd0445-0024,nzd0445-0025,nzd0445-0026
0,1999-10-27 22:19:03+00:00,,244.63961750573495,238.22387499058547,223.7616222271077,222.23308919119958,204.60873805775958,199.44527044267983,190.2351995912497,178.78262322485153,166.144021381401,160.42484085899716,161.20716595110062,,,148.8501382331627,139.6660453923683,136.15093749090136,130.37088515619868,133.16646009465734,155.3229634439957,142.13753968939497,,,,134.50055986756777,,
1,1999-11-05 22:12:52+00:00,,228.2386343807232,223.3758959678735,209.2065023083263,197.51575937448382,187.53390557791462,169.15875669160116,159.6704898149446,150.20624469529363,143.67768847692986,130.73589876080212,,118.15782982116865,113.88969065967085,,,,,,,,,,,103.62606149978039,,
2,1999-11-12 22:19:03+00:00,281.2725429428506,276.7363809695218,262.95276889279734,253.98394074753395,255.12223230106704,242.247278636298,218.62516644680733,203.26493801178978,197.46016588923607,194.9838450559356,169.43433444498146,164.6898767888072,146.26056538654242,138.45694324628465,129.41699523021015,132.7216518048278,122.89993926831929,118.54555224821334,143.08651862409928,155.34000305208667,138.12934651066604,130.2440506349087,140.776372584725,148.81666481874547,147.40053450148298,,161.09255840151727
3,1999-11-21 22:12:47+00:00,291.4407564494425,292.36482133429666,272.4419580366333,266.5939376296924,261.5355825998387,243.2089249817544,234.16476402684074,216.7162315391298,194.15960753235836,189.03688752084074,184.67672124553866,,176.65064119846562,174.04722388773823,147.59382750219297,142.98722325874948,141.13985334449885,120.8239487549111,145.0198971893675,150.14407779643298,157.84893803052213,125.1373059674853,129.07447369552656,146.68113374383339,157.75774664477225,160.32332083613446,175.718136196297
4,1999-11-28 22:18:56+00:00,247.1111215505656,,245.43248932981857,229.8962722855589,226.85537279202202,220.08567833299173,209.33766148811662,,196.04594988204667,180.7430179740346,162.486512307181,161.15164482466116,,143.2810858612412,138.14926299651847,125.3809199976768,117.97852245449394,109.40166866549089,127.54848955249906,139.14970012133656,130.37489755363254,111.68599644214328,116.2950447402284,132.91103614221296,141.14458630903133,147.02599355064277,160.35538518917622
5,1999-12-07 22:12:53+00:00,,263.75575053985193,258.24810208504454,249.1569716744738,240.03640607405362,226.54082502163317,216.8526737010741,205.3040329902123,193.25766716236654,184.0056384171534,170.89209625893875,168.75804110789966,163.88266740048942,152.49028051627855,144.87934935125045,145.19079684455627,,139.9935104127474,144.50973080440073,156.20485731447246,151.8909058640212,127.86709727030248,137.56719733530483,149.7153488332121,154.61575110979302,,169.51767079549757
6,1999-12-14 22:19:07+00:00,257.2464022070818,265.6716482935659,249.5716518435304,243.92187069084403,236.78452456885896,223.64997862665317,210.32010331247662,,196.51320210343894,182.17288472848028,160.64479060333923,161.775705406324,157.84396412238232,154.17810852563832,145.62520171637652,140.97019502521044,146.24217055331005,139.2228421262219,139.63943686039204,156.09180705414312,135.4669749253744,124.87200379170437,140.8499736619383,149.52043072387062,158.18615360584602,161.04691787175912,169.53033508132947
7,2000-01-08 22:13:13+00:00,266.82159691583837,258.8068540580374,,238.41531670362517,230.1694610752122,215.93100417059165,190.67514532376137,177.9935777622717,172.73965013606835,161.51808637507193,157.05776291313964,130.47588553909122,139.5291616908614,136.83237662843672,135.04877507955177,128.68837231924542,130.97635637347395,,124.19067393735753,145.6756397075292,143.32127714007774,122.93655351459081,132.6157650803288,145.7617504100765,154.40807703196373,161.6733218298978,176.30516100097952
8,2000-01-24 22:12:47+00:00,262.10820261595904,,241.92707950843217,225.11032500642852,220.4783575064005,209.62518056174224,176.1014843088238,152.9660895320825,146.12757865240874,132.90627148661855,116.40976612534931,130.88257231710472,137.72354879762193,149.02773473889272,141.668546968741,140.63546907593,131.24963206905986,126.46151756401737,124.93437205129531,148.03890507954515,144.9566248142609,130.48102822317074,135.62883033230102,,,,168.13346668600332
9,2000-01-31 22:18:57+00:00,275.1134904842207,261.6124809622569,247.6712053308335,234.90818542967662,242.92274068112528,219.59112629305073,209.01945997341446,197.7300366530082,189.40938029731248,183.6765730060124,171.81929250627738,170.7720741067152,156.43485238466403,158.8653829468637,151.24390771796567,148.53355681034088,139.26846214164732,134.66529254113595,145.59069382011722,145.95812186854056,128.7916107606079,120.58366283488714,134.98957703685306,144.37316880246888,148.25042099873548,157.4241516331134,164.93493719348254
