dates,satname,nzd0216-0000,nzd0216-0001,nzd0216-0002,nzd0216-0003,nzd0216-0004,nzd0216-0005,nzd0216-0006,nzd0216-0007,nzd0216-0008,nzd0216-0009,nzd0216-0010,nzd0216-0011,nzd0216-0012,nzd0216-0013,nzd0216-0014,nzd0216-0015,nzd0216-0016,nzd0216-0017,nzd0216-0018,nzd0216-0019,nzd0216-0020
1999-07-18 21:58:49+00:00,L7,620.68,627.94,601.21,563.48,604.16,,594.66,520.06,651.40,,640.77,572.23,604.56,636.62,,,635.56,647.72,615.75,618.20,639.83
1999-09-20 21:58:56+00:00,L7,,,,,,,,,,,,217.56,205.24,,,,,,,,
1999-10-06 21:59:04+00:00,L7,267.87,247.39,272.33,268.27,295.88,307.58,298.66,292.91,285.11,302.53,309.95,288.72,278.06,276.84,310.47,317.24,314.51,322.66,326.61,326.28,308.42
1999-12-25 21:58:52+00:00,L7,316.14,324.62,319.47,314.03,310.83,308.23,302.88,291.72,286.39,289.12,292.21,297.72,285.47,295.59,306.49,314.57,314.91,322.00,324.59,330.60,317.66
2000-01-10 21:58:52+00:00,L7,,,,,326.62,321.56,310.47,303.28,301.34,297.35,297.36,292.90,291.64,288.09,305.92,316.25,324.11,346.51,350.24,345.76,334.48
2000-03-14 21:58:35+00:00,L7,363.38,381.03,375.24,359.94,276.22,,,,,,,,,,,,,,,,
2000-03-30 21:58:33+00:00,L7,330.18,341.22,335.95,320.24,328.71,,330.49,330.32,322.45,,318.01,324.51,290.79,297.40,341.19,342.43,349.28,351.34,356.35,363.00,358.85
2000-07-04 21:57:38+00:00,L7,241.17,149.75,161.41,164.31,186.17,213.80,234.13,211.31,219.09,252.06,231.80,262.21,287.55,248.08,,,315.26,332.62,313.63,291.24,126.05
2000-08-05 21:57:08+00:00,L7,364.23,356.12,164.86,170.27,187.35,220.52,235.75,218.87,218.69,252.01,344.42,347.44,327.34,294.67,,331.79,340.01,350.50,356.69,355.31,354.63
2000-11-25 21:56:23+00:00,L7,283.05,290.69,299.89,297.95,296.49,290.94,286.50,274.67,269.32,279.60,278.91,273.92,262.38,268.99,284.87,304.80,298.68,,,,
2001-03-17 21:56:16+00:00,L7,363.73,370.56,363.05,358.28,361.03,362.26,359.82,356.19,350.00,341.96,351.93,371.19,366.22,353.76,366.82,370.34,376.88,382.06,384.12,385.62,377.90
2001-05-20 21:55:53+00:00,L7,,,,129.09,177.62,204.51,204.66,164.47,194.69,,205.66,244.10,200.99,134.90,,,,,,,
2001-06-21 21:55:29+00:00,L7,246.38,149.96,164.97,169.51,185.95,220.05,244.46,211.26,217.47,257.09,237.79,260.02,262.63,248.50,253.85,,301.29,296.65,303.34,,126.97
2001-08-24 21:54:48+00:00,L7,332.58,286.52,332.68,311.66,249.50,,302.01,245.12,235.45,268.19,328.18,338.42,269.38,281.92,304.77,312.03,302.18,305.71,323.79,338.74,292.23
2001-09-25 21:54:28+00:00,L7,367.11,384.35,387.51,389.50,381.66,354.86,349.00,356.64,358.74,359.28,360.82,359.31,362.77,338.69,350.08,363.02,382.08,393.15,398.96,391.62,380.96
2002-02-16 21:54:54+00:00,L7,363.27,369.10,364.31,356.17,346.03,340.91,346.62,350.00,340.38,329.46,338.57,340.70,344.71,342.08,336.73,341.66,350.19,361.71,376.95,370.73,353.90
2002-03-20 21:54:48+00:00,L7,356.16,356.97,350.14,345.86,331.18,331.30,346.48,341.41,329.60,,333.97,341.48,338.68,328.54,327.81,335.00,344.77,350.80,349.28,355.56,356.08
2002-08-11 21:54:12+00:00,L7,280.01,272.51,175.13,171.50,202.87,222.42,265.48,219.25,222.55,261.58,242.65,261.69,258.63,238.60,276.16,294.86,293.50,300.48,311.50,313.84,293.60
2002-08-27 21:54:00+00:00,L7,327.53,282.51,311.12,304.91,272.27,,284.65,237.81,224.22,269.34,254.00,273.06,276.85,253.44,294.85,314.14,325.49,323.43,330.01,344.89,304.94
2002-10-14 21:53:43+00:00,L7,366.76,381.74,368.30,355.64,356.10,358.21,308.46,319.07,282.47,302.64,326.38,325.32,312.63,329.16,344.01,348.81,360.63,390.43,388.52,375.76,364.48
2002-12-01 21:54:16+00:00,L7,321.37,330.96,327.92,311.11,310.77,307.27,306.24,297.87,289.79,299.83,293.77,291.16,286.72,287.62,302.20,312.97,311.97,315.65,327.89,337.01,322.74
2003-01-18 21:54:30+00:00,L7,298.43,296.50,307.12,306.02,297.54,293.73,290.99,277.69,271.65,282.10,277.20,275.42,274.09,262.09,288.01,300.85,301.75,304.14,315.73,326.82,313.08
2003-03-23 21:54:40+00:00,L7,383.64,407.51,396.42,379.17,375.24,387.01,398.51,392.10,377.63,349.20,357.89,364.35,376.73,375.31,384.90,379.59,380.81,380.27,388.16,396.37,398.06
2003-04-08 21:54:47+00:00,L7,359.13,364.48,358.60,339.99,253.71,216.54,220.16,199.13,203.97,238.71,236.96,325.63,332.20,343.86,355.87,343.63,341.61,345.96,354.48,373.45,369.75
2003-04-24 21:54:46+00:00,L7,,,350.43,352.16,346.84,,337.21,226.88,230.00,263.36,245.06,325.60,326.38,300.80,334.65,338.99,337.12,342.22,346.67,352.24,353.93
2003-07-21 21:42:33+00:00,L5,344.29,154.80,156.25,158.51,187.50,218.34,228.31,205.48,224.57,251.36,234.98,336.65,327.92,338.22,346.61,,357.25,384.68,392.72,392.29,119.03
2003-08-06 21:42:51+00:00,L5,320.33,165.97,171.15,167.26,194.55,222.29,235.63,203.44,224.53,,,,,,,,,,,,
2003-10-25 21:44:04+00:00,L5,310.58,308.97,307.25,303.50,292.66,289.72,284.82,274.90,267.59,270.23,269.88,271.19,262.27,262.28,284.79,303.18,306.98,313.53,319.53,321.13,302.63
2003-12-04 21:54:43+00:00,L7,,,,312.84,309.02,,,295.53,298.21,300.08,306.83,309.52,296.75,292.63,302.54,316.24,335.26,349.34,353.48,,
2004-01-05 21:54:57+00:00,L7,325.38,324.17,318.44,311.75,302.30,,,,283.45,293.34,289.54,283.13,279.34,278.36,290.16,306.82,320.59,320.94,327.76,333.33,
2004-03-09 21:55:15+00:00,L7,,,321.22,311.74,298.87,299.18,294.16,277.01,267.09,289.90,272.28,278.58,276.96,,,,313.74,317.73,323.55,328.70,317.99
2004-03-17 21:45:08+00:00,L5,311.99,281.81,313.39,305.68,291.04,287.33,283.02,248.41,235.00,259.32,252.81,276.73,287.62,272.06,295.52,307.24,307.75,310.43,319.97,326.06,309.44
2004-03-25 21:55:18+00:00,L7,342.28,337.92,336.64,323.95,324.22,324.67,324.17,322.69,296.50,253.92,,,,316.08,325.16,324.60,313.43,313.48,322.03,346.89,348.19
2004-04-18 21:45:49+00:00,L5,299.31,290.00,292.28,171.86,199.60,237.97,287.69,228.21,224.68,261.00,251.80,270.03,270.16,255.21,280.38,302.17,301.77,302.68,308.59,310.63,297.47
2004-05-04 21:46:16+00:00,L5,271.04,268.96,165.87,167.58,194.63,225.72,233.03,211.71,224.53,248.34,236.77,255.40,250.22,229.58,267.98,290.47,294.43,294.40,299.39,301.01,134.87
2004-05-12 21:55:13+00:00,L7,385.09,443.43,386.36,357.35,,,236.14,218.02,219.47,246.07,245.86,251.69,248.45,263.50,,,335.49,345.65,343.72,,266.27
2004-07-07 21:48:09+00:00,L5,205.30,144.78,160.75,166.32,191.05,227.75,236.75,216.83,223.86,251.36,234.33,253.79,254.55,240.47,256.08,288.00,297.64,301.25,304.28,,137.99
2004-07-23 21:48:33+00:00,L5,269.97,157.11,166.41,162.60,183.81,215.30,229.59,203.46,224.36,249.23,236.32,259.43,256.12,269.77,274.71,295.59,303.14,307.88,315.90,291.82,120.29
2004-07-31 21:54:51+00:00,L7,285.01,261.89,169.32,171.89,192.55,221.87,240.31,216.14,,,,,250.58,242.76,271.97,288.38,300.18,296.85,303.76,305.05,129.12
2004-08-08 21:48:50+00:00,L5,264.77,270.90,174.42,168.09,187.60,218.59,210.42,215.42,202.54,238.48,246.78,263.82,258.06,233.13,,325.13,312.57,302.90,305.51,316.01,310.04
2004-08-24 21:49:18+00:00,L5,352.68,353.46,353.30,350.76,197.12,229.20,282.43,224.98,224.35,256.96,247.90,272.00,266.21,268.38,,308.42,303.88,326.19,338.31,354.93,357.38
2004-09-09 21:49:43+00:00,L5,,,,,358.57,346.22,342.01,247.24,258.21,275.27,258.74,325.06,275.01,318.18,336.57,329.74,335.91,315.51,339.19,346.87,354.49
2004-09-25 21:50:07+00:00,L5,310.33,294.08,311.64,312.67,281.83,290.53,292.29,269.90,267.73,271.12,264.14,276.45,276.13,264.94,294.62,305.63,312.52,316.29,326.09,322.91,308.60
2004-10-11 21:50:27+00:00,L5,289.62,283.46,296.04,302.99,295.92,296.11,287.26,265.00,264.42,277.90,266.85,266.61,258.01,271.50,287.86,299.08,302.58,310.73,326.57,326.05,310.22
2004-10-19 21:54:43+00:00,L7,322.24,308.25,,,,,,,,,,,,,362.32,356.45,358.00,389.08,391.12,368.97,366.56
2004-10-27 21:50:47+00:00,L5,,,,,294.28,289.69,288.16,279.69,267.60,268.26,261.11,263.22,259.47,261.80,279.42,286.92,298.99,305.29,314.85,313.30,297.73
2005-02-08 21:55:35+00:00,L7,281.52,276.53,288.31,293.55,283.60,273.33,,,,266.29,260.53,259.33,250.97,255.46,281.07,295.68,296.05,302.38,312.82,316.69,301.08
2005-02-16 21:52:37+00:00,L5,369.90,376.22,367.31,372.10,352.75,346.95,338.62,352.21,363.57,343.81,330.94,342.48,323.51,342.69,353.18,359.55,374.92,388.73,384.87,385.61,371.55
2005-02-24 21:55:41+00:00,L7,289.41,286.48,300.84,301.67,290.21,,,265.40,269.62,272.95,263.06,264.25,261.70,260.44,287.52,303.50,302.49,309.67,320.18,,
2005-03-04 21:52:52+00:00,L5,336.71,341.09,339.13,338.69,330.41,314.12,314.62,323.85,332.14,330.77,330.15,323.38,315.00,311.57,312.94,334.45,347.11,345.84,355.81,364.52,356.86
2005-04-13 21:55:36+00:00,L7,317.69,284.63,308.46,306.75,259.61,235.79,281.59,229.11,218.18,,,,,278.87,292.35,312.75,313.34,308.51,321.06,337.04,335.01
2005-04-21 21:53:10+00:00,L5,271.81,262.31,282.27,173.08,206.99,229.84,260.03,232.59,228.55,259.22,249.10,263.52,257.20,237.94,275.28,294.73,292.60,297.46,301.89,317.85,296.25
2005-05-31 21:55:35+00:00,L7,214.23,149.19,160.88,165.79,185.69,218.26,231.95,,,,235.54,258.47,258.00,219.36,244.79,287.44,300.04,303.73,311.91,277.78,
2005-06-08 21:53:33+00:00,L5,255.17,151.81,154.18,162.28,189.47,230.02,236.50,217.40,226.85,244.65,230.50,254.76,258.33,221.50,253.01,,302.84,297.22,297.68,,105.80
2005-08-03 21:55:25+00:00,L7,280.32,150.68,160.93,166.34,182.81,,237.23,216.38,,,,260.74,250.39,240.41,264.58,291.66,298.43,303.46,305.75,310.05,
2005-08-19 21:55:20+00:00,L7,,269.93,274.40,171.49,191.25,220.35,269.50,221.14,218.70,251.33,241.75,260.61,265.25,,,,297.99,303.17,305.47,310.61,293.45
2005-10-22 21:55:15+00:00,L7,,,344.23,313.77,336.80,340.13,309.14,315.56,320.17,303.25,324.72,332.44,328.93,,,,,375.23,372.82,365.43,350.70
2005-10-30 21:54:03+00:00,L5,299.82,320.57,319.71,314.54,307.88,306.48,302.01,297.46,272.79,281.86,282.50,282.58,264.43,264.46,291.29,315.62,329.87,336.98,342.66,339.71,327.44
2005-11-15 21:54:26+00:00,L5,,,,,,,,,,,,,,,,,309.01,316.73,326.30,326.11,318.77
2006-01-10 21:55:52+00:00,L7,,,317.81,324.66,326.55,316.67,301.69,304.75,309.10,324.66,326.39,310.40,287.60,,,,,336.40,341.12,343.91,325.90
2006-02-03 21:56:19+00:00,L5,367.78,371.14,363.67,363.53,370.31,365.13,363.22,352.23,352.02,351.75,342.81,368.16,366.70,335.84,353.26,360.53,368.93,,,,
2006-02-19 21:56:39+00:00,L5,364.46,364.37,353.36,349.57,351.91,354.97,362.57,363.05,356.46,341.47,345.69,361.65,367.51,351.38,338.71,332.37,352.72,379.14,385.86,390.82,385.10
2006-03-31 21:56:06+00:00,L7,285.65,282.75,298.29,,,,276.99,246.52,241.01,267.95,247.95,271.08,271.80,257.58,286.43,300.53,302.15,310.54,,103.47,301.08
2006-04-16 21:56:02+00:00,L7,298.87,320.06,309.31,303.64,,,,235.58,221.06,261.77,245.05,267.93,270.62,285.38,286.41,308.72,321.48,320.70,320.45,,
2006-05-18 21:56:06+00:00,L7,320.39,157.42,172.39,169.73,188.55,,348.20,361.16,357.32,257.68,240.44,,,,,309.06,308.39,328.51,310.52,312.22,131.32
2006-05-26 21:58:18+00:00,L5,,,,,,,,,,,,,,,,,,,391.76,461.46,541.08
2006-06-27 21:58:48+00:00,L5,271.26,155.11,161.57,166.15,185.48,214.88,229.64,212.66,223.07,256.53,235.72,276.43,278.11,237.49,272.86,299.93,307.25,308.05,304.85,,119.67
2006-07-13 21:59:02+00:00,L5,270.56,149.64,159.77,163.36,179.87,216.56,231.51,214.74,225.84,251.12,233.18,254.19,254.39,221.95,245.60,291.78,297.52,289.80,300.67,292.17,
2006-07-21 21:55:45+00:00,L7,261.09,153.84,160.15,164.87,185.42,,,,217.32,252.25,237.70,261.60,259.37,247.00,,291.69,299.13,296.14,298.80,296.09,
2006-11-02 22:00:20+00:00,L5,337.67,339.89,336.35,317.98,319.07,317.04,301.31,295.58,289.32,303.72,297.84,293.24,287.35,308.73,318.94,322.71,321.78,319.49,316.17,,
2006-12-28 21:56:14+00:00,L7,392.79,399.78,,,,,,350.09,357.51,328.55,,,,320.96,357.69,384.88,405.64,394.81,387.39,384.61,392.96
2007-02-14 21:56:27+00:00,L7,338.24,326.46,,,,302.36,301.04,307.03,317.73,313.12,298.57,277.28,284.21,287.36,296.56,317.94,320.40,,,,344.82
2007-03-02 21:56:31+00:00,L7,306.08,299.20,308.93,301.21,292.19,287.44,292.31,284.44,283.00,291.79,,,,268.21,294.63,313.96,310.77,319.47,334.94,335.77,325.85
2007-04-19 21:56:31+00:00,L7,299.27,281.28,299.22,292.56,,,,235.03,237.93,267.42,247.23,275.11,269.38,243.02,283.70,300.14,297.20,308.01,315.02,,148.19
2007-07-24 21:56:11+00:00,L7,344.46,161.25,162.90,166.49,189.84,217.57,237.45,211.25,,,,,320.15,307.56,292.83,333.16,341.51,363.63,364.79,361.40,
2007-09-25 22:05:12+00:00,L5,,,,,,,228.39,212.51,211.85,237.90,224.69,239.77,,,,,,,92.56,282.56,279.98
2007-09-26 21:55:47+00:00,L7,281.65,277.75,,,,295.41,291.26,268.38,259.22,270.01,263.63,268.89,269.11,284.93,294.51,304.81,,,,327.82,307.23
2007-10-12 21:55:47+00:00,L7,294.88,293.86,302.93,304.25,296.68,298.61,293.06,277.65,273.00,273.84,271.55,265.63,,,,309.60,310.92,315.56,323.27,324.96,306.92
2007-10-28 21:55:58+00:00,L7,,,,306.33,299.90,297.30,286.66,277.84,276.10,279.70,280.93,278.52,275.09,,,313.62,310.24,320.59,329.67,330.25,316.95
2007-12-31 21:56:23+00:00,L7,392.58,403.58,402.21,404.55,395.75,390.05,378.43,373.06,,,,400.78,397.98,380.57,376.33,380.19,405.40,421.93,442.36,455.77,431.53
2008-02-01 21:56:21+00:00,L7,,,,,331.86,327.55,322.74,319.14,323.32,318.83,327.88,326.32,323.95,,,,,362.01,374.65,379.81,365.73
